matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2210276,1,2021-08-14 12:30:00,"Old Trafford, Manchester",72732,Home,Man Utd,Leeds,5,1,W,1,0,0,0,5.0,16.0,8.0,5.0,3.0,,,3.0,2.0,1.0,,,5.0,14.0,10.0,26.0,56.0,422.0,334.0,48.6,20.0,6.0,4.0,8.0,15.0,15.0,20.0,1.0,,,9.0,11.0,147.0,2.0,1.0,,,,38.0,51.0,11.0,9.0,5.0,5.0,,11.0,9.0,0.0,0.0,,,2.0
2210288,2,2021-08-22 14:00:00,"St. Mary's Stadium, Southampton",29485,Away,Man Utd,Southampton,1,1,D,0,1,0,0,1.0,15.0,4.0,7.0,4.0,,,2.0,,3.0,1.0,,1.0,11.0,5.0,33.0,43.0,520.0,415.0,63.6,28.0,19.0,10.0,6.0,12.0,12.0,15.0,1.0,1.0,,9.0,19.0,156.0,3.0,1.0,,,1.0,57.0,53.0,16.0,11.0,7.0,7.0,5.0,10.0,12.0,0.0,0.0,,,2.0
2210300,3,2021-08-29 16:30:00,"Molineux Stadium, Wolverhampton",30621,Away,Man Utd,Wolves,1,0,W,0,0,0,0,1.0,10.0,3.0,5.0,2.0,,,1.0,,1.0,,,1.0,7.0,3.0,34.0,59.0,552.0,478.0,55.9,24.0,8.0,5.0,13.0,14.0,14.0,14.0,4.0,1.0,,14.0,13.0,122.0,5.0,,,1.0,,30.0,54.0,11.0,15.0,7.0,7.0,2.0,9.0,7.0,0.0,0.0,,,4.0
2210308,4,2021-09-11 15:00:00,"Old Trafford, Manchester",72732,Home,Man Utd,Newcastle,4,1,W,1,0,0,0,4.0,21.0,7.0,9.0,5.0,,,4.0,3.0,2.0,,,3.0,17.0,9.0,36.0,69.0,644.0,581.0,64.1,41.0,19.0,11.0,4.0,11.0,11.0,18.0,3.0,2.0,,12.0,8.0,116.0,2.0,1.0,,,,35.0,44.0,7.0,6.0,7.0,7.0,,9.0,2.0,0.0,0.0,,,1.0
2210319,5,2021-09-19 14:00:00,"London Stadium, London",59958,Away,Man Utd,West Ham,2,1,W,1,1,0,0,2.0,17.0,10.0,4.0,3.0,,,2.0,1.0,2.0,1.0,,1.0,16.0,12.0,43.0,59.0,624.0,562.0,60.1,31.0,14.0,9.0,2.0,18.0,18.0,19.0,4.0,1.0,,14.0,9.0,125.0,3.0,1.0,,,,47.0,46.0,9.0,12.0,11.0,11.0,,8.0,5.0,0.0,0.0,,,
2210328,6,2021-09-25 12:30:00,"Old Trafford, Manchester",72922,Home,Man Utd,Aston Villa,0,1,L,0,0,0,0,,28.0,4.0,11.0,13.0,,,1.0,,2.0,,,,21.0,11.0,22.0,49.0,409.0,313.0,59.6,34.0,12.0,8.0,9.0,21.0,21.0,18.0,1.0,1.0,,6.0,5.0,137.0,2.0,1.0,,,,58.0,35.0,19.0,11.0,5.0,5.0,2.0,9.0,11.0,0.0,0.0,1.0,,2.0
2210337,7,2021-10-02 12:30:00,"Old Trafford, Manchester",73128,Home,Man Utd,Everton,1,1,D,1,0,0,0,1.0,13.0,6.0,6.0,1.0,,,3.0,,3.0,,,1.0,13.0,7.0,40.0,76.0,700.0,607.0,71.8,28.0,7.0,3.0,6.0,13.0,13.0,22.0,4.0,,,6.0,7.0,146.0,1.0,1.0,,,,40.0,54.0,13.0,18.0,10.0,10.0,,10.0,9.0,0.0,0.0,,,2.0
2210345,8,2021-10-16 15:00:00,"King Power Stadium, Leicester",32219,Away,Man Utd,Leicester,2,4,L,1,1,0,0,2.0,18.0,6.0,9.0,3.0,,,1.0,1.0,,,,2.0,16.0,9.0,24.0,52.0,517.0,445.0,51.2,19.0,14.0,8.0,9.0,12.0,12.0,19.0,5.0,,1.0,6.0,4.0,117.0,7.0,4.0,,,,33.0,46.0,8.0,11.0,3.0,3.0,,17.0,5.0,0.0,0.0,,,3.0
2210358,9,2021-10-24 16:30:00,"Old Trafford, Manchester",73088,Home,Man Utd,Liverpool,0,5,L,0,4,1,0,,12.0,4.0,6.0,2.0,,,2.0,,2.0,1.0,,,12.0,6.0,27.0,36.0,409.0,334.0,36.8,23.0,5.0,3.0,11.0,13.0,13.0,15.0,6.0,1.0,,2.0,8.0,120.0,3.0,5.0,,,,38.0,32.0,14.0,9.0,6.0,6.0,1.0,10.0,8.0,0.0,0.0,,,7.0
2210368,10,2021-10-30 17:30:00,"Tottenham Hotspur Stadium, London",60356,Away,Man Utd,Spurs,3,0,W,1,0,0,0,3.0,10.0,4.0,2.0,4.0,,,2.0,2.0,,,,3.0,9.0,7.0,16.0,47.0,421.0,339.0,41.8,20.0,17.0,12.0,7.0,27.0,27.0,23.0,3.0,,,19.0,15.0,125.0,,,,1.0,,49.0,69.0,13.0,17.0,1.0,2.0,,14.0,12.0,0.0,0.0,,,1.0
