matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
755463,17,2014-12-20 15:00:00,"Villa Park, Birmingham",41273,Away,Man Utd,Aston Villa,1,1,D,0,1,0,1,1.0,16.0,9.0,3.0,4.0,1.0,,1.0,,1.0,15.0,13.0,22.0,76.0,588.0,528.0,64.7,10.0,6.0,14.0,9.0,9.0,9.0,4.0,,,6.0,4.0,110.0,3.0,1.0,,,33.0,36.0,8.0,12.0,9.0,9.0,,10.0,9.0,0.0,0.0,,,2.0
755479,18,2014-12-26 15:00:00,"Old Trafford, Manchester",75318,Home,Man Utd,Newcastle,3,1,W,2,0,0,0,3.0,9.0,4.0,4.0,1.0,3.0,3.0,,,3.0,8.0,5.0,19.0,59.0,570.0,506.0,61.9,18.0,14.0,15.0,23.0,23.0,13.0,2.0,1.0,,14.0,7.0,109.0,3.0,1.0,,,54.0,57.0,13.0,14.0,4.0,4.0,,16.0,9.0,0.0,0.0,,,4.0
755491,19,2014-12-28 12:00:00,"White Hart Lane, London",35711,Away,Man Utd,Spurs,0,0,D,0,0,0,0,,9.0,5.0,2.0,2.0,4.0,,4.0,1.0,,7.0,5.0,11.0,72.0,397.0,281.0,51.6,27.0,20.0,22.0,35.0,35.0,16.0,2.0,,,7.0,19.0,186.0,4.0,,1.0,,60.0,70.0,19.0,21.0,6.0,6.0,,19.0,11.0,0.0,0.0,,,6.0
755500,20,2015-01-01 12:45:00,"bet365 Stadium, Stoke",27203,Away,Man Utd,Stoke,1,1,D,1,1,0,0,1.0,6.0,2.0,4.0,,1.0,1.0,,,1.0,5.0,2.0,25.0,69.0,507.0,426.0,65.9,12.0,10.0,17.0,48.0,48.0,13.0,3.0,1.0,,5.0,14.0,143.0,1.0,1.0,,,41.0,54.0,17.0,13.0,7.0,7.0,1.0,12.0,8.0,0.0,0.0,,,2.0
755509,21,2015-01-11 16:00:00,"Old Trafford, Manchester",75395,Home,Man Utd,Southampton,0,1,L,0,0,0,0,,10.0,,8.0,2.0,1.0,,2.0,,,9.0,2.0,28.0,77.0,568.0,468.0,60.5,18.0,15.0,21.0,26.0,26.0,13.0,3.0,,,4.0,5.0,150.0,,1.0,,,53.0,40.0,17.0,15.0,3.0,3.0,1.0,9.0,10.0,0.0,0.0,,,2.0
755519,22,2015-01-17 15:00:00,"MATRADE Loftus Road, London",18098,Away,Man Utd,QPR,2,0,W,0,0,0,0,2.0,12.0,7.0,2.0,3.0,2.0,1.0,2.0,,1.0,8.0,7.0,21.0,98.0,595.0,461.0,61.7,19.0,16.0,26.0,41.0,41.0,18.0,4.0,1.0,,11.0,11.0,188.0,4.0,,1.0,,59.0,52.0,20.0,13.0,3.0,3.0,,10.0,12.0,0.0,0.0,,,2.0
755528,23,2015-01-31 15:00:00,"Old Trafford, Manchester",75329,Home,Man Utd,Leicester,3,1,W,3,0,0,0,3.0,12.0,5.0,4.0,3.0,2.0,2.0,1.0,,1.0,9.0,5.0,25.0,75.0,679.0,599.0,71.4,14.0,11.0,19.0,43.0,43.0,13.0,,1.0,,5.0,11.0,141.0,,1.0,,,55.0,58.0,20.0,19.0,4.0,4.0,,8.0,12.0,0.0,0.0,,,3.0
755542,24,2015-02-08 16:15:00,"Boleyn Ground, London",34499,Away,Man Utd,West Ham,1,1,D,0,0,1,0,1.0,18.0,6.0,6.0,6.0,1.0,,1.0,,,11.0,7.0,20.0,58.0,414.0,317.0,58.8,20.0,15.0,16.0,48.0,48.0,23.0,1.0,,,4.0,12.0,159.0,5.0,1.0,,,65.0,72.0,30.0,39.0,9.0,9.0,1.0,13.0,7.0,0.0,0.0,,,2.0
755547,25,2015-02-11 19:45:00,"Old Trafford, Manchester",75356,Home,Man Utd,Burnley,3,1,W,2,1,0,0,3.0,11.0,7.0,3.0,1.0,1.0,2.0,,,2.0,8.0,5.0,15.0,58.0,511.0,419.0,57.3,15.0,11.0,21.0,48.0,48.0,15.0,4.0,1.0,1.0,2.0,9.0,140.0,2.0,1.0,,,65.0,65.0,23.0,31.0,5.0,5.0,1.0,15.0,8.0,0.0,0.0,1.0,1.0,2.0
755561,26,2015-02-21 15:00:00,"Swansea.com Stadium, Swansea",20809,Away,Man Utd,Swansea,1,2,L,1,1,0,0,1.0,18.0,3.0,9.0,6.0,1.0,,1.0,1.0,1.0,14.0,7.0,27.0,74.0,585.0,508.0,64.0,10.0,7.0,30.0,25.0,25.0,20.0,3.0,1.0,,4.0,5.0,128.0,3.0,2.0,,,49.0,44.0,24.0,17.0,10.0,10.0,1.0,15.0,6.0,0.0,0.0,,,1.0
755567,27,2015-02-28 15:00:00,"Old Trafford, Manchester",75344,Home,Man Utd,Sunderland,2,0,W,0,0,0,1,2.0,30.0,10.0,11.0,9.0,1.0,2.0,1.0,1.0,,22.0,15.0,26.0,57.0,625.0,556.0,73.4,16.0,10.0,11.0,9.0,9.0,16.0,,1.0,,6.0,12.0,127.0,3.0,,1.0,,49.0,42.0,10.0,8.0,13.0,13.0,3.0,6.0,11.0,0.0,0.0,1.0,1.0,1.0
755580,28,2015-03-04 19:45:00,"St. James' Park, Newcastle",49801,Away,Man Utd,Newcastle,1,0,W,0,0,0,0,1.0,11.0,5.0,5.0,1.0,3.0,1.0,4.0,,,8.0,4.0,23.0,70.0,554.0,484.0,67.6,15.0,11.0,14.0,38.0,38.0,17.0,2.0,1.0,,10.0,12.0,133.0,2.0,,1.0,,59.0,76.0,20.0,25.0,1.0,1.0,,14.0,6.0,0.0,0.0,,,6.0
755589,29,2015-03-15 16:00:00,"Old Trafford, Manchester",75112,Home,Man Utd,Spurs,3,0,W,3,0,0,0,3.0,11.0,3.0,5.0,3.0,,1.0,,,1.0,7.0,4.0,18.0,56.0,508.0,421.0,51.6,32.0,18.0,20.0,25.0,25.0,17.0,2.0,,,12.0,15.0,138.0,2.0,,1.0,,64.0,54.0,12.0,12.0,4.0,4.0,,12.0,9.0,0.0,0.0,,,5.0
755595,30,2015-03-22 13:30:00,"Anfield, Liverpool",44405,Away,Man Utd,Liverpool,2,1,W,1,0,0,1,2.0,6.0,4.0,,2.0,1.0,1.0,1.0,,2.0,5.0,5.0,16.0,72.0,569.0,464.0,58.3,28.0,19.0,21.0,28.0,28.0,23.0,2.0,,,15.0,6.0,154.0,,1.0,,,74.0,62.0,21.0,20.0,3.0,3.0,,17.0,14.0,0.0,0.0,1.0,,3.0
755609,31,2015-04-04 15:00:00,"Old Trafford, Manchester",75397,Home,Man Utd,Aston Villa,3,1,W,1,0,0,0,3.0,20.0,7.0,9.0,4.0,1.0,,2.0,,3.0,14.0,8.0,29.0,87.0,736.0,668.0,76.4,16.0,14.0,10.0,19.0,19.0,14.0,1.0,,1.0,6.0,12.0,122.0,1.0,1.0,,,50.0,49.0,15.0,12.0,10.0,10.0,,15.0,11.0,0.0,0.0,,,
755615,32,2015-04-12 16:00:00,"Old Trafford, Manchester",75313,Home,Man Utd,Man City,4,2,W,2,1,0,0,4.0,11.0,7.0,1.0,3.0,6.0,4.0,3.0,,3.0,8.0,6.0,9.0,67.0,546.0,442.0,58.6,15.0,9.0,29.0,34.0,34.0,14.0,4.0,,,7.0,8.0,155.0,1.0,2.0,,,53.0,55.0,14.0,17.0,1.0,1.0,3.0,9.0,14.0,0.0,0.0,,,3.0
755625,33,2015-04-18 17:30:00,"Stamford Bridge, London",41422,Away,Man Utd,Chelsea,0,1,L,0,1,0,0,,15.0,2.0,8.0,5.0,,,,1.0,,15.0,7.0,12.0,64.0,664.0,607.0,70.4,21.0,19.0,18.0,24.0,24.0,11.0,3.0,1.0,,10.0,15.0,124.0,1.0,1.0,,,59.0,63.0,17.0,14.0,7.0,7.0,1.0,11.0,13.0,0.0,0.0,,,3.0
755636,34,2015-04-26 13:30:00,"Goodison Park, Liverpool",39497,Away,Man Utd,Everton,0,3,L,0,2,0,0,,17.0,4.0,3.0,10.0,,,,,,14.0,12.0,18.0,74.0,576.0,497.0,65.1,14.0,11.0,19.0,22.0,22.0,21.0,,,,11.0,14.0,155.0,4.0,3.0,,,38.0,50.0,9.0,7.0,7.0,7.0,1.0,10.0,6.0,0.0,0.0,,,2.0
755648,35,2015-05-02 17:30:00,"Old Trafford, Manchester",75454,Home,Man Utd,West Brom,0,1,L,0,0,0,0,,26.0,9.0,5.0,12.0,1.0,,2.0,,,18.0,14.0,35.0,73.0,720.0,647.0,79.7,15.0,9.0,13.0,12.0,12.0,10.0,,,,4.0,12.0,139.0,2.0,1.0,,,47.0,39.0,18.0,12.0,9.0,9.0,1.0,10.0,9.0,0.0,0.0,1.0,,3.0
755656,36,2015-05-09 17:30:00,"Selhurst Park, London",25009,Away,Man Utd,Crystal Palace,2,1,W,1,0,0,0,2.0,13.0,4.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,11.0,8.0,10.0,69.0,477.0,396.0,62.5,26.0,18.0,7.0,48.0,48.0,13.0,3.0,1.0,,10.0,5.0,119.0,3.0,1.0,,,63.0,51.0,20.0,21.0,6.0,6.0,,12.0,12.0,0.0,0.0,1.0,1.0,1.0
755665,37,2015-05-17 16:00:00,"Old Trafford, Manchester",75323,Home,Man Utd,Arsenal,1,1,D,1,0,0,0,1.0,12.0,4.0,3.0,5.0,,,,,1.0,10.0,7.0,17.0,76.0,560.0,459.0,57.4,37.0,26.0,24.0,26.0,26.0,23.0,,,,18.0,13.0,148.0,3.0,1.0,,1.0,71.0,60.0,18.0,12.0,5.0,5.0,1.0,16.0,8.0,0.0,0.0,,,8.0
755678,38,2015-05-24 15:00:00,"The MKM Stadium, Hull",24745,Away,Man Utd,Hull,0,0,D,0,0,1,0,,7.0,1.0,3.0,3.0,,,,1.0,,6.0,3.0,12.0,50.0,525.0,424.0,59.1,17.0,14.0,17.0,39.0,39.0,14.0,4.0,,,5.0,12.0,137.0,6.0,,1.0,,52.0,54.0,16.0,17.0,1.0,1.0,,15.0,12.0,0.0,0.0,,,
