matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
442000,1,2012-08-20 20:00:00,"Goodison Park, Liverpool",38415,Away,Man Utd,Everton,0,1,L,0,0,0,0,,14.0,4.0,6.0,4.0,2.0,,2.0,,,9.0,4.0,17.0,71.0,646.0,571.0,69.2,,15.0,13.0,8.0,33.0,20.0,2.0,,,7.0,14.0,149.0,,1.0,,,53.0,65.0,18.0,28.0,8.0,8.0,,11.0,13.0,0.0,0.0,,,1.0
442012,2,2012-08-25 15:00:00,"Old Trafford, Manchester",75352,Home,Man Utd,Fulham,3,2,W,3,1,0,0,3.0,20.0,7.0,9.0,4.0,1.0,1.0,1.0,1.0,2.0,15.0,7.0,44.0,57.0,620.0,576.0,59.9,24.0,25.0,22.0,8.0,20.0,9.0,7.0,,,12.0,19.0,106.0,5.0,2.0,,1.0,45.0,52.0,5.0,5.0,8.0,8.0,2.0,12.0,7.0,0.0,0.0,,0.0,1.0
442023,3,2012-09-02 16:00:00,"St. Mary's Stadium, Southampton",31609,Away,Man Utd,Southampton,3,2,W,1,1,0,0,3.0,20.0,7.0,9.0,4.0,1.0,1.0,2.0,1.0,2.0,15.0,7.0,14.0,76.0,587.0,518.0,54.9,,16.0,14.0,14.0,33.0,21.0,4.0,2.0,1.0,3.0,19.0,143.0,,2.0,,,39.0,35.0,11.0,7.0,7.0,7.0,1.0,4.0,8.0,0.0,0.0,1.0,,2.0
442033,4,2012-09-15 15:00:00,"Old Trafford, Manchester",75142,Home,Man Utd,Wigan,4,0,W,0,0,0,0,4.0,20.0,5.0,8.0,7.0,2.0,2.0,2.0,,2.0,13.0,6.0,24.0,46.0,424.0,363.0,52.2,,20.0,15.0,10.0,20.0,9.0,2.0,,,9.0,17.0,135.0,,,1.0,,46.0,44.0,3.0,6.0,5.0,5.0,,10.0,14.0,0.0,0.0,1.0,,1.0
442040,5,2012-09-23 13:30:00,"Anfield, Liverpool",44263,Away,Man Utd,Liverpool,2,1,W,0,0,0,1,2.0,8.0,3.0,3.0,2.0,,1.0,,,1.0,6.0,4.0,10.0,66.0,420.0,357.0,48.0,,29.0,21.0,16.0,44.0,25.0,2.0,1.0,,11.0,19.0,139.0,,1.0,,,58.0,51.0,8.0,10.0,3.0,3.0,,7.0,14.0,0.0,0.0,1.0,1.0,1.0
442053,6,2012-09-29 17:30:00,"Old Trafford, Manchester",75566,Home,Man Utd,Spurs,2,3,L,0,2,0,0,2.0,16.0,7.0,7.0,2.0,3.0,2.0,1.0,2.0,2.0,12.0,6.0,34.0,109.0,701.0,627.0,74.1,,24.0,20.0,10.0,20.0,10.0,3.0,1.0,,6.0,21.0,164.0,,3.0,,1.0,51.0,53.0,18.0,14.0,9.0,9.0,,7.0,7.0,0.0,0.0,,,2.0
442062,7,2012-10-07 16:00:00,"St. James' Park, Newcastle",52203,Away,Man Utd,Newcastle,3,0,W,2,0,0,0,3.0,13.0,8.0,3.0,2.0,,,1.0,,3.0,10.0,8.0,12.0,50.0,529.0,457.0,54.5,,32.0,29.0,9.0,53.0,29.0,3.0,,,12.0,7.0,146.0,,,1.0,,58.0,48.0,8.0,13.0,6.0,6.0,,12.0,15.0,0.0,0.0,,,2.0
442071,8,2012-10-20 15:00:00,"Old Trafford, Manchester",75585,Home,Man Utd,Stoke,4,2,W,2,1,0,0,4.0,16.0,7.0,8.0,1.0,6.0,4.0,2.0,1.0,4.0,14.0,7.0,25.0,62.0,625.0,565.0,64.0,,11.0,9.0,7.0,39.0,17.0,4.0,,,2.0,8.0,131.0,,2.0,,1.0,34.0,48.0,9.0,20.0,3.0,3.0,,9.0,10.0,0.0,0.0,,,3.0
442081,9,2012-10-28 16:00:00,"Stamford Bridge, London",41644,Away,Man Utd,Chelsea,3,2,W,2,1,0,2,3.0,15.0,5.0,8.0,2.0,3.0,2.0,1.0,2.0,2.0,12.0,6.0,13.0,63.0,457.0,394.0,51.3,,26.0,21.0,10.0,45.0,31.0,3.0,1.0,,4.0,8.0,128.0,,2.0,,,55.0,46.0,9.0,10.0,6.0,6.0,1.0,12.0,13.0,0.0,0.0,,,4.0
442091,10,2012-11-03 12:45:00,"Old Trafford, Manchester",75492,Home,Man Utd,Arsenal,2,1,W,1,0,0,1,2.0,14.0,6.0,6.0,2.0,4.0,1.0,4.0,,1.0,11.0,7.0,33.0,55.0,538.0,465.0,47.7,27.0,22.0,17.0,19.0,26.0,16.0,2.0,1.0,,2.0,4.0,123.0,1.0,1.0,,,57.0,35.0,14.0,10.0,6.0,6.0,,15.0,14.0,0.0,0.0,1.0,,5.0
