matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
987595,1,2018-08-11 15:00:00,"Accu Stadium, Huddersfield",24121,Home,Huddersfield,Chelsea,0,3,L,0,2,0,0,,6.0,1.0,4.0,1.0,1.0,,1.0,2.0,,5.0,2.0,36.0,59.0,372.0,281.0,37.2,12.0,25.0,21.0,16.0,13.0,13.0,13.0,6.0,,,17.0,7.0,145.0,1.0,3.0,,,60.0,53.0,22.0,17.0,2.0,2.0,1.0,9.0,8.0,0.0,0.0,,,2.0
987609,2,2018-08-19 13:30:00,"Etihad Stadium, Manchester",54021,Away,Huddersfield,Man City,1,6,L,1,3,0,0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,,,1.0,3.0,1.0,16.0,41.0,224.0,146.0,23.1,12.0,16.0,7.0,7.0,29.0,29.0,24.0,7.0,,2.0,18.0,5.0,109.0,9.0,6.0,,1.0,46.0,44.0,19.0,17.0,3.0,3.0,1.0,4.0,8.0,0.0,0.0,,,1.0
987615,3,2018-08-25 15:00:00,"Accu Stadium, Huddersfield",21193,Home,Huddersfield,Cardiff,0,0,D,0,0,1,0,,5.0,1.0,2.0,2.0,,,,,,2.0,2.0,36.0,73.0,396.0,301.0,58.0,9.0,14.0,9.0,6.0,24.0,24.0,12.0,4.0,1.0,,3.0,19.0,166.0,4.0,,1.0,,53.0,65.0,27.0,35.0,7.0,7.0,,8.0,9.0,0.0,0.0,,,1.0
987627,4,2018-09-01 15:00:00,"Goodison Park, Liverpool",38767,Away,Huddersfield,Everton,1,1,D,1,1,0,0,1.0,9.0,6.0,1.0,2.0,,1.0,,,,5.0,4.0,31.0,41.0,335.0,252.0,42.4,14.0,30.0,21.0,17.0,18.0,18.0,15.0,2.0,,,3.0,10.0,149.0,,1.0,,,81.0,57.0,31.0,27.0,3.0,3.0,1.0,14.0,13.0,0.0,0.0,,,
987635,5,2018-09-15 15:00:00,"Accu Stadium, Huddersfield",23696,Home,Huddersfield,Crystal Palace,0,1,L,0,1,0,0,,15.0,2.0,9.0,4.0,1.0,,1.0,1.0,,8.0,3.0,39.0,60.0,494.0,411.0,58.4,31.0,17.0,8.0,5.0,9.0,9.0,12.0,3.0,,,6.0,9.0,136.0,1.0,1.0,,,64.0,47.0,24.0,18.0,5.0,5.0,2.0,11.0,17.0,0.0,0.0,,,5.0
987648,6,2018-09-22 15:00:00,"King Power Stadium, Leicester",31676,Away,Huddersfield,Leicester,1,3,L,1,1,0,0,1.0,9.0,2.0,5.0,2.0,1.0,,1.0,,1.0,5.0,2.0,21.0,39.0,357.0,261.0,38.0,18.0,11.0,8.0,12.0,13.0,13.0,23.0,3.0,,,5.0,15.0,160.0,5.0,3.0,,,46.0,67.0,20.0,25.0,1.0,1.0,,16.0,10.0,0.0,0.0,,,
987657,7,2018-09-29 15:00:00,"Accu Stadium, Huddersfield",23885,Home,Huddersfield,Spurs,0,2,L,0,2,0,0,,9.0,5.0,3.0,1.0,,,,1.0,,5.0,3.0,38.0,68.0,420.0,308.0,52.7,10.0,24.0,16.0,15.0,10.0,10.0,22.0,,1.0,,6.0,10.0,185.0,4.0,2.0,,,67.0,69.0,22.0,31.0,3.0,3.0,2.0,17.0,15.0,0.0,0.0,,,1.0
987663,8,2018-10-06 15:00:00,"Turf Moor, Burnley",20533,Away,Huddersfield,Burnley,1,1,D,0,1,0,0,1.0,18.0,2.0,7.0,9.0,1.0,,1.0,,1.0,16.0,10.0,50.0,64.0,580.0,463.0,68.2,24.0,10.0,5.0,10.0,7.0,7.0,23.0,2.0,,,5.0,12.0,179.0,2.0,1.0,,,48.0,56.0,26.0,25.0,10.0,10.0,,11.0,8.0,0.0,0.0,,,
987677,9,2018-10-20 17:30:00,"Accu Stadium, Huddersfield",24263,Home,Huddersfield,Liverpool,0,1,L,0,1,0,0,,13.0,1.0,6.0,6.0,,,,1.0,,8.0,6.0,32.0,50.0,521.0,419.0,47.8,19.0,20.0,14.0,12.0,21.0,21.0,25.0,5.0,,,8.0,8.0,168.0,1.0,1.0,,,51.0,53.0,23.0,22.0,2.0,2.0,,9.0,5.0,0.0,0.0,,,3.0
987691,10,2018-10-27 15:00:00,"Vicarage Road, Watford",20457,Away,Huddersfield,Watford,0,3,L,0,2,0,0,,13.0,7.0,4.0,2.0,,,,1.0,,12.0,8.0,23.0,58.0,498.0,399.0,51.9,19.0,26.0,18.0,27.0,13.0,13.0,20.0,,,,10.0,14.0,153.0,3.0,3.0,,,61.0,52.0,16.0,12.0,3.0,3.0,,13.0,9.0,0.0,0.0,,,3.0
