matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
855181,1,2016-08-13 15:00:00,"St. Mary's Stadium, Southampton",31488,Home,Southampton,Watford,1,1,D,0,1,0,1,1.0,24.0,6.0,10.0,8.0,,,,,,16.0,10.0,45.0,72.0,583.0,495.0,64.3,29.0,13.0,10.0,16.0,21.0,19.0,13.0,,,,8.0,22.0,156.0,,1.0,,44.0,60.0,9.0,19.0,6.0,6.0,3.0,8.0,11.0,0.0,0.0,,,1.0
855184,2,2016-08-19 20:00:00,"Old Trafford, Manchester",75326,Away,Southampton,Man Utd,0,2,L,0,1,0,0,,13.0,1.0,9.0,3.0,,,,,,12.0,3.0,26.0,67.0,533.0,453.0,56.6,21.0,25.0,20.0,16.0,22.0,15.0,20.0,1.0,,,16.0,6.0,118.0,3.0,2.0,,44.0,48.0,6.0,13.0,,,3.0,8.0,10.0,0.0,0.0,,,2.0
855198,3,2016-08-27 15:00:00,"St. Mary's Stadium, Southampton",30152,Home,Southampton,Sunderland,1,1,D,0,0,0,0,1.0,16.0,7.0,5.0,4.0,,,,,1.0,9.0,8.0,31.0,66.0,480.0,391.0,63.8,16.0,16.0,12.0,20.0,31.0,24.0,16.0,1.0,,,11.0,12.0,133.0,1.0,1.0,,45.0,58.0,11.0,20.0,5.0,5.0,,15.0,8.0,0.0,0.0,,,4.0
855203,4,2016-09-10 15:00:00,"Emirates Stadium, London",59962,Away,Southampton,Arsenal,1,2,L,1,1,0,0,1.0,11.0,5.0,4.0,2.0,1.0,,2.0,1.0,,9.0,5.0,22.0,67.0,457.0,358.0,43.3,10.0,16.0,14.0,18.0,31.0,24.0,25.0,8.0,,,14.0,9.0,142.0,,2.0,,51.0,48.0,19.0,13.0,1.0,1.0,1.0,8.0,10.0,0.0,0.0,,,2.0
855218,5,2016-09-18 14:15:00,"St. Mary's Stadium, Southampton",29087,Home,Southampton,Swansea,1,0,W,0,0,0,0,1.0,19.0,6.0,9.0,4.0,3.0,,3.0,1.0,,16.0,7.0,41.0,60.0,442.0,365.0,53.0,27.0,11.0,9.0,20.0,14.0,10.0,17.0,1.0,,,7.0,10.0,136.0,3.0,,1.0,44.0,52.0,18.0,19.0,7.0,7.0,,14.0,9.0,0.0,0.0,,,5.0
855231,6,2016-09-25 16:00:00,"London Stadium, London",56864,Away,Southampton,West Ham,3,0,W,1,0,0,0,3.0,18.0,9.0,5.0,4.0,2.0,2.0,1.0,,2.0,15.0,11.0,28.0,53.0,472.0,386.0,54.9,26.0,19.0,13.0,12.0,38.0,31.0,19.0,5.0,,,9.0,6.0,116.0,,,1.0,45.0,47.0,12.0,17.0,2.0,2.0,1.0,14.0,9.0,0.0,0.0,,,
855235,7,2016-10-02 14:15:00,"King Power Stadium, Leicester",31563,Away,Southampton,Leicester,0,0,D,0,0,0,0,,11.0,5.0,3.0,3.0,1.0,,1.0,1.0,,8.0,6.0,40.0,61.0,627.0,525.0,61.9,20.0,19.0,14.0,10.0,19.0,15.0,13.0,3.0,1.0,,5.0,14.0,152.0,1.0,,1.0,54.0,49.0,22.0,19.0,6.0,6.0,,9.0,8.0,0.0,0.0,,,2.0
855249,8,2016-10-16 16:00:00,"St. Mary's Stadium, Southampton",29040,Home,Southampton,Burnley,3,1,W,0,0,0,0,3.0,34.0,14.0,9.0,11.0,3.0,2.0,3.0,,1.0,26.0,19.0,50.0,75.0,553.0,469.0,64.6,46.0,8.0,6.0,8.0,19.0,13.0,13.0,1.0,,,2.0,10.0,135.0,,1.0,,47.0,49.0,20.0,25.0,8.0,8.0,,11.0,10.0,0.0,0.0,1.0,1.0,
855259,9,2016-10-23 13:30:00,"Etihad Stadium, Manchester",53731,Away,Southampton,Man City,1,1,D,1,0,0,0,1.0,6.0,2.0,3.0,1.0,,1.0,,,,3.0,2.0,21.0,52.0,319.0,223.0,35.3,16.0,35.0,24.0,18.0,35.0,26.0,31.0,4.0,,,18.0,15.0,150.0,2.0,1.0,,69.0,62.0,15.0,16.0,3.0,3.0,,10.0,11.0,0.0,0.0,,,4.0
855266,10,2016-10-30 16:00:00,"St. Mary's Stadium, Southampton",31827,Home,Southampton,Chelsea,0,2,L,0,1,0,0,,10.0,1.0,6.0,3.0,,,,1.0,,8.0,2.0,42.0,72.0,486.0,408.0,54.8,19.0,23.0,17.0,16.0,13.0,13.0,22.0,2.0,,,13.0,18.0,138.0,5.0,2.0,,64.0,69.0,18.0,16.0,7.0,7.0,2.0,13.0,16.0,0.0,0.0,,,2.0
855276,11,2016-11-06 14:15:00,"The MKM Stadium, Hull",17768,Away,Southampton,Hull,1,2,L,1,0,0,0,1.0,19.0,7.0,5.0,7.0,,1.0,,1.0,,15.0,11.0,48.0,77.0,625.0,537.0,66.6,43.0,8.0,6.0,7.0,13.0,13.0,12.0,,,,5.0,8.0,137.0,,2.0,,52.0,49.0,25.0,17.0,10.0,10.0,,15.0,12.0,0.0,0.0,1.0,1.0,1.0
855286,12,2016-11-19 15:00:00,"St. Mary's Stadium, Southampton",31848,Home,Southampton,Liverpool,0,0,D,0,0,0,0,,3.0,,2.0,1.0,,,,,,2.0,1.0,16.0,56.0,368.0,243.0,35.4,4.0,25.0,21.0,18.0,20.0,20.0,40.0,5.0,1.0,,13.0,9.0,177.0,2.0,,1.0,71.0,60.0,23.0,18.0,1.0,1.0,,8.0,10.0,0.0,0.0,,,2.0
855299,13,2016-11-27 16:30:00,"St. Mary's Stadium, Southampton",31132,Home,Southampton,Everton,1,0,W,1,0,0,0,1.0,17.0,7.0,7.0,3.0,4.0,1.0,3.0,1.0,1.0,13.0,8.0,31.0,57.0,461.0,365.0,52.9,27.0,22.0,18.0,20.0,20.0,20.0,19.0,1.0,,,10.0,18.0,148.0,1.0,,1.0,68.0,67.0,19.0,23.0,5.0,5.0,1.0,11.0,15.0,0.0,0.0,,,
855303,14,2016-12-03 15:00:00,"Selhurst Park, London",25393,Away,Southampton,Crystal Palace,0,3,L,0,2,0,0,,17.0,3.0,10.0,4.0,,,,1.0,,12.0,5.0,45.0,70.0,458.0,360.0,58.4,30.0,34.0,24.0,9.0,29.0,29.0,23.0,2.0,,1.0,4.0,14.0,156.0,1.0,3.0,,84.0,61.0,23.0,22.0,9.0,9.0,,13.0,11.0,0.0,0.0,,,
