matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
803166,1,2015-08-09 13:30:00,"St. James' Park, Newcastle",49019,Away,Southampton,Newcastle,2,2,D,1,1,0,0,2.0,14.0,4.0,7.0,3.0,1.0,,1.0,,2.0,12.0,6.0,28.0,59.0,389.0,309.0,43.7,18.0,14.0,34.0,32.0,23.0,8.0,3.0,1.0,,10.0,8.0,140.0,2.0,2.0,,54.0,49.0,21.0,14.0,6.0,6.0,1.0,12.0,9.0,0.0,0.0,,,3.0
803175,2,2015-08-15 12:45:00,"St. Mary's Stadium, Southampton",30966,Home,Southampton,Everton,0,3,L,0,2,0,0,,17.0,4.0,9.0,4.0,,,,,,13.0,5.0,49.0,78.0,458.0,391.0,54.4,18.0,15.0,13.0,19.0,15.0,13.0,4.0,,1.0,6.0,7.0,138.0,1.0,3.0,,46.0,48.0,15.0,17.0,9.0,9.0,,11.0,9.0,0.0,0.0,,,1.0
803188,3,2015-08-23 16:00:00,"Vicarage Road, Watford",20166,Away,Southampton,Watford,0,0,D,0,0,0,0,,14.0,4.0,10.0,,,,,,,13.0,4.0,31.0,76.0,412.0,308.0,48.0,14.0,11.0,28.0,28.0,24.0,18.0,6.0,1.0,,11.0,10.0,159.0,,,1.0,51.0,62.0,23.0,25.0,2.0,2.0,2.0,11.0,10.0,0.0,0.0,,,2.0
803197,4,2015-08-30 13:30:00,"St. Mary's Stadium, Southampton",29573,Home,Southampton,Norwich,3,0,W,1,0,0,1,3.0,23.0,8.0,13.0,2.0,3.0,3.0,1.0,,2.0,18.0,7.0,47.0,58.0,533.0,451.0,61.1,16.0,14.0,15.0,19.0,14.0,9.0,2.0,,,4.0,9.0,136.0,1.0,,1.0,57.0,37.0,22.0,15.0,6.0,6.0,,4.0,12.0,0.0,0.0,,,2.0
803208,5,2015-09-12 15:00:00,"The Hawthorns, West Bromwich",24265,Away,Southampton,West Brom,0,0,D,0,0,0,0,,15.0,4.0,6.0,5.0,1.0,,1.0,,,14.0,8.0,40.0,80.0,614.0,523.0,64.9,12.0,8.0,18.0,20.0,17.0,17.0,3.0,,,6.0,11.0,162.0,1.0,,1.0,42.0,52.0,20.0,21.0,5.0,5.0,,5.0,5.0,0.0,0.0,,,2.0
803216,6,2015-09-20 16:00:00,"St. Mary's Stadium, Southampton",31588,Home,Southampton,Man Utd,2,3,L,1,1,0,0,2.0,15.0,8.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,12.0,7.0,36.0,68.0,382.0,299.0,40.8,21.0,12.0,17.0,10.0,5.0,13.0,2.0,,1.0,6.0,11.0,132.0,,3.0,,61.0,42.0,17.0,15.0,5.0,5.0,1.0,6.0,13.0,0.0,0.0,,,1.0
803231,7,2015-09-26 15:00:00,"St. Mary's Stadium, Southampton",30704,Home,Southampton,Swansea,3,1,W,1,0,0,0,3.0,17.0,6.0,8.0,3.0,1.0,1.0,,,1.0,10.0,5.0,35.0,46.0,380.0,287.0,41.5,17.0,12.0,17.0,25.0,19.0,19.0,3.0,,,5.0,6.0,141.0,3.0,1.0,,50.0,42.0,17.0,13.0,4.0,4.0,1.0,18.0,13.0,0.0,0.0,,,6.0
803236,8,2015-10-03 17:30:00,"Stamford Bridge, London",41642,Away,Southampton,Chelsea,3,1,W,1,1,0,0,3.0,13.0,5.0,4.0,4.0,3.0,1.0,2.0,,3.0,9.0,8.0,23.0,57.0,360.0,259.0,39.8,19.0,15.0,17.0,30.0,23.0,23.0,3.0,,,5.0,17.0,169.0,2.0,1.0,,65.0,59.0,26.0,19.0,6.0,6.0,3.0,14.0,13.0,0.0,0.0,,,3.0
803245,9,2015-10-17 15:00:00,"St. Mary's Stadium, Southampton",30966,Home,Southampton,Leicester,2,2,D,2,0,0,0,2.0,14.0,6.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,11.0,6.0,27.0,45.0,360.0,269.0,50.6,15.0,12.0,18.0,58.0,51.0,28.0,8.0,1.0,,10.0,15.0,149.0,5.0,2.0,,61.0,65.0,29.0,21.0,6.0,6.0,,16.0,9.0,0.0,0.0,,,1.0
803257,10,2015-10-25 16:15:00,"Anfield, Liverpool",44171,Away,Southampton,Liverpool,1,1,D,0,0,1,0,1.0,8.0,3.0,3.0,2.0,3.0,1.0,2.0,,1.0,8.0,4.0,41.0,64.0,383.0,279.0,39.7,29.0,18.0,23.0,33.0,25.0,23.0,5.0,,,14.0,11.0,167.0,1.0,1.0,,63.0,62.0,20.0,15.0,7.0,7.0,2.0,11.0,8.0,0.0,0.0,,,2.0
