matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2292817,1,2022-08-06 15:00:00,"Tottenham Hotspur Stadium, London",61732.0,Away,Southampton,Spurs,1,4,L,1,2,0,0,1.0,10.0,2.0,5.0,3.0,,,,,1.0,8.0,4.0,31.0,62.0,410.0,337.0,42.5,23.0,14.0,6.0,13.0,19.0,19.0,22.0,3.0,,,7.0,17.0,130.0,5.0,4.0,,1.0,45.0,49.0,11.0,13.0,2.0,2.0,3.0,6.0,11.0,0.0,0.0,,,
2292828,2,2022-08-13 15:00:00,"St. Mary's Stadium, Southampton",30815.0,Home,Southampton,Leeds,2,2,D,0,0,0,0,2.0,14.0,4.0,7.0,3.0,2.0,2.0,,,2.0,8.0,5.0,31.0,66.0,332.0,232.0,42.6,16.0,17.0,9.0,14.0,17.0,17.0,22.0,3.0,,,6.0,19.0,165.0,3.0,2.0,,,62.0,65.0,17.0,23.0,2.0,2.0,,10.0,11.0,0.0,0.0,,,1.0
2292835,3,2022-08-20 15:00:00,"King Power Stadium, Leicester",30850.0,Away,Southampton,Leicester,2,1,W,0,0,0,0,2.0,9.0,3.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,8.0,3.0,29.0,61.0,335.0,240.0,38.0,21.0,19.0,12.0,10.0,22.0,22.0,20.0,2.0,,,9.0,8.0,147.0,,1.0,,,63.0,55.0,20.0,17.0,5.0,5.0,1.0,15.0,11.0,0.0,0.0,,,1.0
2292848,4,2022-08-27 12:30:00,"St. Mary's Stadium, Southampton",31196.0,Home,Southampton,Man Utd,0,1,L,0,0,0,0,,17.0,5.0,10.0,2.0,1.0,,1.0,,,15.0,6.0,48.0,66.0,364.0,266.0,48.3,40.0,17.0,8.0,13.0,10.0,10.0,13.0,5.0,,,7.0,8.0,158.0,3.0,1.0,,,56.0,50.0,19.0,26.0,5.0,5.0,,4.0,14.0,0.0,0.0,,,1.0
2292859,5,2022-08-30 19:45:00,"St. Mary's Stadium, Southampton",,Home,Southampton,Chelsea,2,1,W,2,1,0,0,2.0,9.0,7.0,,2.0,3.0,1.0,2.0,,1.0,7.0,7.0,27.0,57.0,259.0,158.0,32.2,19.0,19.0,13.0,13.0,29.0,29.0,31.0,4.0,,,5.0,9.0,164.0,3.0,1.0,,,47.0,62.0,13.0,16.0,5.0,5.0,,15.0,9.0,0.0,0.0,,,
2292869,6,2022-09-03 15:00:00,"Molineux Stadium, Wolverhampton",30546.0,Away,Southampton,Wolves,0,1,L,0,1,0,0,,12.0,1.0,7.0,4.0,1.0,,1.0,1.0,,9.0,4.0,40.0,73.0,406.0,317.0,49.2,36.0,20.0,12.0,10.0,18.0,18.0,24.0,1.0,,,9.0,9.0,139.0,1.0,1.0,,,53.0,48.0,10.0,14.0,6.0,6.0,,14.0,10.0,0.0,0.0,,,
2292878,7,2023-03-15 19:30:00,"St. Mary's Stadium, Southampton",30438.0,Home,Southampton,Brentford,0,2,L,0,1,0,0,,7.0,1.0,3.0,3.0,,,,,,4.0,2.0,38.0,62.0,563.0,464.0,66.4,23.0,16.0,6.0,3.0,12.0,12.0,16.0,4.0,,,10.0,14.0,163.0,2.0,2.0,,,53.0,67.0,17.0,24.0,3.0,3.0,,14.0,8.0,0.0,0.0,,,1.0
2292880,8,2022-09-16 20:00:00,"Villa Park, Birmingham",40758.0,Away,Southampton,Aston Villa,0,1,L,0,1,0,0,,7.0,1.0,3.0,3.0,,,,,,3.0,2.0,29.0,46.0,376.0,277.0,47.3,12.0,28.0,18.0,12.0,26.0,26.0,18.0,5.0,,,6.0,12.0,175.0,2.0,1.0,,,72.0,82.0,20.0,29.0,3.0,3.0,2.0,13.0,13.0,0.0,0.0,,,
2292898,9,2022-10-01 15:00:00,"St. Mary's Stadium, Southampton",30510.0,Home,Southampton,Everton,1,2,L,0,0,0,0,1.0,22.0,6.0,9.0,7.0,3.0,,3.0,,1.0,15.0,9.0,35.0,60.0,445.0,362.0,54.2,39.0,22.0,11.0,8.0,17.0,17.0,25.0,3.0,,,7.0,13.0,139.0,3.0,2.0,,,52.0,60.0,13.0,19.0,7.0,7.0,2.0,11.0,10.0,0.0,0.0,,,
2292906,10,2022-10-08 15:00:00,"Etihad Stadium, Manchester",53365.0,Away,Southampton,Man City,0,4,L,0,2,0,0,,5.0,,3.0,2.0,,,,,,2.0,,10.0,38.0,393.0,317.0,34.8,3.0,19.0,9.0,11.0,20.0,20.0,14.0,4.0,,1.0,9.0,4.0,119.0,4.0,4.0,,,38.0,43.0,10.0,11.0,1.0,1.0,,8.0,3.0,0.0,0.0,,,1.0
2292917,11,2022-10-16 14:00:00,"St. Mary's Stadium, Southampton",29159.0,Home,Southampton,West Ham,1,1,D,1,0,0,0,1.0,10.0,8.0,1.0,1.0,1.0,,1.0,,,7.0,6.0,23.0,53.0,323.0,234.0,39.1,17.0,14.0,5.0,13.0,34.0,34.0,12.0,12.0,1.0,,5.0,15.0,148.0,3.0,1.0,,,48.0,57.0,23.0,23.0,4.0,4.0,,7.0,3.0,0.0,0.0,,,1.0
2292920,12,2022-10-19 19:30:00,"Vitality Stadium, Bournemouth",10405.0,Away,Southampton,Bournemouth,1,0,W,1,0,0,0,1.0,9.0,3.0,2.0,4.0,1.0,,1.0,,1.0,7.0,6.0,20.0,51.0,464.0,376.0,46.5,14.0,23.0,11.0,9.0,24.0,24.0,25.0,4.0,,,4.0,7.0,137.0,3.0,,1.0,,45.0,44.0,9.0,15.0,3.0,3.0,,13.0,8.0,0.0,0.0,,,
2292936,13,2022-10-23 14:00:00,"St. Mary's Stadium, Southampton",31145.0,Home,Southampton,Arsenal,1,1,D,0,1,0,0,1.0,10.0,3.0,3.0,4.0,1.0,1.0,,,1.0,8.0,7.0,34.0,28.0,358.0,288.0,40.7,14.0,21.0,14.0,3.0,17.0,17.0,16.0,5.0,,,3.0,12.0,136.0,2.0,1.0,,,41.0,40.0,11.0,11.0,9.0,9.0,,11.0,6.0,0.0,0.0,,,4.0
