matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
442008,1,2012-08-19 13:30:00,"DW Stadium, Wigan",19738,Home,Wigan,Chelsea,0,2,L,0,2,0,0,,15.0,4.0,10.0,1.0,2.0,,3.0,,,11.0,2.0,18.0,69.0,473.0,402.0,52.0,,23.0,20.0,14.0,6.0,4.0,1.0,,,9.0,9.0,132.0,,2.0,,,48.0,51.0,10.0,9.0,7.0,7.0,,17.0,11.0,0.0,0.0,,,
442014,2,2012-08-25 15:00:00,"St. Mary's Stadium, Southampton",29604,Away,Wigan,Southampton,2,0,W,0,0,0,0,2.0,13.0,4.0,4.0,5.0,1.0,1.0,1.0,,1.0,12.0,8.0,13.0,65.0,484.0,414.0,50.8,,27.0,24.0,13.0,28.0,14.0,4.0,1.0,,4.0,7.0,134.0,,,1.0,,53.0,36.0,10.0,11.0,3.0,3.0,3.0,9.0,10.0,0.0,0.0,,,2.0
442028,3,2012-09-01 15:00:00,"DW Stadium, Wigan",16247,Home,Wigan,Stoke,2,2,D,1,1,0,0,2.0,13.0,3.0,5.0,5.0,,1.0,,,1.0,9.0,6.0,14.0,61.0,540.0,453.0,68.7,,13.0,12.0,8.0,24.0,15.0,4.0,,,1.0,15.0,148.0,,2.0,,,45.0,55.0,15.0,21.0,2.0,2.0,,15.0,10.0,0.0,0.0,1.0,1.0,1.0
442033,4,2012-09-15 15:00:00,"Old Trafford, Manchester",75142,Away,Wigan,Man Utd,0,4,L,0,0,0,0,,7.0,1.0,4.0,2.0,,,,,,6.0,3.0,13.0,56.0,388.0,323.0,47.8,,19.0,17.0,9.0,25.0,16.0,5.0,1.0,4.0,9.0,15.0,129.0,,4.0,,,44.0,46.0,6.0,3.0,5.0,5.0,1.0,14.0,10.0,0.0,0.0,,,
442048,5,2012-09-22 15:00:00,"DW Stadium, Wigan",19284,Home,Wigan,Fulham,1,2,L,0,1,0,0,1.0,19.0,5.0,9.0,5.0,2.0,,3.0,2.0,,12.0,6.0,27.0,75.0,581.0,485.0,63.6,,16.0,13.0,12.0,17.0,10.0,1.0,1.0,,4.0,5.0,151.0,,2.0,,,51.0,40.0,15.0,20.0,8.0,9.0,2.0,7.0,13.0,0.0,0.0,,,4.0
442058,6,2012-09-29 15:00:00,"Stadium of Light, Sunderland",37742,Away,Wigan,Sunderland,0,1,L,0,0,1,0,,10.0,3.0,5.0,2.0,1.0,,2.0,,,7.0,3.0,15.0,61.0,404.0,323.0,50.2,,21.0,16.0,6.0,27.0,16.0,2.0,,,10.0,11.0,143.0,,1.0,,,54.0,51.0,9.0,8.0,1.0,1.0,3.0,17.0,22.0,0.0,0.0,,,
442068,7,2012-10-06 15:00:00,"DW Stadium, Wigan",18759,Home,Wigan,Everton,2,2,D,2,1,0,0,2.0,11.0,3.0,5.0,3.0,2.0,2.0,,,2.0,9.0,4.0,14.0,59.0,340.0,250.0,46.1,,16.0,9.0,21.0,41.0,20.0,5.0,,,3.0,6.0,155.0,,2.0,,,44.0,36.0,11.0,10.0,7.0,7.0,,15.0,14.0,0.0,0.0,,,2.0
442075,8,2012-10-20 15:00:00,"Swansea.com Stadium, Swansea",19696,Away,Wigan,Swansea,1,2,L,0,0,0,0,1.0,11.0,6.0,4.0,1.0,,,,,1.0,9.0,5.0,11.0,57.0,486.0,404.0,52.4,,14.0,9.0,14.0,27.0,15.0,3.0,4.0,,4.0,6.0,135.0,,2.0,,,40.0,37.0,9.0,8.0,2.0,2.0,1.0,12.0,14.0,0.0,0.0,,,4.0
442088,9,2012-10-27 15:00:00,"DW Stadium, Wigan",19090,Home,Wigan,West Ham,2,1,W,1,0,0,0,2.0,16.0,7.0,4.0,5.0,2.0,1.0,1.0,,2.0,15.0,11.0,15.0,57.0,424.0,340.0,54.4,,15.0,10.0,11.0,42.0,26.0,7.0,,,4.0,7.0,155.0,,1.0,,,45.0,56.0,9.0,23.0,6.0,6.0,,11.0,16.0,0.0,0.0,,,3.0
442096,10,2012-11-03 15:00:00,"White Hart Lane, London",35534,Away,Wigan,Spurs,1,0,W,0,0,0,0,1.0,7.0,3.0,3.0,1.0,2.0,1.0,2.0,,,4.0,3.0,9.0,57.0,406.0,301.0,48.9,,16.0,13.0,19.0,29.0,15.0,6.0,,,6.0,8.0,159.0,,,1.0,,47.0,50.0,14.0,17.0,2.0,2.0,,12.0,12.0,0.0,0.0,,,3.0
442108,11,2012-11-10 15:00:00,"DW Stadium, Wigan",17812,Home,Wigan,West Brom,1,2,L,1,2,0,0,1.0,14.0,4.0,8.0,2.0,1.0,1.0,1.0,,,8.0,4.0,27.0,65.0,553.0,495.0,65.9,,21.0,16.0,16.0,19.0,12.0,1.0,,,6.0,13.0,133.0,,2.0,,1.0,48.0,51.0,10.0,15.0,5.0,5.0,,12.0,13.0,0.0,0.0,,,1.0
442111,12,2012-11-17 15:00:00,"Anfield, Liverpool",44913,Away,Wigan,Liverpool,0,3,L,0,0,0,0,,10.0,2.0,7.0,1.0,,,,,,7.0,2.0,8.0,42.0,447.0,372.0,51.1,,20.0,16.0,22.0,25.0,17.0,6.0,,1.0,12.0,17.0,140.0,,3.0,,,44.0,54.0,12.0,8.0,5.0,5.0,,11.0,9.0,0.0,0.0,,,2.0
442128,13,2012-11-24 15:00:00,"DW Stadium, Wigan",15436,Home,Wigan,Reading,3,2,W,0,1,0,0,3.0,18.0,9.0,6.0,3.0,4.0,2.0,3.0,,2.0,14.0,9.0,21.0,61.0,484.0,408.0,66.7,,20.0,13.0,13.0,36.0,18.0,6.0,,1.0,6.0,7.0,162.0,,2.0,,1.0,51.0,54.0,14.0,18.0,9.0,9.0,,16.0,10.0,0.0,0.0,,,5.0
442136,14,2012-11-28 20:00:00,"DW Stadium, Wigan",19623,Home,Wigan,Man City,0,2,L,0,0,0,0,,9.0,1.0,5.0,3.0,1.0,,1.0,,,7.0,4.0,16.0,44.0,411.0,353.0,45.6,,20.0,15.0,17.0,18.0,13.0,1.0,1.0,1.0,6.0,10.0,126.0,,2.0,,,50.0,49.0,6.0,9.0,6.0,6.0,,13.0,12.0,0.0,0.0,,,1.0
442143,15,2012-12-03 20:00:00,"St. James' Park, Newcastle",43858,Away,Wigan,Newcastle,0,3,L,0,2,1,0,,10.0,1.0,5.0,4.0,,,,,,8.0,4.0,7.0,44.0,457.0,389.0,49.8,,17.0,13.0,19.0,15.0,4.0,1.0,,1.0,9.0,13.0,132.0,,3.0,,,54.0,48.0,12.0,9.0,4.0,4.0,,15.0,13.0,0.0,0.0,,,1.0
442158,16,2012-12-08 15:00:00,"DW Stadium, Wigan",17163,Home,Wigan,QPR,2,2,D,1,1,0,0,2.0,15.0,8.0,5.0,2.0,1.0,,2.0,1.0,1.0,11.0,8.0,21.0,60.0,409.0,338.0,56.7,,31.0,20.0,26.0,18.0,11.0,,1.0,1.0,7.0,14.0,158.0,,2.0,,,64.0,54.0,10.0,14.0,11.0,11.0,,8.0,11.0,0.0,0.0,,,4.0
442163,17,2012-12-15 15:00:00,"Carrow Road, Norwich",26677,Away,Wigan,Norwich,1,2,L,0,1,0,0,1.0,14.0,4.0,4.0,6.0,,,,,1.0,12.0,9.0,12.0,43.0,453.0,365.0,51.8,,19.0,15.0,30.0,25.0,13.0,3.0,1.0,1.0,5.0,12.0,161.0,,2.0,,,41.0,39.0,6.0,10.0,3.0,3.0,1.0,4.0,7.0,0.0,0.0,,,6.0
442178,18,2012-12-22 12:45:00,"DW Stadium, Wigan",21754,Home,Wigan,Arsenal,0,1,L,0,0,0,0,,14.0,3.0,9.0,2.0,1.0,,1.0,,,11.0,3.0,29.0,51.0,493.0,428.0,50.4,19.0,25.0,16.0,17.0,11.0,5.0,5.0,,,9.0,8.0,134.0,3.0,1.0,,,51.0,49.0,8.0,10.0,4.0,4.0,,17.0,8.0,0.0,0.0,,,5.0
442181,19,2012-12-26 15:00:00,"Goodison Park, Liverpool",38749,Away,Wigan,Everton,1,2,L,0,0,0,0,1.0,11.0,3.0,2.0,6.0,,1.0,,,,7.0,5.0,21.0,56.0,465.0,377.0,52.7,,11.0,9.0,21.0,35.0,21.0,7.0,,,6.0,12.0,161.0,,2.0,,,36.0,62.0,12.0,23.0,2.0,2.0,,12.0,10.0,0.0,0.0,,,1.0
442190,20,2012-12-29 15:00:00,"Villa Park, Birmingham",33374,Away,Wigan,Aston Villa,3,0,W,1,0,0,0,3.0,9.0,5.0,3.0,1.0,3.0,2.0,1.0,,3.0,8.0,5.0,12.0,51.0,518.0,424.0,54.1,,16.0,14.0,14.0,28.0,16.0,4.0,,,16.0,10.0,158.0,,,1.0,,49.0,55.0,7.0,15.0,3.0,3.0,,9.0,15.0,0.0,0.0,,,2.0
442208,21,2013-01-01 15:00:00,"DW Stadium, Wigan",20342,Home,Wigan,Man Utd,0,4,L,0,2,0,0,,8.0,,4.0,4.0,,,,,,6.0,4.0,16.0,62.0,517.0,432.0,52.8,,20.0,15.0,10.0,19.0,12.0,4.0,2.0,1.0,12.0,16.0,143.0,,4.0,,,37.0,56.0,5.0,10.0,1.0,1.0,,13.0,5.0,0.0,0.0,,,2.0
442212,22,2013-01-12 15:00:00,"Craven Cottage, London",25442,Away,Wigan,Fulham,1,1,D,0,1,0,0,1.0,16.0,7.0,7.0,2.0,2.0,,2.0,1.0,1.0,14.0,8.0,13.0,63.0,466.0,376.0,50.8,,23.0,18.0,15.0,28.0,21.0,4.0,1.0,,10.0,6.0,142.0,,1.0,,,48.0,47.0,8.0,9.0,8.0,8.0,1.0,17.0,9.0,0.0,0.0,,,
442228,23,2013-01-19 15:00:00,"DW Stadium, Wigan",19219,Home,Wigan,Sunderland,2,3,L,1,3,0,0,2.0,23.0,6.0,12.0,5.0,1.0,1.0,,1.0,1.0,16.0,7.0,24.0,72.0,623.0,528.0,70.4,,12.0,9.0,12.0,5.0,4.0,,,,5.0,9.0,156.0,,3.0,,,43.0,45.0,9.0,12.0,9.0,9.0,1.0,11.0,14.0,0.0,0.0,,,2.0
442235,24,2013-01-29 19:45:00,"bet365 Stadium, Stoke",24421,Away,Wigan,Stoke,2,2,D,0,1,0,0,2.0,13.0,6.0,5.0,2.0,2.0,,2.0,,2.0,11.0,8.0,20.0,56.0,530.0,436.0,63.1,,8.0,6.0,11.0,19.0,6.0,2.0,,,3.0,8.0,159.0,,2.0,,,53.0,42.0,18.0,16.0,1.0,1.0,,10.0,12.0,0.0,0.0,,,4.0
442248,25,2013-02-02 15:00:00,"DW Stadium, Wigan",18598,Home,Wigan,Southampton,2,2,D,1,0,0,0,2.0,7.0,3.0,2.0,2.0,1.0,1.0,,,2.0,5.0,4.0,9.0,44.0,386.0,281.0,45.4,,24.0,18.0,36.0,31.0,19.0,6.0,,1.0,12.0,18.0,195.0,,2.0,,,55.0,56.0,10.0,14.0,8.0,8.0,1.0,7.0,16.0,0.0,0.0,,,3.0
442250,26,2013-02-09 15:00:00,"Stamford Bridge, London",41562,Away,Wigan,Chelsea,1,4,L,0,1,0,0,1.0,14.0,6.0,3.0,5.0,,,,,1.0,12.0,10.0,12.0,51.0,415.0,333.0,47.0,,21.0,18.0,29.0,21.0,10.0,7.0,1.0,,7.0,8.0,153.0,,4.0,,,40.0,46.0,8.0,12.0,6.0,6.0,1.0,13.0,8.0,0.0,0.0,,,3.0
442266,27,2013-02-23 15:00:00,"Select Car Leasing Stadium, Reading",22321,Away,Wigan,Reading,3,0,W,2,0,0,1,3.0,17.0,7.0,6.0,4.0,2.0,2.0,,,3.0,15.0,10.0,16.0,66.0,660.0,573.0,70.1,,11.0,7.0,14.0,33.0,14.0,1.0,1.0,,4.0,13.0,167.0,,,1.0,,51.0,51.0,27.0,13.0,9.0,9.0,,11.0,9.0,0.0,0.0,,,1.0
