matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
1059704,1,2019-08-10 15:00:00,"Turf Moor, Burnley",19784.0,Home,Burnley,Southampton,3,0,W,0,0,0,0,3.0,10.0,4.0,4.0,2.0,1.0,1.0,,,2.0,7.0,4.0,29.0,64.0,332.0,183.0,46.5,15.0,21.0,12.0,14.0,13.0,13.0,20.0,3.0,,,6.0,6.0,201.0,3.0,,1.0,,68.0,41.0,23.0,22.0,2.0,2.0,,6.0,11.0,0.0,0.0,,,5.0
1059712,2,2019-08-17 12:30:00,"Emirates Stadium, London",60214.0,Away,Burnley,Arsenal,1,2,L,1,1,0,0,1.0,18.0,5.0,9.0,4.0,1.0,1.0,1.0,,,12.0,6.0,41.0,45.0,234.0,151.0,32.5,37.0,16.0,11.0,6.0,25.0,25.0,13.0,3.0,,,14.0,6.0,129.0,7.0,2.0,,,51.0,55.0,20.0,21.0,7.0,7.0,3.0,11.0,11.0,0.0,0.0,,,1.0
1059731,3,2019-08-25 16:30:00,"Molineux Stadium, Wolverhampton",30522.0,Away,Burnley,Wolves,1,1,D,1,0,0,0,1.0,13.0,4.0,6.0,3.0,1.0,,2.0,1.0,1.0,9.0,4.0,28.0,74.0,306.0,202.0,34.9,20.0,12.0,7.0,11.0,27.0,27.0,8.0,7.0,,,8.0,4.0,146.0,2.0,1.0,,,50.0,69.0,24.0,41.0,3.0,3.0,,11.0,9.0,0.0,0.0,,,1.0
1059733,4,2019-08-31 17:30:00,"Turf Moor, Burnley",21762.0,Home,Burnley,Liverpool,0,3,L,0,2,0,0,,7.0,2.0,4.0,1.0,1.0,,1.0,,,6.0,2.0,29.0,58.0,318.0,193.0,36.2,8.0,14.0,10.0,11.0,21.0,21.0,15.0,6.0,1.0,1.0,10.0,7.0,170.0,5.0,3.0,,1.0,56.0,54.0,21.0,24.0,6.0,6.0,1.0,10.0,15.0,0.0,0.0,,,5.0
1059744,5,2019-09-14 15:00:00,"American Express Stadium, Falmer",29398.0,Away,Burnley,Brighton,1,1,D,0,0,0,0,1.0,7.0,1.0,6.0,,,,,,1.0,6.0,1.0,27.0,47.0,284.0,178.0,37.5,9.0,17.0,13.0,11.0,24.0,24.0,21.0,2.0,,,6.0,14.0,170.0,4.0,1.0,,,59.0,60.0,25.0,27.0,6.0,6.0,,7.0,13.0,0.0,0.0,,,2.0
1059753,6,2019-09-21 15:00:00,"Turf Moor, Burnley",19712.0,Home,Burnley,Norwich,2,0,W,2,0,0,0,2.0,13.0,6.0,2.0,5.0,3.0,2.0,1.0,,2.0,12.0,10.0,47.0,75.0,357.0,272.0,41.4,25.0,14.0,10.0,10.0,15.0,15.0,24.0,3.0,1.0,,10.0,13.0,137.0,2.0,,1.0,,43.0,53.0,13.0,13.0,7.0,7.0,2.0,11.0,9.0,0.0,0.0,,,2.0
1059763,7,2019-09-28 15:00:00,"Villa Park, Birmingham",41546.0,Away,Burnley,Aston Villa,2,2,D,0,1,0,0,2.0,10.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,8.0,5.0,17.0,55.0,281.0,177.0,39.8,14.0,13.0,7.0,9.0,16.0,16.0,16.0,6.0,,,8.0,7.0,139.0,1.0,2.0,,,47.0,56.0,21.0,19.0,3.0,3.0,,16.0,10.0,0.0,0.0,,,
1059774,8,2019-10-05 15:00:00,"Turf Moor, Burnley",20650.0,Home,Burnley,Everton,1,0,W,0,0,0,1,1.0,9.0,3.0,4.0,2.0,,,,,1.0,7.0,3.0,26.0,61.0,327.0,215.0,40.8,21.0,15.0,10.0,18.0,22.0,22.0,12.0,5.0,,,5.0,4.0,149.0,2.0,,1.0,,60.0,51.0,29.0,33.0,7.0,7.0,1.0,5.0,12.0,0.0,0.0,,,5.0
1059787,9,2019-10-19 15:00:00,"King Power Stadium, Leicester",32105.0,Away,Burnley,Leicester,1,2,L,1,1,0,0,1.0,13.0,4.0,3.0,6.0,2.0,,3.0,,1.0,8.0,5.0,29.0,55.0,303.0,218.0,35.5,14.0,15.0,12.0,13.0,22.0,22.0,16.0,7.0,,,7.0,13.0,140.0,1.0,2.0,,,48.0,61.0,24.0,23.0,4.0,4.0,3.0,10.0,4.0,0.0,0.0,,,3.0
1059794,10,2019-10-26 17:30:00,"Turf Moor, Burnley",20975.0,Home,Burnley,Chelsea,2,4,L,0,2,0,0,2.0,13.0,5.0,5.0,3.0,3.0,,3.0,,2.0,11.0,6.0,26.0,56.0,390.0,286.0,36.7,21.0,16.0,9.0,13.0,16.0,16.0,11.0,7.0,,1.0,8.0,9.0,156.0,3.0,4.0,,,53.0,44.0,21.0,16.0,5.0,5.0,1.0,7.0,7.0,0.0,0.0,,,1.0
