matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,totalOffside
918895,1,2017-08-12 15:00:00,"Stamford Bridge, London",41616,Away,Burnley,Chelsea,3,2,W,3,0,0,2,3.0,10.0,5.0,4.0,1.0,,,,1.0,3.0,8.0,5.0,28.0,55.0,320.0,241.0,38.1,12.0,8.0,4.0,13.0,42.0,42.0,12.0,7.0,,,5.0,9.0,111.0,4.0,2.0,,,46.0,41.0,22.0,17.0,5.0,5.0,2.0,11.0,15.0,0.0,0.0,1.0
918904,2,2017-08-19 15:00:00,"Turf Moor, Burnley",19619,Home,Burnley,West Brom,0,1,L,0,0,0,1,,20.0,,15.0,5.0,2.0,,2.0,,,12.0,1.0,43.0,87.0,471.0,374.0,67.8,20.0,9.0,8.0,7.0,33.0,33.0,9.0,2.0,1.0,,6.0,9.0,151.0,,1.0,,,52.0,44.0,24.0,20.0,5.0,6.0,2.0,11.0,11.0,0.0,0.0,1.0
918920,3,2017-08-27 16:00:00,"Wembley Stadium, London",67862,Away,Burnley,Spurs,1,1,D,0,0,0,0,1.0,13.0,3.0,8.0,2.0,,,,,1.0,11.0,4.0,30.0,64.0,272.0,193.0,32.7,19.0,16.0,9.0,15.0,36.0,36.0,15.0,17.0,1.0,,10.0,5.0,117.0,4.0,1.0,,,58.0,42.0,27.0,15.0,7.0,7.0,,9.0,9.0,0.0,0.0,6.0
918925,4,2017-09-10 13:30:00,"Turf Moor, Burnley",18862,Home,Burnley,Crystal Palace,1,0,W,1,0,0,0,1.0,4.0,2.0,2.0,,,1.0,,,,3.0,1.0,16.0,65.0,254.0,160.0,35.3,7.0,18.0,13.0,6.0,52.0,52.0,22.0,14.0,,,24.0,9.0,151.0,3.0,,1.0,,62.0,60.0,23.0,17.0,3.0,3.0,,7.0,14.0,0.0,0.0,8.0
918937,5,2017-09-16 15:00:00,"Anfield, Liverpool",53231,Away,Burnley,Liverpool,1,1,D,1,1,0,0,1.0,5.0,4.0,1.0,,1.0,,1.0,,,4.0,3.0,18.0,63.0,277.0,183.0,28.7,5.0,11.0,6.0,7.0,37.0,37.0,17.0,11.0,,,14.0,4.0,125.0,8.0,1.0,,,35.0,36.0,15.0,8.0,2.0,2.0,1.0,9.0,7.0,0.0,0.0,5.0
918945,6,2017-09-23 15:00:00,"Turf Moor, Burnley",20759,Home,Burnley,Huddersfield,0,0,D,0,0,0,0,,4.0,2.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,26.0,86.0,456.0,333.0,52.0,7.0,15.0,9.0,13.0,22.0,22.0,14.0,2.0,,,6.0,19.0,182.0,2.0,,1.0,,60.0,61.0,26.0,22.0,3.0,3.0,,9.0,13.0,0.0,0.0,5.0
918956,7,2017-10-01 14:15:00,"Goodison Park, Liverpool",38448,Away,Burnley,Everton,1,0,W,1,0,0,0,1.0,5.0,2.0,1.0,2.0,,,,,1.0,4.0,3.0,37.0,75.0,295.0,179.0,36.8,16.0,18.0,10.0,13.0,60.0,60.0,20.0,8.0,,,7.0,6.0,161.0,4.0,,1.0,,71.0,53.0,35.0,32.0,3.0,3.0,1.0,7.0,12.0,0.0,0.0,1.0
918964,8,2017-10-14 15:00:00,"Turf Moor, Burnley",20945,Home,Burnley,West Ham,1,1,D,0,1,0,1,1.0,20.0,5.0,8.0,7.0,1.0,1.0,,1.0,1.0,11.0,5.0,53.0,72.0,454.0,356.0,62.1,30.0,12.0,6.0,6.0,15.0,15.0,10.0,1.0,,1.0,6.0,6.0,141.0,5.0,1.0,,,63.0,48.0,30.0,25.0,7.0,7.0,1.0,11.0,14.0,0.0,0.0,2.0
918976,9,2017-10-21 15:00:00,"Etihad Stadium, Manchester",54118,Away,Burnley,Man City,0,3,L,0,1,0,0,,6.0,,3.0,3.0,,,,,,3.0,2.0,19.0,51.0,227.0,150.0,22.6,9.0,14.0,10.0,25.0,20.0,20.0,9.0,1.0,,,17.0,8.0,111.0,7.0,3.0,,,35.0,44.0,6.0,13.0,5.0,5.0,,6.0,9.0,0.0,0.0,2.0
918986,10,2017-10-30 20:00:00,"Turf Moor, Burnley",21031,Home,Burnley,Newcastle,1,0,W,0,0,0,0,1.0,12.0,5.0,3.0,4.0,1.0,1.0,,,1.0,9.0,7.0,33.0,71.0,451.0,343.0,47.1,17.0,14.0,11.0,11.0,29.0,29.0,11.0,4.0,,,7.0,8.0,164.0,5.0,,1.0,,54.0,52.0,24.0,29.0,5.0,5.0,3.0,9.0,7.0,0.0,0.0,4.0
918998,11,2017-11-04 15:00:00,"St. Mary's Stadium, Southampton",30491,Away,Burnley,Southampton,1,0,W,0,0,0,0,1.0,5.0,1.0,2.0,2.0,,,,,1.0,4.0,2.0,16.0,69.0,344.0,239.0,37.2,8.0,11.0,7.0,11.0,35.0,35.0,18.0,4.0,,,11.0,12.0,148.0,3.0,,1.0,,45.0,45.0,23.0,16.0,1.0,1.0,,4.0,4.0,0.0,0.0,1.0
919006,12,2017-11-18 15:00:00,"Turf Moor, Burnley",18895,Home,Burnley,Swansea,2,0,W,2,0,0,0,2.0,17.0,7.0,4.0,6.0,2.0,1.0,1.0,,2.0,13.0,9.0,39.0,56.0,296.0,204.0,39.2,28.0,23.0,15.0,8.0,18.0,18.0,19.0,3.0,,,15.0,7.0,143.0,1.0,,1.0,,60.0,58.0,24.0,22.0,8.0,8.0,,12.0,10.0,0.0,0.0,3.0
919013,13,2017-11-26 14:00:00,"Turf Moor, Burnley",21722,Home,Burnley,Arsenal,0,1,L,0,0,0,0,,8.0,2.0,3.0,3.0,,,,1.0,,6.0,3.0,26.0,55.0,350.0,269.0,36.3,8.0,13.0,12.0,11.0,33.0,33.0,12.0,7.0,,,14.0,7.0,132.0,1.0,1.0,,,54.0,57.0,19.0,24.0,5.0,5.0,,8.0,14.0,0.0,0.0,4.0
919023,14,2017-11-29 19:45:00,"Vitality Stadium, Bournemouth",10302,Away,Burnley,Bournemouth,2,1,W,1,0,0,0,2.0,10.0,4.0,2.0,4.0,,1.0,,1.0,1.0,7.0,5.0,23.0,84.0,345.0,247.0,37.9,11.0,22.0,16.0,17.0,30.0,30.0,14.0,5.0,,,5.0,10.0,155.0,1.0,1.0,,,52.0,57.0,18.0,27.0,6.0,6.0,1.0,11.0,9.0,0.0,0.0,1.0
919038,15,2017-12-02 15:00:00,"King Power Stadium, Leicester",30714,Away,Burnley,Leicester,0,1,L,0,1,0,0,,14.0,4.0,7.0,3.0,,,,,,12.0,6.0,31.0,65.0,382.0,282.0,48.4,18.0,23.0,15.0,6.0,27.0,27.0,19.0,7.0,,,9.0,6.0,149.0,2.0,1.0,,,50.0,52.0,21.0,25.0,7.0,7.0,,11.0,3.0,0.0,0.0,6.0
919043,16,2017-12-09 15:00:00,"Turf Moor, Burnley",19479,Home,Burnley,Watford,1,0,W,1,0,0,1,1.0,8.0,5.0,2.0,1.0,,,,,1.0,6.0,5.0,37.0,73.0,377.0,251.0,49.0,20.0,8.0,5.0,13.0,38.0,38.0,19.0,1.0,,,4.0,6.0,171.0,2.0,,1.0,,66.0,58.0,41.0,34.0,3.0,3.0,,10.0,12.0,0.0,0.0,6.0
919053,17,2017-12-12 19:45:00,"Turf Moor, Burnley",19909,Home,Burnley,Stoke,1,0,W,0,0,0,0,1.0,10.0,2.0,5.0,3.0,,,,,1.0,6.0,2.0,37.0,83.0,392.0,251.0,51.0,20.0,14.0,9.0,11.0,36.0,36.0,17.0,1.0,,,6.0,11.0,195.0,7.0,,1.0,,57.0,73.0,31.0,44.0,6.0,6.0,3.0,6.0,12.0,0.0,0.0,4.0
919065,18,2017-12-16 15:00:00,"Amex Stadium, Falmer",29921,Away,Burnley,Brighton,0,0,D,0,0,0,0,,11.0,7.0,,4.0,1.0,,2.0,,,8.0,8.0,26.0,66.0,358.0,243.0,42.2,19.0,12.0,9.0,10.0,28.0,28.0,17.0,4.0,,,9.0,9.0,159.0,1.0,,1.0,,67.0,63.0,36.0,32.0,2.0,2.0,1.0,13.0,12.0,0.0,0.0,2.0
919075,19,2017-12-23 17:30:00,"Turf Moor, Burnley",21650,Home,Burnley,Spurs,0,3,L,0,1,0,0,,5.0,2.0,3.0,,,,,,,4.0,1.0,30.0,66.0,350.0,233.0,40.4,12.0,11.0,5.0,12.0,29.0,29.0,16.0,5.0,,,9.0,6.0,168.0,5.0,3.0,,,44.0,59.0,21.0,33.0,4.0,4.0,1.0,10.0,9.0,0.0,0.0,5.0
919088,20,2017-12-26 15:00:00,"Old Trafford, Manchester",75046,Away,Burnley,Man Utd,2,2,D,2,0,0,0,2.0,3.0,2.0,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,23.0,58.0,270.0,157.0,28.7,6.0,14.0,12.0,6.0,56.0,56.0,9.0,11.0,,,10.0,9.0,148.0,3.0,2.0,,,46.0,66.0,21.0,33.0,2.0,2.0,1.0,14.0,10.0,0.0,0.0,1.0
919096,21,2017-12-30 15:00:00,"John Smith's Stadium, Huddersfield",24095,Away,Burnley,Huddersfield,0,0,D,0,0,0,0,,11.0,4.0,5.0,2.0,2.0,,2.0,,,9.0,4.0,23.0,80.0,294.0,179.0,43.1,22.0,17.0,12.0,13.0,22.0,22.0,13.0,,,,10.0,10.0,161.0,1.0,,1.0,,62.0,69.0,24.0,31.0,4.0,4.0,1.0,14.0,14.0,0.0,0.0,3.0
919105,22,2018-01-01 15:00:00,"Turf Moor, Burnley",21756,Home,Burnley,Liverpool,1,2,L,0,0,0,0,1.0,13.0,4.0,6.0,3.0,2.0,1.0,1.0,,1.0,11.0,6.0,28.0,74.0,377.0,266.0,42.1,18.0,13.0,9.0,11.0,27.0,27.0,10.0,6.0,1.0,,7.0,8.0,159.0,3.0,2.0,,,60.0,47.0,30.0,23.0,3.0,3.0,1.0,4.0,11.0,0.0,0.0,1.0
919115,23,2018-01-13 15:00:00,"Selhurst Park, London",24696,Away,Burnley,Crystal Palace,0,1,L,0,1,0,0,,8.0,2.0,5.0,1.0,2.0,,2.0,,,7.0,3.0,40.0,76.0,415.0,310.0,55.8,17.0,19.0,10.0,5.0,21.0,21.0,22.0,7.0,,,6.0,11.0,165.0,1.0,1.0,,,77.0,68.0,36.0,35.0,2.0,2.0,2.0,10.0,16.0,0.0,0.0,4.0
919125,24,2018-01-20 15:00:00,"Turf Moor, Burnley",21841,Home,Burnley,Man Utd,0,1,L,0,0,0,0,,14.0,3.0,8.0,3.0,,,,1.0,,10.0,4.0,38.0,86.0,423.0,309.0,48.2,24.0,24.0,18.0,6.0,23.0,23.0,21.0,6.0,,,13.0,10.0,162.0,1.0,1.0,,,58.0,66.0,12.0,34.0,5.0,5.0,4.0,7.0,13.0,0.0,0.0,1.0
919139,25,2018-01-31 19:45:00,"St. James' Park, Newcastle",50174,Away,Burnley,Newcastle,1,1,D,0,0,0,0,1.0,11.0,2.0,6.0,3.0,2.0,,2.0,1.0,,10.0,4.0,33.0,61.0,364.0,241.0,47.5,18.0,18.0,13.0,10.0,28.0,28.0,24.0,3.0,,,8.0,13.0,175.0,3.0,1.0,,,69.0,80.0,33.0,42.0,4.0,4.0,2.0,15.0,15.0,0.0,0.0,
919146,26,2018-02-03 12:30:00,"Turf Moor, Burnley",21658,Home,Burnley,Man City,1,1,D,0,1,0,0,1.0,8.0,3.0,4.0,1.0,1.0,1.0,,1.0,1.0,7.0,4.0,21.0,66.0,278.0,178.0,29.2,17.0,9.0,5.0,22.0,26.0,26.0,21.0,7.0,,,7.0,9.0,134.0,6.0,1.0,,,32.0,41.0,15.0,13.0,3.0,3.0,1.0,9.0,5.0,0.0,0.0,1.0
919160,27,2018-02-10 15:00:00,"Liberty Stadium, Swansea",20179,Away,Burnley,Swansea,0,1,L,0,0,0,0,,13.0,1.0,8.0,4.0,,,,,,9.0,2.0,25.0,74.0,352.0,243.0,42.7,12.0,17.0,12.0,11.0,30.0,30.0,11.0,7.0,,,2.0,8.0,145.0,3.0,1.0,,,61.0,57.0,36.0,34.0,2.0,2.0,3.0,9.0,9.0,0.0,0.0,
919166,28,2018-02-24 15:00:00,"Turf Moor, Burnley",20982,Home,Burnley,Southampton,1,1,D,0,0,0,0,1.0,9.0,3.0,3.0,3.0,1.0,1.0,1.0,,1.0,7.0,4.0,44.0,71.0,371.0,258.0,50.1,21.0,8.0,5.0,11.0,29.0,29.0,14.0,5.0,,,9.0,17.0,179.0,4.0,1.0,,,56.0,62.0,30.0,24.0,7.0,7.0,1.0,8.0,14.0,0.0,0.0,1.0
919174,29,2018-03-03 12:30:00,"Turf Moor, Burnley",20802,Home,Burnley,Everton,2,1,W,0,1,0,1,2.0,21.0,8.0,3.0,10.0,3.0,2.0,2.0,,2.0,15.0,14.0,44.0,79.0,396.0,285.0,54.5,32.0,16.0,9.0,7.0,31.0,31.0,20.0,,1.0,,10.0,8.0,178.0,3.0,1.0,,,56.0,56.0,24.0,26.0,10.0,10.0,,9.0,11.0,0.0,0.0,4.0
919192,30,2018-03-10 15:00:00,"London Stadium, London",56904,Away,Burnley,West Ham,3,0,W,0,0,0,0,3.0,7.0,4.0,2.0,1.0,1.0,2.0,,,2.0,6.0,4.0,22.0,72.0,372.0,287.0,48.3,17.0,11.0,6.0,7.0,37.0,37.0,23.0,3.0,,,17.0,10.0,132.0,4.0,,1.0,,45.0,59.0,23.0,21.0,1.0,1.0,1.0,7.0,13.0,0.0,0.0,3.0
919194,31,2018-04-19 19:45:00,"Turf Moor, Burnley",21264,Home,Burnley,Chelsea,1,2,L,0,1,0,0,1.0,5.0,2.0,2.0,1.0,,,,,1.0,5.0,3.0,23.0,67.0,389.0,288.0,39.2,8.0,13.0,7.0,15.0,25.0,25.0,15.0,6.0,,,11.0,6.0,138.0,4.0,2.0,,1.0,45.0,57.0,20.0,30.0,3.0,3.0,1.0,9.0,10.0,0.0,0.0,3.0
919212,32,2018-03-31 15:00:00,"The Hawthorns, West Bromwich",23455,Away,Burnley,West Brom,2,1,W,1,0,0,0,2.0,11.0,4.0,6.0,1.0,,1.0,,,1.0,7.0,3.0,29.0,74.0,461.0,369.0,52.5,18.0,10.0,8.0,7.0,31.0,31.0,8.0,2.0,1.0,,7.0,14.0,153.0,2.0,1.0,,,52.0,65.0,25.0,29.0,6.0,6.0,1.0,9.0,12.0,0.0,0.0,2.0
919221,33,2018-04-07 15:00:00,"Vicarage Road, Watford",20044,Away,Burnley,Watford,2,1,W,0,0,0,0,2.0,7.0,4.0,2.0,1.0,1.0,2.0,,,1.0,3.0,1.0,23.0,70.0,292.0,179.0,39.5,13.0,13.0,8.0,16.0,49.0,49.0,10.0,5.0,,,11.0,9.0,151.0,4.0,1.0,,,66.0,62.0,32.0,31.0,1.0,1.0,3.0,12.0,18.0,0.0,0.0,2.0
919223,34,2018-04-14 15:00:00,"Turf Moor, Burnley",21727,Home,Burnley,Leicester,2,1,W,2,0,0,0,2.0,8.0,3.0,2.0,3.0,2.0,2.0,1.0,,1.0,6.0,4.0,22.0,69.0,292.0,171.0,38.7,11.0,14.0,10.0,7.0,31.0,31.0,11.0,5.0,,,9.0,8.0,166.0,5.0,1.0,,,58.0,56.0,28.0,27.0,4.0,4.0,1.0,9.0,9.0,0.0,0.0,
919240,35,2018-04-22 13:30:00,"bet365 Stadium, Stoke",29532,Away,Burnley,Stoke,1,1,D,0,1,0,0,1.0,16.0,7.0,5.0,4.0,1.0,1.0,1.0,,,13.0,8.0,46.0,101.0,428.0,303.0,57.2,20.0,9.0,6.0,5.0,33.0,33.0,14.0,1.0,,,10.0,12.0,188.0,2.0,1.0,,,69.0,72.0,42.0,40.0,8.0,8.0,2.0,5.0,15.0,0.0,0.0,
919243,36,2018-04-28 15:00:00,"Turf Moor, Burnley",19459,Home,Burnley,Brighton,0,0,D,0,0,0,0,,10.0,4.0,2.0,4.0,1.0,,1.0,1.0,,6.0,5.0,31.0,61.0,339.0,218.0,44.5,24.0,9.0,9.0,3.0,25.0,25.0,11.0,4.0,,,4.0,9.0,175.0,2.0,,1.0,,51.0,52.0,22.0,33.0,3.0,3.0,3.0,5.0,16.0,0.0,0.0,4.0
919254,37,2018-05-06 16:30:00,"Emirates Stadium, London",59540,Away,Burnley,Arsenal,0,5,L,0,2,0,0,,6.0,2.0,2.0,2.0,,,,,,4.0,3.0,21.0,46.0,372.0,296.0,36.4,16.0,11.0,5.0,17.0,23.0,23.0,16.0,3.0,,,12.0,9.0,116.0,3.0,5.0,,,40.0,41.0,16.0,11.0,5.0,5.0,,7.0,6.0,0.0,0.0,
919263,38,2018-05-13 15:00:00,"Turf Moor, Burnley",20720,Home,Burnley,Bournemouth,1,2,L,1,0,0,0,1.0,10.0,4.0,5.0,1.0,2.0,1.0,1.0,,1.0,8.0,5.0,38.0,95.0,416.0,303.0,51.4,22.0,16.0,12.0,7.0,17.0,17.0,17.0,6.0,,2.0,2.0,7.0,163.0,3.0,2.0,,,50.0,41.0,22.0,18.0,7.0,7.0,,14.0,9.0,0.0,0.0,3.0
