fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
2,15,True,2025-08-16T11:30:00Z,0,0,1,Newcastle,49,964,0,0,11,0,0,0,0,1,1,3,0,186,146.60000000000002,69.6,73.0,37,50,11,77,11,0.2,0.21999999999999997,0.42,15.41,0,8555745,0,0,28.9,49.2,2,Aston Villa,36,12
13,5,False,2025-08-23T14:00:00Z,1,0,2,Brentford,24,971,0,0,0,11,0,0,0,2,0,1,0,125,137.8,206.70000000000002,133.0,21,45,13,46,11,1.19,1.52,2.71,13.240000000000002,-478843,9014017,881511,1360354,47.8,48.6,2,Aston Villa,40,16
21,8,True,2025-08-31T18:00:00Z,0,3,3,Crystal Palace,18,941,0,0,0,32,0,0,0,2,0,1,0,67,115.6,170.9,108.0,25,40,10,51,10,1.06,0.6699999999999999,1.73,27.65,-987067,8164726,516175,1503242,39.4,48.2,2,Aston Villa,41,15
36,9,False,2025-09-13T14:00:00Z,0,0,4,Everton,54,942,0,0,10,0,0,0,0,3,0,2,4,198,138.79999999999998,80.5,41.0,32,37,12,62,11,0.54,0.36,0.9,21.970000000000002,-1125609,7268647,410079,1535688,26.0,48.0,2,Aston Villa,42,14
48,17,False,2025-09-21T13:00:00Z,1,1,5,Sunderland,42,988,1,2,0,12,0,0,0,1,0,3,3,157,198.60000000000002,162.20000000000002,96.0,31,36,11,54,11,0.48,0.81,1.29,11.45,-308317,7170395,447917,756234,45.7,48.0,2,Aston Villa,42,16
51,10,True,2025-09-28T13:00:00Z,3,1,6,Fulham,51,904,3,3,0,10,0,0,0,1,0,3,5,199,276.0,109.0,99.0,37,44,8,57,10,1.11,0.85,1.9600000000000002,9.350000000000001,-1027721,6140066,253232,1280953,48.4,47.9,2,Aston Villa,42,15
62,3,True,2025-10-05T13:00:00Z,2,1,7,Burnley,46,974,2,2,2,10,0,0,0,3,0,1,3,190,240.0,199.5,155.0,29,46,13,60,11,1.3800000000000001,1.23,2.6,4.3100000000000005,-157904,6095400,325821,483725,59.4,47.8,2,Aston Villa,42,16
79,18,False,2025-10-19T13:00:00Z,1,2,8,Spurs,41,978,2,1,0,12,0,0,0,0,0,2,1,171,214.79999999999998,84.39999999999999,40.0,30,40,22,72,11,0.31,0.37,0.68,8.739999999999998,-592342,5497061,162449,754791,33.9,47.7,2,Aston Villa,42,15
82,13,True,2025-10-26T14:00:00Z,1,0,9,Man City,66,1014,1,1,10,2,0,0,0,2,0,3,6,263,247.2,112.10000000000001,122.0,39,46,19,81,12,0.81,0.54,1.35,12.92,-323206,5207387,123376,446582,48.1,47.7,2,Aston Villa,42,16
95,12,False,2025-11-01T20:00:00Z,2,0,10,Liverpool,17,941,0,0,0,20,0,0,0,3,0,2,0,95,139.2,156.5,66.0,36,33,11,65,11,0.35,0.66,1.01,12.110000000000001,-140960,5098829,169096,310056,36.2,47.5,2,Aston Villa,42,16
101,4,True,2025-11-09T14:00:00Z,4,0,11,Bournemouth,88,980,4,2,11,0,0,1,0,2,0,3,6,319,344.4,137.4,192.0,32,39,20,70,11,1.7,0.61,2.31,17.62,-74572,5053618,154584,229156,67.4,47.5,2,Aston Villa,42,16
