playerId,playerName,position,team,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,penaltiesSaved,expectedAssists,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,backwardPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,putthroughBlockedDistribution,successfulCrossesOpenPlay,totalTackles,totalShots,unsuccessfulCrossesOpenPlay,substituteOn,successfulCrossesAndCorners,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,blocks,totalFoulsConceded,interceptions,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,successfulLayoffs,foulWonPenalty,goals,offsides,awayGoals,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,homeGoals,rightFootGoals,headedGoals,iboxBlocked,cornersWon,clearancesOffTheLine,handballsConceded,oboxBlocked,lastPlayerTackle,hitWoodwork,shotsBlockedOutsideBox,overruns,goalAssists,shotsOnTargetOutsideBox,oboxTarget,penaltiesConceded,ownGoalScored,leftFootGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,cornersTakenInclShortCorners,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick
232356,Jenson Jones,Defender,Sunderland,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554197,Chris Rigg,Midfielder,Sunderland,England,2025-26,0.0,0.0,1.0,33.0,,1.1481,,,49.0,18.0,11.0,60.0,213.0,,,13.0,,,766.0,32.0,,28.0,143.0,,,,10.7971,8.0,2.0,10.0,11.0,24.0,17.0,,8.0,0.0,65.0,,77.0,29.0,18.0,,105.0,11.0,52.0,4.0,,213.0,95.0,7.0,,,50.0,10.0,69.0,323.0,8.0,52.0,,11.0,22.0,10.0,4.0,13.0,9.0,7.0,7.0,4.0,9.0,20.0,,4.0,5.0,6.0,7.0,11.0,6.0,8.0,1.0,8.0,4.0,2.0,9.0,4.0,0.8401,3.0,3.0,0.9489,2.0,11.0,,1.0,2.0,1.0,2.0,2.0,2.0,0.0,,,2.0,3.0,,,1.0,,,1.0,3.0,1.0,,,,,1.0,,,,1.0,,,,,
167512,Luke O'Nien,Midfielder,Sunderland,England,2025-26,1.0,1.0,1.0,20.0,,0.1397,,,17.0,12.0,5.0,40.0,245.0,6.0,,22.0,2.0,,564.0,24.0,2.0,15.0,189.0,,,,8.3439,1.0,5.0,30.0,7.0,7.0,51.0,,8.0,0.0,44.0,,107.0,10.0,12.0,,89.0,5.0,22.0,9.0,6.0,233.0,78.0,1.0,,,73.0,16.0,14.0,363.0,13.0,116.0,,23.0,9.0,6.0,,6.0,3.0,7.0,7.0,,13.0,9.0,21.0,3.0,1.0,,7.0,1.0,2.0,5.0,1.0,6.0,6.0,12.0,,3.0,0.1493,1.0,1.0,0.0664,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,
547027,Habib Diarra,Midfielder,Sunderland,Senegal,2025-26,0.0,0.0,6.0,70.0,,0.8293,,,68.0,20.0,15.0,79.0,436.0,,,24.0,4.0,,1407.0,58.0,1.0,47.0,353.0,,,1.0,19.1749,5.0,,13.0,19.0,57.0,98.0,,27.0,1.0,128.0,,102.0,48.0,20.0,,215.0,18.0,104.0,11.0,,418.0,152.0,6.0,,,109.0,4.0,127.0,647.0,5.0,146.0,,11.0,18.0,33.0,4.0,14.0,22.0,28.0,5.0,4.0,13.0,46.0,,8.0,7.0,16.0,28.0,30.0,14.0,7.0,,20.0,4.0,3.0,7.0,9.0,3.4148,4.0,8.0,2.4923,3.0,19.0,1.0,2.0,3.0,1.0,6.0,6.0,2.0,1.0,2.0,,2.0,9.0,,,2.0,1.0,,2.0,,2.0,,,,,,,,,1.0,1.0,1.0,,,
577669,Noah Sadiki,Midfielder,Sunderland,DR Congo,2025-26,0.0,0.0,9.0,107.0,,1.4446,,,118.0,33.0,33.0,162.0,1106.0,,,30.0,7.0,,2894.0,123.0,8.0,112.0,906.0,,,2.0,37.7179,18.0,5.0,44.0,42.0,88.0,322.0,,40.0,0.0,230.0,,302.0,114.0,33.0,,503.0,34.0,200.0,11.0,,1072.0,274.0,27.0,,,228.0,38.0,254.0,1550.0,26.0,445.0,,44.0,45.0,59.0,4.0,46.0,9.0,17.0,,4.0,19.0,36.0,1.0,40.0,22.0,17.0,17.0,42.0,4.0,24.0,11.0,32.0,34.0,11.0,7.0,11.0,1.4139,9.0,5.0,0.7486,4.0,35.0,,,2.0,,2.0,2.0,8.0,,,,8.0,9.0,1.0,3.0,1.0,,,1.0,5.0,1.0,3.0,3.0,,,,,,,3.0,,,,,
484420,Enzo Le Fée,Midfielder,Sunderland,France,2025-26,0.0,0.0,5.0,185.0,,5.9152,,,182.0,36.0,33.0,207.0,1113.0,,,69.0,8.0,,2934.0,157.0,7.0,139.0,873.0,,,2.0,41.9658,47.0,2.0,36.0,43.0,134.0,296.0,,37.0,1.0,342.0,,317.0,154.0,36.0,,568.0,36.0,273.0,18.0,,1075.0,432.0,13.0,,,222.0,33.0,278.0,1748.0,8.0,363.0,,25.0,47.0,64.0,9.0,89.0,24.0,35.0,3.0,25.0,51.0,62.0,,32.0,32.0,33.0,75.0,64.0,12.0,57.0,12.0,31.0,29.0,18.0,8.0,21.0,5.155,12.0,12.0,4.8652,16.0,43.0,,5.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,,5.0,18.0,,,7.0,,1.0,7.0,8.0,6.0,3.0,3.0,,,1.0,15.0,29.0,50.0,1.0,4.0,3.0,4.0,4.0,0.1731
626844,Milan Aleksic,Midfielder,Sunderland,Serbia,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84450,Granit Xhaka,Midfielder,Sunderland,Switzerland,2025-26,0.0,0.0,8.0,102.0,,3.707,,,182.0,34.0,32.0,295.0,1807.0,,,91.0,9.0,,2903.0,155.0,6.0,99.0,1374.0,,,,40.4497,28.0,10.0,85.0,39.0,67.0,363.0,,41.0,0.0,257.0,,655.0,179.0,34.0,,875.0,33.0,166.0,56.0,,1653.0,429.0,11.0,,,503.0,138.0,286.0,2295.0,45.0,660.0,,113.0,63.0,32.0,7.0,50.0,15.0,19.0,2.0,23.0,35.0,16.0,,14.0,17.0,13.0,76.0,30.0,10.0,33.0,20.0,23.0,29.0,6.0,2.0,10.0,1.0167,6.0,5.0,0.7928,8.0,30.0,,1.0,,0.0,1.0,1.0,2.0,1.0,,,2.0,9.0,,2.0,4.0,1.0,1.0,4.0,,6.0,3.0,3.0,,,1.0,10.0,40.0,61.0,,,,3.0,3.0,0.1775
477851,Abdoullah Ba,Midfielder,Sunderland,France,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547410,Harrison Jones,Midfielder,Sunderland,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571087,Jaydon Jones,Midfielder,Sunderland,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570929,Jack Whittaker,Midfielder,Sunderland,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549912,Chemsdine Talbi,Forward,Sunderland,Morocco,2025-26,0.0,0.0,0.0,62.0,,1.1864,,,65.0,28.0,16.0,75.0,402.0,,,14.0,1.0,,1561.0,29.0,4.0,28.0,314.0,,,,18.607,11.0,1.0,17.0,14.0,49.0,100.0,,1.0,1.0,91.0,,64.0,61.0,28.0,,206.0,10.0,77.0,1.0,,402.0,192.0,16.0,,,89.0,13.0,149.0,637.0,6.0,128.0,,10.0,18.0,33.0,6.0,11.0,20.0,42.0,12.0,7.0,13.0,48.0,,9.0,5.0,20.0,42.0,31.0,10.0,6.0,1.0,5.0,2.0,8.0,14.0,1.0,2.1342,5.0,10.0,3.8317,1.0,18.0,,4.0,2.0,3.0,4.0,4.0,3.0,1.0,4.0,,3.0,11.0,,,2.0,,,2.0,9.0,1.0,2.0,2.0,,,,1.0,,1.0,1.0,,,,,
441264,Brian Brobbey,Forward,Sunderland,Netherlands,2025-26,0.0,0.0,6.0,150.0,,0.6794,,,74.0,31.0,22.0,77.0,275.0,,,139.0,1.0,,1931.0,112.0,5.0,47.0,194.0,,,2.0,26.5882,14.0,,15.0,30.0,76.0,85.0,,37.0,3.0,262.0,,45.0,44.0,31.0,,139.0,25.0,123.0,65.0,,272.0,182.0,2.0,,,62.0,4.0,83.0,538.0,,59.0,,3.0,14.0,26.0,,9.0,29.0,2.0,9.0,,74.0,93.0,,15.0,7.0,14.0,2.0,43.0,11.0,2.0,6.0,32.0,,1.0,16.0,13.0,5.9397,7.0,18.0,7.1484,,24.0,1.0,7.0,8.0,4.0,11.0,11.0,6.0,3.0,4.0,2.0,6.0,10.0,,2.0,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,,,,7.0,,,,,
536661,Nilson Angulo,Forward,Sunderland,Ecuador,2025-26,0.0,0.0,1.0,36.0,,0.1126,,,19.0,8.0,5.0,21.0,78.0,,,13.0,,,406.0,25.0,2.0,20.0,57.0,,,1.0,5.2948,3.0,,11.0,6.0,28.0,22.0,,3.0,0.0,61.0,,22.0,9.0,8.0,,42.0,4.0,48.0,5.0,,78.0,59.0,7.0,,,14.0,,20.0,177.0,2.0,16.0,,2.0,1.0,5.0,,10.0,6.0,4.0,3.0,1.0,8.0,16.0,,2.0,3.0,9.0,5.0,14.0,3.0,7.0,,11.0,5.0,1.0,5.0,6.0,0.7808,1.0,3.0,0.5345,,2.0,,,1.0,,1.0,1.0,1.0,,,,1.0,5.0,,,,,,,3.0,,2.0,2.0,,,,,,,,,,,,
564406,Eliezer Mayenda,Forward,Sunderland,Spain,2025-26,0.0,0.0,0.0,80.0,,0.2136,,,27.0,20.0,8.0,29.0,85.0,,,44.0,1.0,,756.0,42.0,1.0,27.0,55.0,,,1.0,9.0406,4.0,,5.0,9.0,51.0,8.0,,11.0,1.0,122.0,,28.0,14.0,20.0,,43.0,8.0,78.0,15.0,,85.0,100.0,11.0,,,31.0,1.0,18.0,228.0,,13.0,,2.0,,13.0,,5.0,8.0,1.0,12.0,,29.0,31.0,,7.0,4.0,21.0,1.0,42.0,2.0,1.0,1.0,6.0,1.0,,7.0,2.0,2.145,5.0,6.0,3.7796,,6.0,,2.0,3.0,1.0,4.0,4.0,4.0,1.0,,1.0,4.0,4.0,,,1.0,,,1.0,6.0,,,,,,1.0,,,,1.0,,,,,
461199,Romaine Mundle,Forward,Sunderland,England,2025-26,0.0,0.0,1.0,39.0,,0.4741,,,13.0,14.0,2.0,15.0,104.0,,,8.0,,,400.0,24.0,1.0,19.0,87.0,,,2.0,8.4922,1.0,,6.0,11.0,36.0,50.0,,8.0,0.0,63.0,,16.0,22.0,14.0,,61.0,10.0,55.0,5.0,,103.0,64.0,7.0,,,7.0,2.0,31.0,208.0,1.0,30.0,,2.0,7.0,10.0,2.0,5.0,5.0,9.0,12.0,2.0,3.0,18.0,,4.0,,8.0,9.0,22.0,3.0,5.0,,7.0,1.0,,2.0,4.0,0.8612,2.0,2.0,0.0977,,4.0,,,,,1.0,1.0,2.0,,,,2.0,2.0,,,,,,,3.0,,1.0,1.0,,,,,,1.0,2.0,,,,,
437505,Wilson Isidor,Forward,Sunderland,Haiti,2025-26,0.0,0.0,1.0,119.0,,0.3888,,,48.0,32.0,11.0,54.0,135.0,,,95.0,1.0,,1158.0,49.0,3.0,24.0,80.0,,,,18.659,,,15.0,17.0,49.0,36.0,,7.0,1.0,168.0,,38.0,23.0,32.0,,58.0,14.0,73.0,25.0,,135.0,111.0,6.0,,,30.0,1.0,31.0,302.0,,23.0,,6.0,8.0,13.0,,11.0,31.0,,21.0,,70.0,67.0,,6.0,3.0,18.0,,32.0,14.0,8.0,1.0,14.0,1.0,,11.0,7.0,4.747,12.0,17.0,5.2071,2.0,13.0,,6.0,11.0,3.0,9.0,9.0,12.0,3.0,5.0,1.0,12.0,6.0,,1.0,,,,,1.0,,2.0,2.0,,,,,,,2.0,,,,,
110504,Bertrand Traoré,Forward,Sunderland,Burkina Faso,2025-26,0.0,0.0,1.0,44.0,,0.2419,,,32.0,12.0,9.0,37.0,180.0,,,18.0,,,638.0,42.0,2.0,36.0,140.0,,,,10.2673,8.0,1.0,6.0,9.0,32.0,15.0,,11.0,0.0,86.0,,37.0,18.0,12.0,,97.0,7.0,68.0,6.0,,180.0,91.0,14.0,,,76.0,3.0,52.0,318.0,2.0,47.0,,5.0,9.0,11.0,1.0,11.0,9.0,12.0,3.0,1.0,12.0,23.0,,5.0,7.0,8.0,12.0,17.0,3.0,4.0,3.0,11.0,2.0,,10.0,4.0,0.5595,4.0,6.0,1.4678,,5.0,,1.0,1.0,0.0,3.0,3.0,4.0,1.0,,,4.0,2.0,,1.0,,,,,1.0,,2.0,2.0,,,1.0,,,,2.0,,,,,
611975,Ahmed Abdullahi,Forward,Sunderland,Nigeria,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699989,Djiamgone Jocelin Ta Bi,Forward,Sunderland,Cote d’Ivoire,2025-26,0.0,0.0,0.0,4.0,,0.0412,,,,1.0,1.0,,2.0,,,2.0,,,39.0,4.0,,4.0,2.0,,,,,,,,,2.0,,,1.0,0.0,8.0,,1.0,2.0,1.0,,3.0,,6.0,,,2.0,9.0,2.0,,,1.0,,,18.0,,,,,,2.0,,1.0,,2.0,,1.0,2.0,1.0,,1.0,1.0,1.0,4.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,2.0,3.0,,,,,,
610818,Finn Geragusyan,Forward,Sunderland,Armenia,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
