matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
803167,1,2015-08-08 15:00:00,"King Power Stadium, Leicester",32242,Away,Sunderland,Leicester,2,4,L,0,3,0,0,2.0,11.0,5.0,4.0,2.0,2.0,2.0,,,2.0,9.0,5.0,31.0,53.0,442.0,347.0,56.0,19.0,15.0,11.0,14.0,13.0,15.0,4.0,3.0,1.0,6.0,14.0,152.0,4.0,4.0,,,60.0,57.0,25.0,16.0,3.0,3.0,,17.0,12.0,0.0,0.0,,,1.0
803179,2,2015-08-15 15:00:00,"Stadium of Light, Sunderland",41379,Home,Sunderland,Norwich,1,3,L,0,2,0,0,1.0,6.0,2.0,3.0,1.0,,,,,,4.0,1.0,21.0,59.0,386.0,267.0,43.9,31.0,24.0,17.0,20.0,15.0,30.0,8.0,1.0,,15.0,11.0,168.0,3.0,3.0,,,52.0,55.0,9.0,18.0,6.0,6.0,1.0,7.0,6.0,0.0,0.0,,,2.0
803190,3,2015-08-22 15:00:00,"Stadium of Light, Sunderland",39198,Home,Sunderland,Swansea,1,1,D,0,1,0,0,1.0,10.0,2.0,5.0,3.0,,,,,1.0,7.0,3.0,17.0,49.0,318.0,216.0,39.3,25.0,18.0,14.0,17.0,14.0,6.0,4.0,,,10.0,5.0,148.0,8.0,1.0,,,67.0,51.0,22.0,18.0,3.0,3.0,3.0,16.0,9.0,0.0,0.0,,,4.0
803198,4,2015-08-29 15:00:00,"Villa Park, Birmingham",35399,Away,Sunderland,Aston Villa,2,2,D,1,2,0,0,2.0,7.0,3.0,3.0,1.0,1.0,,1.0,,1.0,6.0,3.0,15.0,48.0,329.0,241.0,38.0,32.0,29.0,22.0,39.0,30.0,12.0,4.0,,,15.0,12.0,147.0,4.0,2.0,,,67.0,78.0,22.0,29.0,4.0,4.0,,14.0,8.0,0.0,0.0,,,1.0
803211,5,2015-09-13 13:30:00,"Stadium of Light, Sunderland",40303,Home,Sunderland,Spurs,0,1,L,0,0,0,0,,12.0,2.0,5.0,5.0,1.0,,1.0,2.0,,10.0,5.0,32.0,59.0,313.0,220.0,43.9,22.0,18.0,13.0,30.0,21.0,14.0,5.0,2.0,,9.0,17.0,166.0,3.0,1.0,,,65.0,55.0,25.0,9.0,6.0,6.0,,11.0,12.0,0.0,0.0,,,2.0
803218,6,2015-09-19 15:00:00,"Vitality Stadium, Bournemouth",11271,Away,Sunderland,Bournemouth,0,2,L,0,2,1,0,,9.0,2.0,3.0,4.0,1.0,,2.0,,,5.0,3.0,18.0,62.0,416.0,317.0,46.9,25.0,18.0,18.0,18.0,14.0,22.0,6.0,,,17.0,11.0,157.0,3.0,2.0,,,73.0,72.0,21.0,18.0,3.0,3.0,1.0,15.0,13.0,0.0,0.0,,,4.0
803230,7,2015-09-26 15:00:00,"Old Trafford, Manchester",75328,Away,Sunderland,Man Utd,0,3,L,0,1,0,0,,9.0,4.0,1.0,4.0,1.0,,1.0,,,9.0,8.0,14.0,37.0,311.0,229.0,33.8,23.0,17.0,14.0,18.0,11.0,7.0,4.0,,,11.0,10.0,129.0,4.0,3.0,,,53.0,51.0,11.0,8.0,2.0,2.0,3.0,17.0,12.0,0.0,0.0,,,
803241,8,2015-10-03 15:00:00,"Stadium of Light, Sunderland",42932,Home,Sunderland,West Ham,2,2,D,2,1,1,0,2.0,12.0,3.0,5.0,4.0,1.0,,1.0,,2.0,9.0,6.0,19.0,50.0,367.0,280.0,44.1,25.0,21.0,12.0,32.0,22.0,7.0,5.0,,1.0,9.0,11.0,137.0,4.0,2.0,,,52.0,62.0,15.0,21.0,1.0,1.0,1.0,14.0,9.0,0.0,0.0,,,2.0
803250,9,2015-10-17 15:00:00,"The Hawthorns, West Bromwich",24225,Away,Sunderland,West Brom,0,1,L,0,0,0,0,,9.0,2.0,1.0,6.0,1.0,,1.0,,,8.0,7.0,28.0,58.0,352.0,256.0,43.8,24.0,15.0,11.0,43.0,34.0,9.0,2.0,,1.0,8.0,6.0,154.0,1.0,1.0,,,62.0,59.0,22.0,29.0,5.0,5.0,2.0,13.0,10.0,0.0,0.0,,,5.0
803256,10,2015-10-25 12:00:00,"Stadium of Light, Sunderland",47653,Home,Sunderland,Newcastle,3,0,W,1,0,0,1,3.0,9.0,3.0,1.0,5.0,2.0,3.0,,1.0,2.0,8.0,7.0,25.0,75.0,311.0,220.0,39.7,14.0,9.0,14.0,25.0,18.0,15.0,5.0,,,15.0,6.0,140.0,8.0,,1.0,,42.0,60.0,17.0,14.0,1.0,1.0,,12.0,7.0,0.0,0.0,1.0,1.0,
