matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2128292,1,2020-09-13 14:00:00,"The Hawthorns, West Bromwich",,Home,West Brom,Leicester,0,3,L,0,0,0,0,,7.0,1.0,3.0,3.0,,,,,,,,,4.0,2.0,12.0,52.0,336.0,255.0,35.8,8.0,7.0,5.0,10.0,13.0,13.0,12.0,2.0,,,9.0,8.0,134.0,4.0,3.0,,,,35.0,46.0,16.0,9.0,2.0,2.0,1.0,12.0,9.0,0.0,0.0,,,4.0
2128299,2,2020-09-19 12:30:00,"Goodison Park, Liverpool",,Away,West Brom,Everton,2,5,L,1,2,1,0,2.0,6.0,4.0,1.0,1.0,,,,,,1.0,,1.0,4.0,4.0,12.0,41.0,322.0,253.0,28.7,15.0,18.0,6.0,12.0,20.0,20.0,14.0,5.0,1.0,,7.0,14.0,117.0,2.0,5.0,,,,45.0,50.0,14.0,12.0,1.0,1.0,,11.0,8.0,0.0,0.0,,,1.0
2128314,3,2020-09-26 17:30:00,"The Hawthorns, West Bromwich",,Home,West Brom,Chelsea,3,3,D,3,0,0,0,3.0,9.0,3.0,4.0,2.0,,,1.0,1.0,,,,2.0,7.0,3.0,15.0,39.0,249.0,168.0,24.1,11.0,9.0,4.0,13.0,39.0,39.0,19.0,6.0,,,5.0,7.0,131.0,7.0,3.0,,,,45.0,41.0,12.0,17.0,3.0,3.0,,8.0,15.0,0.0,0.0,,,1.0
2128324,4,2020-10-04 12:00:00,"St. Mary's Stadium, Southampton",,Away,West Brom,Southampton,0,2,L,0,1,0,0,,5.0,2.0,1.0,2.0,,,,,,,,,3.0,2.0,17.0,48.0,325.0,226.0,38.4,9.0,18.0,11.0,17.0,16.0,16.0,22.0,1.0,,,6.0,14.0,165.0,6.0,2.0,,,,54.0,50.0,12.0,13.0,1.0,1.0,2.0,10.0,17.0,0.0,0.0,,,1.0
2128335,5,2020-10-19 17:30:00,"The Hawthorns, West Bromwich",,Home,West Brom,Burnley,0,0,D,0,0,0,0,,13.0,6.0,5.0,2.0,,,,,,,,,11.0,7.0,26.0,68.0,477.0,359.0,56.8,22.0,14.0,8.0,6.0,24.0,24.0,19.0,1.0,,,9.0,8.0,172.0,4.0,,,1.0,,60.0,62.0,29.0,25.0,8.0,8.0,,15.0,16.0,0.0,0.0,,,2.0
2128338,6,2020-10-26 17:30:00,"American Express Stadium, Falmer",,Away,West Brom,Brighton,1,1,D,0,1,0,0,1.0,9.0,3.0,5.0,1.0,,,,,,1.0,,,5.0,1.0,26.0,66.0,476.0,398.0,50.3,18.0,22.0,14.0,12.0,18.0,18.0,10.0,1.0,,,7.0,10.0,142.0,3.0,1.0,,,1.0,57.0,55.0,17.0,22.0,2.0,2.0,,7.0,14.0,0.0,0.0,,,1.0
2128348,7,2020-11-02 17:30:00,"Craven Cottage, London",,Away,West Brom,Fulham,0,2,L,0,2,0,0,,10.0,1.0,4.0,5.0,,,,,,1.0,,,7.0,4.0,20.0,54.0,468.0,370.0,54.3,16.0,28.0,15.0,5.0,20.0,20.0,21.0,6.0,1.0,,24.0,8.0,157.0,2.0,2.0,,,,65.0,64.0,16.0,15.0,2.0,2.0,,11.0,12.0,0.0,0.0,,,4.0
2128364,8,2020-11-08 12:00:00,"The Hawthorns, West Bromwich",,Home,West Brom,Spurs,0,1,L,0,0,0,0,,12.0,2.0,7.0,3.0,,,1.0,,1.0,1.0,,,9.0,4.0,38.0,50.0,340.0,226.0,41.2,24.0,19.0,14.0,11.0,11.0,11.0,16.0,8.0,,,7.0,9.0,177.0,4.0,1.0,,,,73.0,54.0,31.0,17.0,9.0,9.0,1.0,17.0,12.0,0.0,0.0,,,1.0
2128371,9,2020-11-21 20:00:00,"Old Trafford, Manchester",,Away,West Brom,Man Utd,0,1,L,0,0,0,0,,7.0,2.0,4.0,1.0,,,,,1.0,1.0,,,6.0,2.0,5.0,51.0,385.0,300.0,36.9,9.0,13.0,8.0,20.0,17.0,17.0,23.0,8.0,,,18.0,11.0,140.0,6.0,1.0,,,,46.0,71.0,7.0,25.0,2.0,2.0,,17.0,12.0,0.0,0.0,,,1.0
2128384,10,2020-11-28 20:00:00,"The Hawthorns, West Bromwich",,Home,West Brom,Sheff Utd,1,0,W,1,0,0,0,1.0,17.0,6.0,7.0,4.0,,,1.0,,2.0,,,,13.0,7.0,27.0,50.0,380.0,298.0,48.7,18.0,12.0,6.0,8.0,15.0,15.0,10.0,4.0,,,13.0,12.0,135.0,5.0,,,1.0,,49.0,55.0,27.0,20.0,14.0,14.0,1.0,10.0,8.0,0.0,0.0,,,2.0
2128394,11,2020-12-06 12:00:00,"The Hawthorns, West Bromwich",,Home,West Brom,Crystal Palace,1,5,L,1,1,1,0,1.0,9.0,4.0,4.0,1.0,,,,,,1.0,,1.0,8.0,4.0,22.0,31.0,495.0,429.0,50.1,18.0,15.0,7.0,4.0,14.0,14.0,19.0,7.0,,,9.0,9.0,106.0,2.0,5.0,,,1.0,58.0,44.0,18.0,11.0,4.0,4.0,,10.0,16.0,0.0,0.0,,,2.0
2128403,12,2020-12-12 15:00:00,"St. James' Park, Newcastle",,Away,West Brom,Newcastle,1,2,L,0,1,0,0,1.0,13.0,3.0,4.0,6.0,,,,,,,,1.0,9.0,7.0,34.0,69.0,484.0,392.0,54.7,10.0,18.0,11.0,5.0,13.0,13.0,12.0,5.0,,,7.0,3.0,145.0,4.0,2.0,,,0.0,49.0,46.0,18.0,20.0,3.0,3.0,1.0,12.0,9.0,0.0,0.0,,0.0,2.0
2128415,13,2020-12-15 20:00:00,"Etihad Stadium, Manchester",,Away,West Brom,Man City,1,1,D,1,1,0,0,1.0,5.0,1.0,4.0,,,,,,1.0,,,,2.0,,8.0,34.0,224.0,133.0,22.8,6.0,13.0,8.0,12.0,31.0,31.0,14.0,8.0,,,9.0,6.0,120.0,7.0,1.0,,,,38.0,47.0,15.0,19.0,2.0,2.0,1.0,8.0,5.0,0.0,0.0,,,2.0
2128425,14,2020-12-20 19:15:00,"The Hawthorns, West Bromwich",,Home,West Brom,Aston Villa,0,3,L,0,1,1,0,,1.0,1.0,,,,,,,,,,,,,11.0,64.0,282.0,190.0,32.7,6.0,15.0,9.0,16.0,26.0,26.0,14.0,2.0,,,14.0,4.0,135.0,7.0,3.0,,,,50.0,68.0,19.0,29.0,1.0,1.0,,14.0,7.0,0.0,0.0,,,1.0
2128431,15,2020-12-27 16:30:00,"Anfield, Liverpool",2000.0,Away,West Brom,Liverpool,1,1,D,0,1,0,0,1.0,5.0,3.0,1.0,1.0,,,2.0,1.0,1.0,,,1.0,4.0,3.0,15.0,46.0,213.0,121.0,21.6,9.0,15.0,10.0,13.0,40.0,40.0,20.0,4.0,,,8.0,7.0,145.0,1.0,1.0,,,,39.0,49.0,13.0,26.0,3.0,3.0,,5.0,8.0,0.0,0.0,,,5.0
2128445,16,2020-12-29 18:00:00,"The Hawthorns, West Bromwich",,Home,West Brom,Leeds,0,5,L,0,4,0,0,,4.0,1.0,2.0,1.0,,,,,1.0,,,,1.0,1.0,27.0,53.0,238.0,155.0,24.4,10.0,10.0,6.0,11.0,24.0,24.0,12.0,5.0,,1.0,14.0,11.0,132.0,2.0,5.0,,,1.0,41.0,58.0,18.0,26.0,3.0,3.0,,7.0,10.0,0.0,0.0,,,1.0
2128455,17,2021-01-02 20:00:00,"The Hawthorns, West Bromwich",,Home,West Brom,Arsenal,0,4,L,0,2,0,0,,7.0,3.0,3.0,1.0,,,2.0,,2.0,,,,7.0,4.0,28.0,67.0,374.0,278.0,38.1,12.0,13.0,7.0,20.0,19.0,19.0,19.0,3.0,1.0,,12.0,8.0,149.0,8.0,4.0,,,,54.0,48.0,27.0,15.0,3.0,3.0,,7.0,4.0,0.0,0.0,,,3.0
2128462,18,2021-01-19 18:00:00,"London Stadium, London",,Away,West Brom,West Ham,1,2,L,0,1,0,0,1.0,6.0,2.0,4.0,,,,1.0,,1.0,,,1.0,5.0,2.0,29.0,78.0,375.0,271.0,41.0,17.0,19.0,11.0,8.0,23.0,23.0,13.0,3.0,,,12.0,1.0,138.0,4.0,2.0,,,,47.0,48.0,16.0,22.0,1.0,1.0,,10.0,9.0,0.0,0.0,,,
2128475,19,2021-01-16 12:30:00,"Molineux Stadium, Wolverhampton",,Away,West Brom,Wolves,3,2,W,1,2,0,0,3.0,12.0,5.0,5.0,2.0,,,1.0,2.0,1.0,,,1.0,7.0,4.0,13.0,39.0,270.0,181.0,32.2,18.0,19.0,10.0,7.0,32.0,32.0,18.0,7.0,,,18.0,6.0,129.0,4.0,2.0,,,,52.0,75.0,22.0,31.0,,,2.0,14.0,8.0,0.0,0.0,2.0,2.0,2.0
2128480,20,2021-01-26 20:15:00,"The Hawthorns, West Bromwich",,Home,West Brom,Man City,0,5,L,0,4,0,0,,4.0,1.0,2.0,1.0,,,,,1.0,,,,2.0,,16.0,37.0,247.0,163.0,22.3,10.0,13.0,6.0,14.0,24.0,24.0,6.0,7.0,,1.0,16.0,5.0,115.0,2.0,5.0,,,,32.0,59.0,10.0,27.0,3.0,3.0,,8.0,7.0,0.0,0.0,,,
2128494,21,2021-01-30 15:00:00,"The Hawthorns, West Bromwich",,Home,West Brom,Fulham,2,2,D,0,1,0,0,2.0,5.0,3.0,2.0,,0.980432,1.3247,1.0,2.0,,,0.301967,1.0,4.0,2.0,28.0,81.0,336.0,215.0,37.5,14.0,13.0,7.0,14.0,20.0,20.0,7.0,2.0,1.0,,10.0,5.0,165.0,5.0,2.0,1.0982,,,50.0,63.0,20.0,36.0,2.0,2.0,,9.0,9.0,0.0,0.0,,,1.0
2128501,22,2021-02-02 18:00:00,"Bramall Lane, Sheffield",,Away,West Brom,Sheff Utd,1,2,L,1,0,0,0,1.0,8.0,4.0,2.0,2.0,,,1.0,1.0,2.0,,,,4.0,2.0,31.0,59.0,268.0,174.0,31.7,23.0,18.0,11.0,12.0,25.0,25.0,13.0,4.0,,,10.0,9.0,149.0,4.0,2.0,,,,60.0,66.0,30.0,27.0,2.0,2.0,3.0,9.0,11.0,0.0,0.0,,,3.0
