matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
442006,1,2012-08-18 15:00:00,"The Hawthorns, West Bromwich",26039,Home,West Brom,Liverpool,3,0,W,1,0,0,1,3.0,18.0,6.0,6.0,6.0,2.0,1.0,1.0,,1.0,12.0,6.0,16.0,69.0,349.0,282.0,40.5,,19.0,15.0,15.0,10.0,3.0,7.0,3.0,,6.0,12.0,127.0,,,1.0,,48.0,38.0,14.0,7.0,7.0,7.0,1.0,11.0,11.0,0.0,0.0,2.0,1.0,2.0
442018,2,2012-08-25 15:00:00,"White Hart Lane, London",36166,Away,West Brom,Spurs,1,1,D,0,0,0,0,1.0,13.0,6.0,4.0,3.0,1.0,,2.0,,1.0,10.0,7.0,11.0,74.0,343.0,268.0,41.0,,17.0,13.0,16.0,22.0,13.0,5.0,,,6.0,17.0,148.0,,1.0,,,45.0,39.0,16.0,5.0,5.0,5.0,1.0,6.0,8.0,0.0,0.0,,,3.0
442026,3,2012-09-01 15:00:00,"The Hawthorns, West Bromwich",25383,Home,West Brom,Everton,2,0,W,0,0,0,0,2.0,12.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,9.0,5.0,17.0,69.0,366.0,284.0,44.3,,10.0,8.0,5.0,22.0,8.0,5.0,2.0,,2.0,18.0,155.0,,,1.0,,42.0,50.0,12.0,15.0,6.0,6.0,,12.0,16.0,0.0,0.0,,,5.0
442032,4,2012-09-15 15:00:00,"Craven Cottage, London",25691,Away,West Brom,Fulham,0,3,L,0,2,1,0,,10.0,5.0,2.0,3.0,,,,1.0,,8.0,7.0,20.0,58.0,373.0,302.0,37.0,,18.0,13.0,7.0,23.0,10.0,5.0,2.0,,6.0,14.0,126.0,,3.0,,,37.0,42.0,8.0,12.0,4.0,4.0,1.0,10.0,7.0,0.0,0.0,,,1.0
442046,5,2012-09-22 15:00:00,"The Hawthorns, West Bromwich",23854,Home,West Brom,Reading,1,0,W,0,0,0,0,1.0,11.0,4.0,6.0,1.0,,,,1.0,1.0,10.0,4.0,20.0,76.0,440.0,339.0,52.9,,11.0,9.0,8.0,27.0,12.0,3.0,,,5.0,11.0,179.0,,,1.0,,45.0,53.0,22.0,20.0,9.0,9.0,,15.0,7.0,0.0,0.0,,,1.0
442050,6,2012-09-30 16:00:00,"Villa Park, Birmingham",34489,Away,West Brom,Aston Villa,1,1,D,0,0,0,0,1.0,14.0,3.0,6.0,5.0,,1.0,,,,10.0,4.0,12.0,62.0,322.0,254.0,42.6,,26.0,20.0,10.0,54.0,25.0,8.0,1.0,,6.0,13.0,155.0,,1.0,,,62.0,48.0,24.0,13.0,4.0,4.0,,12.0,8.0,0.0,0.0,,,3.0
442066,7,2012-10-06 15:00:00,"The Hawthorns, West Bromwich",23987,Home,West Brom,QPR,3,2,W,2,1,0,0,3.0,14.0,5.0,5.0,4.0,2.0,,2.0,,2.0,11.0,7.0,23.0,59.0,382.0,308.0,44.9,,22.0,16.0,6.0,23.0,12.0,4.0,1.0,,11.0,16.0,144.0,,2.0,,,53.0,57.0,15.0,12.0,2.0,2.0,,17.0,12.0,0.0,0.0,,,3.0
442077,8,2012-10-20 15:00:00,"The Hawthorns, West Bromwich",24891,Home,West Brom,Man City,1,2,L,0,0,0,1,1.0,17.0,4.0,8.0,5.0,3.0,1.0,2.0,,1.0,12.0,8.0,18.0,55.0,353.0,281.0,43.9,,17.0,15.0,4.0,22.0,18.0,7.0,,1.0,11.0,8.0,120.0,,2.0,,,56.0,40.0,16.0,8.0,6.0,6.0,1.0,13.0,16.0,0.0,0.0,,,
442084,9,2012-10-28 15:00:00,"St. James' Park, Newcastle",49731,Away,West Brom,Newcastle,1,2,L,0,1,0,0,1.0,11.0,4.0,6.0,1.0,4.0,1.0,3.0,,1.0,10.0,5.0,14.0,72.0,404.0,324.0,49.6,,23.0,21.0,18.0,35.0,21.0,3.0,,1.0,10.0,13.0,159.0,,2.0,,,53.0,55.0,11.0,19.0,4.0,4.0,1.0,7.0,13.0,0.0,0.0,,,7.0
442097,10,2012-11-05 20:00:00,"The Hawthorns, West Bromwich",25635,Home,West Brom,Southampton,2,0,W,1,0,0,0,2.0,17.0,3.0,10.0,4.0,2.0,1.0,1.0,,2.0,16.0,6.0,14.0,70.0,381.0,299.0,43.5,,21.0,18.0,14.0,31.0,18.0,2.0,,,2.0,14.0,154.0,,,1.0,,55.0,51.0,19.0,19.0,8.0,8.0,1.0,7.0,11.0,0.0,0.0,,,3.0
442108,11,2012-11-10 15:00:00,"DW Stadium, Wigan",17812,Away,West Brom,Wigan,2,1,W,2,1,0,0,2.0,9.0,4.0,4.0,1.0,1.0,1.0,,1.0,1.0,9.0,5.0,14.0,52.0,277.0,212.0,34.1,,21.0,15.0,14.0,34.0,21.0,2.0,,,3.0,18.0,143.0,,1.0,,,51.0,48.0,15.0,10.0,8.0,8.0,,14.0,9.0,0.0,0.0,,,3.0
442117,12,2012-11-17 15:00:00,"The Hawthorns, West Bromwich",25933,Home,West Brom,Chelsea,2,1,W,1,1,0,0,2.0,9.0,5.0,2.0,2.0,2.0,2.0,,,2.0,4.0,3.0,11.0,61.0,342.0,271.0,35.3,,23.0,17.0,11.0,41.0,18.0,7.0,1.0,,6.0,7.0,134.0,,1.0,,,40.0,37.0,4.0,11.0,,,,7.0,13.0,0.0,0.0,,,2.0
442125,13,2012-11-24 12:45:00,"Stadium of Light, Sunderland",36390,Away,West Brom,Sunderland,4,2,W,2,0,0,0,4.0,14.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,10.0,4.0,15.0,74.0,469.0,391.0,51.0,,20.0,13.0,15.0,32.0,17.0,3.0,,,9.0,15.0,137.0,,2.0,,,53.0,61.0,18.0,20.0,2.0,2.0,,16.0,12.0,0.0,0.0,1.0,1.0,1.0
442134,14,2012-11-28 19:45:00,"Swansea.com Stadium, Swansea",20377,Away,West Brom,Swansea,1,3,L,1,3,0,0,1.0,6.0,1.0,4.0,1.0,,,,,,5.0,1.0,12.0,57.0,366.0,298.0,35.3,,21.0,14.0,9.0,22.0,14.0,4.0,,1.0,3.0,10.0,127.0,,3.0,,,51.0,43.0,15.0,8.0,2.0,2.0,,16.0,11.0,0.0,0.0,,,2.0
442147,15,2012-12-01 15:00:00,"The Hawthorns, West Bromwich",24739,Home,West Brom,Stoke,0,1,L,0,0,0,0,,15.0,5.0,4.0,6.0,,,,,,13.0,10.0,28.0,78.0,452.0,372.0,57.2,,17.0,13.0,6.0,36.0,23.0,1.0,,,6.0,18.0,162.0,,1.0,,,69.0,57.0,30.0,21.0,5.0,5.0,,9.0,15.0,0.0,0.0,,,4.0
