matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
987597,1,2018-08-10 20:00:00,"Old Trafford, Manchester",74439,Away,Leicester,Man Utd,1,2,L,0,1,0,0,1.0,13.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,,9.0,7.0,37.0,61.0,543.0,450.0,53.7,29.0,14.0,11.0,12.0,14.0,14.0,18.0,1.0,,,11.0,17.0,164.0,4.0,2.0,,47.0,53.0,13.0,10.0,5.0,5.0,,8.0,11.0,0.0,0.0,,,2.0
987608,2,2018-08-18 15:00:00,"King Power Stadium, Leicester",32043,Home,Leicester,Wolves,2,0,W,2,0,1,0,2.0,6.0,2.0,2.0,2.0,,,,,1.0,4.0,2.0,21.0,38.0,382.0,316.0,42.8,15.0,24.0,16.0,13.0,33.0,33.0,16.0,2.0,1.0,,10.0,8.0,125.0,2.0,,1.0,71.0,56.0,18.0,19.0,1.0,1.0,2.0,10.0,8.0,0.0,0.0,,,
987619,3,2018-08-25 15:00:00,"St. Mary's Stadium, Southampton",29925,Away,Leicester,Southampton,2,1,W,0,0,0,1,2.0,8.0,5.0,3.0,,1.0,,1.0,,1.0,5.0,3.0,21.0,54.0,425.0,352.0,48.3,15.0,14.0,6.0,8.0,37.0,37.0,16.0,2.0,,,10.0,13.0,128.0,4.0,1.0,,48.0,60.0,20.0,21.0,3.0,3.0,,11.0,11.0,0.0,0.0,,,
987628,4,2018-09-01 12:30:00,"King Power Stadium, Leicester",32149,Home,Leicester,Liverpool,1,2,L,0,2,0,0,1.0,12.0,5.0,3.0,4.0,2.0,1.0,1.0,,1.0,10.0,7.0,24.0,71.0,496.0,401.0,51.2,16.0,23.0,16.0,6.0,27.0,27.0,16.0,1.0,,,8.0,13.0,153.0,2.0,2.0,,63.0,52.0,17.0,17.0,4.0,4.0,,9.0,11.0,0.0,0.0,,,3.0
987632,5,2018-09-15 15:00:00,"Vitality Stadium, Bournemouth",10543,Away,Leicester,Bournemouth,2,4,L,0,3,1,0,2.0,14.0,8.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,8.0,6.0,37.0,71.0,398.0,303.0,53.3,26.0,20.0,12.0,16.0,26.0,26.0,22.0,3.0,1.0,,5.0,11.0,154.0,1.0,4.0,,62.0,46.0,22.0,15.0,6.0,6.0,1.0,15.0,12.0,0.0,0.0,1.0,1.0,3.0
987648,6,2018-09-22 15:00:00,"King Power Stadium, Leicester",31676,Home,Leicester,Huddersfield,3,1,W,1,1,0,0,3.0,18.0,8.0,7.0,3.0,3.0,2.0,1.0,,2.0,15.0,9.0,26.0,79.0,589.0,505.0,62.0,13.0,23.0,13.0,11.0,27.0,27.0,19.0,2.0,,,5.0,5.0,124.0,1.0,1.0,,67.0,46.0,25.0,20.0,3.0,3.0,2.0,10.0,14.0,0.0,0.0,,,1.0
987659,7,2018-09-29 15:00:00,"St. James' Park, Newcastle",51523,Away,Leicester,Newcastle,2,0,W,1,0,0,0,2.0,12.0,5.0,4.0,3.0,,1.0,,,1.0,7.0,5.0,28.0,59.0,525.0,416.0,58.5,16.0,22.0,17.0,9.0,12.0,12.0,23.0,1.0,,,4.0,17.0,181.0,1.0,,1.0,67.0,54.0,31.0,21.0,9.0,9.0,,5.0,9.0,0.0,0.0,1.0,1.0,
987666,8,2018-10-06 15:00:00,"King Power Stadium, Leicester",32007,Home,Leicester,Everton,1,2,L,1,1,1,0,1.0,8.0,2.0,5.0,1.0,2.0,,2.0,,1.0,7.0,3.0,16.0,57.0,461.0,347.0,51.3,13.0,13.0,8.0,6.0,33.0,33.0,24.0,4.0,1.0,,11.0,9.0,163.0,6.0,2.0,,52.0,58.0,21.0,26.0,2.0,2.0,,10.0,11.0,0.0,0.0,,,5.0
987673,9,2018-10-22 20:00:00,"Emirates Stadium, London",59886,Away,Leicester,Arsenal,1,3,L,1,1,0,0,1.0,8.0,2.0,3.0,3.0,2.0,,2.0,1.0,,6.0,4.0,23.0,40.0,309.0,228.0,30.9,22.0,14.0,5.0,20.0,18.0,18.0,23.0,1.0,2.0,,12.0,13.0,134.0,3.0,3.0,,51.0,57.0,17.0,16.0,4.0,4.0,1.0,10.0,10.0,0.0,0.0,,,1.0
987686,10,2018-10-27 17:30:00,"King Power Stadium, Leicester",31848,Home,Leicester,West Ham,1,1,D,0,1,0,1,1.0,21.0,7.0,11.0,3.0,3.0,,3.0,1.0,1.0,15.0,6.0,55.0,82.0,552.0,457.0,64.2,31.0,16.0,10.0,14.0,6.0,6.0,24.0,2.0,,,10.0,14.0,180.0,2.0,1.0,,57.0,56.0,23.0,9.0,8.0,8.0,1.0,17.0,4.0,0.0,0.0,,,7.0
987694,11,2018-11-03 15:00:00,"Cardiff City Stadium, Cardiff",30877,Away,Leicester,Cardiff,1,0,W,0,0,0,0,1.0,13.0,5.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,8.0,4.0,33.0,49.0,403.0,305.0,59.9,29.0,11.0,6.0,10.0,38.0,38.0,14.0,1.0,,,4.0,5.0,153.0,2.0,,1.0,63.0,60.0,35.0,32.0,12.0,12.0,,12.0,12.0,0.0,0.0,,,3.0
987707,12,2018-11-10 15:00:00,"King Power Stadium, Leicester",32184,Home,Leicester,Burnley,0,0,D,0,0,0,0,,22.0,5.0,9.0,8.0,2.0,,2.0,1.0,,16.0,10.0,45.0,54.0,479.0,377.0,63.0,31.0,13.0,7.0,7.0,17.0,17.0,19.0,2.0,1.0,,4.0,3.0,165.0,1.0,,1.0,61.0,51.0,30.0,26.0,12.0,12.0,,13.0,9.0,0.0,0.0,,,1.0
987713,13,2018-11-24 15:00:00,"American Express Stadium, Falmer",30553,Away,Leicester,Brighton,1,1,D,0,1,1,0,1.0,8.0,3.0,3.0,2.0,,1.0,,,,5.0,2.0,24.0,50.0,369.0,274.0,45.4,20.0,17.0,12.0,15.0,20.0,20.0,24.0,3.0,1.0,,8.0,8.0,152.0,2.0,1.0,,55.0,43.0,23.0,10.0,1.0,1.0,2.0,7.0,9.0,0.0,0.0,1.0,1.0,1.0
987727,14,2018-12-01 15:00:00,"King Power Stadium, Leicester",31353,Home,Leicester,Watford,2,0,W,2,0,0,1,2.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,22.0,48.0,303.0,208.0,37.7,9.0,27.0,16.0,16.0,48.0,48.0,17.0,2.0,,,6.0,8.0,137.0,,,1.0,69.0,36.0,24.0,11.0,4.0,4.0,,7.0,6.0,0.0,0.0,1.0,1.0,1.0
