matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2128292,1,2020-09-13 14:00:00,"The Hawthorns, West Bromwich",,Away,Leicester,West Brom,3,0,W,0,0,0,0,3.0,13.0,7.0,3.0,3.0,,,1.0,3.0,1.0,,,1.0,5.0,4.0,24.0,43.0,604.0,511.0,64.2,26.0,17.0,10.0,14.0,14.0,14.0,12.0,3.0,1.0,,3.0,4.0,132.0,1.0,,,1.0,,46.0,35.0,9.0,16.0,5.0,5.0,1.0,9.0,11.0,0.0,0.0,2.0,2.0,3.0
2128301,2,2020-09-20 19:00:00,"King Power Stadium, Leicester",,Home,Leicester,Burnley,4,2,W,1,1,0,0,4.0,14.0,6.0,2.0,6.0,,,,1.0,,,,2.0,12.0,10.0,41.0,47.0,621.0,526.0,67.8,36.0,13.0,6.0,11.0,13.0,13.0,12.0,3.0,,,7.0,4.0,147.0,3.0,2.0,,,,47.0,59.0,18.0,30.0,15.0,15.0,,11.0,12.0,0.0,0.0,,,
2128311,3,2020-09-27 16:30:00,"Etihad Stadium, Manchester",,Away,Leicester,Man City,5,2,W,1,1,0,0,5.0,7.0,7.0,,,,,1.0,4.0,,,,2.0,4.0,4.0,11.0,30.0,267.0,200.0,28.3,13.0,23.0,9.0,8.0,22.0,22.0,10.0,4.0,,,7.0,11.0,109.0,3.0,2.0,,,,56.0,37.0,15.0,10.0,3.0,4.0,,8.0,12.0,0.0,0.0,3.0,3.0,3.0
2128321,4,2020-10-04 12:00:00,"King Power Stadium, Leicester",,Home,Leicester,West Ham,0,3,L,0,2,0,0,,4.0,,2.0,2.0,,,1.0,,1.0,,,,2.0,1.0,37.0,85.0,684.0,578.0,69.5,21.0,7.0,4.0,18.0,8.0,8.0,23.0,3.0,,,6.0,8.0,163.0,3.0,3.0,,,,43.0,52.0,17.0,24.0,6.0,6.0,,10.0,8.0,0.0,0.0,,,4.0
2128330,5,2020-10-18 19:15:00,"King Power Stadium, Leicester",,Home,Leicester,Aston Villa,0,1,L,0,0,0,0,,11.0,5.0,2.0,4.0,,,,,,,,,7.0,5.0,29.0,56.0,417.0,313.0,50.5,24.0,21.0,11.0,18.0,24.0,24.0,13.0,1.0,,,14.0,5.0,146.0,3.0,1.0,,,,67.0,63.0,21.0,19.0,2.0,2.0,2.0,18.0,18.0,0.0,0.0,,,2.0
2128336,6,2020-10-25 19:15:00,"Emirates Stadium, London",,Away,Leicester,Arsenal,1,0,W,0,0,0,0,1.0,6.0,2.0,3.0,1.0,,,2.0,1.0,1.0,,,1.0,3.0,3.0,11.0,39.0,453.0,369.0,43.7,7.0,11.0,6.0,10.0,20.0,20.0,16.0,3.0,,,2.0,9.0,118.0,4.0,,,1.0,,46.0,36.0,15.0,11.0,3.0,3.0,,9.0,13.0,0.0,0.0,,,
2128349,7,2020-11-02 20:00:00,"Elland Road, Leeds",,Away,Leicester,Leeds,4,1,W,2,0,0,0,4.0,10.0,8.0,1.0,1.0,,,3.0,4.0,1.0,1.0,,2.0,6.0,5.0,15.0,31.0,302.0,211.0,32.5,24.0,20.0,11.0,12.0,26.0,26.0,13.0,2.0,,,10.0,9.0,138.0,3.0,1.0,,,,45.0,51.0,7.0,17.0,3.0,3.0,,5.0,9.0,0.0,0.0,1.0,1.0,
2128361,8,2020-11-08 14:00:00,"King Power Stadium, Leicester",,Home,Leicester,Wolves,1,0,W,1,0,0,0,1.0,10.0,3.0,4.0,3.0,,,,1.0,1.0,,,,6.0,2.0,26.0,48.0,492.0,406.0,49.6,13.0,20.0,10.0,5.0,19.0,19.0,18.0,1.0,1.0,,6.0,11.0,138.0,2.0,,,1.0,,42.0,51.0,10.0,17.0,6.0,6.0,1.0,12.0,7.0,0.0,0.0,2.0,1.0,
2128370,9,2020-11-22 19:15:00,"Anfield, Liverpool",,Away,Leicester,Liverpool,0,3,L,0,2,0,0,,11.0,4.0,5.0,2.0,,,1.0,,3.0,,,,9.0,4.0,23.0,47.0,441.0,346.0,43.6,19.0,14.0,4.0,17.0,19.0,19.0,14.0,5.0,,,13.0,3.0,137.0,9.0,3.0,,,1.0,65.0,41.0,21.0,13.0,3.0,3.0,2.0,6.0,15.0,0.0,0.0,,,1.0
2128381,10,2020-11-30 17:30:00,"King Power Stadium, Leicester",,Home,Leicester,Fulham,1,2,L,0,2,0,0,1.0,16.0,3.0,6.0,7.0,,,1.0,,2.0,2.0,,1.0,10.0,6.0,34.0,73.0,666.0,576.0,68.0,23.0,19.0,7.0,8.0,11.0,11.0,13.0,2.0,1.0,,11.0,13.0,152.0,3.0,2.0,,,,57.0,54.0,10.0,11.0,6.0,6.0,4.0,9.0,20.0,0.0,0.0,,,
