matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
1059706,1,2019-08-11 14:00:00,"King Power Stadium, Leicester",32015.0,Home,Leicester,Wolves,0,0,D,0,0,0,0,,16.0,1.0,10.0,5.0,,,1.0,,1.0,,,,11.0,3.0,38.0,65.0,665.0,564.0,70.0,29.0,20.0,13.0,7.0,12.0,12.0,24.0,1.0,,,12.0,7.0,164.0,2.0,,,1.0,,71.0,55.0,24.0,22.0,12.0,12.0,3.0,3.0,11.0,0.0,0.0,,,
1059715,2,2019-08-18 16:30:00,"Stamford Bridge, London",40629.0,Away,Leicester,Chelsea,1,1,D,0,1,0,0,1.0,12.0,3.0,7.0,2.0,,,1.0,1.0,2.0,,,1.0,7.0,4.0,29.0,50.0,455.0,352.0,49.8,21.0,29.0,16.0,15.0,20.0,20.0,31.0,2.0,,1.0,10.0,15.0,168.0,4.0,1.0,,,,64.0,72.0,13.0,23.0,5.0,5.0,,14.0,9.0,0.0,0.0,,,3.0
1059728,3,2019-08-24 15:00:00,"Bramall Lane, Sheffield",30079.0,Away,Leicester,Sheff Utd,2,1,W,1,0,0,0,2.0,10.0,2.0,4.0,4.0,,,1.0,1.0,,,,2.0,8.0,5.0,23.0,39.0,452.0,358.0,50.9,19.0,13.0,7.0,11.0,38.0,38.0,15.0,2.0,,,11.0,10.0,144.0,1.0,1.0,,,,54.0,58.0,21.0,25.0,4.0,4.0,,6.0,11.0,0.0,0.0,,,5.0
1059737,4,2019-08-31 15:00:00,"King Power Stadium, Leicester",31613.0,Home,Leicester,Bournemouth,3,1,W,2,1,0,0,3.0,15.0,6.0,5.0,4.0,,,3.0,2.0,1.0,,,3.0,14.0,9.0,19.0,54.0,541.0,435.0,55.0,30.0,22.0,13.0,14.0,25.0,25.0,26.0,4.0,1.0,,15.0,6.0,156.0,1.0,1.0,,,,55.0,59.0,15.0,21.0,4.0,4.0,,9.0,10.0,0.0,0.0,,,2.0
1059746,5,2019-09-14 15:00:00,"Old Trafford, Manchester",73689.0,Away,Leicester,Man Utd,0,1,L,0,1,0,0,,9.0,3.0,4.0,2.0,,,2.0,,2.0,,,,5.0,2.0,30.0,47.0,471.0,373.0,58.3,26.0,30.0,17.0,10.0,11.0,11.0,19.0,,,,13.0,8.0,161.0,4.0,1.0,,,,72.0,57.0,16.0,11.0,9.0,9.0,1.0,14.0,14.0,0.0,0.0,,,2.0
1059757,6,2019-09-21 12:30:00,"King Power Stadium, Leicester",32129.0,Home,Leicester,Spurs,2,1,W,0,1,0,0,2.0,16.0,7.0,6.0,3.0,,,,1.0,,,,1.0,11.0,7.0,25.0,57.0,380.0,286.0,44.2,28.0,23.0,14.0,12.0,24.0,24.0,19.0,1.0,,,7.0,12.0,155.0,3.0,1.0,,,,59.0,56.0,12.0,15.0,8.0,8.0,,16.0,13.0,0.0,0.0,,,3.0
1059767,7,2019-09-29 16:30:00,"King Power Stadium, Leicester",32168.0,Home,Leicester,Newcastle,5,0,W,1,0,0,1,5.0,13.0,5.0,5.0,3.0,,,2.0,1.0,2.0,,,3.0,11.0,6.0,39.0,76.0,724.0,645.0,68.9,28.0,24.0,13.0,15.0,8.0,8.0,20.0,,,,9.0,7.0,141.0,,,,1.0,,47.0,49.0,9.0,13.0,9.0,9.0,,12.0,9.0,0.0,0.0,,,
1059775,8,2019-10-05 15:00:00,"Anfield, Liverpool",53322.0,Away,Leicester,Liverpool,1,2,L,0,1,0,0,1.0,2.0,1.0,1.0,,0.098575,0.020031,1.0,,1.0,,0.407308,1.0,2.0,1.0,27.0,54.0,478.0,355.0,49.3,15.0,16.0,10.0,19.0,27.0,27.0,8.0,4.0,,,16.0,7.0,181.0,6.0,2.0,3.36623,,,54.0,63.0,17.0,11.0,6.0,6.0,,17.0,8.0,0.0,0.0,,,2.0
1059787,9,2019-10-19 15:00:00,"King Power Stadium, Leicester",32105.0,Home,Leicester,Burnley,2,1,W,1,1,0,0,2.0,19.0,3.0,9.0,7.0,,,,,,,,2.0,15.0,7.0,27.0,44.0,556.0,466.0,64.5,28.0,22.0,13.0,11.0,20.0,20.0,17.0,6.0,,,5.0,6.0,133.0,3.0,1.0,,,,61.0,48.0,23.0,24.0,9.0,9.0,,4.0,10.0,0.0,0.0,,,2.0
1059799,10,2019-10-25 20:00:00,"St. Mary's Stadium, Southampton",28762.0,Away,Leicester,Southampton,9,0,W,5,0,0,1,9.0,25.0,15.0,5.0,5.0,,,5.0,6.0,2.0,,,4.0,16.0,12.0,30.0,82.0,709.0,611.0,72.6,43.0,26.0,15.0,5.0,8.0,8.0,27.0,1.0,,,19.0,6.0,154.0,3.0,,,1.0,,63.0,60.0,10.0,10.0,7.0,7.0,,12.0,3.0,0.0,0.0,1.0,1.0,
1059806,11,2019-11-03 14:00:00,"Selhurst Park, London",25480.0,Away,Leicester,Crystal Palace,2,0,W,0,0,0,0,2.0,14.0,5.0,7.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,12.0,5.0,25.0,48.0,431.0,353.0,55.8,24.0,22.0,15.0,8.0,24.0,24.0,16.0,4.0,,,13.0,10.0,125.0,3.0,,,1.0,,58.0,66.0,18.0,19.0,6.0,6.0,4.0,16.0,13.0,0.0,0.0,,,1.0
1059814,12,2019-11-09 17:30:00,"King Power Stadium, Leicester",32209.0,Home,Leicester,Arsenal,2,0,W,0,0,0,0,2.0,19.0,7.0,9.0,3.0,,,2.0,1.0,1.0,1.0,,2.0,15.0,10.0,27.0,63.0,486.0,426.0,50.2,39.0,19.0,9.0,11.0,19.0,19.0,17.0,3.0,,,10.0,10.0,113.0,1.0,,,1.0,,46.0,42.0,9.0,4.0,5.0,5.0,,10.0,10.0,0.0,0.0,,,1.0
1059825,13,2019-11-23 15:00:00,"American Express Stadium, Falmer",30640.0,Away,Leicester,Brighton,2,0,W,0,0,0,0,2.0,19.0,9.0,8.0,2.0,,,6.0,2.0,5.0,1.0,,1.0,12.0,7.0,25.0,37.0,418.0,345.0,47.4,39.0,17.0,9.0,12.0,22.0,22.0,14.0,3.0,1.0,,7.0,7.0,117.0,,,,1.0,,45.0,28.0,11.0,9.0,7.0,7.0,1.0,1.0,8.0,0.0,0.0,1.0,1.0,1.0
1059834,14,2019-12-01 16:30:00,"King Power Stadium, Leicester",32144.0,Home,Leicester,Everton,2,1,W,0,1,0,0,2.0,16.0,6.0,7.0,3.0,,,4.0,2.0,2.0,,,2.0,12.0,7.0,41.0,71.0,652.0,544.0,69.3,36.0,19.0,10.0,10.0,9.0,9.0,14.0,3.0,,,13.0,10.0,162.0,2.0,1.0,,,,64.0,59.0,23.0,19.0,4.0,4.0,2.0,7.0,9.0,0.0,0.0,,,1.0
1059844,15,2019-12-04 19:30:00,"King Power Stadium, Leicester",31763.0,Home,Leicester,Watford,2,0,W,0,0,0,0,2.0,12.0,6.0,4.0,2.0,,,2.0,2.0,1.0,,,1.0,8.0,6.0,37.0,54.0,569.0,467.0,63.0,25.0,11.0,5.0,14.0,27.0,27.0,18.0,1.0,,,7.0,10.0,153.0,1.0,,,1.0,,62.0,57.0,23.0,23.0,7.0,7.0,1.0,13.0,16.0,0.0,0.0,1.0,1.0,3.0
1059853,16,2019-12-08 14:00:00,"Villa Park, Birmingham",41908.0,Away,Leicester,Aston Villa,4,1,W,2,1,0,0,4.0,23.0,8.0,8.0,7.0,,,6.0,2.0,4.0,1.0,,3.0,20.0,13.0,36.0,61.0,478.0,411.0,59.6,49.0,17.0,8.0,12.0,30.0,30.0,11.0,4.0,,,11.0,6.0,117.0,1.0,1.0,,,,70.0,54.0,25.0,15.0,5.0,6.0,6.0,15.0,21.0,0.0,0.0,,,1.0
