matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
1059707,1,2019-08-10 17:30:00,"Tottenham Hotspur Stadium, London",60407.0,Away,Aston Villa,Spurs,1,3,L,1,0,0,0,1.0,7.0,4.0,2.0,1.0,1.0,1.0,,,1.0,7.0,5.0,10.0,33.0,256.0,200.0,29.9,8.0,29.0,13.0,9.0,39.0,39.0,15.0,11.0,1.0,,11.0,13.0,95.0,3.0,3.0,,,58.0,47.0,12.0,10.0,,,1.0,9.0,13.0,0.0,0.0,,,
1059713,2,2019-08-17 15:00:00,"Villa Park, Birmingham",40996.0,Home,Aston Villa,Bournemouth,1,2,L,0,2,0,0,1.0,21.0,7.0,9.0,5.0,2.0,,2.0,,1.0,17.0,10.0,46.0,63.0,490.0,402.0,62.6,30.0,7.0,6.0,9.0,15.0,15.0,19.0,4.0,,1.0,3.0,14.0,147.0,2.0,2.0,,,57.0,49.0,28.0,22.0,10.0,11.0,2.0,10.0,13.0,0.0,0.0,,,5.0
1059723,3,2019-08-23 20:00:00,"Villa Park, Birmingham",41922.0,Home,Aston Villa,Everton,2,0,W,1,0,0,0,2.0,7.0,3.0,2.0,2.0,2.0,2.0,,,2.0,7.0,5.0,19.0,48.0,301.0,219.0,35.2,17.0,12.0,6.0,13.0,25.0,25.0,14.0,4.0,,,13.0,10.0,141.0,1.0,,1.0,,56.0,66.0,16.0,28.0,,,,10.0,17.0,0.0,0.0,,,8.0
1059735,4,2019-08-31 15:00:00,"Selhurst Park, London",25248.0,Away,Aston Villa,Crystal Palace,0,1,L,0,0,1,0,,10.0,2.0,3.0,5.0,,,,,,7.0,6.0,24.0,56.0,379.0,315.0,47.2,11.0,19.0,13.0,15.0,30.0,30.0,11.0,6.0,1.0,,5.0,17.0,112.0,4.0,1.0,,,57.0,50.0,13.0,13.0,2.0,2.0,1.0,16.0,15.0,0.0,0.0,,,
1059743,5,2019-09-16 20:00:00,"Villa Park, Birmingham",42010.0,Home,Aston Villa,West Ham,0,0,D,0,0,0,1,,10.0,5.0,4.0,1.0,2.0,,2.0,,,8.0,5.0,24.0,53.0,408.0,329.0,46.6,19.0,19.0,9.0,12.0,14.0,14.0,25.0,7.0,,,9.0,13.0,130.0,1.0,,1.0,,58.0,60.0,16.0,17.0,2.0,2.0,,13.0,12.0,0.0,0.0,,,3.0
1059752,6,2019-09-22 16:30:00,"Emirates Stadium, London",60331.0,Away,Aston Villa,Arsenal,2,3,L,1,0,0,1,2.0,14.0,9.0,3.0,2.0,3.0,2.0,1.0,,2.0,11.0,9.0,33.0,36.0,326.0,265.0,41.9,17.0,20.0,9.0,12.0,21.0,21.0,8.0,5.0,,1.0,13.0,6.0,107.0,3.0,3.0,,,53.0,47.0,5.0,9.0,4.0,4.0,1.0,15.0,13.0,0.0,0.0,,,
1059763,7,2019-09-28 15:00:00,"Villa Park, Birmingham",41546.0,Home,Aston Villa,Burnley,2,2,D,1,0,0,0,2.0,16.0,3.0,7.0,6.0,1.0,,1.0,1.0,2.0,14.0,8.0,36.0,50.0,416.0,324.0,60.2,14.0,14.0,5.0,9.0,13.0,13.0,15.0,3.0,,,4.0,5.0,148.0,1.0,2.0,,,56.0,47.0,19.0,21.0,7.0,7.0,,10.0,16.0,0.0,0.0,,,2.0
1059778,8,2019-10-05 15:00:00,"Carrow Road, Norwich",27045.0,Away,Aston Villa,Norwich,5,1,W,2,0,0,0,5.0,22.0,12.0,7.0,3.0,3.0,3.0,3.0,1.0,5.0,15.0,12.0,30.0,56.0,345.0,268.0,42.4,25.0,16.0,9.0,11.0,34.0,34.0,18.0,7.0,,1.0,17.0,10.0,127.0,4.0,1.0,,,47.0,64.0,14.0,10.0,6.0,6.0,1.0,17.0,13.0,0.0,0.0,1.0,,1.0
1059783,9,2019-10-19 15:00:00,"Villa Park, Birmingham",41826.0,Home,Aston Villa,Brighton,2,1,W,1,1,0,1,2.0,24.0,8.0,8.0,8.0,2.0,1.0,3.0,,2.0,17.0,12.0,48.0,52.0,441.0,371.0,48.9,44.0,6.0,2.0,11.0,16.0,16.0,14.0,7.0,,,8.0,6.0,119.0,4.0,1.0,,,51.0,44.0,9.0,17.0,7.0,7.0,1.0,9.0,17.0,0.0,0.0,,,1.0
1059796,10,2019-10-26 12:30:00,"Etihad Stadium, Manchester",54506.0,Away,Aston Villa,Man City,0,3,L,0,0,0,1,,11.0,5.0,2.0,4.0,,,2.0,1.0,,5.0,5.0,24.0,42.0,341.0,273.0,36.9,17.0,10.0,5.0,13.0,27.0,27.0,17.0,9.0,3.0,,15.0,7.0,113.0,6.0,3.0,,,39.0,50.0,9.0,17.0,7.0,7.0,,5.0,10.0,0.0,0.0,,,2.0
