matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2128290,1,2021-01-20 18:00:00,"Etihad Stadium, Manchester",,Away,Aston Villa,Man City,0,2,L,0,0,0,0,,11.0,4.0,4.0,3.0,,,,,,,,,6.0,3.0,10.0,36.0,285.0,207.0,30.9,16.0,14.0,6.0,15.0,29.0,29.0,7.0,10.0,,,12.0,11.0,109.0,7.0,2.0,,,,45.0,55.0,11.0,21.0,2.0,2.0,1.0,9.0,10.0,0.0,0.0,,,1.0
2128297,2,2020-09-21 18:00:00,"Villa Park, Birmingham",,Home,Aston Villa,Sheff Utd,1,0,W,0,0,0,1,1.0,18.0,2.0,11.0,5.0,,,,,,,,1.0,18.0,7.0,55.0,68.0,553.0,486.0,71.9,45.0,5.0,4.0,7.0,14.0,14.0,11.0,1.0,,,6.0,6.0,127.0,1.0,,,1.0,,54.0,49.0,32.0,22.0,10.0,10.0,1.0,12.0,13.0,0.0,0.0,,,1.0
2128309,3,2020-09-28 17:45:00,"Craven Cottage, London",,Away,Aston Villa,Fulham,3,0,W,2,0,0,0,3.0,12.0,5.0,4.0,3.0,,,4.0,3.0,1.0,,,3.0,11.0,7.0,20.0,49.0,302.0,213.0,35.0,26.0,23.0,16.0,11.0,34.0,34.0,12.0,5.0,1.0,,22.0,7.0,123.0,2.0,,,1.0,,71.0,64.0,20.0,19.0,3.0,3.0,3.0,14.0,18.0,0.0,0.0,,,3.0
2128317,4,2020-10-04 19:15:00,"Villa Park, Birmingham",,Home,Aston Villa,Liverpool,7,2,W,4,1,0,0,7.0,18.0,11.0,4.0,3.0,,,6.0,3.0,3.0,1.0,,6.0,13.0,10.0,22.0,48.0,285.0,194.0,30.2,31.0,15.0,7.0,12.0,31.0,31.0,21.0,5.0,,,13.0,10.0,137.0,6.0,2.0,,,,49.0,49.0,13.0,15.0,2.0,2.0,1.0,7.0,10.0,0.0,0.0,,,2.0
2128330,5,2020-10-18 19:15:00,"King Power Stadium, Leicester",,Away,Aston Villa,Leicester,1,0,W,0,0,0,0,1.0,10.0,4.0,5.0,1.0,,,1.0,,1.0,,,1.0,7.0,5.0,34.0,52.0,397.0,303.0,49.5,35.0,14.0,8.0,24.0,11.0,11.0,17.0,4.0,,,9.0,12.0,155.0,5.0,,,1.0,,63.0,67.0,19.0,21.0,7.0,7.0,1.0,18.0,17.0,0.0,0.0,,,3.0
2128337,6,2020-10-23 20:00:00,"Villa Park, Birmingham",,Home,Aston Villa,Leeds,0,3,L,0,0,0,0,,12.0,4.0,5.0,3.0,,,2.0,,3.0,,,,10.0,5.0,20.0,53.0,305.0,217.0,40.8,27.0,14.0,3.0,13.0,22.0,22.0,15.0,4.0,,,6.0,11.0,132.0,6.0,3.0,,,,60.0,46.0,17.0,13.0,6.0,6.0,,14.0,17.0,0.0,0.0,,,
2128346,7,2020-11-01 12:00:00,"Villa Park, Birmingham",,Home,Aston Villa,Southampton,3,4,L,0,3,0,0,3.0,19.0,10.0,2.0,7.0,,,3.0,2.0,2.0,,,2.0,15.0,14.0,40.0,54.0,371.0,276.0,55.9,39.0,14.0,9.0,6.0,3.0,3.0,12.0,1.0,,,6.0,13.0,160.0,,4.0,,,,68.0,51.0,25.0,15.0,11.0,11.0,2.0,12.0,17.0,0.0,0.0,1.0,1.0,2.0
2128356,8,2020-11-08 19:15:00,"Emirates Stadium, London",,Away,Aston Villa,Arsenal,3,0,W,1,0,0,0,3.0,15.0,6.0,,9.0,,,2.0,2.0,,,,2.0,14.0,14.0,31.0,45.0,378.0,293.0,41.2,33.0,14.0,6.0,8.0,26.0,26.0,11.0,3.0,1.0,,8.0,4.0,122.0,2.0,,,1.0,,52.0,39.0,15.0,11.0,8.0,8.0,1.0,13.0,11.0,0.0,0.0,,,1.0
2128366,9,2020-11-21 15:00:00,"Villa Park, Birmingham",,Home,Aston Villa,Brighton,1,2,L,0,1,0,1,1.0,15.0,4.0,6.0,5.0,,,2.0,1.0,3.0,1.0,,1.0,10.0,7.0,51.0,54.0,457.0,381.0,55.4,31.0,7.0,5.0,7.0,12.0,12.0,14.0,1.0,1.0,,2.0,13.0,144.0,1.0,2.0,,,,44.0,37.0,11.0,12.0,12.0,12.0,3.0,5.0,18.0,0.0,0.0,,,2.0
2128385,10,2020-11-30 20:00:00,"London Stadium, London",,Away,Aston Villa,West Ham,1,2,L,1,1,0,0,1.0,16.0,6.0,7.0,3.0,,,2.0,,3.0,1.0,,1.0,14.0,8.0,39.0,66.0,518.0,432.0,66.0,23.0,6.0,4.0,6.0,9.0,9.0,9.0,3.0,1.0,,5.0,4.0,150.0,,2.0,,,,68.0,49.0,30.0,30.0,7.0,7.0,1.0,7.0,18.0,0.0,0.0,1.0,,3.0
