matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
442007,1,2012-08-18 15:00:00,"Boleyn Ground, London",34172,Away,Aston Villa,West Ham,0,1,L,0,1,0,0,,13.0,2.0,5.0,6.0,,,,,,12.0,7.0,20.0,70.0,566.0,458.0,65.8,9.0,24.0,20.0,7.0,37.0,16.0,3.0,2.0,,3.0,14.0,172.0,,1.0,,,75.0,48.0,29.0,18.0,4.0,4.0,,9.0,17.0,0.0,0.0,,,2.0
442009,2,2012-08-25 15:00:00,"Villa Park, Birmingham",36565,Home,Aston Villa,Everton,1,3,L,0,3,1,0,1.0,9.0,3.0,4.0,2.0,,,,1.0,1.0,6.0,2.0,21.0,76.0,321.0,233.0,39.2,,18.0,13.0,22.0,22.0,8.0,7.0,,1.0,4.0,14.0,144.0,,3.0,,,54.0,49.0,18.0,19.0,1.0,1.0,,12.0,9.0,0.0,0.0,,,2.0
442022,3,2012-09-02 16:00:00,"St. James' Park, Newcastle",48245,Away,Aston Villa,Newcastle,1,1,D,1,0,0,0,1.0,13.0,5.0,4.0,4.0,3.0,1.0,2.0,,1.0,11.0,7.0,15.0,72.0,364.0,285.0,48.3,,29.0,19.0,16.0,25.0,12.0,3.0,1.0,,6.0,10.0,143.0,,1.0,,,59.0,51.0,18.0,14.0,6.0,6.0,1.0,21.0,6.0,0.0,0.0,,,
442030,4,2012-09-15 15:00:00,"Villa Park, Birmingham",34005,Home,Aston Villa,Swansea,2,0,W,1,0,0,0,2.0,16.0,8.0,3.0,5.0,1.0,1.0,1.0,,,12.0,9.0,27.0,84.0,327.0,228.0,42.1,,18.0,9.0,14.0,24.0,11.0,3.0,,,3.0,16.0,178.0,,,1.0,,53.0,62.0,21.0,28.0,10.0,10.0,,13.0,4.0,0.0,0.0,,,2.0
442043,5,2012-09-22 15:00:00,"St. Mary's Stadium, Southampton",30713,Away,Aston Villa,Southampton,1,4,L,1,0,0,0,1.0,11.0,2.0,7.0,2.0,2.0,1.0,1.0,,1.0,7.0,3.0,21.0,78.0,314.0,209.0,39.6,,20.0,13.0,24.0,36.0,24.0,,,,10.0,21.0,173.0,,4.0,,,48.0,75.0,19.0,26.0,4.0,4.0,,15.0,6.0,0.0,0.0,,,3.0
442050,6,2012-09-30 16:00:00,"Villa Park, Birmingham",34489,Home,Aston Villa,West Brom,1,1,D,0,0,0,0,1.0,21.0,3.0,10.0,8.0,,1.0,1.0,,,17.0,9.0,23.0,77.0,422.0,342.0,57.4,,19.0,17.0,9.0,16.0,9.0,5.0,,1.0,4.0,23.0,157.0,,1.0,,,48.0,62.0,13.0,24.0,11.0,11.0,3.0,8.0,10.0,0.0,0.0,,,3.0
442065,7,2012-10-07 15:00:00,"White Hart Lane, London",35802,Away,Aston Villa,Spurs,0,2,L,0,0,0,0,,8.0,3.0,3.0,2.0,1.0,,1.0,,,7.0,4.0,15.0,63.0,360.0,273.0,44.1,,17.0,14.0,16.0,27.0,15.0,5.0,1.0,,12.0,15.0,146.0,,2.0,,,46.0,55.0,17.0,14.0,,,2.0,10.0,10.0,0.0,0.0,,,3.0
442069,8,2012-10-20 15:00:00,"Craven Cottage, London",25693,Away,Aston Villa,Fulham,0,1,L,0,0,0,0,,12.0,1.0,7.0,4.0,1.0,,1.0,,,12.0,5.0,16.0,94.0,451.0,348.0,49.3,,18.0,15.0,18.0,40.0,18.0,4.0,4.0,,5.0,7.0,171.0,,1.0,,,44.0,51.0,14.0,27.0,4.0,4.0,,12.0,7.0,0.0,0.0,,,2.0
442080,9,2012-10-27 12:45:00,"Villa Park, Birmingham",33184,Home,Aston Villa,Norwich,1,1,D,1,0,1,0,1.0,7.0,4.0,2.0,1.0,1.0,1.0,,,1.0,6.0,4.0,19.0,73.0,330.0,224.0,41.5,,16.0,12.0,14.0,45.0,22.0,7.0,2.0,,11.0,8.0,176.0,,1.0,,,52.0,57.0,27.0,21.0,3.0,3.0,1.0,12.0,6.0,0.0,0.0,,,2.0
442094,10,2012-11-03 15:00:00,"Stadium of Light, Sunderland",41515,Away,Aston Villa,Sunderland,1,0,W,0,0,0,0,1.0,9.0,3.0,4.0,2.0,1.0,1.0,,,1.0,7.0,4.0,22.0,67.0,336.0,262.0,44.4,,20.0,13.0,16.0,60.0,27.0,2.0,,,5.0,13.0,158.0,,,1.0,,54.0,57.0,23.0,15.0,7.0,7.0,,17.0,9.0,0.0,0.0,,,2.0
