matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside,totalDistance
2561896,1,2025-08-16 12:30:00,"Villa Park, Birmingham",42526,Home,Aston Villa,Newcastle,0,0,D,0,0,1,0,0.0,3.0,3.0,,,0.2036,0.2041,1.0,,1.0,,0.233068,,3.0,3.0,24.0,46.0,310.0,227.0,39.9,14.0,11.0,5.0,10.0,20.0,20.0,6.0,7.0,,,2.0,4.0,129.0,3.0,0.0,0.6442,1.0,0.0,40.0,43.0,10.0,20.0,3.0,3.0,,13.0,11.0,0.0,0.0,,0.0,2.0,103824.63
2561907,2,2025-08-23 15:00:00,"Gtech Community Stadium, Brentford",16838,Away,Aston Villa,Brentford,0,1,L,0,1,0,0,0.0,17.0,2.0,7.0,8.0,1.1903,0.1324,1.0,,1.0,,1.5296,,12.0,7.0,42.0,69.0,587.0,514.0,76.4,43.0,14.0,12.0,6.0,12.0,12.0,,3.0,,,8.0,12.0,145.0,1.0,1.0,1.3602,,0.0,52.0,62.0,21.0,17.0,9.0,9.0,,9.0,11.0,0.0,0.0,,0.0,,107279.22
2561915,3,2025-08-31 19:00:00,"Villa Park, Birmingham",41036,Home,Aston Villa,Crystal Palace,0,3,L,0,1,0,0,0.0,13.0,4.0,8.0,1.0,1.1405,1.0148,1.0,,2.0,,0.673415,,10.0,5.0,42.0,79.0,531.0,475.0,58.4,20.0,11.0,5.0,6.0,17.0,17.0,8.0,1.0,,,6.0,18.0,118.0,1.0,3.0,2.4469,,0.0,37.0,48.0,6.0,9.0,10.0,10.0,1.0,7.0,13.0,0.0,0.0,,0.0,,112322.01
2561930,4,2025-09-13 15:00:00,"Hill Dickinson Stadium, Liverpool",52114,Away,Aston Villa,Everton,0,0,D,0,0,0,0,0.0,7.0,1.0,1.0,5.0,0.5352,0.1268,,,,,0.36346,,4.0,4.0,23.0,43.0,384.0,313.0,51.7,8.0,16.0,11.0,4.0,19.0,19.0,8.0,9.0,1.0,,8.0,10.0,119.0,2.0,0.0,0.2926,1.0,0.0,51.0,66.0,17.0,20.0,3.0,3.0,1.0,15.0,16.0,0.0,0.0,,0.0,2.0,101637.98
2561942,5,2025-09-21 14:00:00,"Stadium of Light, Sunderland",46261,Away,Aston Villa,Sunderland,1,1,D,0,0,0,1,1.0,12.0,2.0,4.0,6.0,0.7842,0.1524,1.0,,2.0,,0.897275,1.0,7.0,6.0,45.0,67.0,547.0,488.0,71.4,34.0,11.0,7.0,3.0,28.0,28.0,6.0,4.0,,,5.0,12.0,120.0,3.0,1.0,0.9853,,0.0,40.0,47.0,17.0,14.0,5.0,5.0,1.0,8.0,13.0,0.0,0.0,,0.0,3.0,103795.07
2561945,6,2025-09-28 14:00:00,"Villa Park, Birmingham",40350,Home,Aston Villa,Fulham,3,1,W,1,1,0,0,3.0,9.0,4.0,3.0,2.0,1.1112,1.704,2.0,2.0,1.0,,0.85816,3.0,6.0,5.0,22.0,43.0,403.0,340.0,48.3,18.0,10.0,4.0,7.0,26.0,26.0,11.0,4.0,1.0,,11.0,9.0,110.0,3.0,1.0,0.7571,,0.0,38.0,46.0,14.0,9.0,2.0,2.0,1.0,10.0,11.0,0.0,0.0,,0.0,2.0,112193.92
2561957,7,2025-10-05 14:00:00,"Villa Park, Birmingham",40308,Home,Aston Villa,Burnley,2,1,W,1,0,0,0,2.0,15.0,7.0,5.0,3.0,1.1633,2.0474,1.0,1.0,1.0,,1.48704,2.0,13.0,8.0,23.0,40.0,496.0,434.0,55.0,23.0,15.0,10.0,5.0,23.0,23.0,8.0,2.0,,,2.0,13.0,107.0,1.0,1.0,0.2861,,0.0,56.0,44.0,20.0,7.0,6.0,6.0,,9.0,15.0,0.0,0.0,,0.0,3.0,111314.4
2561973,8,2025-10-19 14:00:00,"Tottenham Hotspur Stadium, London",61291,Away,Aston Villa,Spurs,2,1,W,1,1,0,0,2.0,8.0,2.0,4.0,2.0,0.3154,0.967,,,,,0.149499,1.0,5.0,2.0,25.0,43.0,348.0,292.0,47.4,7.0,24.0,15.0,2.0,29.0,29.0,8.0,1.0,1.0,,5.0,14.0,123.0,2.0,1.0,0.9961,,0.0,55.0,48.0,14.0,11.0,6.0,6.0,,7.0,11.0,0.0,0.0,,0.0,1.0,106891.59
2561977,9,2025-10-26 14:00:00,"Villa Park, Birmingham",41988,Home,Aston Villa,Man City,1,0,W,1,0,0,0,1.0,9.0,3.0,1.0,5.0,0.8135,0.8061,1.0,,2.0,,0.531955,1.0,6.0,6.0,26.0,48.0,449.0,388.0,47.0,26.0,18.0,11.0,7.0,19.0,19.0,5.0,10.0,,,6.0,7.0,99.0,3.0,0.0,0.1635,1.0,0.0,42.0,41.0,3.0,13.0,5.0,5.0,,8.0,15.0,0.0,0.0,,0.0,1.0,113542.04
2561989,10,2025-11-01 20:00:00,"Anfield, Liverpool",60407,Away,Aston Villa,Liverpool,0,2,L,0,1,0,0,0.0,10.0,3.0,6.0,1.0,0.4076,0.3005,,,,2.0,0.431817,,10.0,4.0,29.0,51.0,398.0,336.0,46.6,22.0,11.0,7.0,6.0,26.0,26.0,6.0,5.0,2.0,1.0,9.0,8.0,108.0,2.0,2.0,1.0119,,0.0,36.0,42.0,6.0,10.0,4.0,4.0,1.0,11.0,13.0,0.0,0.0,,0.0,,107660.47
