fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round
1,4,True,2025-08-15T19:00:00Z,4,2,1
19,15,False,2025-08-25T19:00:00Z,2,3,2
25,1,True,2025-08-31T15:30:00Z,1,0,3
34,3,False,2025-09-14T13:00:00Z,0,1,4
46,9,True,2025-09-20T11:30:00Z,2,1,5
54,8,False,2025-09-27T14:00:00Z,2,1,6
65,7,False,2025-10-04T16:30:00Z,2,1,7
75,14,True,2025-10-19T15:30:00Z,1,2,8
84,5,False,2025-10-25T19:00:00Z,3,2,9
95,2,True,2025-11-01T20:00:00Z,2,0,10
106,13,False,2025-11-09T16:30:00Z,3,0,11
117,16,True,2025-11-22T15:00:00Z,0,3,12
130,19,False,2025-11-30T14:05:00Z,0,2,13
137,17,True,2025-12-03T20:15:00Z,1,1,14
146,11,False,2025-12-06T17:30:00Z,3,3,15
156,6,True,2025-12-13T15:00:00Z,2,0,16
169,18,False,2025-12-20T17:30:00Z,1,2,17
176,20,True,2025-12-27T15:00:00Z,2,1,18
186,11,True,2026-01-01T17:30:00Z,0,0,19
195,10,False,2026-01-04T15:15:00Z,2,2,20
201,1,False,2026-01-08T20:00:00Z,0,0,21
215,3,True,2026-01-17T15:00:00Z,1,1,22
222,4,False,2026-01-24T17:30:00Z,3,2,23
235,15,True,2026-01-31T20:00:00Z,4,1,24
247,13,True,2026-02-08T16:30:00Z,1,2,25
258,17,False,2026-02-11T20:15:00Z,0,1,26
267,16,False,2026-02-22T14:00:00Z,0,1,27
277,19,True,2026-02-28T15:00:00Z,5,2,28
290,20,False,2026-03-03T20:15:00Z,2,1,29
296,18,True,2026-03-15T16:30:00Z,1,1,30
303,6,False,2026-03-21T12:45:00Z,2,1,31
316,10,True,2026-04-11T16:30:00Z,2,0,32
325,9,False,2026-04-19T13:00:00Z,1,2,33
336,8,True,2026-04-25T14:00:00Z,3,1,34
348,14,False,2026-05-03T14:30:00Z,3,2,35
355,7,True,2026-05-09T11:30:00Z,1,1,36
362,2,False,2026-05-15T19:00:00Z,4,2,37
375,5,True,2026-05-24T15:00:00Z,1,1,38
