matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside,totalDistance
2561897,1,2025-08-16 15:00:00,"American Express Stadium, Falmer",31478,Away,Fulham,Brighton,1,1,D,0,0,0,0,1.0,7.0,2.0,4.0,1.0,0.7603,0.7315,,1.0,,,0.505336,,5.0,2.0,22.0,49.0,423.0,349.0,50.2,19.0,15.0,8.0,2.0,15.0,15.0,3.0,1.0,1.0,,4.0,11.0,122.0,3.0,1.0,1.0209,,0.0,44.0,51.0,10.0,14.0,3.0,3.0,,15.0,16.0,0.0,0.0,,0.0,2.0,107226.55
2561911,2,2025-08-24 16:30:00,"Craven Cottage, London",27512,Home,Fulham,Man Utd,1,1,D,0,0,0,0,1.0,13.0,4.0,4.0,5.0,1.7567,1.374,3.0,1.0,2.0,,2.08083,1.0,9.0,7.0,40.0,47.0,419.0,353.0,52.4,38.0,10.0,8.0,8.0,24.0,24.0,4.0,1.0,,,2.0,6.0,125.0,3.0,1.0,0.5612,,1.0,41.0,53.0,20.0,23.0,9.0,9.0,,12.0,9.0,0.0,0.0,,0.0,2.0,106068.29
2561917,3,2025-08-30 12:30:00,"Stamford Bridge, London",39745,Away,Fulham,Chelsea,0,2,L,0,1,0,0,0.0,11.0,3.0,6.0,2.0,1.023,0.1025,1.0,,1.0,,0.468234,1.0,9.0,5.0,25.0,49.0,415.0,337.0,46.2,20.0,29.0,12.0,6.0,20.0,20.0,4.0,6.0,1.0,,8.0,7.0,127.0,4.0,2.0,3.1877,,0.0,56.0,60.0,13.0,17.0,4.0,4.0,,17.0,11.0,0.0,0.0,,0.0,1.0,112319.18
2561931,4,2025-09-13 15:00:00,"Craven Cottage, London",27327,Home,Fulham,Leeds,1,0,W,0,0,0,0,1.0,5.0,3.0,2.0,,0.8471,0.8843,2.0,,2.0,,0.613838,,4.0,2.0,38.0,76.0,451.0,382.0,54.0,10.0,24.0,16.0,6.0,23.0,23.0,9.0,4.0,,,4.0,9.0,131.0,3.0,0.0,0.516,1.0,0.0,59.0,60.0,14.0,20.0,3.0,3.0,,20.0,15.0,0.0,0.0,,0.0,1.0,105166.99
2561939,5,2025-09-20 20:00:00,"Craven Cottage, London",26113,Home,Fulham,Brentford,3,1,W,2,1,0,0,3.0,14.0,3.0,5.0,6.0,1.0051,0.8459,2.0,2.0,1.0,,0.615055,2.0,11.0,7.0,16.0,40.0,456.0,382.0,53.0,27.0,19.0,9.0,6.0,39.0,39.0,8.0,3.0,1.0,1.0,4.0,9.0,125.0,2.0,1.0,0.8847,,0.0,54.0,36.0,15.0,10.0,2.0,2.0,1.0,11.0,13.0,0.0,0.0,,0.0,2.0,112070.42
2561945,6,2025-09-28 14:00:00,"Villa Park, Birmingham",40350,Away,Fulham,Aston Villa,1,3,L,1,1,0,0,1.0,11.0,4.0,4.0,3.0,0.9233,0.7571,1.0,,1.0,,0.846442,1.0,7.0,5.0,36.0,56.0,414.0,357.0,51.7,27.0,16.0,7.0,9.0,23.0,23.0,8.0,2.0,1.0,,5.0,4.0,116.0,1.0,3.0,1.704,,0.0,46.0,38.0,9.0,14.0,8.0,8.0,,13.0,10.0,0.0,0.0,,0.0,4.0,111007.39
2561955,7,2025-10-03 20:00:00,"Vitality Stadium, Bournemouth",11165,Away,Fulham,Bournemouth,1,3,L,0,0,0,0,1.0,12.0,4.0,4.0,4.0,0.8824,1.0641,1.0,1.0,,,1.00707,1.0,9.0,7.0,28.0,55.0,473.0,383.0,46.5,17.0,11.0,9.0,7.0,38.0,38.0,9.0,3.0,1.0,,10.0,7.0,136.0,3.0,3.0,1.808,,0.0,33.0,40.0,6.0,11.0,3.0,3.0,,10.0,7.0,0.0,0.0,,0.0,2.0,119024.89
2561968,8,2025-10-18 17:30:00,"Craven Cottage, London",27736,Home,Fulham,Arsenal,0,1,L,0,0,0,0,0.0,9.0,,6.0,3.0,0.4403,,,,,,0.241329,,8.0,3.0,28.0,37.0,313.0,248.0,37.0,16.0,20.0,13.0,7.0,35.0,35.0,8.0,4.0,,,10.0,5.0,117.0,4.0,1.0,1.4233,,0.0,38.0,52.0,8.0,22.0,6.0,6.0,,11.0,4.0,0.0,0.0,,0.0,,109892.3
2561983,9,2025-10-25 15:00:00,"St. James' Park, Newcastle",52152,Away,Fulham,Newcastle,1,2,L,0,1,0,0,1.0,12.0,5.0,2.0,5.0,1.5272,2.6891,,1.0,1.0,1.0,0.318324,,7.0,6.0,15.0,48.0,444.0,351.0,49.2,25.0,19.0,11.0,9.0,21.0,21.0,7.0,5.0,1.0,2.0,6.0,7.0,140.0,5.0,2.0,2.1465,,0.0,46.0,52.0,11.0,14.0,3.0,3.0,,18.0,11.0,0.0,0.0,,0.0,1.0,110770.79
2561988,10,2025-11-01 15:00:00,"Craven Cottage, London",26413,Home,Fulham,Wolves,3,0,W,1,0,0,1,3.0,19.0,6.0,5.0,8.0,1.3868,1.9238,1.0,1.0,1.0,1.0,1.09054,1.0,16.0,12.0,33.0,58.0,549.0,477.0,63.3,37.0,6.0,2.0,4.0,22.0,22.0,4.0,1.0,,,2.0,9.0,129.0,2.0,0.0,0.0973,1.0,0.0,40.0,46.0,14.0,15.0,10.0,10.0,1.0,13.0,13.0,0.0,0.0,,0.0,3.0,110827.54
