matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2128288,1,2020-09-12 12:30:00,"Craven Cottage, London",,Home,Fulham,Arsenal,0,3,L,0,1,0,0,,5.0,2.0,2.0,1.0,,,,,,,,,3.0,3.0,17.0,47.0,523.0,461.0,45.6,3.0,11.0,7.0,10.0,7.0,7.0,5.0,4.0,1.0,,6.0,6.0,107.0,2.0,3.0,,,,36.0,35.0,8.0,7.0,2.0,2.0,1.0,12.0,11.0,0.0,0.0,,,2.0
2128300,2,2020-09-19 15:00:00,"Elland Road, Leeds",,Away,Fulham,Leeds,3,4,L,1,2,0,0,3.0,14.0,6.0,5.0,3.0,,,2.0,3.0,,1.0,,2.0,9.0,6.0,24.0,50.0,438.0,354.0,49.7,14.0,18.0,11.0,16.0,16.0,16.0,22.0,1.0,,,12.0,13.0,153.0,3.0,4.0,,,,70.0,69.0,20.0,18.0,3.0,3.0,,18.0,12.0,0.0,0.0,1.0,1.0,
2128309,3,2020-09-28 17:45:00,"Craven Cottage, London",,Home,Fulham,Aston Villa,0,3,L,0,2,0,0,,16.0,3.0,9.0,4.0,,,,,,1.0,,,13.0,6.0,47.0,66.0,538.0,461.0,65.0,31.0,9.0,4.0,7.0,7.0,7.0,14.0,3.0,,,10.0,9.0,154.0,2.0,3.0,,,,64.0,71.0,19.0,20.0,5.0,5.0,2.0,18.0,14.0,0.0,0.0,,,
2128325,4,2020-10-04 14:00:00,"Molineux Stadium, Wolverhampton",,Away,Fulham,Wolves,0,1,L,0,0,0,0,,10.0,2.0,5.0,3.0,,,1.0,,1.0,,,,8.0,3.0,31.0,49.0,524.0,460.0,52.9,17.0,14.0,11.0,5.0,14.0,14.0,12.0,6.0,1.0,,6.0,7.0,116.0,4.0,1.0,,,,48.0,33.0,9.0,12.0,2.0,2.0,2.0,8.0,15.0,0.0,0.0,,,
2128333,5,2020-10-18 12:00:00,"Bramall Lane, Sheffield",,Away,Fulham,Sheff Utd,1,1,D,0,0,0,0,1.0,15.0,6.0,5.0,4.0,,,1.0,,2.0,1.0,,,12.0,8.0,25.0,40.0,563.0,475.0,58.5,20.0,14.0,8.0,12.0,22.0,22.0,8.0,1.0,,,4.0,7.0,129.0,5.0,1.0,,,,53.0,52.0,20.0,25.0,5.0,5.0,,9.0,4.0,0.0,0.0,1.0,,
2128340,6,2020-10-24 15:00:00,"Craven Cottage, London",,Home,Fulham,Crystal Palace,1,2,L,0,1,1,0,1.0,16.0,3.0,9.0,4.0,,,,,1.0,2.0,,1.0,15.0,7.0,36.0,59.0,643.0,574.0,64.2,30.0,19.0,7.0,10.0,13.0,13.0,16.0,1.0,,,13.0,14.0,131.0,8.0,2.0,,,,52.0,51.0,9.0,5.0,4.0,4.0,3.0,11.0,11.0,0.0,0.0,,,1.0
2128348,7,2020-11-02 17:30:00,"Craven Cottage, London",,Home,Fulham,West Brom,2,0,W,2,0,0,0,2.0,13.0,6.0,3.0,4.0,,,1.0,1.0,1.0,,,2.0,8.0,6.0,31.0,46.0,395.0,303.0,45.7,17.0,15.0,6.0,10.0,13.0,13.0,21.0,5.0,1.0,,9.0,19.0,179.0,1.0,,,1.0,,64.0,65.0,15.0,16.0,5.0,5.0,,13.0,10.0,0.0,0.0,,,1.0
2128365,8,2020-11-07 20:00:00,"London Stadium, London",,Away,Fulham,West Ham,0,1,L,0,0,0,0,,13.0,3.0,4.0,6.0,,,1.0,,2.0,,,,8.0,4.0,27.0,45.0,460.0,382.0,47.0,27.0,12.0,7.0,5.0,24.0,24.0,12.0,1.0,,,5.0,10.0,128.0,6.0,1.0,,,,53.0,49.0,23.0,23.0,5.0,5.0,3.0,9.0,9.0,0.0,0.0,1.0,,2.0
2128368,9,2020-11-22 12:00:00,"Craven Cottage, London",,Home,Fulham,Everton,2,3,L,1,3,0,0,2.0,14.0,6.0,4.0,4.0,,,2.0,2.0,1.0,,,2.0,13.0,10.0,28.0,72.0,620.0,522.0,54.1,24.0,12.0,6.0,10.0,18.0,18.0,20.0,2.0,,,11.0,18.0,154.0,4.0,3.0,,,,51.0,64.0,13.0,18.0,2.0,2.0,,14.0,8.0,0.0,0.0,1.0,,2.0
2128381,10,2020-11-30 17:30:00,"King Power Stadium, Leicester",,Away,Fulham,Leicester,2,1,W,2,0,0,0,2.0,10.0,5.0,3.0,2.0,,,3.0,2.0,2.0,,,1.0,8.0,6.0,13.0,47.0,317.0,225.0,32.0,16.0,24.0,12.0,18.0,31.0,31.0,10.0,6.0,,,8.0,14.0,133.0,2.0,1.0,,,,54.0,57.0,11.0,10.0,5.0,5.0,1.0,21.0,9.0,0.0,0.0,1.0,1.0,
