matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
442001,1,2012-08-18 15:00:00,"Craven Cottage, London",25062,Home,Fulham,Norwich,5,0,W,2,0,0,0,5.0,15.0,9.0,2.0,4.0,3.0,3.0,2.0,,4.0,11.0,11.0,18.0,55.0,568.0,512.0,59.8,,11.0,9.0,16.0,28.0,13.0,3.0,,,1.0,12.0,122.0,,,1.0,,40.0,32.0,14.0,3.0,6.0,6.0,,12.0,11.0,0.0,0.0,1.0,1.0,2.0
442012,2,2012-08-25 15:00:00,"Old Trafford, Manchester",75352,Away,Fulham,Man Utd,2,3,L,1,3,0,0,2.0,16.0,6.0,3.0,7.0,,,2.0,1.0,1.0,8.0,8.0,19.0,24.0,421.0,374.0,40.1,12.0,24.0,20.0,16.0,34.0,19.0,4.0,,,8.0,16.0,94.0,4.0,3.0,,0.0,52.0,45.0,5.0,5.0,8.0,8.0,1.0,7.0,11.0,0.0,0.0,,0.0,
442027,3,2012-09-01 12:45:00,"Boleyn Ground, London",33458,Away,Fulham,West Ham,0,3,L,0,3,0,0,,15.0,9.0,1.0,5.0,,,,1.0,,11.0,10.0,20.0,64.0,554.0,470.0,54.9,,21.0,20.0,15.0,18.0,6.0,6.0,,1.0,3.0,19.0,152.0,,3.0,,,57.0,52.0,17.0,18.0,6.0,6.0,,5.0,12.0,0.0,0.0,,,2.0
442032,4,2012-09-15 15:00:00,"Craven Cottage, London",25691,Home,Fulham,West Brom,3,0,W,2,0,0,1,3.0,23.0,10.0,8.0,5.0,,2.0,1.0,1.0,1.0,19.0,13.0,20.0,73.0,638.0,585.0,63.0,,14.0,11.0,19.0,14.0,6.0,3.0,1.0,,4.0,8.0,119.0,,,1.0,,42.0,37.0,12.0,8.0,5.0,5.0,,7.0,10.0,0.0,0.0,1.0,1.0,3.0
442048,5,2012-09-22 15:00:00,"DW Stadium, Wigan",19284,Away,Fulham,Wigan,2,1,W,1,0,0,0,2.0,12.0,7.0,4.0,1.0,1.0,1.0,1.0,,2.0,6.0,5.0,9.0,46.0,320.0,238.0,36.4,,9.0,7.0,24.0,34.0,21.0,5.0,,,7.0,11.0,150.0,,1.0,,,40.0,51.0,20.0,15.0,7.0,7.0,,13.0,7.0,0.0,0.0,,,
442052,6,2012-09-29 15:00:00,"Craven Cottage, London",25698,Home,Fulham,Man City,1,2,L,1,1,0,0,1.0,7.0,3.0,3.0,1.0,,1.0,,,,2.0,,5.0,59.0,276.0,202.0,28.9,,15.0,11.0,26.0,28.0,16.0,7.0,2.0,1.0,7.0,5.0,136.0,,2.0,,,43.0,37.0,14.0,9.0,2.0,2.0,1.0,8.0,12.0,0.0,0.0,1.0,1.0,1.0
442063,7,2012-10-07 13:30:00,"St. Mary's Stadium, Southampton",28004,Away,Fulham,Southampton,2,2,D,0,1,0,0,2.0,13.0,3.0,6.0,4.0,,,1.0,1.0,1.0,10.0,5.0,19.0,59.0,521.0,433.0,58.1,,12.0,8.0,21.0,40.0,21.0,4.0,1.0,,2.0,13.0,173.0,,2.0,,,41.0,46.0,12.0,15.0,8.0,8.0,2.0,7.0,13.0,0.0,0.0,,,
442069,8,2012-10-20 15:00:00,"Craven Cottage, London",25693,Home,Fulham,Aston Villa,1,0,W,0,0,0,0,1.0,19.0,5.0,10.0,4.0,,,1.0,,1.0,13.0,6.0,23.0,72.0,455.0,370.0,50.7,,8.0,6.0,14.0,36.0,21.0,4.0,2.0,,5.0,12.0,169.0,,,1.0,,51.0,44.0,27.0,14.0,6.0,6.0,1.0,7.0,11.0,0.0,0.0,,,2.0
442085,9,2012-10-27 15:00:00,"Select Car Leasing Stadium, Reading",24093,Away,Fulham,Reading,3,3,D,0,1,0,0,3.0,19.0,6.0,8.0,5.0,2.0,,2.0,,3.0,15.0,9.0,18.0,65.0,612.0,519.0,65.9,,15.0,11.0,12.0,43.0,23.0,1.0,,,2.0,6.0,161.0,,3.0,,,53.0,40.0,28.0,11.0,8.0,8.0,,17.0,6.0,0.0,0.0,,,
442089,10,2012-11-03 15:00:00,"Craven Cottage, London",25699,Home,Fulham,Everton,2,2,D,1,0,0,0,2.0,9.0,4.0,2.0,3.0,2.0,1.0,1.0,,1.0,7.0,5.0,13.0,53.0,343.0,265.0,40.9,,26.0,19.0,24.0,38.0,21.0,9.0,1.0,,8.0,8.0,144.0,,2.0,,,51.0,55.0,11.0,10.0,5.0,5.0,1.0,17.0,10.0,0.0,0.0,,,
