playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,overruns,totalTackles,savesMadeFromOutsideBox,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,goals,offsides,awayGoals,substituteOn,successfulCrossesAndCorners,totalTouchesInOppositionBox,shotsBlockedInBox,groundDuelsLost,homeGoals,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,headedGoals,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,blocks,totalFoulsConceded,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,throwInsToOppositionPlayer,cornersWon,clearancesOffTheLine,goalAssists,successfulLayoffs,oboxBlocked,iboxTarget,shotsOnTargetInBox,shotsBlockedOutsideBox,shotsOnTargetOutsideBox,unsuccessfulLayoffs,ownGoalScored,oboxTarget,leftFootGoals,handballsConceded,hitWoodwork,foulWonPenalty,cornersTakenInclShortCorners,rightFootGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,secondGoalAssists,attemptsFromSetPieces,freekickTotal,expectedGoalsFreekick,penaltiesTaken,penaltyGoals
226597,Gabriel Magalhães,Defender,Arsenal,Brazil,2025-26,91.0,1.8184,0.0,,,38.0,,4.0,108.0,32.0,30.0,205.0,4.0,1733.0,46.0,,159.0,17.0,2751.0,60.0,171.0,5.0,24.0,72.0,1450.0,,19.0659,3.0,19.0,182.0,20.0,795.0,,34.0,1.0,262.0,13.0,,537.0,64.0,32.0,,,595.0,15.0,4.0,103.0,99.0,0.0,46.0,1648.0,234.0,20.0,1.0,,,305.0,23.0,78.0,2158.0,55.0,934.0,,4.0,97.0,68.0,1.0,10.0,7.0,2.4074,17.0,3.0,,2.0,2.0,1.0,46.0,8.0,31.0,1.0,18.0,4.0,1.0,1.0,5.0,8.0,10.0,34.0,21.0,96.0,2.0,1.0,8.0,2.9272,,3.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,,,1.0,2.0,1.0,2.0,,,,,,,,,,,
445122,Jurriën Timber,Defender,Arsenal,Netherlands,2025-26,110.0,1.6088,0.0,,3.0,66.0,,9.0,128.0,30.0,28.0,160.0,40.0,1085.0,,,60.0,11.0,2457.0,20.0,147.0,6.0,40.0,107.0,905.0,,16.2743,22.0,2.0,53.0,20.0,103.0,,29.0,2.0,257.0,19.0,,394.0,97.0,30.0,,,579.0,14.0,40.0,197.0,40.0,0.0,,1063.0,302.0,37.0,13.0,,,399.0,24.0,20.0,1656.0,19.0,352.0,,5.0,32.0,38.0,6.0,3.0,7.0,4.1738,22.0,3.0,,0.0,2.0,6.0,91.0,2.0,90.0,3.0,29.0,2.0,20.0,2.0,45.0,2.0,15.0,6.0,38.0,189.0,136.0,5.0,20.0,4.7688,17.0,21.0,,5.0,2.0,1.0,4.0,4.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,
466075,Riccardo Calafiori,Defender,Arsenal,Italy,2025-26,80.0,0.7568,0.0,,1.0,32.0,,1.0,87.0,26.0,22.0,109.0,18.0,756.0,,,77.0,4.0,1707.0,29.0,104.0,2.0,38.0,56.0,627.0,,8.2459,7.0,5.0,50.0,8.0,266.0,,10.0,1.0,184.0,10.0,,218.0,73.0,26.0,,,347.0,6.0,18.0,107.0,48.0,0.0,,746.0,201.0,19.0,16.0,,,79.0,15.0,20.0,1160.0,14.0,303.0,,5.0,22.0,49.0,3.0,10.0,8.0,2.3177,22.0,1.0,4.0,1.0,4.0,3.0,56.0,5.0,51.0,0.0,13.0,,8.0,1.0,18.0,5.0,14.0,5.0,26.0,193.0,107.0,15.0,15.0,3.3382,39.0,12.0,1.0,2.0,16.0,5.0,6.0,6.0,5.0,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,
499167,Josh Nichols,Defender,Arsenal,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499169,Myles Lewis-Skelly,Defender,Arsenal,England,2025-26,34.0,0.205,0.0,,1.0,8.0,,,25.0,20.0,5.0,32.0,,382.0,,,17.0,2.0,698.0,11.0,38.0,,17.0,32.0,341.0,,7.9546,4.0,3.0,11.0,8.0,150.0,,16.0,0.0,72.0,9.0,,91.0,30.0,20.0,,,162.0,8.0,,55.0,6.0,0.0,,361.0,58.0,5.0,8.0,,,71.0,5.0,9.0,506.0,6.0,188.0,,3.0,7.0,12.0,,1.0,,,1.0,,1.0,,15.0,,13.0,1.0,23.0,,3.0,1.0,2.0,,9.0,1.0,1.0,1.0,10.0,70.0,28.0,1.0,6.0,0.107,9.0,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,
499731,Jaden Dixon,Defender,Arsenal,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616065,Marli Salmon,Defender,Arsenal,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184029,Martin Ødegaard,Midfielder,Arsenal,Norway,2025-26,57.0,3.666,0.0,,1.0,19.0,,20.0,91.0,24.0,16.0,127.0,9.0,828.0,,,8.0,3.0,1370.0,5.0,40.0,3.0,9.0,37.0,663.0,,12.1884,33.0,2.0,6.0,13.0,144.0,,9.0,0.0,97.0,1.0,,264.0,70.0,24.0,,,491.0,10.0,16.0,89.0,3.0,0.0,,803.0,201.0,8.0,9.0,,,292.0,7.0,38.0,999.0,18.0,216.0,,0.0,36.0,19.0,3.0,5.0,8.0,1.3314,17.0,1.0,2.0,0.0,8.0,6.0,38.0,3.0,52.0,1.0,11.0,,18.0,,31.0,3.0,9.0,,9.0,128.0,4.0,9.0,5.0,1.2311,,8.0,,6.0,19.0,2.0,1.0,1.0,2.0,6.0,,,6.0,1.0,,,,5.0,,2.0,2.0,1.0,,,,,
232413,Eberechi Eze,Midfielder,Arsenal,England,2025-26,90.0,0.0038,0.0,,2.0,19.0,,18.0,79.0,33.0,22.0,101.0,5.0,666.0,,,35.0,2.0,1900.0,25.0,98.0,3.0,14.0,88.0,549.0,,,14.0,,10.0,14.0,211.0,,40.0,1.0,188.0,5.0,,177.0,79.0,33.0,,,388.0,11.0,10.0,153.0,10.0,0.0,,645.0,186.0,14.0,29.0,,,139.0,11.0,16.0,973.0,8.0,179.0,,1.0,22.0,20.0,2.0,24.0,20.0,0.0733,39.0,7.0,1.0,2.0,11.0,2.0,65.0,1.0,65.0,5.0,5.0,,20.0,,44.0,1.0,19.0,1.0,16.0,139.0,1.0,17.0,5.0,0.2421,,8.0,,2.0,28.0,2.0,,,2.0,2.0,1.0,,2.0,1.0,2.0,2.0,,3.0,6.0,,3.0,,1.0,,,,
128295,Christian Nørgaard,Midfielder,Arsenal,Denmark,2025-26,11.0,0.0384,0.0,,,3.0,,,6.0,7.0,1.0,10.0,1.0,61.0,,,5.0,,101.0,3.0,5.0,,5.0,3.0,51.0,,1.7066,,,8.0,1.0,15.0,,,0.0,16.0,3.0,,21.0,4.0,7.0,,,24.0,1.0,1.0,11.0,2.0,0.0,,60.0,16.0,2.0,,,,11.0,1.0,,90.0,2.0,27.0,,0.0,4.0,2.0,,,1.0,0.1152,2.0,,,,6.0,,1.0,,8.0,,1.0,,,,1.0,,1.0,1.0,3.0,14.0,,1.0,1.0,0.0823,3.0,1.0,,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,
195384,Mikel Merino,Midfielder,Arsenal,Spain,2025-26,93.0,1.4551,0.0,,,26.0,,12.0,74.0,22.0,10.0,89.0,4.0,370.0,,,71.0,2.0,1027.0,43.0,79.0,2.0,17.0,51.0,273.0,,6.7325,9.0,1.0,19.0,10.0,67.0,,20.0,1.0,172.0,8.0,,133.0,57.0,22.0,,,172.0,8.0,4.0,101.0,28.0,0.0,,368.0,136.0,13.0,5.0,,,106.0,10.0,8.0,556.0,6.0,109.0,,1.0,15.0,13.0,,6.0,8.0,3.6875,16.0,4.0,3.0,2.0,12.0,,34.0,6.0,50.0,2.0,13.0,,7.0,3.0,24.0,6.0,8.0,2.0,22.0,64.0,1.0,5.0,11.0,3.3803,,8.0,,3.0,11.0,,2.0,2.0,,2.0,,,2.0,,,,,,1.0,,,,,,,,
481655,Martín Zubimendi,Midfielder,Arsenal,Spain,2025-26,103.0,2.2631,0.0,,1.0,68.0,,9.0,184.0,38.0,34.0,244.0,9.0,1928.0,,,98.0,10.0,3001.0,33.0,153.0,5.0,44.0,88.0,1631.0,,24.9401,18.0,18.0,78.0,25.0,512.0,,15.0,4.0,256.0,24.0,,545.0,116.0,38.0,,,937.0,20.0,9.0,158.0,65.0,0.0,,1907.0,312.0,38.0,7.0,,,631.0,39.0,53.0,2331.0,29.0,750.0,,4.0,60.0,58.0,3.0,8.0,9.0,3.6075,19.0,5.0,1.0,1.0,4.0,3.0,51.0,7.0,70.0,4.0,30.0,,8.0,2.0,18.0,7.0,10.0,5.0,33.0,240.0,10.0,13.0,19.0,2.8516,3.0,3.0,,1.0,27.0,1.0,3.0,3.0,1.0,1.0,1.0,,1.0,,,2.0,,,3.0,,,,,,,,
499173,Harrison Dudziak,Midfielder,Arsenal U21,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204480,Declan Rice,Midfielder,Arsenal,England,2025-26,96.0,6.9558,0.0,,2.0,70.0,,12.0,176.0,36.0,35.0,271.0,32.0,2136.0,,,74.0,13.0,3099.0,24.0,145.0,6.0,41.0,95.0,1777.0,,23.0424,58.0,15.0,78.0,25.0,752.0,,11.0,2.0,241.0,18.0,,593.0,180.0,36.0,,,1109.0,19.0,131.0,167.0,50.0,0.0,,2011.0,498.0,35.0,14.0,,,487.0,37.0,88.0,2769.0,55.0,803.0,,3.0,95.0,71.0,15.0,13.0,13.0,4.4513,27.0,4.0,1.0,3.0,1.0,47.0,56.0,5.0,72.0,1.0,35.0,,14.0,1.0,32.0,5.0,14.0,12.0,26.0,304.0,28.0,6.0,22.0,3.1747,21.0,20.0,,5.0,44.0,8.0,3.0,3.0,8.0,6.0,2.0,,6.0,,,,,95.0,3.0,21.0,66.0,1.0,5.0,5.0,0.2189,,
616077,Max Dowman,Midfielder,Arsenal,England,2025-26,25.0,0.3198,0.0,,1.0,2.0,,1.0,6.0,6.0,1.0,6.0,4.0,52.0,,,2.0,,153.0,2.0,15.0,,3.0,15.0,45.0,,0.5102,4.0,,,1.0,8.0,,7.0,0.0,40.0,2.0,,5.0,13.0,6.0,,,40.0,1.0,5.0,38.0,,0.0,,51.0,36.0,2.0,6.0,,,22.0,1.0,1.0,115.0,,7.0,,0.0,,,1.0,1.0,1.0,0.9949,5.0,1.0,,0.0,5.0,1.0,19.0,1.0,23.0,1.0,,,11.0,,18.0,1.0,4.0,,2.0,17.0,,1.0,,1.1825,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,1.0,,,,,,
616068,Ife Ibrahim,Midfielder,Arsenal,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223340,Bukayo Saka,Forward,Arsenal,England,2025-26,160.0,7.1607,0.0,,8.0,41.0,,3.0,155.0,31.0,25.0,180.0,46.0,773.0,,,52.0,8.0,2225.0,30.0,167.0,5.0,59.0,145.0,579.0,,13.2895,56.0,3.0,11.0,16.0,36.0,,54.0,1.0,327.0,23.0,,179.0,117.0,31.0,,,516.0,11.0,82.0,275.0,22.0,0.0,,760.0,407.0,21.0,50.0,,,340.0,16.0,14.0,1382.0,16.0,117.0,,2.0,25.0,30.0,21.0,24.0,27.0,6.1259,47.0,7.0,14.0,3.0,6.0,40.0,185.0,17.0,130.0,4.0,20.0,,51.0,1.0,83.0,17.0,20.0,1.0,33.0,218.0,12.0,10.0,22.0,7.5522,,31.0,,5.0,13.0,7.0,16.0,16.0,7.0,4.0,3.0,,4.0,4.0,2.0,1.0,,65.0,2.0,19.0,36.0,2.0,2.0,2.0,0.0611,1.0,1.0
205651,Gabriel Jesus,Forward,Arsenal,Brazil,2025-26,48.0,0.2745,0.0,,1.0,4.0,,1.0,23.0,14.0,3.0,25.0,,108.0,,,29.0,,421.0,19.0,23.0,2.0,9.0,13.0,83.0,,4.1663,3.0,,5.0,6.0,27.0,,1.0,0.0,71.0,8.0,,29.0,19.0,14.0,,,67.0,4.0,,42.0,10.0,0.0,,107.0,67.0,,8.0,,,23.0,3.0,,214.0,1.0,16.0,,3.0,2.0,8.0,,3.0,12.0,2.4977,16.0,3.0,7.0,2.0,11.0,,42.0,2.0,29.0,1.0,4.0,,8.0,,19.0,2.0,4.0,,9.0,29.0,,3.0,3.0,2.6899,1.0,4.0,,,11.0,1.0,9.0,9.0,1.0,,1.0,,,,,1.0,,,3.0,,,,,,,,
444145,Gabriel Martinelli,Forward,Arsenal,Brazil,2025-26,75.0,1.2633,0.0,,3.0,12.0,,2.0,61.0,30.0,11.0,72.0,26.0,261.0,,,26.0,,1073.0,18.0,55.0,1.0,35.0,47.0,185.0,,9.39,9.0,,10.0,8.0,92.0,,14.0,0.0,130.0,14.0,,54.0,52.0,30.0,,,149.0,7.0,28.0,104.0,8.0,0.0,,256.0,191.0,8.0,22.0,,,34.0,1.0,4.0,520.0,8.0,49.0,,3.0,11.0,11.0,7.0,7.0,13.0,2.7035,22.0,1.0,5.0,0.0,19.0,9.0,70.0,6.0,57.0,1.0,4.0,,16.0,,42.0,6.0,9.0,1.0,10.0,81.0,4.0,9.0,3.0,3.9913,,10.0,,4.0,1.0,1.0,10.0,10.0,1.0,2.0,1.0,,2.0,,1.0,,,5.0,1.0,1.0,2.0,,,,,,
224117,Viktor Gyökeres,Forward,Arsenal,Sweden,2025-26,160.0,1.9378,0.0,,6.0,7.0,,4.0,118.0,36.0,26.0,120.0,5.0,319.0,,,97.0,4.0,2230.0,67.0,74.0,3.0,25.0,44.0,198.0,,16.1035,19.0,,19.0,14.0,95.0,,31.0,5.0,234.0,9.0,,60.0,55.0,36.0,,,167.0,11.0,5.0,137.0,30.0,0.0,,319.0,270.0,5.0,7.0,,,72.0,1.0,1.0,652.0,1.0,35.0,,5.0,2.0,17.0,3.0,14.0,22.0,9.4266,41.0,14.0,4.0,5.0,10.0,3.0,142.0,12.0,93.0,9.0,2.0,,30.0,2.0,55.0,12.0,19.0,3.0,35.0,92.0,,16.0,11.0,12.3978,,22.0,,1.0,27.0,2.0,7.0,7.0,2.0,1.0,19.0,,1.0,2.0,1.0,1.0,,,10.0,,,,,,,3.0,3.0
116216,Leandro Trossard,Forward,Arsenal,Belgium,2025-26,113.0,3.5624,0.0,,2.0,27.0,,13.0,131.0,31.0,21.0,174.0,42.0,757.0,,,19.0,3.0,2006.0,13.0,96.0,3.0,59.0,90.0,552.0,,13.8598,30.0,4.0,14.0,15.0,316.0,,39.0,2.0,209.0,25.0,,189.0,80.0,31.0,,,454.0,12.0,44.0,190.0,6.0,0.0,,754.0,345.0,17.0,25.0,,,56.0,9.0,31.0,1194.0,20.0,143.0,,2.0,43.0,24.0,12.0,18.0,15.0,5.165,35.0,6.0,5.0,4.0,10.0,14.0,114.0,14.0,100.0,2.0,10.0,,31.0,,70.0,14.0,20.0,3.0,13.0,196.0,9.0,18.0,6.0,5.475,1.0,15.0,,6.0,9.0,4.0,5.0,5.0,4.0,4.0,3.0,,4.0,1.0,1.0,5.0,,4.0,5.0,2.0,2.0,,,,,,
248857,Noni Madueke,Forward,Arsenal,England,2025-26,96.0,2.8287,0.0,,5.0,21.0,,2.0,89.0,26.0,16.0,98.0,40.0,411.0,,,22.0,,1217.0,12.0,75.0,3.0,37.0,65.0,302.0,,10.8139,21.0,4.0,8.0,9.0,48.0,,15.0,1.0,171.0,13.0,,85.0,35.0,26.0,,,262.0,6.0,64.0,149.0,10.0,0.0,,407.0,257.0,10.0,29.0,,,135.0,5.0,11.0,735.0,5.0,67.0,,0.0,9.0,12.0,7.0,10.0,10.0,2.1118,16.0,3.0,4.0,3.0,10.0,16.0,115.0,8.0,84.0,0.0,11.0,,32.0,1.0,49.0,8.0,6.0,1.0,15.0,143.0,3.0,16.0,4.0,1.2228,,34.0,,1.0,8.0,2.0,6.0,6.0,2.0,1.0,1.0,,1.0,2.0,1.0,,,38.0,,9.0,24.0,,,,,,
219847,Kai Havertz,Forward,Arsenal,Germany,2025-26,48.0,0.6594,0.0,,1.0,8.0,,1.0,41.0,12.0,7.0,43.0,6.0,166.0,,,42.0,,583.0,25.0,36.0,,12.0,19.0,122.0,,5.8953,8.0,,8.0,4.0,39.0,,8.0,1.0,84.0,4.0,,51.0,14.0,12.0,,,93.0,4.0,6.0,42.0,17.0,0.0,,165.0,85.0,5.0,3.0,,,33.0,1.0,1.0,270.0,2.0,30.0,,1.0,2.0,6.0,,6.0,4.0,2.3365,12.0,2.0,3.0,1.0,5.0,,39.0,5.0,23.0,1.0,3.0,,3.0,1.0,11.0,5.0,8.0,1.0,8.0,43.0,,6.0,4.0,3.3114,,6.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,,4.0,,,,2.0,,,,1.0,,,,,,,,
646243,Andre Harriman-Annous,Forward,Arsenal,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645551,Ceadach O’Neill,Forward,Arsenal,Northern Ireland,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
