playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,keyPassesAttemptAssists,timesTackled,successfulCrossesOpenPlay,blockedShots,overruns,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,substituteOn,successfulCrossesAndCorners,unsuccessfulLayoffs,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,successfulDribbles,blocks,totalFoulsConceded,interceptions,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,oboxTarget,unsuccessfulCornersIntoBox,iboxTarget,shotsOnTargetInBox,ownGoalScored,goals,awayGoals,penaltiesConceded,homeGoals,rightFootGoals,hitWoodwork,leftFootGoals,redCards2ndYellow,headedGoals,handballsConceded,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,foulWonPenalty,penaltiesTaken,penaltyGoals
67089,Martin Dúbravka,Goalkeeper,Burnley,Slovakia,2025-26,5.0,0.069,0.0,24.0,1.0,40.0,9.0,35.0,35.0,503.0,1204.0,357.0,3.0,26.0,4.0,7.0,3150.0,4.0,29.0,6.0,7.0,449.0,42.0,6.0,67.6879,94.0,59.0,71.0,1.0,202.0,127.0,8.0,0.0,34.0,7.0,811.0,291.0,35.0,1.0,200.0,65.0,8.0,22.0,0.0,295.0,689.0,1.0,510.0,1.0,209.0,34.0,191.0,252.0,1584.0,217.0,501.0,85.0,1.0,494.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518030,Max Weiss,Goalkeeper,Burnley,Germany,2025-26,1.0,0.0063,0.0,4.0,,5.0,,3.0,3.0,44.0,112.0,37.0,,1.0,,1.0,270.0,,1.0,,,51.0,2.0,1.0,5.6017,7.0,4.0,4.0,1.0,15.0,10.0,,0.0,2.0,,77.0,21.0,3.0,,12.0,4.0,1.0,1.0,0.0,26.0,61.0,,48.0,,24.0,1.0,20.0,17.0,146.0,18.0,56.0,5.0,0.0,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51943,Václav Hladky,Goalkeeper,Burnley,Czech Republic,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58621,Kyle Walker,Defender,Burnley,England,2025-26,123.0,1.3391,0.0,,56.0,,183.0,36.0,35.0,326.0,1441.0,,,92.0,4.0,,3097.0,45.0,138.0,6.0,91.0,1021.0,,6.0,64.1794,8.0,102.0,66.0,78.0,93.0,,22.0,0.0,261.0,,530.0,155.0,36.0,,551.0,60.0,169.0,47.0,0.0,,1388.0,9.0,563.0,33.0,,,617.0,94.0,2232.0,62.0,571.0,,9.0,143.0,94.0,11.0,28.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,26.0,1.0,2.0,1.0,7.0,1.0,76.0,10.0,126.0,1.0,33.0,23.0,1.0,14.0,30.0,1.0,1.0,13.0,10.0,32.0,45.0,1.0,201.0,195.0,3.0,2.0,19.0,0.1581,,,,,,,,,,,,,,,,,,,,,,,,,,
494960,Quilindschy Hartman,Defender,Burnley,Netherlands,2025-26,57.0,1.9932,0.0,,52.0,,110.0,21.0,21.0,179.0,736.0,,,28.0,2.0,,1830.0,18.0,70.0,1.0,60.0,522.0,,5.0,40.2035,6.0,66.0,40.0,39.0,312.0,,3.0,0.0,127.0,,254.0,69.0,21.0,,258.0,39.0,99.0,10.0,0.0,,718.0,11.0,313.0,32.0,,,33.0,35.0,1198.0,34.0,310.0,,1.0,69.0,52.0,15.0,13.0,8.0,2.0,,7.0,1.0,5.0,6.0,42.0,1.0,,,11.0,,63.0,26.0,37.0,2.0,21.0,20.0,,7.0,65.0,2.0,4.0,5.0,4.0,13.0,31.0,,137.0,83.0,5.0,,7.0,0.3357,3.0,0.1879,21.0,3.0,3.0,3.0,17.0,,,,,,,,,,,,,,,,,,,
208912,Joe Worrall,Defender,Burnley,England,2025-26,27.0,0.0244,0.0,,4.0,,16.0,11.0,5.0,30.0,155.0,,,42.0,,,497.0,21.0,25.0,1.0,4.0,120.0,,2.0,8.6686,2.0,60.0,11.0,6.0,37.0,,1.0,0.0,52.0,,56.0,10.0,11.0,,19.0,10.0,10.0,21.0,0.0,,150.0,,37.0,3.0,,,49.0,5.0,253.0,10.0,106.0,,0.0,14.0,6.0,,,,,,1.0,,,,,,,6.0,,,5.0,7.0,1.0,,4.0,1.0,1.0,,,,1.0,,7.0,4.0,5.0,,13.0,1.0,1.0,,1.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,
477717,Maxime Estève,Defender,Burnley,France,2025-26,71.0,0.6579,0.0,,44.0,,92.0,34.0,34.0,177.0,1347.0,9.0,,118.0,1.0,,2937.0,38.0,139.0,4.0,59.0,1118.0,,6.0,67.8422,13.0,221.0,70.0,33.0,432.0,,12.0,0.0,210.0,,462.0,114.0,34.0,,324.0,66.0,92.0,80.0,0.0,9.0,1319.0,2.0,199.0,26.0,1.0,,335.0,52.0,1787.0,47.0,848.0,,1.0,85.0,61.0,7.0,5.0,2.0,1.0,1.0,9.0,,,,4.0,,,,2.0,1.0,23.0,30.0,1.0,1.0,14.0,18.0,,2.0,4.0,1.0,8.0,3.0,33.0,13.0,37.0,1.0,118.0,3.0,6.0,,7.0,0.7226,1.0,0.0811,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
180804,Axel Tuanzebe,Defender,Burnley,DR Congo,2025-26,42.0,0.1401,0.0,,14.0,,45.0,14.0,14.0,88.0,569.0,1.0,,46.0,1.0,,1202.0,24.0,38.0,,16.0,459.0,,3.0,30.4027,7.0,83.0,26.0,18.0,137.0,,2.0,0.0,80.0,,197.0,40.0,14.0,,130.0,26.0,34.0,22.0,0.0,1.0,561.0,,92.0,8.0,,,192.0,22.0,723.0,20.0,351.0,,1.0,43.0,36.0,,,,,,2.0,,,,1.0,1.0,,,,,10.0,2.0,,,4.0,6.0,,,1.0,,1.0,,11.0,13.0,11.0,1.0,43.0,3.0,2.0,,2.0,0.606,1.0,0.8886,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,
461188,Bashir Humphreys,Defender,Burnley,England,2025-26,75.0,0.6823,0.0,,27.0,,81.0,20.0,17.0,154.0,851.0,,,58.0,2.0,,1578.0,32.0,69.0,3.0,43.0,648.0,,2.0,31.6331,14.0,84.0,33.0,43.0,215.0,,10.0,0.0,144.0,,371.0,69.0,20.0,,285.0,30.0,86.0,26.0,0.0,,838.0,5.0,210.0,18.0,,,175.0,49.0,1161.0,43.0,415.0,,6.0,73.0,63.0,9.0,12.0,3.0,4.0,,5.0,,,1.0,15.0,2.0,2.0,3.0,3.0,1.0,28.0,24.0,10.0,2.0,11.0,9.0,1.0,6.0,15.0,2.0,2.0,6.0,19.0,14.0,11.0,5.0,90.0,37.0,4.0,2.0,4.0,0.4155,3.0,0.5771,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,
192290,Connor Roberts,Midfielder,Burnley U21,Wales,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
