playerId,playerName,position,team,nationality,season,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,winningGoal,forwardPasses,recoveries,appearances,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,cleanSheets,penaltiesFaced,savesMadeParried,leftsidePasses,successfulLongPasses,timePlayed,touches,substituteOff,goalsConcededOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,duelsLost,penaltiesSaved,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,savesMadeCaught,aerialDuels,aerialDuelsLost,duelsWon,groundDuelsWon,savesFromPenalty,keyPassesAttemptAssists,groundDuelsLost,totalFoulsWon,duels,goalkeeperSmother,drops,groundDuels,aerialDuelsWon,tacklesWon,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,shotsBlockedInBox,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,attemptsFromSetPieces,totalFoulsConceded,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,handballsConceded,secondGoalAssists,successfulCrossesOpenPlay,expectedGoalsFreekick,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,penaltiesConceded,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,homeGoals,oboxTarget,tacklesLost,lastPlayerTackle,iboxBlocked,cornersWon,successfulDribbles,blocks,interceptions,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,throughBalls,headedGoals,clearancesOffTheLine,ownGoalScored,leftFootGoals,unsuccessfulLayoffs,overruns,hitWoodwork,penaltiesTaken,penaltyGoals,setPiecesGoals,foulWonPenalty
470315,Luca Netz,Defender,Nottingham Forest,Germany,2025-26,,,5.8569,2.0,0.4186,9.0,5.0,0.0,,37.0,,0.0,29.0,15.0,7.0,7.0,33.0,3.0,5.0,17.0,100.0,1.0,0.0,1.0,99.0,28.0,,,,,9.0,5.0,355.0,163.0,2.0,,4.0,50.0,78.0,,0.0,5.0,9.0,4.0,18.0,,12.0,,12.0,,11.0,9.0,18.0,16.0,,2.0,9.0,2.0,36.0,,,25.0,2.0,7.0,,,,,,,,,,,,,2.0,2.0,2.0,,,,5.0,,25.0,13.0,,,,,,,4.0,2.0,,,,,4.0,5.0,4.0,1.0,,,5.0,,,,2.0,3.0,3.0,,4.0,,,,,,,,,,,,,
90585,Willy Boly,Defender,Nottingham Forest,Cote d’Ivoire,2025-26,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227444,Nikola Milenkovic,Defender,Nottingham Forest,Serbia,2025-26,,5.0,48.1217,27.0,0.7152,218.0,51.0,0.0,,361.0,,0.0,502.0,108.0,38.0,38.0,391.0,37.0,42.0,206.0,1539.0,5.0,0.0,5.0,1498.0,224.0,,9.0,,,565.0,84.0,3375.0,1980.0,,9.0,75.0,942.0,1249.0,,6.0,119.0,64.0,1.0,71.0,,31.0,,87.0,,128.0,39.0,143.0,54.0,,3.0,32.0,20.0,214.0,,,86.0,89.0,17.0,2.0,1.0,0.0768,,1.0,,,1.0,1.0,,2.0,,,2.0,2.0,,13.0,,21.0,,111.0,4.0,,,,,14.0,,4.0,2.0,,,,,28.0,35.0,,14.0,,,14.0,2.0,2.0,2.0,3.0,36.0,29.0,,10.0,0.8444,1.0,,,1.0,,1.0,,,,,,
159506,Ola Aina,Defender,Nottingham Forest U21,Nigeria,2025-26,,3.0,20.2253,8.0,0.8249,71.0,19.0,0.0,,51.0,,0.0,281.0,81.0,18.0,18.0,286.0,18.0,17.0,96.0,629.0,,0.0,,614.0,229.0,,6.0,,,210.0,36.0,1590.0,1093.0,3.0,2.0,15.0,254.0,497.0,,3.0,31.0,31.0,,73.0,,31.0,,65.0,,39.0,14.0,85.0,60.0,,9.0,59.0,15.0,158.0,,,119.0,25.0,21.0,3.0,1.0,0.0269,,,,1.0,,,,2.0,,19.0,31.0,34.0,,8.0,,13.0,,87.0,90.0,1.0,1.0,7.0,,9.0,,3.0,31.0,1.0,1.0,7.0,,38.0,10.0,45.0,13.0,,1.0,10.0,,2.0,13.0,15.0,3.0,25.0,1.0,8.0,0.4028,,,,,,,2.0,1.0,,,,
500151,Nicolò Savona,Defender,Nottingham Forest,Italy,2025-26,,2.0,15.6895,2.0,0.4388,29.0,18.0,0.0,,23.0,,0.0,153.0,27.0,14.0,14.0,149.0,11.0,13.0,85.0,399.0,,0.0,,390.0,147.0,,3.0,,,148.0,13.0,1026.0,637.0,2.0,5.0,17.0,173.0,301.0,,2.0,34.0,26.0,3.0,36.0,,20.0,,51.0,,12.0,5.0,34.0,27.0,,7.0,31.0,5.0,70.0,,,58.0,7.0,12.0,1.0,3.0,1.6127,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,3.0,19.0,5.0,,1.0,,12.0,,75.0,76.0,,,8.0,,4.0,,1.0,19.0,,,8.0,,19.0,15.0,28.0,9.0,1.0,,8.0,,1.0,7.0,2.0,3.0,4.0,,4.0,1.3398,,,,,1.0,,1.0,,,,,
549067,Zach Abbott,Defender,Nottingham Forest U21,England,2025-26,,,4.015,,0.0114,7.0,4.0,0.0,,4.0,,0.0,33.0,10.0,3.0,3.0,17.0,2.0,4.0,18.0,62.0,,0.0,,60.0,34.0,,,,,19.0,1.0,165.0,107.0,2.0,,3.0,28.0,43.0,,0.0,7.0,4.0,1.0,8.0,,4.0,,11.0,,8.0,2.0,12.0,6.0,,,6.0,1.0,20.0,,,12.0,6.0,4.0,,,,,,,,,,,,,2.0,2.0,4.0,,,,3.0,,6.0,8.0,,,1.0,,,,,2.0,,,1.0,1.0,2.0,,8.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
687076,Lamin Sillah,Forward,Nottingham Forest U21,Gambia,2025-26,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536687,Justin Hanks,Defender,Nottingham Forest U21,Wales,2025-26,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210462,Ibrahim Sangaré,Midfielder,Nottingham Forest,Cote d’Ivoire,2025-26,,3.0,27.3749,5.0,1.7954,50.0,26.0,0.0,,233.0,,0.0,294.0,114.0,28.0,28.0,430.0,25.0,23.0,126.0,956.0,1.0,0.0,1.0,922.0,191.0,,7.0,,,281.0,38.0,2080.0,1294.0,9.0,3.0,17.0,400.0,792.0,,5.0,30.0,37.0,3.0,119.0,,59.0,,96.0,,51.0,27.0,111.0,87.0,,10.0,92.0,18.0,230.0,,,179.0,24.0,30.0,2.0,5.0,1.9742,2.0,,0.0,2.0,2.0,2.0,,,2.0,12.0,8.0,27.0,,9.0,,42.0,,148.0,7.0,1.0,,,,14.0,2.0,27.0,8.0,,1.0,,2.0,35.0,18.0,,24.0,2.0,1.0,29.0,,,5.0,11.0,19.0,25.0,2.0,29.0,1.1464,3.0,,,,,2.0,2.0,1.0,,,,
215379,Elliot Anderson,Midfielder,Nottingham Forest,England,2025-26,,5.0,46.7149,11.0,4.7863,49.0,50.0,0.0,,608.0,,0.0,810.0,306.0,38.0,38.0,1157.0,37.0,41.0,345.0,2383.0,,0.0,,2247.0,656.0,,7.0,,,549.0,119.0,3334.0,3300.0,4.0,9.0,34.0,932.0,1919.0,,8.0,104.0,88.0,1.0,245.0,,104.0,,241.0,,112.0,46.0,297.0,231.0,,50.0,199.0,80.0,542.0,,,430.0,66.0,63.0,18.0,10.0,2.4148,4.0,2.0,2.0,11.0,2.0,2.0,23.0,7.0,3.0,42.0,125.0,104.0,2.0,16.0,2.0,57.0,53.0,416.0,12.0,,1.0,24.0,0.0903,26.0,4.0,40.0,50.0,87.0,4.0,51.0,1.0,83.0,62.0,,50.0,2.0,4.0,41.0,,7.0,21.0,50.0,16.0,41.0,11.0,36.0,2.8989,9.0,,1.0,,1.0,,3.0,,1.0,1.0,,
222531,Morgan Gibbs-White,Midfielder,Nottingham Forest,England,2025-26,,5.0,43.7367,2.0,2.916,32.0,45.0,0.0,,294.0,,3.0,343.0,110.0,37.0,37.0,714.0,35.0,36.0,228.0,1208.0,,0.0,,1180.0,435.0,,6.0,,,282.0,42.0,3110.0,1744.0,16.0,9.0,7.0,275.0,938.0,,1.0,33.0,45.0,2.0,192.0,,20.0,,195.0,,117.0,76.0,130.0,89.0,,45.0,116.0,41.0,322.0,,,205.0,41.0,15.0,24.0,32.0,12.8855,15.0,5.0,8.0,10.0,8.0,8.0,,14.0,10.0,33.0,34.0,70.0,5.0,27.0,5.0,26.0,,289.0,5.0,2.0,,9.0,0.3391,59.0,4.0,62.0,33.0,1.0,9.0,9.0,,64.0,126.0,2.0,24.0,7.0,9.0,5.0,,14.0,22.0,30.0,3.0,13.0,10.0,13.0,10.8391,10.0,3.0,,,2.0,7.0,6.0,,1.0,1.0,1.0,1.0
250199,Nicolás Domínguez,Midfielder,Nottingham Forest,Argentina,2025-26,,1.0,18.2202,1.0,0.789,17.0,20.0,0.0,,118.0,,0.0,192.0,58.0,27.0,27.0,238.0,17.0,18.0,79.0,535.0,,0.0,,506.0,112.0,,,,,120.0,15.0,1175.0,733.0,16.0,2.0,4.0,224.0,441.0,,3.0,9.0,30.0,10.0,70.0,,56.0,,70.0,,34.0,21.0,86.0,73.0,,10.0,49.0,11.0,156.0,,,122.0,13.0,30.0,8.0,5.0,1.7487,1.0,,1.0,5.0,2.0,2.0,2.0,3.0,,6.0,8.0,11.0,,5.0,,16.0,1.0,105.0,2.0,,1.0,4.0,,10.0,1.0,19.0,7.0,4.0,2.0,6.0,,23.0,17.0,,13.0,0.0,2.0,26.0,,3.0,3.0,6.0,5.0,7.0,5.0,8.0,1.4678,2.0,1.0,,,,1.0,2.0,,,,,
204968,Ryan Yates,Midfielder,Nottingham Forest,England,2025-26,,,8.4735,,0.3923,23.0,7.0,0.0,,59.0,,0.0,96.0,18.0,22.0,22.0,99.0,2.0,5.0,57.0,260.0,,0.0,,240.0,75.0,,,,,55.0,4.0,604.0,377.0,2.0,2.0,4.0,106.0,199.0,,3.0,9.0,16.0,20.0,34.0,,16.0,,48.0,,30.0,10.0,50.0,30.0,,3.0,24.0,13.0,84.0,,,54.0,20.0,10.0,4.0,2.0,0.0222,,,,3.0,2.0,2.0,,1.0,,1.0,2.0,7.0,,3.0,,13.0,,50.0,,1.0,,2.0,,5.0,2.0,5.0,2.0,,,2.0,,6.0,10.0,,3.0,,,6.0,,1.0,2.0,1.0,3.0,9.0,3.0,6.0,0.4979,,,,,,,,,,,,
432714,James McAtee,Midfielder,Nottingham Forest,England,2025-26,,1.0,8.2052,,0.3658,3.0,9.0,0.0,,35.0,,0.0,22.0,18.0,14.0,14.0,73.0,2.0,7.0,19.0,121.0,,0.0,,117.0,49.0,,,,,26.0,3.0,289.0,192.0,1.0,2.0,,29.0,99.0,,1.0,3.0,6.0,12.0,28.0,,7.0,,16.0,,6.0,5.0,16.0,15.0,,5.0,23.0,5.0,44.0,,,38.0,1.0,4.0,2.0,,,,2.0,,1.0,,,,1.0,,6.0,9.0,15.0,,2.0,,4.0,2.0,38.0,,,,,,2.0,1.0,3.0,7.0,2.0,,,,12.0,15.0,,7.0,,,3.0,,1.0,1.0,3.0,1.0,3.0,1.0,3.0,0.1724,2.0,,,,,,,,,,,
568159,Archie Whitehall,Midfielder,Nottingham Forest U21,England,2025-26,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590040,Jimmy Sinclair,Defender,Nottingham Forest U21,England,2025-26,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209046,Callum Hudson-Odoi,Forward,Nottingham Forest,England,2025-26,,5.0,25.6528,,2.9843,14.0,26.0,0.0,,246.0,,1.0,109.0,68.0,30.0,30.0,484.0,21.0,21.0,71.0,657.0,,0.0,,650.0,248.0,,1.0,,,72.0,24.0,1844.0,1005.0,17.0,5.0,5.0,115.0,562.0,,0.0,13.0,15.0,9.0,78.0,,14.0,,58.0,,12.0,9.0,59.0,56.0,,40.0,69.0,12.0,137.0,,,125.0,3.0,7.0,10.0,10.0,2.6981,3.0,3.0,1.0,3.0,6.0,6.0,1.0,7.0,3.0,28.0,78.0,50.0,1.0,10.0,1.0,12.0,3.0,230.0,8.0,2.0,,12.0,0.0305,20.0,4.0,17.0,75.0,7.0,1.0,13.0,,27.0,66.0,1.0,8.0,2.0,1.0,7.0,,7.0,21.0,30.0,2.0,8.0,3.0,4.0,2.803,1.0,,,,,1.0,8.0,1.0,,,,
210156,Taiwo Awoniyi,Forward,Nottingham Forest,Nigeria,2025-26,,,6.3468,,0.7695,4.0,4.0,0.0,,21.0,,0.0,17.0,18.0,17.0,17.0,36.0,3.0,3.0,15.0,75.0,,0.0,,74.0,54.0,,,,,13.0,,481.0,161.0,2.0,1.0,,24.0,60.0,,2.0,,1.0,14.0,62.0,,2.0,,15.0,,50.0,41.0,20.0,11.0,,5.0,21.0,7.0,82.0,,,32.0,9.0,1.0,1.0,8.0,3.5817,4.0,6.0,4.0,,4.0,4.0,,1.0,2.0,2.0,1.0,7.0,,6.0,,10.0,,24.0,,,,,,14.0,1.0,8.0,1.0,,,,,5.0,25.0,,2.0,0.0,,1.0,,1.0,4.0,2.0,1.0,1.0,,2.0,3.578,1.0,1.0,,,1.0,1.0,2.0,,,,,1.0
60689,Chris Wood,Forward,Nottingham Forest U21,New Zealand,2025-26,,1.0,13.9114,,0.3206,9.0,14.0,0.0,,40.0,,0.0,39.0,14.0,15.0,15.0,66.0,11.0,12.0,49.0,160.0,,0.0,,158.0,75.0,,,,,35.0,2.0,906.0,241.0,11.0,2.0,,45.0,109.0,,0.0,1.0,11.0,4.0,53.0,,1.0,,48.0,,65.0,39.0,34.0,8.0,,5.0,14.0,6.0,87.0,,,22.0,26.0,1.0,,9.0,2.5952,3.0,4.0,1.0,,5.0,5.0,,,1.0,1.0,1.0,3.0,,14.0,,6.0,,46.0,,,,,,23.0,,22.0,1.0,,1.0,,,6.0,37.0,,,2.0,1.0,,,,3.0,1.0,4.0,1.0,,2.0,4.2481,1.0,,,,2.0,4.0,,2.0,,,,
456512,Dan Ndoye,Forward,Nottingham Forest,Switzerland,2025-26,,1.0,15.4967,,1.5374,12.0,17.0,0.0,,75.0,,1.0,60.0,50.0,24.0,24.0,169.0,14.0,12.0,61.0,282.0,,0.0,,280.0,179.0,,,,,46.0,7.0,1176.0,555.0,11.0,5.0,1.0,61.0,214.0,,1.0,6.0,19.0,10.0,80.0,,23.0,,55.0,,25.0,14.0,69.0,58.0,,13.0,66.0,22.0,149.0,,,124.0,11.0,13.0,4.0,4.0,0.9376,1.0,9.0,0.0,,2.0,2.0,1.0,4.0,,20.0,33.0,39.0,,7.0,,16.0,3.0,101.0,4.0,1.0,,8.0,,11.0,1.0,6.0,30.0,5.0,1.0,9.0,,29.0,52.0,1.0,14.0,1.0,1.0,10.0,,4.0,13.0,13.0,2.0,10.0,,3.0,1.0617,1.0,1.0,,,,3.0,4.0,,,,,
569014,Eric da Silva Moreira,Forward,Nottingham Forest U21,Germany,2025-26,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482973,Igor Jesus,Forward,Nottingham Forest,Brazil,2025-26,,4.0,34.6029,2.0,1.268,30.0,37.0,0.0,,117.0,,4.0,114.0,61.0,37.0,37.0,232.0,28.0,31.0,125.0,458.0,,0.0,,455.0,298.0,,1.0,,,87.0,13.0,2314.0,883.0,23.0,6.0,1.0,104.0,320.0,,2.0,3.0,19.0,9.0,241.0,,24.0,,122.0,,207.0,127.0,154.0,74.0,,11.0,114.0,40.0,395.0,,,188.0,80.0,16.0,31.0,21.0,4.9858,6.0,11.0,5.0,8.0,15.0,15.0,,23.0,4.0,28.0,7.0,71.0,,18.0,,42.0,,140.0,1.0,6.0,,3.0,,39.0,4.0,35.0,7.0,,,3.0,,30.0,124.0,,7.0,1.0,,8.0,,23.0,21.0,11.0,5.0,3.0,8.0,16.0,6.6441,1.0,2.0,,,,7.0,5.0,2.0,1.0,1.0,,
469130,Lorenzo Lucca,Forward,Nottingham Forest,Italy,2025-26,,,1.593,,0.013,3.0,1.0,0.0,,1.0,,0.0,3.0,3.0,4.0,4.0,6.0,1.0,1.0,7.0,16.0,,0.0,,15.0,15.0,,,,,8.0,,127.0,37.0,1.0,,,3.0,9.0,,0.0,,1.0,3.0,9.0,,,,7.0,,9.0,4.0,7.0,2.0,,1.0,5.0,2.0,16.0,,,7.0,5.0,,,1.0,0.2377,1.0,2.0,1.0,,,,,,,1.0,,4.0,,3.0,,1.0,,4.0,,,,,,4.0,,2.0,,,,,,1.0,9.0,,,0.0,,,,,,,,1.0,,,0.7872,,1.0,,,,,,,,,,
