fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
103,7,False,2025-11-08T20:00:00Z,3,0,11,Chelsea,17,898,0,0,0,30,0,0,0,2,0,5,0,42,140.0,43.800000000000004,12.0,46,38,10,69,10,0.1,0.09,0.19000000000000003,33.099999999999994,-55086,1289013,11236,66322,19.6,46.3,20,Wolves,36,12
120,8,True,2025-11-22T15:00:00Z,0,2,12,Crystal Palace,24,896,0,0,0,20,0,0,0,2,0,2,0,81,160.0,75.60000000000001,58.0,50,45,21,91,10,1.8300000000000003,0.81,2.64,12.719999999999999,-34037,1267559,15569,49606,29.4,46.2,20,Wolves,36,14
121,2,False,2025-11-30T14:05:00Z,1,0,13,Aston Villa,27,896,0,0,0,10,0,0,0,4,0,5,0,128,165.6,126.90000000000002,84.0,34,40,19,77,10,0.39,0.33,0.7200000000000001,9.99,-25969,1246797,13258,39227,37.6,46.1,20,Wolves,36,14
140,16,True,2025-12-03T19:30:00Z,0,1,14,Nott'm Forest,24,895,0,0,1,10,0,0,0,2,0,2,0,115,130.79999999999998,81.1,47.0,31,51,18,65,10,0.9199999999999999,0.64,1.5599999999999998,7.41,-3584,1251026,24331,27915,25.9,46.1,20,Wolves,36,15
150,14,True,2025-12-08T20:00:00Z,1,4,15,Man Utd,22,917,1,1,0,41,0,0,0,2,0,4,0,74,263.0,113.6,75.0,49,53,26,94,10,0.4,0.54,0.9400000000000002,41.949999999999996,-22249,1230343,18357,40606,45.2,46.1,20,Wolves,36,15
151,1,False,2025-12-13T20:00:00Z,2,1,16,Arsenal,34,917,1,1,1,22,2,0,0,4,0,2,3,105,164.6,72.29999999999998,56.0,58,37,7,78,10,0.23,0.37,0.6,11.620000000000001,-30872,1217074,44947,75819,29.3,46.0,20,Wolves,36,15
170,5,True,2025-12-20T15:00:00Z,0,2,17,Brentford,22,898,0,0,0,20,0,0,0,2,0,4,0,111,150.0,91.7,65.0,41,45,15,72,10,0.45,0.32,0.7700000000000001,12.8,16551,1248801,63768,47217,30.7,45.7,20,Wolves,38,14
176,12,False,2025-12-27T15:00:00Z,2,1,18,Liverpool,33,958,1,1,0,22,0,0,0,1,0,2,0,97,164.6,96.30000000000001,92.0,35,50,16,73,11,1.1800000000000002,0.38000000000000006,1.56,16.61,7090,1303037,51666,44576,35.3,45.6,20,Wolves,38,14
187,14,False,2025-12-30T20:15:00Z,1,1,19,Man Utd,40,963,1,1,0,11,0,0,0,1,0,5,1,140,217.8,116.6,115.0,41,40,20,76,11,1.29,0.55,1.84,8.95,-8285,1281596,28185,36470,44.9,45.6,20,Wolves,40,13
200,19,True,2026-01-03T15:00:00Z,3,0,20,West Ham,78,958,3,3,10,0,0,0,0,1,0,0,6,301,274.0,121.7,132.0,43,44,23,78,11,1.73,0.92,2.65,2.6399999999999997,18502,1261218,47750,29248,52.8,45.6,20,Wolves,40,14
206,9,False,2026-01-07T19:30:00Z,1,1,21,Everton,31,968,1,0,0,11,0,0,0,3,0,1,3,142,172.2,172.10000000000002,119.0,32,47,15,70,11,0.72,0.61,1.33,9.7,51222,1316238,93741,42519,46.3,45.6,20,Wolves,40,13
220,15,True,2026-01-18T14:00:00Z,0,0,22,Newcastle,53,962,0,0,11,0,0,0,0,2,0,2,2,191,129.60000000000002,85.0,63.0,40,39,11,66,11,0.25,0.56,0.81,9.8,11380,1331669,79248,67868,27.8,45.5,20,Wolves,40,13
228,13,False,2026-01-24T15:00:00Z,2,0,23,Man City,15,944,0,0,0,22,0,0,0,3,0,2,0,77,116.0,87.8,71.0,31,41,18,67,11,0.6,0.45000000000000007,1.05,9.280000000000001,32920,1369370,74011,41091,27.5,45.5,20,Wolves,40,13
240,4,True,2026-01-31T15:00:00Z,0,2,24,Bournemouth,26,965,0,0,0,21,0,0,0,3,0,2,0,118,153.39999999999998,157.0,143.0,23,56,23,69,11,1.19,0.98,2.17,14.03,118185,1497518,191654,73469,45.3,45.5,20,Wolves,41,15
250,7,True,2026-02-07T15:00:00Z,1,3,25,Chelsea,28,989,1,1,0,33,0,0,0,1,0,3,2,112,194.2,138.7,127.0,35,46,12,61,11,1.05,1.2200000000000002,2.27,37.839999999999996,849,1496704,74912,74063,46.0,45.8,20,Wolves,43,15
257,16,False,2026-02-11T19:30:00Z,0,0,26,Nott'm Forest,82,1974,2,1,9,22,0,0,0,4,0,12,3,327,445.4,142.1,119.0,79,88,42,153,22,0.7300000000000001,0.4700000000000001,1.2000000000000002,48.49999999999999,512310,3716516,607582,95272,70.6,45.8,20,Wolves,86,28
264,8,False,2026-02-22T14:00:00Z,1,0,27,Crystal Palace,26,959,0,0,2,11,0,0,1,1,1,2,0,120,197.20000000000002,130.70000000000002,137.0,64,46,17,100,11,1.63,1.1500000000000001,2.78,20.890000000000004,-52489,1708709,55347,107836,46.5,45.8,20,Wolves,43,14
280,2,True,2026-02-27T20:00:00Z,2,0,28,Aston Villa,79,989,2,2,11,0,0,0,0,3,0,4,6,293,240.8,73.5,68.0,42,47,16,81,11,0.8600000000000001,0.16,1.02,11.33,-56537,1654112,28087,84624,38.2,45.7,20,Wolves,43,14
290,12,True,2026-03-03T20:15:00Z,2,1,29,Liverpool,53,985,2,2,2,11,0,0,0,2,0,5,3,205,264.59999999999997,72.99999999999999,62.0,47,54,25,96,11,0.43999999999999995,0.13,0.57,20.14,-46422,1609528,41609,88031,40.0,45.7,20,Wolves,43,16
292,5,False,2026-03-16T20:00:00Z,2,2,30,Brentford,30,988,2,2,0,22,0,0,0,4,0,1,2,143,205.4,166.70000000000002,142.0,34,44,7,58,11,1.39,1.62,3.01,28.160000000000004,-27803,1588741,56614,84417,51.4,45.7,20,Wolves,43,14
320,19,False,2026-04-10T19:00:00Z,4,0,32,West Ham,16,985,0,0,0,44,0,0,0,2,0,3,0,45,145.6,128.0,95.0,31,43,17,61,11,0.5700000000000001,0.44,1.01,25.85,-3380,1516525,55561,58941,36.9,45.6,20,Wolves,43,16
326,11,False,2026-04-18T14:00:00Z,3,0,33,Leeds,24,987,0,0,0,33,0,0,0,1,0,3,0,60,157.2,66.1,87.0,43,39,23,83,11,0.5700000000000001,0.31,0.8799999999999999,31.020000000000003,-48860,1435716,24455,73315,31.0,45.4,20,Wolves,44,15
340,18,True,2026-04-25T14:00:00Z,0,1,34,Spurs,31,988,0,0,1,11,0,0,0,3,0,1,0,145,155.2,105.19999999999999,70.0,30,39,32,75,11,0.7100000000000001,0.6000000000000001,1.31,10.120000000000001,2804,1623735,47801,44997,33.0,45.4,20,Wolves,44,15
350,17,True,2026-05-02T14:00:00Z,1,1,35,Sunderland,37,990,1,1,0,11,0,0,0,0,0,1,2,156,233.8,234.0,234.0,39,48,12,69,11,1.74,1.76,3.5,7.26,-27412,1446637,25758,53170,70.2,45.2,20,Wolves,45,14
351,6,False,2026-05-09T14:00:00Z,3,0,36,Brighton,25,986,0,0,0,33,0,0,0,2,0,3,0,48,145.4,70.49999999999999,55.0,46,39,17,78,11,0.5,0.55,1.0499999999999998,17.820000000000004,-26307,1422417,28402,54709,27.1,45.2,20,Wolves,45,16
370,10,True,2026-05-17T14:00:00Z,1,1,37,Fulham,40,986,1,1,0,11,0,0,0,1,0,4,3,135,167.20000000000002,114.60000000000001,82.0,37,58,16,86,11,1.39,0.8900000000000001,2.2800000000000002,17.490000000000002,-19715,1404712,18408,38123,36.4,45.2,20,Wolves,45,15
372,3,False,2026-05-24T15:00:00Z,1,1,38,Burnley,42,985,1,1,0,11,0,0,0,2,0,7,4,151,221.6,165.59999999999997,152.0,43,56,17,80,11,2.1,1.11,3.21,10.770000000000001,44589,1456494,74922,30333,53.9,45.2,20,Wolves,45,16
