matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2367541,1,2023-08-12 15:00:00,"American Express Stadium, Falmer",31872,Away,Luton,Brighton,1,4,L,0,1,0,0,1.0,9.0,3.0,4.0,2.0,,,1.0,1.0,1.0,,,,7.0,3.0,28.0,38.0,234.0,168.0,29.3,21.0,17.0,12.0,9.0,27.0,27.0,5.0,5.0,1.0,1.0,6.0,6.0,114.0,8.0,4.0,,,,48.0,43.0,21.0,12.0,7.0,7.0,,12.0,9.0,0.0,0.0,1.0,1.0,3.0
2367552,2,2023-10-03 19:30:00,"Kenilworth Road, Luton",10918,Home,Luton,Burnley,1,2,L,0,1,0,0,1.0,18.0,3.0,10.0,5.0,,,,,1.0,,,1.0,15.0,6.0,42.0,66.0,370.0,254.0,48.6,36.0,14.0,8.0,8.0,14.0,14.0,9.0,2.0,,,8.0,9.0,180.0,2.0,2.0,,,,64.0,59.0,35.0,26.0,7.0,7.0,,14.0,6.0,0.0,0.0,,,3.0
2367563,3,2023-08-25 20:00:00,"Stamford Bridge, London",39893,Away,Luton,Chelsea,0,3,L,0,1,0,0,,11.0,1.0,5.0,5.0,,,,,,,,,6.0,3.0,24.0,48.0,306.0,240.0,32.8,17.0,18.0,10.0,5.0,18.0,18.0,2.0,5.0,,,7.0,6.0,100.0,5.0,3.0,,,,46.0,42.0,6.0,14.0,4.0,4.0,1.0,12.0,15.0,0.0,0.0,,,
2367575,4,2023-09-01 20:00:00,"Kenilworth Road, Luton",10802,Home,Luton,West Ham,1,2,L,0,1,0,0,1.0,16.0,1.0,10.0,5.0,,,3.0,1.0,2.0,,,1.0,12.0,6.0,42.0,63.0,366.0,266.0,38.8,31.0,14.0,12.0,7.0,24.0,24.0,12.0,2.0,,,8.0,8.0,164.0,1.0,2.0,,,,54.0,56.0,21.0,19.0,9.0,9.0,,8.0,11.0,0.0,0.0,,,
2367581,5,2023-09-16 15:00:00,"Craven Cottage, London",24467,Away,Luton,Fulham,0,1,L,0,0,0,0,,7.0,2.0,4.0,1.0,,,3.0,,3.0,1.0,,,7.0,3.0,15.0,42.0,222.0,150.0,22.4,17.0,20.0,13.0,11.0,17.0,17.0,5.0,6.0,,1.0,4.0,10.0,118.0,1.0,1.0,,,,48.0,45.0,19.0,12.0,2.0,2.0,,14.0,6.0,0.0,0.0,,,1.0
2367595,6,2023-09-23 15:00:00,"Kenilworth Road, Luton",10893,Home,Luton,Wolves,1,1,D,0,0,0,1,1.0,20.0,4.0,7.0,9.0,,,1.0,1.0,1.0,1.0,,,15.0,12.0,55.0,74.0,430.0,332.0,56.4,41.0,20.0,9.0,8.0,5.0,5.0,3.0,,,,8.0,10.0,163.0,2.0,1.0,,,,63.0,55.0,19.0,21.0,10.0,10.0,1.0,12.0,16.0,0.0,0.0,1.0,1.0,1.0
2367600,7,2023-09-30 15:00:00,"Goodison Park, Liverpool",39289,Away,Luton,Everton,2,1,W,2,1,0,0,2.0,9.0,2.0,4.0,3.0,,,2.0,2.0,1.0,1.0,,1.0,7.0,4.0,19.0,54.0,275.0,146.0,32.4,17.0,24.0,14.0,10.0,29.0,29.0,12.0,5.0,,,10.0,10.0,193.0,3.0,1.0,,,,62.0,72.0,26.0,31.0,6.0,6.0,1.0,10.0,8.0,0.0,0.0,,,3.0
2367614,8,2023-10-07 12:30:00,"Kenilworth Road, Luton",10929,Home,Luton,Spurs,0,1,L,0,0,0,1,,12.0,2.0,6.0,4.0,,,2.0,,2.0,,,,11.0,6.0,29.0,56.0,252.0,170.0,33.1,30.0,26.0,15.0,12.0,24.0,24.0,17.0,2.0,1.0,,9.0,9.0,148.0,3.0,1.0,,,,48.0,60.0,9.0,15.0,5.0,5.0,,16.0,5.0,0.0,0.0,,,4.0
2367625,9,2023-10-21 15:00:00,"The City Ground, Nottingham",29361,Away,Luton,Nott'm Forest,2,2,D,0,0,0,0,2.0,13.0,4.0,5.0,4.0,,,2.0,2.0,1.0,,,1.0,6.0,5.0,34.0,68.0,361.0,251.0,42.8,25.0,9.0,6.0,7.0,25.0,25.0,13.0,2.0,2.0,,7.0,9.0,173.0,6.0,2.0,,,,50.0,65.0,23.0,33.0,2.0,2.0,3.0,11.0,12.0,0.0,0.0,,,
2367630,10,2023-10-29 14:00:00,"Villa Park, Birmingham",41785,Away,Luton,Aston Villa,1,3,L,0,1,0,0,1.0,7.0,1.0,2.0,4.0,,,1.0,,1.0,1.0,,,5.0,3.0,19.0,28.0,243.0,188.0,29.5,15.0,17.0,8.0,7.0,8.0,8.0,5.0,6.0,,,7.0,6.0,94.0,4.0,3.0,,,1.0,47.0,40.0,14.0,13.0,4.0,4.0,2.0,10.0,11.0,0.0,0.0,,,6.0
