fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
104,8,False,2025-11-09T14:00:00Z,0,0,11,Crystal Palace,45,993,0,0,11,1,0,0,0,4,0,2,0,176,135.39999999999998,121.89999999999999,125.0,28,50,15,73,11,0.38,0.59,0.9700000000000001,8.67,178801,3697041,403268,224467,38.2,47.9,6,Brighton,44,16
113,5,True,2025-11-22T15:00:00Z,2,1,12,Brentford,55,1077,2,2,0,13,0,1,0,4,0,3,6,206,274.20000000000005,135.10000000000002,149.0,40,59,23,93,12,1.22,0.66,1.88,25.04,190984,3934579,380495,189511,55.8,47.9,6,Brighton,44,17
127,16,False,2025-11-30T14:05:00Z,0,2,13,Nott'm Forest,69,985,2,1,10,0,0,0,0,1,0,3,4,284,281.4,152.3,151.0,56,60,18,104,11,1.5300000000000002,0.8099999999999999,2.34,7.819999999999999,434298,4363867,596054,161756,58.5,47.9,6,Brighton,44,16
133,2,True,2025-12-03T19:30:00Z,3,4,14,Aston Villa,43,986,2,3,0,44,0,0,0,2,0,6,1,133,291.2,153.5,175.0,27,48,23,79,11,2.2100000000000004,0.6,2.81,26.499999999999996,288172,4670402,432082,143910,62.0,47.9,6,Brighton,44,15
143,19,True,2025-12-07T14:00:00Z,1,1,15,West Ham,40,986,1,1,2,11,0,0,0,2,0,4,3,182,211.0,278.5,210.0,25,42,12,56,11,1.87,1.32,3.19,12.54,388874,5227678,595477,206603,70.0,47.9,6,Brighton,44,15
156,12,False,2025-12-13T15:00:00Z,2,0,16,Liverpool,21,985,0,0,0,22,0,0,0,2,0,2,0,94,123.40000000000002,180.29999999999998,106.0,17,56,13,60,11,1.91,1.13,3.0399999999999996,20.759999999999998,-655308,4329939,385156,1040464,41.0,47.8,6,Brighton,44,16
163,17,True,2025-12-20T15:00:00Z,0,0,17,Sunderland,58,986,0,0,10,0,0,0,0,2,0,6,5,223,203.79999999999998,200.70000000000002,126.0,41,46,12,73,11,1.13,1.06,2.19,15.2,-114704,4346055,395524,510228,53.0,47.5,6,Brighton,45,16
171,1,False,2025-12-27T15:00:00Z,2,1,18,Arsenal,28,987,1,1,0,22,1,0,0,3,0,5,2,120,212.8,76.0,95.0,42,43,16,74,11,0.8500000000000001,0.54,1.3900000000000001,33.87,-435664,3751581,148521,584185,38.4,47.5,6,Brighton,45,16
190,19,False,2025-12-30T19:30:00Z,2,2,19,West Ham,35,985,2,2,0,22,0,0,1,5,0,2,1,122,211.0,169.49999999999997,179.0,42,63,13,81,11,2.9400000000000004,0.39,3.33,22.66,54262,4017336,270640,216378,56.0,47.4,6,Brighton,45,16
193,3,True,2026-01-03T15:00:00Z,2,0,20,Burnley,73,985,2,1,11,0,0,0,0,0,0,2,6,291,244.2,153.3,135.0,32,43,17,70,11,1.45,0.97,2.42,3.3,51979,4068595,312178,260199,53.2,47.6,6,Brighton,46,16
208,13,False,2026-01-07T19:30:00Z,1,1,21,Man City,38,986,1,1,0,11,0,0,0,6,0,3,3,142,216.60000000000002,97.60000000000001,79.0,52,44,22,98,11,1.16,1.22,2.38,28.05,-399599,3613951,64505,464104,39.3,47.5,6,Brighton,47,15
212,4,True,2026-01-19T20:00:00Z,1,1,22,Bournemouth,38,985,1,1,0,11,0,0,0,2,0,1,6,186,237.39999999999998,225.60000000000002,193.0,30,51,21,76,11,1.06,0.8,1.86,14.63,-101234,3546255,180299,281533,65.6,47.4,6,Brighton,47,16
227,10,False,2026-01-24T15:00:00Z,2,1,23,Fulham,38,985,1,1,0,22,0,0,0,1,0,2,2,162,217.79999999999998,173.5,147.0,38,48,16,77,11,1.6800000000000002,1.02,2.6999999999999997,11.549999999999999,-2234,3550182,137279,139513,53.8,47.4,6,Brighton,47,16
232,9,True,2026-01-31T15:00:00Z,1,1,24,Everton,48,988,1,1,3,11,0,0,0,1,0,3,4,171,207.8,135.0,115.0,39,56,20,95,11,1.4500000000000002,0.9600000000000001,2.4099999999999997,13.19,31227,3594498,259858,228631,45.8,47.4,6,Brighton,47,15
243,8,True,2026-02-08T14:00:00Z,0,1,25,Crystal Palace,31,985,0,0,0,11,0,0,0,1,0,3,0,115,159.2,86.50000000000001,66.0,36,58,17,74,11,0.8600000000000001,0.6100000000000001,1.4700000000000002,12.759999999999998,-69510,3529015,124459,193969,31.2,47.4,6,Brighton,47,16
251,2,False,2026-02-11T19:30:00Z,1,0,26,Aston Villa,28,985,0,0,4,11,1,0,0,3,0,2,0,126,133.79999999999998,122.69999999999999,93.0,30,41,16,64,11,0.51,0.61,1.1199999999999999,7.919999999999999,-238392,3262794,50644,289036,35.0,47.4,6,Brighton,47,16
262,5,False,2026-02-21T15:00:00Z,0,2,27,Brentford,69,988,2,2,11,0,0,0,0,2,0,4,6,252,198.60000000000002,111.10000000000001,151.0,35,43,16,67,11,1.09,0.27,1.3599999999999999,17.6,-84072,3211442,59508,143580,46.1,47.4,6,Brighton,47,14
273,16,True,2026-03-01T14:00:00Z,2,1,28,Nott'm Forest,46,988,2,2,0,11,0,0,0,3,0,3,5,216,274.6,189.70000000000002,149.0,32,44,16,76,11,1.31,1.31,2.62,10.240000000000002,29261,3258531,106345,77084,61.3,47.4,6,Brighton,47,15
283,1,True,2026-03-04T19:30:00Z,0,1,29,Arsenal,26,986,0,0,0,11,0,0,0,4,0,1,0,122,153.8,125.60000000000002,99.0,40,43,23,89,11,0.81,0.57,1.3800000000000001,5.159999999999999,-39585,3206586,62505,102090,37.8,47.3,6,Brighton,47,16
299,17,False,2026-03-14T15:00:00Z,0,1,30,Sunderland,73,990,1,1,11,0,0,0,0,2,0,3,6,276,258.0,150.8,149.0,61,54,26,122,11,1.6900000000000002,1.4000000000000001,3.0900000000000003,9.89,69697,3290196,152797,83100,55.8,47.3,6,Brighton,47,15
303,12,True,2026-03-21T12:45:00Z,2,1,31,Liverpool,44,987,2,2,0,11,0,0,0,5,0,4,3,204,243.59999999999997,157.39999999999998,192.0,35,47,11,71,11,2.1700000000000004,2.25,4.42,11.290000000000001,82941,3421418,156905,73964,59.3,47.3,6,Brighton,47,16
313,3,False,2026-04-11T14:00:00Z,0,2,32,Burnley,79,986,2,2,11,0,0,0,0,1,0,4,7,310,332.8,179.39999999999998,199.0,46,61,29,116,11,1.93,1.1,3.0300000000000002,9.680000000000001,1772548,5185055,2006802,234254,71.1,47.4,6,Brighton,47,15
330,18,False,2026-04-18T16:30:00Z,2,2,33,Spurs,120,1973,5,5,10,22,0,0,0,2,0,4,9,470,538.4,329.9,302.0,71,86,28,137,22,2.9500000000000006,2.0600000000000005,5.009999999999999,16.060000000000002,1676528,14297504,1972906,296378,117.0,47.4,6,Brighton,94,32
349,15,False,2026-05-02T14:00:00Z,3,1,35,Newcastle,31,986,1,1,0,33,0,0,0,3,0,4,0,122,171.99999999999997,173.1,137.0,22,47,11,56,11,1.52,0.7900000000000001,2.31,34.75,232099,5696866,505408,273309,48.2,47.4,6,Brighton,47,16
351,20,True,2026-05-09T14:00:00Z,3,0,36,Wolves,82,985,3,3,10,0,0,0,0,1,0,1,6,304,253.8,157.8,245.0,17,41,15,48,11,1.62,1.57,3.19,5.44,614257,6365950,778092,163835,65.7,47.5,6,Brighton,47,16
367,11,False,2026-05-17T14:00:00Z,1,0,37,Leeds,35,987,0,0,5,11,0,0,0,0,0,1,1,155,173.6,273.6,202.0,43,43,6,68,11,3.0699999999999994,2.95,6.02,4.29,27082,6344717,314966,287884,64.9,47.5,6,Brighton,47,16
371,14,True,2026-05-24T15:00:00Z,0,3,38,Man Utd,19,986,0,0,0,33,0,0,0,0,0,5,0,87,144.60000000000002,142.4,117.0,21,49,17,66,11,0.78,0.74,1.52,18.23,-222821,6096261,191141,413962,40.4,47.5,6,Brighton,47,16
