fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
3,10,True,2025-08-16T14:00:00Z,1,1,1,Fulham,42,985,1,1,5,11,0,0,0,3,0,1,3,145,168.39999999999998,112.1,108.0,37,42,19,79,11,1.4900000000000002,0.6000000000000001,2.09,8.36,0,3907409,0,0,38.8,49.0,6,Brighton,43,16
16,9,False,2025-08-24T13:00:00Z,2,0,2,Everton,18,987,0,0,0,22,0,0,1,3,0,1,0,87,135.4,145.89999999999998,136.0,30,49,17,69,11,2.4299999999999997,0.8600000000000001,3.2899999999999996,17.59,-209552,4101767,310610,520162,41.7,48.9,6,Brighton,43,15
22,13,True,2025-08-31T13:00:00Z,2,1,3,Man City,44,987,2,2,0,11,0,0,0,2,0,2,2,176,191.4,126.2,162.0,19,51,17,61,11,2.3,0.6900000000000001,2.99,20.02,-639389,3464340,91452,730841,48.0,48.5,6,Brighton,43,16
32,4,False,2025-09-13T14:00:00Z,2,1,4,Bournemouth,37,985,1,1,0,22,0,0,0,4,0,3,1,153,218.6,74.19999999999999,103.0,45,50,20,84,11,0.62,0.4,1.02,15.95,-406077,3209231,158091,564168,39.6,48.4,6,Brighton,43,16
43,18,True,2025-09-20T14:00:00Z,2,2,5,Spurs,40,987,2,1,0,22,1,0,0,1,0,2,3,152,244.60000000000002,116.6,108.0,47,52,25,101,11,1.32,0.29000000000000004,1.6099999999999999,13.45,-249515,3014044,128803,378318,46.9,48.3,6,Brighton,43,16
53,7,False,2025-09-27T14:00:00Z,1,3,6,Chelsea,51,986,3,3,0,11,0,0,0,5,0,2,4,200,291.4,122.2,147.0,44,42,21,87,11,2.2800000000000002,1.6500000000000001,3.9300000000000006,19.91,-222234,2817884,186179,408413,56.1,48.2,6,Brighton,43,17
70,20,False,2025-10-05T13:00:00Z,1,1,7,Wolves,32,987,1,1,0,11,1,0,0,4,0,3,3,147,203.6,217.5,165.0,22,47,19,65,11,1.1800000000000002,0.7,1.87,6.15,185848,3073317,430367,244519,58.6,48.1,6,Brighton,43,15
71,15,True,2025-10-18T14:00:00Z,2,1,8,Newcastle,50,987,2,2,2,11,0,0,0,0,0,2,4,226,265.20000000000005,153.2,128.0,40,50,21,86,11,0.92,1.1500000000000001,2.0700000000000003,15.950000000000001,-152445,2918945,205329,357774,54.6,48.0,6,Brighton,44,16
88,14,False,2025-10-25T16:30:00Z,4,2,9,Man Utd,32,985,2,2,0,44,0,0,0,2,0,5,0,173,251.0,190.8,136.0,31,66,18,84,11,1.12,0.79,1.91,14.2,53074,2995716,276903,223829,57.8,48.0,6,Brighton,44,16
91,11,True,2025-11-01T15:00:00Z,3,0,10,Leeds,81,995,3,3,11,0,0,0,0,0,0,2,6,326,276.19999999999993,128.4,183.0,18,41,24,67,11,3.0700000000000003,1.12,4.19,5.579999999999999,480075,3566601,685100,205025,58.8,47.9,6,Brighton,44,17
