team_code,team_name,gw,is_home,opponent_code,opponent_name,team_score,opponent_score,difficulty,finished
36,Brighton,38,True,1,Man Utd,0,3,3,True
1,Man Utd,38,False,36,Brighton,3,0,4,True
90,Burnley,38,True,39,Wolves,1,1,1,True
39,Wolves,38,False,90,Burnley,1,1,2,True
31,Crystal Palace,38,True,3,Arsenal,1,2,4,True
3,Arsenal,38,False,31,Crystal Palace,2,1,3,True
54,Fulham,38,True,4,Newcastle,2,0,3,True
4,Newcastle,38,False,54,Fulham,0,2,3,True
14,Liverpool,38,True,94,Brentford,1,1,3,True
94,Brentford,38,False,14,Liverpool,1,1,4,True
43,Man City,38,True,7,Aston Villa,1,2,3,True
7,Aston Villa,38,False,43,Man City,2,1,5,True
17,Nott'm Forest,38,True,91,Bournemouth,1,1,3,True
91,Bournemouth,38,False,17,Nott'm Forest,1,1,3,True
6,Spurs,38,True,11,Everton,1,0,3,True
11,Everton,38,False,6,Spurs,0,1,3,True
56,Sunderland,38,True,8,Chelsea,2,1,3,True
8,Chelsea,38,False,56,Sunderland,1,2,3,True
21,West Ham,38,True,2,Leeds,3,0,2,True
2,Leeds,38,False,21,West Ham,0,3,3,True
