element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_code,first_name,second_name
1,108,17,1,False,2025-11-08T17:30:00Z,2,2,11,False,90,0,0,0,2,0,0,0,0,0,0,0,-2,1.6,0.0,0.0,0.2,0,2,0,0,1,0.00,0.00,0.00,0.44,59,180430,4024229,210442,30012,154561,David,Raya Martín
2,108,17,0,False,2025-11-08T17:30:00Z,2,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,42,-2012,56075,386,2398,109745,Kepa,Arrizabalaga Revuelta
3,108,17,0,False,2025-11-08T17:30:00Z,2,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1526,33938,0,1526,463748,Karl,Hein
4,108,17,0,False,2025-11-08T17:30:00Z,2,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-962,24778,316,1278,551221,Tommy,Setford
5,108,17,1,False,2025-11-08T17:30:00Z,2,2,11,False,90,0,0,0,2,0,0,0,0,0,0,0,6,21.4,15.4,4.0,4.1,4,0,1,5,1,0.00,0.03,0.03,0.44,66,473066,5407553,481238,8172,226597,Gabriel,dos Santos Magalhães
6,108,17,1,False,2025-11-08T17:30:00Z,2,2,11,False,90,0,0,0,2,0,0,0,0,0,0,0,4,17.2,4.5,6.0,2.8,6,1,0,6,1,0.16,0.03,0.19,0.44,60,-3915,1441342,30010,33925,462424,William,Saliba
7,108,17,1,False,2025-11-08T17:30:00Z,2,2,11,False,90,0,0,0,2,0,0,0,0,0,0,0,-1,11.4,7.8,35.0,5.4,5,3,0,5,1,0.23,0.05,0.28,0.44,58,19411,2002722,81322,61911,466075,Riccardo,Calafiori
8,108,17,1,False,2025-11-08T17:30:00Z,2,2,11,False,90,0,0,0,2,0,0,0,0,0,0,0,7,13.0,6.3,8.0,2.7,1,3,3,4,1,0.00,0.03,0.03,0.44,61,95646,3193975,161573,65927,445122,Jurriën,Timber
9,108,17,0,False,2025-11-08T17:30:00Z,2,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-93,6591,0,93,440854,Jakub,Kiwior
10,108,17,0,False,2025-11-08T17:30:00Z,2,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,52,-7841,200366,1467,9308,499169,Myles,Lewis-Skelly
11,108,17,0,False,2025-11-08T17:30:00Z,2,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,53,-1981,49822,650,2631,198869,Benjamin,White
13,108,17,0,False,2025-11-08T17:30:00Z,2,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-2231,54756,317,2548,563324,Brayden,Clarke
14,108,17,0,False,2025-11-08T17:30:00Z,2,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-756,15259,0,756,588793,Maldini,Kacurri
15,108,17,0,False,2025-11-08T17:30:00Z,2,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-1012,23255,106,1118,499167,Josh,Nichols
16,108,17,12,False,2025-11-08T17:30:00Z,2,2,11,False,90,1,0,0,2,0,0,0,0,0,0,3,40,49.6,36.7,46.0,13.2,2,8,2,12,1,0.52,0.19,0.71,0.44,101,-40274,2135802,95331,135605,223340,Bukayo,Saka
17,108,17,0,False,2025-11-08T17:30:00Z,2,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,78,-5010,171054,86,5096,184029,Martin,Ødegaard
