team_code,team_name,gw,is_home,opponent_code,opponent_name,team_score,opponent_score,difficulty,finished
94,Brentford,33,True,54,Fulham,0,0,3,True
54,Fulham,33,False,94,Brentford,0,0,3,True
2,Leeds,33,True,39,Wolves,3,0,1,True
39,Wolves,33,False,2,Leeds,0,3,3,True
4,Newcastle,33,True,91,Bournemouth,1,2,3,True
91,Bournemouth,33,False,4,Newcastle,2,1,3,True
6,Spurs,33,True,36,Brighton,2,2,3,True
36,Brighton,33,False,6,Spurs,2,2,3,True
8,Chelsea,33,True,1,Man Utd,0,1,3,True
1,Man Utd,33,False,8,Chelsea,1,0,3,True
7,Aston Villa,33,True,56,Sunderland,4,3,2,True
56,Sunderland,33,False,7,Aston Villa,3,4,4,True
11,Everton,33,True,14,Liverpool,1,2,3,True
14,Liverpool,33,False,11,Everton,2,1,3,True
17,Nott'm Forest,33,True,90,Burnley,4,1,1,True
90,Burnley,33,False,17,Nott'm Forest,1,4,3,True
43,Man City,33,True,3,Arsenal,2,1,4,True
3,Arsenal,33,False,43,Man City,1,2,5,True
31,Crystal Palace,33,True,21,West Ham,0,0,2,True
21,West Ham,33,False,31,Crystal Palace,0,0,3,True
36,Brighton,33,True,8,Chelsea,3,0,3,True
8,Chelsea,33,False,36,Brighton,0,3,4,True
91,Bournemouth,33,True,2,Leeds,2,2,2,True
2,Leeds,33,False,91,Bournemouth,2,2,4,True
90,Burnley,33,True,43,Man City,0,1,4,True
43,Man City,33,False,90,Burnley,1,0,2,True
