playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,cleanSheets,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,totalTackles,savesMadeFromOutsideBox,throughBalls,savesMadeCaught,penaltiesFaced,goalsConcededOutsideBox,savesFromPenalty,penaltyGoalsConceded,keyPassesAttemptAssists,goalkeeperSmother,drops,lastPlayerTackle,tacklesWon,successfulDribbles,successfulCrossesOpenPlay,successfulLayoffs,substituteOn,successfulCrossesAndCorners,totalTouchesInOppositionBox,putthroughBlockedDistributionWon,tacklesLost,timesTackled,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,goalAssists,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,penaltiesConceded,throwInsToOppositionPlayer,shotsBlockedInBox,oboxTarget,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,shotsBlockedOutsideBox,handballsConceded,expectedGoals,goals,awayGoals,homeGoals,leftFootGoals,headedGoals,clearancesOffTheLine,hitWoodwork,cornersTakenInclShortCorners,secondGoalAssists,ownGoalScored,unsuccessfulCornersIntoBox,successfulCornersIntoBox,rightFootGoals,setPiecesGoals,redCards2ndYellow,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,foulWonPenalty
221820,Lisandro Martínez,Defender,Manchester United,Argentina,2024-25,54.0,1.2793,0.0,,73.0,20.0,20.0,131.0,1314.0,23.0,29.0,5.0,1754.0,13.0,69.0,21.0,53.0,1139.0,,26.8872,8.0,54.0,27.0,41.0,477.0,,7.0,1.0,123.0,487.0,81.0,20.0,395.0,25.0,94.0,16.0,0.0,23.0,1276.0,147.0,,,238.0,44.0,1555.0,32.0,791.0,,7.0,58.0,38.0,,40.0,,5.0,,,2.0,,3.0,8.0,,,3.0,24.0,6.0,3.0,,,3.0,18.0,14.0,16.0,4.0,8.0,22.0,32.0,112.0,14.0,3.0,13.0,6.0,6.0,,0.954,11.0,1.0,6.0,,2.0,1.0,3.0,3.0,,,2.0,4.0,1.0,1.0,6.0,4.0,5.0,6.0,2.0,,1.3034,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,
596777,Patrick Dorgu,Defender,Manchester United,Denmark,2024-25,48.0,1.2678,1.0,,51.0,12.0,10.0,54.0,389.0,,25.0,2.0,842.0,9.0,77.0,19.0,61.0,329.0,,10.532,,19.0,11.0,39.0,150.0,,28.0,0.0,125.0,79.0,37.0,12.0,203.0,11.0,100.0,16.0,1.0,,380.0,122.0,,,55.0,6.0,648.0,2.0,135.0,,3.0,3.0,17.0,,31.0,,,,,,,,12.0,,,,24.0,3.0,3.0,3.0,2.0,3.0,33.0,11.0,7.0,16.0,,17.0,4.0,105.0,62.0,3.0,7.0,2.0,2.0,,0.1352,8.0,,36.0,3.0,,,2.0,2.0,1.0,,3.0,2.0,,6.0,36.0,2.0,6.0,6.0,,1.0,0.4306,,,,,,,,1.0,,,,,,,,,,,,,
550864,Leny Yoro,Defender,Manchester United,France,2024-25,37.0,0.1728,0.0,,39.0,21.0,12.0,57.0,757.0,4.0,32.0,1.0,1162.0,16.0,49.0,7.0,33.0,681.0,,20.9656,1.0,43.0,24.0,21.0,215.0,,2.0,0.0,86.0,266.0,46.0,21.0,242.0,21.0,54.0,16.0,0.0,4.0,744.0,67.0,,,232.0,19.0,905.0,14.0,459.0,,5.0,18.0,33.0,,29.0,,2.0,,,3.0,,1.0,2.0,,,1.0,11.0,2.0,1.0,1.0,9.0,1.0,13.0,2.0,18.0,6.0,3.0,9.0,18.0,44.0,7.0,7.0,4.0,2.0,1.0,,0.1921,3.0,,,1.0,,,1.0,1.0,,,,2.0,,2.0,,2.0,2.0,2.0,,,0.7048,,,,,,,,,,,,,,,,,,,,,
216051,Diogo Dalot,Defender,Manchester United,Portugal,2024-25,122.0,2.4553,0.0,,163.0,33.0,31.0,222.0,1373.0,,59.0,8.0,2813.0,21.0,142.0,49.0,104.0,1096.0,,45.7882,10.0,64.0,45.0,101.0,349.0,,9.0,0.0,264.0,432.0,167.0,33.0,582.0,40.0,205.0,38.0,0.0,,1360.0,408.0,,,273.0,55.0,2063.0,35.0,581.0,,5.0,59.0,93.0,,68.0,,4.0,,,5.0,,3.0,23.0,,,,40.0,27.0,12.0,17.0,2.0,12.0,71.0,13.0,28.0,43.0,9.0,40.0,37.0,319.0,184.0,2.0,21.0,7.0,5.0,1.0,0.8843,18.0,3.0,54.0,4.0,2.0,1.0,4.0,4.0,,1.0,45.0,5.0,1.0,22.0,54.0,5.0,13.0,18.0,2.0,,2.0519,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,
106760,Luke Shaw,Defender,Manchester United,England,2024-25,6.0,0.7692,0.0,,22.0,7.0,4.0,31.0,277.0,3.0,5.0,,348.0,2.0,8.0,11.0,5.0,231.0,,4.0797,,7.0,5.0,4.0,120.0,,1.0,0.0,14.0,114.0,9.0,7.0,89.0,5.0,9.0,3.0,0.0,3.0,266.0,44.0,,,20.0,15.0,321.0,4.0,158.0,,1.0,9.0,19.0,,4.0,,1.0,,,,,,5.0,,,,3.0,,1.0,,3.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,23.0,2.0,3.0,3.0,,,,,1.0,,9.0,,,,,,,,,,,1.0,10.0,,1.0,2.0,,,0.0345,,,,,,,,4.0,1.0,1.0,1.0,,,,,,,,,,
606745,Ayden Heaven,Defender,Manchester United U21,England,2024-25,9.0,,0.0,,11.0,4.0,2.0,15.0,105.0,,5.0,,171.0,3.0,12.0,3.0,10.0,87.0,,,1.0,8.0,1.0,6.0,35.0,,4.0,0.0,21.0,34.0,11.0,4.0,30.0,1.0,16.0,2.0,0.0,,104.0,22.0,,,24.0,3.0,144.0,3.0,60.0,,1.0,4.0,5.0,,4.0,,,,,,,,1.0,,,1.0,3.0,2.0,,,2.0,,2.0,,1.0,3.0,2.0,4.0,4.0,12.0,,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
37642,Jonny Evans,Defender,Manchester United,Northern Ireland,2024-25,11.0,0.0328,0.0,,18.0,7.0,3.0,24.0,214.0,12.0,13.0,1.0,314.0,3.0,24.0,2.0,14.0,184.0,,3.1609,2.0,15.0,2.0,8.0,86.0,,6.0,0.0,35.0,76.0,16.0,7.0,51.0,1.0,22.0,10.0,0.0,12.0,197.0,26.0,,,29.0,6.0,260.0,3.0,139.0,,1.0,6.0,10.0,,8.0,,,,,1.0,,,,,,,6.0,1.0,,,4.0,,3.0,1.0,2.0,,2.0,5.0,5.0,23.0,2.0,2.0,5.0,,1.0,,0.275,2.0,,,,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,0.127,,,,,,,,,,,,,,,,,,,,,
577974,Harry Amass,Defender,Manchester United U21,England,2024-25,23.0,0.0743,0.0,,15.0,5.0,4.0,18.0,143.0,,13.0,,346.0,6.0,20.0,13.0,13.0,125.0,,9.1124,,9.0,9.0,17.0,40.0,,4.0,0.0,43.0,38.0,26.0,5.0,71.0,8.0,30.0,7.0,0.0,,141.0,59.0,,,12.0,,263.0,2.0,54.0,,0.0,3.0,6.0,,6.0,,,,,1.0,,,1.0,,,,2.0,3.0,,,1.0,,5.0,10.0,4.0,9.0,1.0,2.0,2.0,53.0,24.0,1.0,1.0,1.0,,,,2.0,,9.0,1.0,1.0,,,,,,5.0,,,4.0,9.0,,2.0,1.0,1.0,,0.0699,,,,,,,,,,,,,,,,,,,,,
547676,Tyler Fredricson,Defender,Manchester United U21,England,2024-25,6.0,0.0226,0.0,,8.0,2.0,2.0,12.0,122.0,,12.0,,166.0,5.0,15.0,4.0,8.0,106.0,,3.6241,,11.0,5.0,1.0,34.0,,2.0,0.0,21.0,39.0,12.0,2.0,42.0,4.0,9.0,7.0,0.0,,119.0,14.0,,,36.0,4.0,149.0,4.0,68.0,,0.0,4.0,7.0,,5.0,,,,,1.0,,,,,,,3.0,1.0,,,,,1.0,2.0,2.0,,,,1.0,13.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576637,Godwill Kukonki,Defender,Manchester United U21,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184341,Mason Mount,Midfielder,Manchester United,England,2024-25,44.0,0.5829,0.0,,33.0,17.0,8.0,38.0,237.0,,13.0,,621.0,9.0,29.0,18.0,25.0,190.0,,10.1635,,4.0,11.0,35.0,58.0,,9.0,0.0,73.0,60.0,18.0,17.0,138.0,10.0,60.0,4.0,0.0,,230.0,79.0,,,62.0,9.0,360.0,1.0,66.0,,3.0,5.0,7.0,,15.0,,2.0,,,1.0,,,8.0,,,,5.0,1.0,2.0,10.0,9.0,5.0,32.0,10.0,10.0,17.0,1.0,16.0,4.0,57.0,3.0,9.0,14.0,5.0,9.0,,1.3698,15.0,,6.0,1.0,1.0,1.0,7.0,7.0,1.0,,,4.0,1.0,8.0,8.0,4.0,6.0,5.0,1.0,,3.3134,1.0,1.0,0.0,,,,,4.0,,,1.0,3.0,1.0,,,,,,,,
141746,Bruno Fernandes,Midfielder,Manchester United,Portugal,2024-25,185.0,7.9769,2.0,,269.0,36.0,35.0,373.0,2020.0,,52.0,9.0,3024.0,29.0,174.0,84.0,151.0,1486.0,,45.9542,8.0,30.0,43.0,156.0,528.0,,40.0,1.0,359.0,706.0,213.0,36.0,1083.0,39.0,307.0,23.0,1.0,,1903.0,656.0,,,385.0,161.0,2781.0,23.0,606.0,,3.0,104.0,85.0,,84.0,,31.0,,,4.0,,3.0,81.0,,,,50.0,28.0,11.0,71.0,1.0,42.0,82.0,29.0,34.0,76.0,6.0,32.0,26.0,401.0,18.0,5.0,22.0,31.0,29.0,2.0,7.1375,65.0,10.0,74.0,2.0,24.0,12.0,9.0,9.0,6.0,,1.0,7.0,12.0,33.0,144.0,7.0,36.0,28.0,24.0,2.0,10.1571,8.0,3.0,5.0,,,,3.0,91.0,,,51.0,21.0,8.0,2.0,1.0,12.0,12.0,0.8491,3.0,3.0,
80607,Christian Eriksen,Midfielder,Manchester United,Denmark,2024-25,39.0,2.6071,0.0,,70.0,23.0,11.0,95.0,657.0,,8.0,1.0,1059.0,6.0,24.0,16.0,22.0,525.0,,18.3155,7.0,8.0,16.0,33.0,166.0,,3.0,0.0,63.0,202.0,62.0,23.0,360.0,14.0,55.0,2.0,0.0,,619.0,182.0,,,143.0,37.0,865.0,6.0,225.0,,4.0,25.0,23.0,,19.0,,8.0,,,2.0,,,29.0,,,,9.0,,8.0,13.0,12.0,23.0,17.0,10.0,10.0,9.0,5.0,8.0,7.0,146.0,5.0,6.0,3.0,7.0,2.0,1.0,0.8887,8.0,2.0,18.0,,4.0,1.0,,,,,,3.0,1.0,4.0,62.0,3.0,6.0,9.0,4.0,,1.3649,1.0,0.0,1.0,,,,1.0,62.0,,,36.0,15.0,1.0,,,3.0,3.0,0.1706,1.0,1.0,
61256,Casemiro,Midfielder,Manchester United,Brazil,2024-25,81.0,2.0018,0.0,,148.0,24.0,18.0,190.0,960.0,,58.0,3.0,1497.0,19.0,141.0,51.0,102.0,721.0,,22.2897,2.0,48.0,20.0,62.0,263.0,,19.0,0.0,222.0,314.0,103.0,24.0,392.0,19.0,164.0,39.0,0.0,,943.0,235.0,,,275.0,49.0,1298.0,12.0,386.0,,5.0,42.0,62.0,,83.0,,9.0,,,1.0,,1.0,22.0,,,,50.0,3.0,8.0,15.0,6.0,8.0,43.0,29.0,33.0,13.0,10.0,20.0,14.0,108.0,2.0,11.0,14.0,7.0,10.0,,1.7449,25.0,,12.0,4.0,5.0,4.0,5.0,5.0,2.0,,,2.0,4.0,3.0,12.0,2.0,15.0,3.0,5.0,,1.88,1.0,1.0,0.0,,1.0,,1.0,,,,,,,,,,,,,,
232112,Manuel Ugarte,Midfielder,Manchester United,Uruguay,2024-25,131.0,0.6926,0.0,,82.0,29.0,22.0,102.0,897.0,,36.0,1.0,1789.0,18.0,146.0,41.0,128.0,756.0,,30.588,3.0,15.0,33.0,113.0,197.0,,33.0,0.0,277.0,188.0,122.0,29.0,362.0,30.0,241.0,18.0,0.0,,876.0,180.0,,,334.0,39.0,1252.0,3.0,436.0,,11.0,20.0,35.0,,77.0,,2.0,,,3.0,,1.0,8.0,,,,49.0,18.0,3.0,19.0,7.0,3.0,16.0,29.0,28.0,35.0,4.0,41.0,27.0,178.0,2.0,14.0,25.0,7.0,4.0,3.0,0.378,12.0,2.0,4.0,,4.0,1.0,2.0,2.0,,,,3.0,1.0,10.0,4.0,3.0,8.0,3.0,4.0,1.0,1.026,1.0,1.0,0.0,1.0,,,,,,1.0,,,,,,,,,,,
516895,Kobbie Mainoo,Midfielder,Manchester United,England,2024-25,133.0,1.7933,0.0,,91.0,25.0,19.0,103.0,818.0,,50.0,2.0,1656.0,31.0,109.0,31.0,90.0,693.0,,25.8758,,12.0,27.0,102.0,210.0,,21.0,0.0,242.0,201.0,88.0,25.0,377.0,25.0,192.0,19.0,0.0,,801.0,215.0,,,213.0,22.0,1150.0,2.0,340.0,,5.0,12.0,38.0,,46.0,,2.0,,,2.0,,2.0,14.0,,,,29.0,23.0,2.0,34.0,6.0,2.0,44.0,14.0,17.0,61.0,2.0,27.0,19.0,194.0,6.0,11.0,14.0,8.0,2.0,5.0,0.0323,7.0,,5.0,3.0,5.0,1.0,1.0,1.0,,,,3.0,1.0,25.0,5.0,3.0,5.0,10.0,5.0,2.0,0.7135,,,,,,,1.0,,,,,,,,,,,,,,
618873,Sékou Koné,Midfielder,Manchester United U21,Mali,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490881,Toby Collyer,Midfielder,Manchester United U21,England,2024-25,5.0,0.3878,0.0,,15.0,6.0,,16.0,90.0,,4.0,,175.0,1.0,20.0,3.0,17.0,72.0,,2.1902,,3.0,2.0,4.0,20.0,,4.0,0.0,25.0,18.0,17.0,6.0,36.0,2.0,21.0,3.0,0.0,,88.0,29.0,,,30.0,2.0,136.0,1.0,38.0,,0.0,1.0,9.0,,12.0,,,,,,,,2.0,,,,9.0,1.0,,3.0,6.0,,3.0,1.0,3.0,2.0,1.0,2.0,2.0,22.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,1.0,0.1719,,,,,,1.0,,,,,,,,,,,,,,,
547037,Jack Fletcher,Midfielder,Manchester United U21,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559684,Jack Moorhouse,Midfielder,Manchester United U21,Ireland,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556639,Jayce Fitzgerald,Midfielder,Manchester United U21,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576620,Bendito Mantato,Forward,Manchester United U21,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209243,Jadon Sancho,Forward,Aston Villa,England,2024-25,85.0,3.1128,0.0,,110.0,31.0,19.0,114.0,768.0,,17.0,3.0,1764.0,11.0,75.0,35.0,69.0,646.0,,24.6576,,7.0,24.0,74.0,260.0,,11.0,0.0,160.0,177.0,99.0,31.0,466.0,20.0,143.0,6.0,0.0,,768.0,238.0,,,68.0,8.0,1052.0,2.0,188.0,,2.0,4.0,24.0,,13.0,,7.0,,,4.0,,3.0,34.0,,,,7.0,45.0,,15.0,12.0,,130.0,11.0,6.0,61.0,,6.0,2.0,263.0,9.0,12.0,,12.0,8.0,7.0,3.7202,12.0,4.0,23.0,6.0,4.0,,5.0,5.0,1.0,,,8.0,,40.0,25.0,8.0,4.0,18.0,4.0,,2.1723,3.0,2.0,1.0,,,,,1.0,,,1.0,,3.0,,,,,,,,2.0
497894,Rasmus Højlund,Forward,Manchester United,Denmark,2024-25,170.0,1.0619,0.0,,77.0,32.0,23.0,77.0,325.0,,126.0,,2013.0,95.0,71.0,12.0,40.0,247.0,,29.2182,,6.0,31.0,75.0,67.0,,28.0,2.0,241.0,46.0,35.0,32.0,153.0,28.0,115.0,31.0,0.0,,302.0,203.0,,,83.0,1.0,586.0,,98.0,,2.0,,21.0,,3.0,,2.0,,,3.0,,3.0,16.0,,,,1.0,9.0,3.0,47.0,9.0,3.0,82.0,6.0,2.0,54.0,,17.0,2.0,129.0,,16.0,4.0,7.0,13.0,1.0,5.4828,25.0,,5.0,13.0,,1.0,8.0,8.0,13.0,,,7.0,1.0,21.0,5.0,7.0,12.0,15.0,,,5.2747,4.0,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,1.0
