playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulCrossesOpenPlay,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,penaltiesConceded,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,homeGoals,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,handballsConceded,expectedGoals,throughBalls,blockedShots,offsides,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,iboxBlocked,clearancesOffTheLine,expectedGoalsFreekick,oboxBlocked,ownGoalScored,freekickTotal,attemptsFromSetPieces,shotsBlockedOutsideBox,successfulLayoffs,shotsOnTargetOutsideBox,oboxTarget,lastPlayerTackle,redCards2ndYellow,headedGoals,hitWoodwork,setPiecesGoals,unsuccessfulCornersIntoBox,unsuccessfulLayoffs,secondGoalAssists,foulWonPenalty,penaltiesTaken,penaltyGoals
469142,Jan Paul van Hecke,Defender,Brighton and Hove Albion,Netherlands,2024-25,104.0,1.4368,1.0,,,143.0,34.0,1.0,33.0,261.0,2265.0,26.0,,134.0,7.0,,2959.0,51.0,156.0,5.0,22.0,73.0,1867.0,,8.0,43.2813,13.0,139.0,47.0,53.0,346.0,,24.0,0.0,260.0,15.0,,870.0,131.0,34.0,,,831.0,42.0,126.0,83.0,0.0,26.0,2135.0,293.0,5.0,,,939.0,137.0,2645.0,43.0,1178.0,,6.0,118.0,65.0,5.0,5.0,,0.8571,45.0,13.0,6.0,1.0,0.0,1.0,,5.0,,,34.0,1.0,15.0,1.0,,16.0,,4.0,6.0,11.0,8.0,2.0,29.0,22.0,25.0,24.0,110.0,7.0,2.0,15.0,,1.3573,4.0,4.0,,3.0,3.0,2.0,2.0,,,2.0,,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
204214,Pervis Estupiñán,Defender,Brighton and Hove Albion,Ecuador,2024-25,119.0,2.4886,0.0,,,120.0,30.0,1.0,26.0,153.0,1308.0,,,73.0,3.0,,2403.0,27.0,150.0,5.0,43.0,104.0,1129.0,,5.0,41.0035,5.0,57.0,44.0,92.0,509.0,,20.0,0.0,269.0,15.0,,421.0,147.0,30.0,,,617.0,39.0,196.0,46.0,0.0,,1290.0,348.0,19.0,,,86.0,26.0,2001.0,15.0,579.0,,5.0,33.0,55.0,22.0,9.0,1.0,1.3817,65.0,20.0,58.0,1.0,1.0,4.0,37.0,41.0,,16.0,36.0,38.0,25.0,0.0,,22.0,1.0,13.0,78.0,40.0,11.0,14.0,43.0,5.0,36.0,37.0,292.0,142.0,4.0,17.0,,1.1867,,8.0,3.0,,,3.0,3.0,,0.1691,5.0,,3.0,3.0,5.0,4.0,8.0,8.0,1.0,,,,1.0,19.0,,,,,
111478,Joël Veltman,Defender,Brighton and Hove Albion,Netherlands,2024-25,73.0,1.3264,0.0,,,102.0,21.0,,19.0,136.0,774.0,,,41.0,5.0,,1699.0,19.0,112.0,2.0,36.0,90.0,606.0,,5.0,22.8571,4.0,62.0,24.0,54.0,84.0,,44.0,0.0,185.0,15.0,,277.0,68.0,21.0,,,324.0,22.0,144.0,22.0,0.0,,732.0,216.0,4.0,,,275.0,32.0,1192.0,23.0,322.0,,5.0,34.0,44.0,8.0,1.0,1.0,0.489,43.0,4.0,16.0,,,2.0,,8.0,1.0,,10.0,29.0,6.0,,,14.0,,5.0,16.0,12.0,3.0,6.0,29.0,7.0,27.0,19.0,138.0,99.0,5.0,11.0,5.0,0.4675,2.0,2.0,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,
589100,Jacob Slater,Defender,Brighton and Hove Albion U21,Ireland,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547720,Charlie Tasker,Defender,Brighton and Hove Albion U21,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604988,Freddie Simmonds,Defender,Brighton and Hove Albion U21,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441192,Jeremy Sarmiento,Midfielder,Brighton and Hove Albion,Ecuador,2024-25,,0.0021,0.0,,,,1.0,,,,6.0,,,,,,8.0,,,,,,6.0,,,,,,,,2.0,,,0.0,,,,1.0,1.0,1.0,,,3.0,,,,0.0,,6.0,1.0,,,,,,8.0,,3.0,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15157,James Milner,Midfielder,Brighton and Hove Albion,England,2024-25,4.0,0.155,0.0,,,11.0,4.0,,3.0,14.0,65.0,,,1.0,,,173.0,1.0,7.0,,3.0,7.0,50.0,,,0.7631,,2.0,1.0,3.0,6.0,,1.0,0.0,11.0,2.0,,29.0,2.0,4.0,,,32.0,1.0,10.0,,0.0,,59.0,19.0,1.0,,,18.0,1.0,94.0,1.0,22.0,,1.0,3.0,2.0,1.0,1.0,,,5.0,2.0,2.0,,,1.0,6.0,3.0,,2.0,4.0,,4.0,,,3.0,,,5.0,,1.0,,2.0,2.0,3.0,2.0,12.0,,3.0,2.0,,0.1639,2.0,,,1.0,1.0,,,,,,,,,,4.0,,,,,,,,3.0,,,,,
109345,Solly March,Midfielder,Brighton and Hove Albion U21,England,2024-25,11.0,0.3119,0.0,,,14.0,8.0,,1.0,20.0,69.0,,,3.0,,,162.0,2.0,10.0,,10.0,9.0,46.0,,,2.9208,,1.0,3.0,9.0,7.0,,2.0,0.0,21.0,3.0,,14.0,7.0,8.0,,,45.0,3.0,18.0,1.0,0.0,,67.0,42.0,1.0,,,30.0,3.0,126.0,4.0,9.0,,2.0,6.0,4.0,4.0,,,,6.0,1.0,10.0,,,7.0,6.0,5.0,,1.0,7.0,,3.0,,,3.0,,3.0,15.0,4.0,1.0,5.0,3.0,,2.0,2.0,18.0,6.0,1.0,,,0.0855,,1.0,3.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,5.0,1.0,,,,
513433,Brajan Gruda,Midfielder,Brighton and Hove Albion,Germany,2024-25,52.0,1.9327,0.0,,,40.0,21.0,4.0,8.0,46.0,212.0,,,8.0,,,681.0,5.0,44.0,1.0,11.0,41.0,159.0,,3.0,13.3583,,5.0,15.0,47.0,31.0,,12.0,0.0,96.0,8.0,,66.0,26.0,21.0,,,143.0,14.0,88.0,3.0,0.0,,204.0,113.0,13.0,,,66.0,7.0,394.0,3.0,34.0,,0.0,6.0,12.0,1.0,5.0,2.0,1.4445,16.0,10.0,6.0,1.0,1.0,13.0,17.0,11.0,,7.0,51.0,,19.0,0.0,,8.0,1.0,12.0,18.0,33.0,5.0,4.0,8.0,,7.0,2.0,49.0,10.0,8.0,3.0,,1.2064,2.0,1.0,1.0,2.0,2.0,,,,0.1313,1.0,,2.0,2.0,1.0,5.0,2.0,2.0,,,,,,9.0,1.0,,,,
535301,Carlos Baleba,Midfielder,Brighton and Hove Albion,Cameroon,2024-25,160.0,1.2101,1.0,,,110.0,34.0,1.0,31.0,157.0,1300.0,10.0,,66.0,4.0,,2670.0,27.0,199.0,4.0,50.0,160.0,1078.0,,8.0,37.5864,11.0,43.0,39.0,133.0,344.0,,48.0,1.0,359.0,36.0,,296.0,197.0,34.0,,,560.0,35.0,293.0,39.0,0.0,9.0,1280.0,271.0,33.0,1.0,,409.0,65.0,1837.0,19.0,586.0,,6.0,47.0,43.0,3.0,11.0,5.0,3.1052,79.0,26.0,6.0,3.0,2.0,3.0,,3.0,2.0,,14.0,,20.0,1.0,1.0,33.0,2.0,20.0,6.0,62.0,15.0,5.0,46.0,11.0,40.0,46.0,251.0,3.0,15.0,21.0,,3.0393,7.0,18.0,,3.0,3.0,1.0,1.0,,0.0868,17.0,,1.0,1.0,17.0,19.0,5.0,5.0,,1.0,,1.0,,,,1.0,,,
451340,Kaoru Mitoma,Midfielder,Brighton and Hove Albion,Japan,2024-25,191.0,4.0355,0.0,,,154.0,36.0,4.0,28.0,171.0,890.0,,,54.0,3.0,,2608.0,27.0,147.0,6.0,84.0,120.0,703.0,,5.0,34.9858,1.0,7.0,40.0,164.0,332.0,,24.0,5.0,338.0,45.0,,208.0,99.0,36.0,,,532.0,34.0,284.0,27.0,0.0,,890.0,397.0,52.0,,,62.0,16.0,1479.0,6.0,198.0,,1.0,17.0,35.0,11.0,27.0,8.0,10.1213,45.0,45.0,64.0,10.0,6.0,8.0,,11.0,,,169.0,,33.0,4.0,6.0,18.0,2.0,74.0,64.0,97.0,18.0,32.0,27.0,3.0,40.0,14.0,288.0,19.0,14.0,24.0,3.0,9.1273,9.0,12.0,5.0,15.0,15.0,9.0,9.0,,,3.0,,,,3.0,31.0,2.0,2.0,,,2.0,1.0,,,4.0,,,,
231416,Ferdi Kadioglu,Defender,Brighton and Hove Albion,Turkey,2024-25,20.0,0.2734,0.0,,,17.0,6.0,,5.0,22.0,150.0,,,4.0,1.0,,388.0,1.0,19.0,2.0,1.0,16.0,124.0,,1.0,7.3864,,17.0,8.0,19.0,34.0,,3.0,0.0,39.0,,,40.0,14.0,6.0,,,70.0,6.0,35.0,3.0,0.0,,148.0,44.0,3.0,,,36.0,4.0,242.0,3.0,62.0,,1.0,5.0,5.0,4.0,1.0,2.0,0.0429,10.0,2.0,5.0,1.0,1.0,1.0,,4.0,,,9.0,3.0,5.0,0.0,1.0,4.0,,3.0,5.0,5.0,1.0,1.0,6.0,2.0,5.0,8.0,40.0,12.0,4.0,4.0,,0.4364,1.0,2.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,
514254,Diego Gómez,Midfielder,Brighton and Hove Albion U21,Paraguay,2024-25,37.0,1.1543,0.0,,,43.0,16.0,,4.0,51.0,289.0,,,14.0,,,512.0,4.0,40.0,3.0,22.0,30.0,233.0,,2.0,9.5092,1.0,10.0,13.0,33.0,81.0,,3.0,0.0,77.0,13.0,,69.0,32.0,16.0,,,127.0,10.0,63.0,10.0,0.0,,278.0,86.0,6.0,,,62.0,5.0,422.0,1.0,115.0,,0.0,8.0,16.0,1.0,3.0,2.0,1.2762,21.0,7.0,4.0,1.0,1.0,12.0,6.0,4.0,,2.0,11.0,,9.0,0.0,1.0,8.0,,6.0,8.0,15.0,4.0,1.0,13.0,,8.0,8.0,77.0,1.0,4.0,7.0,,0.9464,4.0,2.0,1.0,2.0,2.0,,,,0.084,2.0,,2.0,2.0,2.0,6.0,,,,,,,,3.0,,,1.0,,
509416,Yasin Ayari,Midfielder,Brighton and Hove Albion,Sweden,2024-25,124.0,2.641,0.0,,,106.0,34.0,1.0,22.0,131.0,900.0,,,37.0,1.0,,1966.0,21.0,119.0,3.0,32.0,103.0,757.0,,5.0,28.1299,3.0,25.0,28.0,103.0,275.0,,26.0,0.0,243.0,18.0,,245.0,118.0,34.0,,,396.0,25.0,206.0,16.0,0.0,,858.0,264.0,18.0,,,152.0,12.0,1310.0,7.0,394.0,,4.0,25.0,27.0,6.0,8.0,6.0,3.6476,59.0,22.0,16.0,2.0,0.0,12.0,37.0,21.0,1.0,7.0,48.0,,29.0,2.0,2.0,27.0,,18.0,48.0,40.0,14.0,11.0,32.0,6.0,37.0,20.0,228.0,3.0,14.0,31.0,3.0,2.4403,10.0,6.0,3.0,4.0,4.0,5.0,5.0,,0.0932,1.0,,2.0,2.0,1.0,34.0,2.0,2.0,,,,1.0,,27.0,,,,,
467779,Mats Wieffer,Midfielder,Brighton and Hove Albion,Netherlands,2024-25,79.0,1.0077,0.0,,,77.0,25.0,4.0,10.0,88.0,647.0,,,59.0,2.0,,1008.0,25.0,107.0,1.0,30.0,73.0,539.0,,2.0,18.4827,,25.0,22.0,54.0,126.0,,10.0,0.0,186.0,16.0,,178.0,68.0,25.0,,,314.0,21.0,127.0,34.0,0.0,,634.0,141.0,7.0,,,236.0,20.0,907.0,5.0,248.0,,6.0,11.0,27.0,3.0,4.0,2.0,1.6724,58.0,8.0,10.0,1.0,1.0,15.0,,3.0,1.0,,24.0,4.0,12.0,0.0,1.0,24.0,,7.0,10.0,16.0,4.0,2.0,34.0,2.0,23.0,17.0,107.0,32.0,5.0,16.0,,0.7548,,1.0,1.0,2.0,2.0,,,,,1.0,,,,1.0,13.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,
219249,Matt O'Riley,Midfielder,Brighton and Hove Albion,Denmark,2024-25,41.0,1.9743,0.0,,,49.0,21.0,2.0,11.0,61.0,360.0,,,14.0,,,937.0,8.0,42.0,,19.0,36.0,287.0,,2.0,15.5915,1.0,9.0,20.0,33.0,77.0,,13.0,1.0,83.0,4.0,,90.0,29.0,21.0,,,172.0,20.0,69.0,6.0,0.0,,331.0,125.0,8.0,,,94.0,12.0,554.0,5.0,143.0,,1.0,12.0,7.0,3.0,7.0,1.0,2.0151,16.0,15.0,11.0,2.0,1.0,10.0,36.0,16.0,,10.0,49.0,,19.0,1.0,,7.0,2.0,4.0,35.0,8.0,8.0,9.0,9.0,3.0,16.0,13.0,99.0,1.0,11.0,13.0,,2.8233,2.0,7.0,2.0,3.0,3.0,4.0,4.0,,0.11,3.0,1.0,2.0,2.0,3.0,14.0,2.0,2.0,,,,1.0,,21.0,,,1.0,1.0,1.0
532529,Jack Hinshelwood,Midfielder,Brighton and Hove Albion,England,2024-25,60.0,1.4998,0.0,,,102.0,26.0,2.0,22.0,140.0,943.0,,,36.0,2.0,,1846.0,16.0,58.0,5.0,18.0,38.0,769.0,,4.0,27.193,4.0,37.0,30.0,44.0,259.0,,9.0,2.0,118.0,7.0,,243.0,63.0,26.0,,,358.0,25.0,82.0,20.0,0.0,,912.0,205.0,2.0,,,245.0,34.0,1222.0,18.0,451.0,,5.0,38.0,43.0,3.0,10.0,,4.0719,27.0,14.0,12.0,5.0,3.0,4.0,8.0,6.0,,2.0,36.0,14.0,15.0,2.0,4.0,8.0,,8.0,21.0,11.0,4.0,3.0,19.0,3.0,18.0,16.0,196.0,61.0,10.0,5.0,1.0,2.4211,,4.0,,5.0,5.0,2.0,2.0,,,2.0,,,,2.0,22.0,,,,,1.0,,,4.0,1.0,,,,
567121,Joe Knight,Midfielder,Brighton and Hove Albion U21,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475168,João Pedro,Forward,Chelsea,Brazil,2024-25,161.0,3.0919,1.0,,,149.0,27.0,6.0,23.0,159.0,626.0,,,89.0,2.0,,1953.0,47.0,132.0,4.0,32.0,90.0,453.0,,4.0,23.2969,,12.0,27.0,114.0,188.0,,46.0,3.0,293.0,12.0,,176.0,59.0,27.0,,,351.0,23.0,204.0,42.0,1.0,,610.0,345.0,29.0,,,108.0,14.0,1057.0,1.0,122.0,,4.0,10.0,22.0,5.0,20.0,9.0,10.3922,16.0,33.0,16.0,10.0,3.0,4.0,4.0,6.0,1.0,,133.0,,24.0,7.0,8.0,4.0,1.0,47.0,16.0,85.0,13.0,13.0,12.0,,26.0,9.0,154.0,9.0,10.0,16.0,,9.0212,10.0,14.0,2.0,8.0,8.0,10.0,10.0,,,4.0,,,,4.0,33.0,2.0,2.0,,,1.0,1.0,,,7.0,,3.0,5.0,5.0
535818,Simon Adingra,Forward,Sunderland,Cote d’Ivoire,2024-25,71.0,2.7932,0.0,,,53.0,29.0,2.0,12.0,60.0,332.0,,,11.0,,,1092.0,4.0,55.0,1.0,24.0,48.0,267.0,,4.0,19.2037,,6.0,23.0,67.0,90.0,,4.0,0.0,126.0,12.0,,45.0,47.0,29.0,,,196.0,22.0,115.0,7.0,0.0,,331.0,172.0,21.0,,,84.0,5.0,592.0,3.0,86.0,,0.0,7.0,11.0,10.0,8.0,2.0,2.4315,23.0,19.0,31.0,2.0,2.0,17.0,1.0,10.0,,,79.0,,14.0,0.0,1.0,9.0,1.0,27.0,31.0,39.0,11.0,15.0,14.0,,13.0,8.0,113.0,8.0,11.0,11.0,1.0,2.458,2.0,14.0,4.0,4.0,4.0,9.0,9.0,,,5.0,,,,5.0,10.0,2.0,2.0,,,,1.0,,,,,,,
463067,Georginio Rutter,Forward,Brighton and Hove Albion,France,2024-25,173.0,1.6671,0.0,,,102.0,28.0,3.0,19.0,108.0,344.0,,,72.0,,,1666.0,47.0,136.0,4.0,31.0,111.0,229.0,,4.0,27.1656,,12.0,29.0,126.0,54.0,,45.0,0.0,309.0,17.0,,146.0,66.0,28.0,,,182.0,25.0,237.0,25.0,0.0,,335.0,240.0,27.0,,,84.0,7.0,739.0,3.0,55.0,,2.0,6.0,11.0,1.0,12.0,6.0,4.0722,39.0,30.0,8.0,5.0,4.0,9.0,,1.0,1.0,,83.0,,16.0,1.0,1.0,24.0,3.0,34.0,8.0,71.0,18.0,9.0,15.0,3.0,34.0,10.0,60.0,,16.0,21.0,,4.6442,12.0,20.0,7.0,3.0,3.0,14.0,14.0,,,6.0,,,,6.0,18.0,4.0,4.0,,,1.0,1.0,,,3.0,,,,
