playerId,playerName,position,team,nationality,season,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,aerialDuelsLost,penaltiesConceded,groundDuelsLost,totalFoulsConceded,interceptions,foulAttemptedTackle,successfulCrossesOpenPlay,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,substituteOn,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,homeGoals,rightFootGoals,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,handballsConceded,expectedGoals,blockedShots,oboxBlocked,shotsBlockedInBox,lastPlayerTackle,iboxBlocked,shotsBlockedOutsideBox,shotsOnTargetOutsideBox,ownGoalScored,oboxTarget,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,clearancesOffTheLine,secondGoalAssists,headedGoals,hitWoodwork,foulWonPenalty,unsuccessfulLayoffs,leftFootGoals,otherGoals,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,penaltiesTaken,penaltyGoals
214590,Aaron Wan-Bissaka,Defender,West Ham United,DR Congo,2025-26,1.0003,0.0,,,125.0,25.0,2.0,23.0,172.0,738.0,,,46.0,3.0,,2084.0,83.0,4.0,61.0,542.0,,2.0,38.3231,16.0,13.0,94.0,43.0,59.0,,12.0,0.0,165.0,,319.0,75.0,25.0,,358.0,39.0,119.0,22.0,0.0,,734.0,6.0,319.0,,,237.0,24.0,1352.0,39.0,224.0,,4.0,47.0,47.0,82.0,24.0,,58.0,23.0,40.0,11.0,16.0,,2.0,,33.0,,2.0,1.0,26.0,,1.0,,2.0,16.0,,,47.0,15.0,55.0,20.0,,,10.0,17.0,26.0,32.0,,23.0,16.0,7.0,123.0,166.0,4.0,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
536109,Ollie Scarles,Defender,West Ham United U21,England,2025-26,0.3113,0.0,,,29.0,13.0,,9.0,54.0,275.0,,,14.0,,,659.0,46.0,1.0,39.0,203.0,,2.0,14.7489,5.0,8.0,30.0,16.0,80.0,,7.0,0.0,75.0,,122.0,35.0,13.0,,110.0,15.0,61.0,7.0,0.0,,271.0,4.0,117.0,,,14.0,18.0,500.0,13.0,114.0,,2.0,25.0,16.0,29.0,7.0,,22.0,7.0,13.0,5.0,2.0,,1.0,,30.0,3.0,1.0,,10.0,,1.0,,4.0,3.0,,,14.0,7.0,9.0,8.0,,,8.0,7.0,31.0,7.0,3.0,22.0,2.0,1.0,59.0,46.0,5.0,1.0,0.177,,,,,,,,,,18.0,,18.0,,,,,1.0,,,,,,,,
643473,Airidas Golambeckis,Defender,West Ham United U21,England,2025-26,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602903,Ezra Mayers,Defender,West Ham United U21,England,2025-26,0.4908,0.0,,,7.0,6.0,,,13.0,81.0,,,4.0,,,113.0,4.0,,1.0,64.0,,1.0,3.7573,2.0,1.0,4.0,3.0,32.0,,,0.0,6.0,,36.0,6.0,6.0,,46.0,3.0,2.0,3.0,0.0,,81.0,,17.0,,,6.0,4.0,101.0,3.0,24.0,,0.0,6.0,4.0,2.0,1.0,,1.0,,1.0,,2.0,,,,,,,1.0,1.0,,,,6.0,2.0,,,5.0,3.0,1.0,3.0,,,,,1.0,1.0,,,1.0,,7.0,3.0,,,0.1188,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
551226,Mateus Fernandes,Midfielder,West Ham United,Portugal,2025-26,2.9693,0.0,,,127.0,36.0,4.0,35.0,196.0,1562.0,,,39.0,4.0,,3024.0,199.0,5.0,180.0,1256.0,,5.0,42.7317,33.0,1.0,36.0,50.0,429.0,,49.0,0.0,359.0,,425.0,182.0,36.0,,712.0,45.0,320.0,19.0,0.0,,1438.0,14.0,333.0,,,369.0,110.0,2120.0,11.0,666.0,,7.0,69.0,50.0,160.0,20.0,,140.0,49.0,35.0,30.0,6.0,8.0,2.0,1.7321,103.0,17.0,14.0,60.0,23.0,3.0,,1.0,1.0,12.0,2.0,2.0,59.0,22.0,2.0,40.0,2.0,2.0,36.0,20.0,40.0,52.0,9.0,67.0,28.0,12.0,339.0,4.0,12.0,2.0,1.9994,11.0,8.0,3.0,,3.0,8.0,3.0,,3.0,13.0,4.0,8.0,,,1.0,1.0,,1.0,,,,,,,
572702,Keiber Lamadrid,Midfielder,West Ham United U21,Venezuela,2025-26,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564940,Soungoutou Magassa,Midfielder,West Ham United,France,2025-26,0.3107,0.0,,,61.0,22.0,,11.0,78.0,405.0,,,27.0,,,979.0,73.0,2.0,62.0,308.0,,2.0,20.7598,5.0,1.0,14.0,23.0,99.0,,17.0,0.0,129.0,,116.0,54.0,22.0,,169.0,21.0,102.0,11.0,0.0,,398.0,1.0,109.0,,,132.0,19.0,594.0,8.0,159.0,,4.0,17.0,30.0,56.0,16.0,1.0,40.0,17.0,16.0,11.0,1.0,2.0,,0.9706,40.0,5.0,,9.0,8.0,1.0,,1.0,11.0,1.0,,,29.0,7.0,,16.0,0.0,1.0,19.0,3.0,8.0,9.0,3.0,21.0,5.0,4.0,58.0,4.0,9.0,1.0,0.442,2.0,2.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,
215439,Tomás Soucek,Midfielder,West Ham United U21,Czech Republic,2025-26,0.5298,1.0,,,159.0,35.0,,24.0,200.0,898.0,,,122.0,6.0,,2198.0,136.0,2.0,68.0,664.0,,3.0,38.5501,11.0,4.0,83.0,41.0,219.0,,22.0,0.0,263.0,,297.0,66.0,35.0,,336.0,39.0,141.0,68.0,1.0,,873.0,10.0,262.0,,,226.0,34.0,1230.0,20.0,362.0,,3.0,41.0,51.0,127.0,54.0,,73.0,37.0,16.0,14.0,,14.0,1.0,6.9672,43.0,21.0,1.0,28.0,14.0,5.0,5.0,1.0,11.0,,8.0,8.0,35.0,57.0,,14.0,4.0,2.0,19.0,7.0,14.0,15.0,7.0,24.0,4.0,15.0,156.0,2.0,8.0,2.0,5.6788,5.0,,5.0,,5.0,,1.0,,1.0,,,,1.0,,1.0,1.0,,3.0,1.0,1.0,,,,,
490142,Freddie Potts,Midfielder,West Ham United U21,England,2025-26,1.0697,0.0,,,57.0,22.0,1.0,12.0,87.0,532.0,,,33.0,,,1167.0,65.0,4.0,45.0,418.0,,5.0,23.2312,7.0,3.0,31.0,25.0,151.0,,14.0,0.0,111.0,,175.0,38.0,22.0,,256.0,21.0,78.0,20.0,0.0,,502.0,1.0,137.0,,,149.0,27.0,728.0,14.0,195.0,,1.0,30.0,30.0,46.0,13.0,,33.0,15.0,17.0,8.0,,1.0,,0.4568,29.0,1.0,,7.0,6.0,,,,10.0,6.0,1.0,1.0,19.0,8.0,,12.0,,,12.0,6.0,28.0,11.0,,17.0,2.0,3.0,57.0,3.0,8.0,1.0,0.2121,2.0,,2.0,,2.0,,,,,25.0,5.0,18.0,,,,,,,,,,,,,
630699,Mohamadou Kanté,Midfielder,West Ham United U21,France,2025-26,0.0548,0.0,,,8.0,11.0,,,9.0,31.0,,,3.0,,,67.0,10.0,,8.0,22.0,,,0.9461,1.0,,2.0,1.0,6.0,,1.0,0.0,22.0,,8.0,7.0,11.0,,15.0,1.0,19.0,2.0,0.0,,31.0,,14.0,,,12.0,,57.0,,7.0,,2.0,1.0,,12.0,1.0,,11.0,4.0,,,,,,,6.0,2.0,,,,,,,11.0,,,,3.0,4.0,,2.0,,,2.0,,,4.0,2.0,4.0,1.0,1.0,5.0,,,,0.0943,,,,,,,,,,,,,,,,,,,,,,,,,
518442,Lewis Orford,Midfielder,West Ham United U21,England,2025-26,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450070,Crysencio Summerville,Forward,West Ham United,Netherlands,2025-26,3.4227,0.0,,,103.0,31.0,2.0,29.0,110.0,639.0,,,23.0,4.0,,2480.0,170.0,4.0,163.0,520.0,,4.0,33.9364,26.0,1.0,30.0,42.0,210.0,,67.0,2.0,338.0,,164.0,120.0,31.0,,360.0,38.0,315.0,7.0,0.0,,629.0,23.0,335.0,,,68.0,9.0,1221.0,3.0,183.0,,6.0,7.0,30.0,168.0,16.0,,152.0,49.0,16.0,31.0,7.0,15.0,13.0,4.4927,45.0,33.0,6.0,36.0,23.0,5.0,6.0,4.0,2.0,14.0,7.0,7.0,39.0,116.0,1.0,13.0,1.0,3.0,20.0,54.0,45.0,93.0,18.0,25.0,51.0,4.0,197.0,5.0,15.0,2.0,5.1719,21.0,5.0,16.0,,16.0,5.0,3.0,,3.0,30.0,7.0,20.0,,,1.0,1.0,1.0,3.0,1.0,,,,,,
75115,Callum Wilson,Forward,West Ham United,England,2025-26,0.5499,0.0,,,52.0,32.0,1.0,11.0,55.0,156.0,,,64.0,,,1243.0,50.0,3.0,31.0,100.0,,2.0,19.8453,7.0,,5.0,24.0,45.0,,14.0,2.0,147.0,,36.0,28.0,32.0,,77.0,21.0,83.0,19.0,0.0,,155.0,16.0,154.0,,,36.0,1.0,381.0,,25.0,,1.0,3.0,13.0,97.0,45.0,,52.0,12.0,3.0,3.0,1.0,16.0,1.0,6.837,4.0,28.0,,11.0,4.0,7.0,9.0,4.0,21.0,1.0,7.0,7.0,13.0,85.0,,4.0,3.0,3.0,2.0,14.0,4.0,35.0,12.0,2.0,13.0,2.0,39.0,4.0,9.0,,7.6604,10.0,1.0,9.0,,9.0,1.0,2.0,,2.0,,,,,,2.0,,,2.0,2.0,,,,,,
247670,Valentín Castellanos,Forward,West Ham United,Argentina,2025-26,0.8093,0.0,,,82.0,18.0,,17.0,89.0,250.0,,,63.0,1.0,,1395.0,56.0,1.0,29.0,159.0,,2.0,16.28,12.0,,21.0,16.0,67.0,,16.0,1.0,152.0,,73.0,31.0,18.0,,115.0,15.0,89.0,27.0,0.0,,248.0,7.0,148.0,,,49.0,2.0,453.0,2.0,48.0,,6.0,7.0,18.0,96.0,36.0,,60.0,32.0,6.0,18.0,2.0,22.0,1.0,6.2682,11.0,42.0,2.0,20.0,7.0,6.0,9.0,3.0,1.0,2.0,13.0,13.0,20.0,75.0,2.0,8.0,3.0,3.0,3.0,10.0,7.0,21.0,20.0,8.0,2.0,2.0,61.0,4.0,14.0,1.0,5.804,8.0,2.0,6.0,,6.0,2.0,3.0,,3.0,,,,,,3.0,3.0,,6.0,,,0.0477,1.0,1.0,,
159533,Adama Traoré,Forward,West Ham United,Spain,2025-26,0.5528,0.0,,,21.0,24.0,,1.0,23.0,104.0,,,14.0,,,377.0,23.0,1.0,22.0,80.0,,,4.945,3.0,,2.0,12.0,12.0,,8.0,0.0,64.0,,14.0,14.0,24.0,,64.0,11.0,50.0,1.0,0.0,,104.0,6.0,84.0,,,42.0,1.0,217.0,1.0,22.0,,1.0,2.0,3.0,41.0,13.0,,28.0,7.0,,1.0,5.0,1.0,1.0,0.178,2.0,4.0,1.0,8.0,22.0,,5.0,,23.0,5.0,1.0,1.0,6.0,20.0,,3.0,,,,8.0,22.0,22.0,3.0,2.0,12.0,1.0,36.0,2.0,1.0,1.0,0.1928,3.0,,2.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,
530335,Pablo,Forward,West Ham United,Brazil,2025-26,1.1175,0.0,,,50.0,14.0,1.0,10.0,53.0,201.0,,,63.0,,,826.0,63.0,1.0,42.0,146.0,,2.0,10.2023,13.0,,12.0,12.0,45.0,,8.0,0.0,158.0,,49.0,28.0,14.0,,102.0,11.0,95.0,21.0,0.0,,201.0,4.0,102.0,,,40.0,2.0,365.0,,48.0,,0.0,3.0,13.0,95.0,42.0,,53.0,23.0,4.0,13.0,2.0,3.0,1.0,0.4596,26.0,9.0,3.0,15.0,3.0,,,,4.0,2.0,3.0,3.0,23.0,26.0,,10.0,,,12.0,5.0,3.0,22.0,6.0,14.0,9.0,2.0,67.0,,8.0,,1.0484,3.0,,3.0,,3.0,,,,,,,,,,,,,3.0,,,,,,,
178186,Jarrod Bowen,Forward,West Ham United,England,2025-26,5.2425,0.0,,,179.0,38.0,11.0,38.0,208.0,793.0,,,90.0,6.0,,3405.0,185.0,5.0,152.0,569.0,,6.0,57.8042,34.0,3.0,39.0,63.0,68.0,,49.0,2.0,427.0,,220.0,159.0,38.0,,455.0,58.0,337.0,33.0,0.0,,763.0,51.0,573.0,,,302.0,16.0,1616.0,10.0,157.0,,5.0,29.0,39.0,242.0,57.0,,185.0,19.0,27.0,9.0,13.0,28.0,7.0,7.1437,50.0,50.0,6.0,44.0,77.0,9.0,17.0,4.0,,27.0,13.0,13.0,80.0,165.0,1.0,25.0,5.0,2.0,21.0,65.0,121.0,142.0,22.0,29.0,53.0,7.0,203.0,6.0,6.0,,7.2609,29.0,10.0,19.0,,19.0,10.0,6.0,,6.0,57.0,14.0,42.0,1.0,,1.0,2.0,,4.0,6.0,,0.0728,1.0,1.0,1.0,1.0
616957,Joshua Ajala,Forward,West Ham United U21,England,2025-26,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
