playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,substituteOn,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,totalTackles,putthroughBlockedDistribution,ownGoalScored,tacklesWon,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,totalShots,throughBalls,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,attemptsFromSetPieces,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,iboxTarget,shotsOnTargetInBox,lastPlayerTackle,overruns,offsides,oboxBlocked,shotsOnTargetOutsideBox,oboxTarget,redCards2ndYellow,shotsBlockedOutsideBox,handballsConceded,successfulLayoffs,goalAssists,clearancesOffTheLine,goals,awayGoals,homeGoals,rightFootGoals,setPiecesGoals,leftFootGoals,hitWoodwork,unsuccessfulLayoffs,headedGoals,secondGoalAssists,penaltiesTaken,penaltyGoals,foulWonPenalty
518438,Kaelan Casey,Defender,West Ham United U21,England,2024-25,,,0.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,0.0235,,1.0,,,,,,0.0,1.0,,,,1.0,,,,,1.0,0.0,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536109,Ollie Scarles,Defender,West Ham United U21,England,2024-25,27.0,0.141,0.0,,,31.0,15.0,7.0,59.0,322.0,,,8.0,12.0,1.0,,662.0,6.0,32.0,3.0,,26.0,255.0,,1.0,8.3847,3.0,20.0,9.0,21.0,116.0,,3.0,0.0,59.0,,97.0,34.0,15.0,,132.0,6.0,47.0,6.0,0.0,,318.0,99.0,2.0,,,4.0,5.0,8.0,488.0,5.0,18.0,132.0,5.0,,1.0,28.0,22.0,21.0,17.0,,11.0,1.0,,2.0,1.0,1.0,14.0,,1.0,,9.0,3.0,2.0,1.0,12.0,10.0,5.0,14.0,8.0,,1.0,1.0,2.0,2.0,,11.0,,105.0,29.0,0.1145,,,,,,,1.0,1.0,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,
602903,Ezra Mayers,Defender,West Ham United U21,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224860,Carlos Soler,Midfielder,West Ham United,Spain,2024-25,77.0,1.902,0.0,,,52.0,31.0,14.0,71.0,629.0,,,17.0,23.0,,,1404.0,12.0,53.0,5.0,,42.0,538.0,,3.0,28.0605,1.0,19.0,25.0,65.0,197.0,,19.0,0.0,130.0,,156.0,64.0,31.0,,282.0,20.0,107.0,11.0,0.0,,593.0,136.0,8.0,,,131.0,26.0,20.0,842.0,13.0,9.0,284.0,17.0,,6.0,19.0,24.0,16.0,23.0,,11.0,1.0,0.044,8.0,17.0,4.0,11.0,21.0,8.0,5.0,27.0,,17.0,2.0,13.0,5.0,9.0,26.0,23.0,1.0,2.0,8.0,4.0,6.0,1.0,8.0,12.0,145.0,4.0,1.8529,9.0,2.6774,5.0,5.0,,,,6.0,3.0,3.0,,6.0,,29.0,1.0,,1.0,0.0,1.0,1.0,,,1.0,2.0,,,,,
101178,James Ward-Prowse,Midfielder,Burnley,England,2024-25,49.0,1.8111,1.0,,,55.0,24.0,17.0,73.0,875.0,,,7.0,23.0,4.0,,1440.0,10.0,45.0,5.0,,32.0,769.0,,1.0,12.8964,2.0,19.0,18.0,39.0,244.0,,6.0,0.0,94.0,,250.0,71.0,24.0,,428.0,13.0,71.0,13.0,0.0,,847.0,146.0,2.0,,,269.0,17.0,33.0,1088.0,8.0,8.0,393.0,7.0,,2.0,18.0,22.0,24.0,9.0,,15.0,2.0,0.1329,5.0,10.0,,7.0,42.0,19.0,10.0,12.0,,22.0,1.0,4.0,9.0,3.0,49.0,12.0,3.0,1.0,4.0,6.0,5.0,4.0,13.0,31.0,112.0,1.0,1.6469,6.0,2.5833,4.0,4.0,,,,3.0,,,1.0,3.0,2.0,14.0,2.0,,1.0,1.0,0.0,1.0,,,,,,1.0,,,
224024,Lucas Paquetá,Midfielder,West Ham United,Brazil,2024-25,210.0,3.2945,0.0,,,251.0,33.0,27.0,298.0,1407.0,,,6.0,106.0,3.0,,2384.0,58.0,197.0,11.0,1.0,149.0,1024.0,,2.0,44.6454,7.0,34.0,50.0,152.0,306.0,,62.0,1.0,407.0,,500.0,149.0,33.0,,604.0,39.0,301.0,48.0,0.0,,1344.0,457.0,21.0,,,322.0,53.0,85.0,1933.0,11.0,15.0,512.0,32.0,,10.0,47.0,69.0,66.0,51.0,,37.0,5.0,0.2033,14.0,27.0,18.0,18.0,4.0,7.0,2.0,59.0,2.0,36.0,9.0,25.0,29.0,21.0,22.0,72.0,4.0,9.0,21.0,10.0,4.0,4.0,18.0,2.0,279.0,10.0,5.318,6.0,3.3458,1.0,1.0,,1.0,6.0,5.0,1.0,1.0,,5.0,,92.0,,,4.0,1.0,3.0,1.0,,3.0,,5.0,,,2.0,2.0,
460842,Mohammed Kudus,Midfielder,Tottenham Hotspur,Ghana,2024-25,281.0,2.7009,1.0,,,66.0,32.0,31.0,78.0,769.0,,,1.0,51.0,2.0,,2601.0,40.0,205.0,6.0,,194.0,655.0,,1.0,43.186,1.0,8.0,46.0,241.0,194.0,,64.0,1.0,486.0,,90.0,138.0,32.0,,454.0,40.0,435.0,11.0,1.0,,756.0,413.0,92.0,,,186.0,39.0,36.0,1508.0,16.0,4.0,258.0,20.0,,2.0,12.0,19.0,38.0,52.0,,23.0,21.0,,29.0,46.0,2.0,60.0,1.0,21.0,,141.0,,28.0,18.0,23.0,15.0,98.0,60.0,191.0,,18.0,24.0,24.0,1.0,,4.0,,299.0,3.0,6.9068,22.0,5.774,13.0,13.0,,5.0,18.0,11.0,4.0,4.0,,11.0,6.0,50.0,3.0,,5.0,3.0,2.0,2.0,,1.0,6.0,2.0,2.0,,,,
213999,Edson Álvarez,Midfielder,West Ham United,Mexico,2024-25,111.0,0.8865,1.0,,,101.0,28.0,20.0,133.0,987.0,,,8.0,54.0,,,1781.0,24.0,112.0,4.0,,82.0,817.0,,,30.3807,4.0,41.0,29.0,87.0,290.0,,18.0,0.0,223.0,,282.0,88.0,28.0,,409.0,25.0,169.0,30.0,0.0,,974.0,199.0,14.0,,,269.0,42.0,37.0,1287.0,15.0,11.0,449.0,33.0,,7.0,32.0,45.0,50.0,25.0,,27.0,4.0,,6.0,6.0,3.0,2.0,,4.0,,13.0,,11.0,,15.0,23.0,14.0,2.0,29.0,,,5.0,2.0,8.0,,18.0,,146.0,3.0,0.3847,1.0,0.3543,,,1.0,1.0,4.0,6.0,1.0,1.0,1.0,6.0,1.0,15.0,1.0,,,,,,,,,,,,,,
197024,Guido Rodríguez,Midfielder,West Ham United,Argentina,2024-25,48.0,0.1842,0.0,,,61.0,23.0,16.0,85.0,563.0,,,7.0,18.0,1.0,,1155.0,7.0,62.0,3.0,,51.0,452.0,,,15.8789,1.0,30.0,19.0,41.0,164.0,,12.0,0.0,110.0,,164.0,53.0,23.0,,193.0,16.0,92.0,11.0,0.0,,549.0,101.0,3.0,,,150.0,18.0,26.0,735.0,13.0,9.0,286.0,14.0,,6.0,24.0,38.0,36.0,27.0,,19.0,1.0,,3.0,5.0,1.0,4.0,,1.0,,5.0,,3.0,1.0,14.0,17.0,1.0,4.0,8.0,,1.0,4.0,1.0,9.0,,13.0,,85.0,1.0,0.2272,1.0,0.0138,,,,,2.0,2.0,1.0,1.0,,2.0,1.0,12.0,1.0,,,,,,,,,,,,,,
215439,Tomás Soucek,Midfielder,West Ham United U21,Czech Republic,2024-25,158.0,1.2637,0.0,,,206.0,35.0,30.0,239.0,949.0,,,5.0,176.0,5.0,,2570.0,75.0,176.0,8.0,,75.0,661.0,,3.0,41.3043,5.0,84.0,44.0,83.0,247.0,,25.0,4.0,334.0,,322.0,63.0,35.0,,353.0,36.0,158.0,101.0,0.0,,932.0,295.0,6.0,,,229.0,47.0,49.0,1337.0,10.0,22.0,359.0,23.0,,8.0,33.0,63.0,46.0,46.0,,22.0,2.0,,10.0,45.0,,12.0,,2.0,,109.0,,13.0,8.0,20.0,24.0,6.0,12.0,21.0,,8.0,27.0,7.0,21.0,,20.0,,151.0,3.0,6.9829,18.0,7.1713,9.0,9.0,1.0,,4.0,2.0,,,,2.0,1.0,32.0,1.0,,9.0,6.0,3.0,2.0,,4.0,1.0,2.0,3.0,1.0,,,1.0
229384,Andy Irving,Midfielder,West Ham United,Scotland,2024-25,14.0,0.1327,0.0,,,11.0,10.0,1.0,12.0,120.0,,,9.0,2.0,,,162.0,1.0,10.0,1.0,,9.0,101.0,,,3.3801,,5.0,4.0,13.0,31.0,,1.0,0.0,24.0,,31.0,10.0,10.0,,55.0,3.0,22.0,1.0,0.0,,118.0,19.0,1.0,,,35.0,6.0,7.0,158.0,1.0,1.0,54.0,4.0,,2.0,1.0,4.0,7.0,5.0,,4.0,1.0,,1.0,3.0,1.0,1.0,,1.0,,,,1.0,,4.0,3.0,,1.0,3.0,,,1.0,,1.0,,1.0,,23.0,,0.1212,2.0,0.1157,,,,,,1.0,2.0,2.0,,1.0,,3.0,,,,,,,,,,,,,,,
518442,Lewis Orford,Midfielder,West Ham United U21,England,2024-25,1.0,0.0367,0.0,,,4.0,2.0,,5.0,37.0,,,2.0,1.0,,,47.0,1.0,,,,,32.0,,1.0,1.2876,,,1.0,,13.0,,,0.0,1.0,,3.0,7.0,2.0,,11.0,1.0,,,0.0,,35.0,6.0,,,,12.0,,,43.0,,,22.0,,,0.0,1.0,3.0,,1.0,,,1.0,,,1.0,,,,1.0,,2.0,,2.0,,1.0,,,,,,,1.0,,,,1.0,,9.0,,0.0297,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
450070,Crysencio Summerville,Forward,West Ham United,Netherlands,2024-25,58.0,1.7252,0.0,,,41.0,19.0,7.0,48.0,231.0,,,12.0,14.0,,,780.0,10.0,53.0,1.0,,49.0,180.0,,2.0,16.9251,,6.0,20.0,48.0,64.0,,23.0,0.0,111.0,,52.0,38.0,19.0,,129.0,19.0,97.0,4.0,0.0,,228.0,115.0,13.0,,,41.0,9.0,3.0,417.0,6.0,6.0,63.0,8.0,,2.0,7.0,13.0,13.0,22.0,,7.0,5.0,,6.0,8.0,3.0,8.0,8.0,9.0,4.0,40.0,,16.0,5.0,9.0,6.0,18.0,12.0,34.0,,5.0,3.0,8.0,4.0,,,2.0,74.0,2.0,1.6259,5.0,1.7873,4.0,4.0,,1.0,4.0,1.0,,,,1.0,,7.0,1.0,,1.0,0.0,1.0,1.0,,,2.0,2.0,,,,,
57531,Michail Antonio,Forward,West Ham United U21,Jamaica,2024-25,64.0,0.9266,0.0,,,40.0,14.0,11.0,45.0,154.0,,,3.0,39.0,,,844.0,22.0,35.0,2.0,,18.0,92.0,,2.0,16.5218,2.0,2.0,18.0,42.0,40.0,,7.0,0.0,99.0,,31.0,22.0,14.0,,75.0,16.0,60.0,17.0,0.0,,150.0,143.0,9.0,,,39.0,12.0,17.0,326.0,11.0,3.0,36.0,4.0,,1.0,5.0,5.0,2.0,20.0,,2.0,2.0,,7.0,12.0,3.0,23.0,,2.0,,37.0,4.0,8.0,5.0,6.0,,13.0,23.0,32.0,,5.0,8.0,10.0,,,,,44.0,3.0,2.2199,4.0,0.6123,3.0,3.0,,2.0,4.0,2.0,,,,2.0,3.0,19.0,1.0,,1.0,0.0,1.0,1.0,,,1.0,3.0,,,,,
91889,Niclas Füllkrug,Forward,West Ham United,Germany,2024-25,87.0,0.4227,0.0,,,58.0,18.0,6.0,63.0,196.0,,,12.0,92.0,,,788.0,53.0,50.0,5.0,,11.0,129.0,,,15.7024,,16.0,18.0,34.0,50.0,,6.0,0.0,137.0,,37.0,18.0,18.0,,79.0,13.0,45.0,39.0,0.0,,189.0,96.0,1.0,,,52.0,21.0,4.0,293.0,5.0,1.0,54.0,5.0,,2.0,5.0,9.0,4.0,9.0,,3.0,,,2.0,14.0,,1.0,,,,40.0,,12.0,2.0,1.0,1.0,6.0,1.0,13.0,,2.0,7.0,1.0,,,1.0,,57.0,,2.1693,7.0,3.8882,4.0,4.0,,1.0,10.0,,,,,,,18.0,2.0,,3.0,2.0,1.0,,,1.0,2.0,3.0,2.0,,,,
577114,Luis Guilherme,Forward,West Ham United U21,Brazil,2024-25,11.0,0.1422,0.0,,,3.0,12.0,1.0,4.0,58.0,,,11.0,3.0,,,139.0,1.0,14.0,1.0,,12.0,53.0,,1.0,3.351,,1.0,5.0,10.0,18.0,,4.0,0.0,25.0,,10.0,7.0,12.0,,37.0,4.0,22.0,2.0,0.0,,58.0,20.0,7.0,,,15.0,,1.0,111.0,1.0,,20.0,,,0.0,1.0,2.0,1.0,9.0,,,2.0,,2.0,2.0,,4.0,2.0,3.0,1.0,5.0,,3.0,1.0,7.0,1.0,4.0,5.0,7.0,,1.0,1.0,1.0,,,3.0,1.0,15.0,1.0,0.416,1.0,0.116,1.0,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,
84939,Danny Ings,Forward,West Ham United,England,2024-25,20.0,0.0764,0.0,,,23.0,15.0,1.0,25.0,88.0,,,14.0,18.0,,,270.0,10.0,18.0,1.0,,10.0,62.0,,1.0,4.6253,,4.0,4.0,10.0,18.0,,2.0,0.0,38.0,,23.0,9.0,15.0,,36.0,3.0,20.0,8.0,0.0,,83.0,43.0,4.0,,,16.0,,1.0,151.0,1.0,1.0,27.0,,,0.0,2.0,4.0,4.0,9.0,,2.0,,,4.0,10.0,1.0,3.0,,,,30.0,,4.0,4.0,5.0,2.0,2.0,3.0,8.0,,4.0,5.0,1.0,,,1.0,,31.0,,2.2714,5.0,1.7718,4.0,4.0,,,,,,,,,,5.0,2.0,,1.0,1.0,0.0,1.0,,,1.0,1.0,,,,,1.0
178186,Jarrod Bowen,Forward,West Ham United,England,2024-25,241.0,6.4709,0.0,,,140.0,34.0,34.0,146.0,700.0,,,,60.0,5.0,,2979.0,48.0,148.0,9.0,,136.0,535.0,,2.0,49.6264,1.0,21.0,50.0,193.0,110.0,,51.0,5.0,389.0,,154.0,129.0,34.0,,407.0,41.0,329.0,12.0,0.0,,662.0,460.0,44.0,,,254.0,20.0,19.0,1411.0,7.0,2.0,174.0,13.0,,1.0,6.0,26.0,41.0,62.0,,26.0,10.0,0.0953,28.0,59.0,7.0,50.0,44.0,27.0,16.0,183.0,,43.0,20.0,18.0,15.0,76.0,79.0,153.0,1.0,20.0,22.0,36.0,4.0,1.0,16.0,27.0,182.0,3.0,8.7006,37.0,9.2822,17.0,17.0,,6.0,10.0,8.0,7.0,7.0,,8.0,1.0,26.0,8.0,,13.0,6.0,7.0,,,11.0,1.0,1.0,2.0,1.0,1.0,1.0,
487117,Evan Ferguson,Forward,Brighton and Hove Albion,Ireland,2024-25,40.0,0.4042,0.0,,,19.0,21.0,3.0,22.0,93.0,,,18.0,28.0,,,387.0,19.0,23.0,1.0,,14.0,69.0,,,4.7345,,5.0,9.0,21.0,21.0,,3.0,0.0,63.0,,13.0,18.0,21.0,,38.0,8.0,35.0,9.0,0.0,,87.0,51.0,4.0,,,19.0,4.0,2.0,174.0,3.0,,33.0,2.0,,0.0,3.0,7.0,7.0,4.0,,4.0,,0.0662,6.0,6.0,1.0,,,,,20.0,,5.0,1.0,3.0,3.0,3.0,,14.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,40.0,,0.5408,3.0,0.6442,1.0,1.0,,,,1.0,,,,1.0,,8.0,,,1.0,0.0,1.0,1.0,,,,2.0,,,,,
