element,position,player_code,first_name,second_name,fixture_code,total_points,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,team_code
264,MID,477555,Oscar,Bobb,2645204,2,False,66,0,0,0,3,0,0,0,0,0,0,0,10,9.8,13.8,6.0,3.0,1,2,3,6,1,0.00,0.26,0.26,2.21,55,0,26829,0,0,54
264,MID,477555,Oscar,Bobb,2645213,3,False,67,0,0,1,0,0,0,0,0,0,0,0,8,7.0,12.4,6.0,2.5,1,2,2,5,1,0.00,0.01,0.01,0.26,55,1523,33606,4520,2997,54
264,MID,477555,Oscar,Bobb,2645219,2,False,78,0,0,0,3,0,0,0,0,0,0,0,17,11.2,58.8,53.0,12.3,0,4,0,4,1,0.32,0.65,0.97,1.97,55,-1360,34364,4635,5995,54
264,MID,477555,Oscar,Bobb,2645231,3,False,62,0,0,1,0,0,0,0,0,0,0,0,12,10.0,30.0,4.0,4.4,2,4,1,7,1,0.00,0.13,0.13,0.63,55,-4132,30794,2106,6238,54
