playerId,playerName,position,team,nationality,season,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,penaltiesSaved,savesMadeCaught,aerialDuelsLost,goalsConcededOutsideBox,savesFromPenalty,totalTouchesInOppositionBox,keyPassesAttemptAssists,groundDuelsLost,drops,crossesNotClaimed,interceptions,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,unsuccessfulCrossesOpenPlay,goals,awayGoals,substituteOn,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,rightFootGoals,lastPlayerTackle,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,totalFoulsConceded,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,overruns,successfulLayoffs,offsides,throwInsToOppositionPlayer,goalAssists,foulWonPenalty,cornersTakenInclShortCorners,unsuccessfulLayoffs,headedGoals,clearancesOffTheLine,hitWoodwork,oboxBlocked,shotsOnTargetOutsideBox,successfulCornersIntoBox,oboxTarget,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,handballsConceded,penaltiesConceded,secondGoalAssists,leftFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,setPiecesGoals
432720,James Trafford,Goalkeeper,Manchester City,England,2025-26,0.001,0.0,2.0,2.0,4.0,3.0,4.0,4.0,31.0,118.0,15.0,1.0,1.0,1.0,360.0,5.0,1.0,4.0,74.0,1.0,1.0,8.5347,7.0,6.0,6.0,23.0,14.0,1.0,0.0,5.0,1.0,60.0,35.0,4.0,1.0,3.0,6.0,4.0,1.0,0.0,22.0,96.0,31.0,1.0,1.0,6.0,5.0,35.0,13.0,158.0,18.0,84.0,10.0,0.0,28.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122074,Marcus Bettinelli,Goalkeeper,Manchester City,England,2025-26,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204936,Gianluigi Donnarumma,Goalkeeper,Manchester City,Italy,2025-26,0.1484,0.0,14.0,,19.0,6.0,34.0,34.0,173.0,879.0,105.0,17.0,15.0,1.0,3060.0,22.0,2.0,6.0,578.0,27.0,,34.7727,35.0,43.0,29.0,181.0,78.0,4.0,0.0,24.0,7.0,431.0,235.0,34.0,,56.0,22.0,7.0,16.0,0.0,193.0,706.0,179.0,,2.0,30.0,25.0,267.0,128.0,1160.0,89.0,650.0,56.0,8.0,167.0,57.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171314,Rúben Dias,Defender,Manchester City,Portugal,2025-26,0.6379,0.0,,13.0,,74.0,26.0,24.0,123.0,1752.0,19.0,89.0,11.0,,2140.0,82.0,16.0,24.0,1576.0,,,25.501,7.0,117.0,22.0,507.0,,9.0,1.0,136.0,,540.0,73.0,26.0,7.0,757.0,16.0,47.0,58.0,0.0,19.0,1700.0,139.0,6.0,3.0,,,654.0,53.0,2012.0,17.0,875.0,,3.0,49.0,45.0,54.0,,,31.0,6.0,,8.0,7.0,23.0,,,23.0,3.0,3.0,4.0,0.9207,7.0,1.0,6.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,8.0,1.0,2.0,3.0,3.0,6.0,6.0,3.0,3.0,2.0,17.0,15.0,51.0,5.0,2.0,3.0,0.5644,,,,,,,,,,,,,,,,,,,,,,,,,,,
97299,John Stones,Defender,Manchester City,England,2025-26,0.0876,0.0,,1.0,,14.0,9.0,5.0,20.0,302.0,1.0,13.0,,,439.0,14.0,5.0,3.0,275.0,,1.0,10.0816,,21.0,10.0,65.0,,,0.0,20.0,,102.0,19.0,9.0,,119.0,9.0,7.0,11.0,0.0,1.0,297.0,28.0,1.0,2.0,,,110.0,7.0,351.0,4.0,163.0,,0.0,6.0,8.0,6.0,,,2.0,1.0,,2.0,1.0,4.0,,,3.0,,,,,,,4.0,,,4.0,,,,,3.0,,,,,4.0,1.0,,,1.0,6.0,,25.0,,3.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
126184,Nathan Aké,Defender,Manchester City,Netherlands,2025-26,0.5338,0.0,,8.0,,38.0,18.0,6.0,56.0,496.0,14.0,30.0,3.0,,688.0,34.0,5.0,16.0,433.0,,,10.744,,31.0,9.0,192.0,,8.0,0.0,52.0,,171.0,17.0,18.0,3.0,226.0,8.0,22.0,18.0,0.0,14.0,472.0,68.0,5.0,,,,91.0,7.0,608.0,10.0,217.0,,1.0,18.0,17.0,18.0,,,12.0,1.0,,16.0,7.0,6.0,,,5.0,3.0,2.0,1.0,0.3063,4.0,,1.0,,,12.0,3.0,1.0,1.0,2.0,4.0,,,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,42.0,17.0,2.0,2.0,0.7167,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
209036,Marc Guéhi,Defender,Manchester City,England,2025-26,0.8681,0.0,,46.0,,128.0,35.0,35.0,239.0,2309.0,37.0,158.0,14.0,,3150.0,194.0,22.0,91.0,1993.0,,2.0,14.963,9.0,164.0,35.0,959.0,,38.0,0.0,306.0,,839.0,138.0,35.0,15.0,958.0,28.0,148.0,103.0,0.0,36.0,2208.0,300.0,31.0,7.0,1.0,,394.0,77.0,2808.0,34.0,1115.0,,6.0,111.0,78.0,112.0,,,55.0,7.0,,62.0,15.0,57.0,,,50.0,3.0,8.0,9.0,1.884,24.0,3.0,14.0,3.0,3.0,,3.0,4.0,4.0,3.0,13.0,0.0,2.0,2.0,4.0,14.0,22.0,3.0,15.0,3.0,23.0,25.0,117.0,8.0,,12.0,2.0903,2.0,3.0,,,3.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
448514,Rayan Aït-Nouri,Defender,Manchester City,Algeria,2025-26,2.0228,0.0,,35.0,,44.0,17.0,12.0,57.0,590.0,,23.0,4.0,,976.0,81.0,28.0,67.0,526.0,,1.0,12.146,1.0,18.0,8.0,288.0,,10.0,0.0,144.0,,113.0,49.0,17.0,13.0,351.0,5.0,121.0,14.0,0.0,,580.0,130.0,22.0,22.0,,,34.0,7.0,875.0,11.0,188.0,,2.0,13.0,21.0,63.0,,,9.0,3.0,,27.0,10.0,54.0,,,13.0,3.0,2.0,2.0,0.2062,8.0,1.0,13.0,,,5.0,6.0,1.0,1.0,1.0,10.0,,,,20.0,16.0,32.0,1.0,6.0,8.0,1.0,17.0,155.0,56.0,5.0,9.0,0.5946,2.0,5.0,,7.0,2.0,,7.0,1.0,,,,1.0,1.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,
477424,Josko Gvardiol,Defender,Manchester City,Croatia,2025-26,0.7146,0.0,,18.0,,71.0,18.0,16.0,111.0,1047.0,23.0,53.0,5.0,,1374.0,56.0,20.0,27.0,898.0,,,15.1987,7.0,61.0,13.0,417.0,,7.0,0.0,104.0,,366.0,50.0,18.0,5.0,495.0,10.0,51.0,29.0,0.0,23.0,1010.0,135.0,13.0,2.0,,,191.0,38.0,1249.0,20.0,442.0,,2.0,40.0,41.0,48.0,,,24.0,3.0,,32.0,2.0,24.0,,,15.0,1.0,4.0,6.0,2.5209,13.0,3.0,1.0,2.0,0.0,2.0,1.0,4.0,4.0,1.0,8.0,2.0,1.0,1.0,4.0,1.0,8.0,1.0,7.0,2.0,10.0,16.0,73.0,14.0,4.0,7.0,2.3961,2.0,1.0,,1.0,2.0,,,,1.0,1.0,1.0,3.0,,,,,3.0,1.0,1.0,2.0,,,,,,,
578153,Abdukodir Khusanov,Defender,Manchester City,Uzbekistan,2025-26,0.5682,0.0,,27.0,,51.0,21.0,15.0,89.0,1080.0,3.0,30.0,5.0,,1429.0,55.0,22.0,40.0,950.0,,1.0,18.957,12.0,56.0,13.0,241.0,,6.0,0.0,91.0,,303.0,75.0,21.0,7.0,433.0,12.0,61.0,15.0,0.0,3.0,1064.0,116.0,20.0,7.0,,,469.0,41.0,1304.0,22.0,559.0,,2.0,38.0,40.0,36.0,,,15.0,1.0,,8.0,6.0,21.0,,,33.0,1.0,,1.0,,7.0,,2.0,,,6.0,1.0,1.0,1.0,,9.0,,,2.0,2.0,2.0,4.0,,6.0,,9.0,14.0,67.0,25.0,3.0,5.0,0.6793,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,
