matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
755312,1,2014-08-16 15:00:00,"Boleyn Ground, London",34977,Away,Spurs,West Ham,1,0,W,0,0,1,1,1.0,10.0,4.0,2.0,4.0,1.0,1.0,,,1.0,8.0,7.0,15.0,60.0,482.0,386.0,53.4,19.0,15.0,11.0,27.0,27.0,9.0,3.0,,,5.0,12.0,139.0,4.0,,1.0,,51.0,45.0,12.0,15.0,5.0,5.0,,10.0,12.0,0.0,0.0,,,
755322,2,2014-08-24 13:30:00,"White Hart Lane, London",36109,Home,Spurs,QPR,4,0,W,3,0,0,0,4.0,18.0,5.0,6.0,7.0,3.0,3.0,,1.0,4.0,14.0,10.0,18.0,58.0,686.0,619.0,65.5,24.0,19.0,17.0,15.0,15.0,13.0,1.0,1.0,,3.0,9.0,125.0,1.0,,1.0,,52.0,46.0,7.0,9.0,7.0,7.0,1.0,12.0,6.0,0.0,0.0,,,1.0
755331,3,2014-08-31 13:30:00,"White Hart Lane, London",36130,Home,Spurs,Liverpool,0,3,L,0,1,0,0,,7.0,1.0,4.0,2.0,1.0,,1.0,,,6.0,2.0,21.0,69.0,559.0,478.0,60.4,17.0,15.0,16.0,16.0,16.0,15.0,1.0,1.0,1.0,8.0,15.0,164.0,5.0,3.0,,,51.0,52.0,13.0,4.0,7.0,7.0,,14.0,11.0,0.0,0.0,,,3.0
755341,4,2014-09-13 15:00:00,"Stadium of Light, Sunderland",40799,Away,Spurs,Sunderland,2,2,D,1,1,0,0,2.0,16.0,6.0,4.0,6.0,1.0,2.0,1.0,2.0,,13.0,10.0,20.0,62.0,593.0,515.0,62.0,30.0,25.0,19.0,18.0,18.0,11.0,3.0,,,11.0,24.0,135.0,,2.0,,1.0,70.0,63.0,7.0,12.0,5.0,5.0,,14.0,16.0,0.0,0.0,,,1.0
755351,5,2014-09-21 13:30:00,"White Hart Lane, London",35861,Home,Spurs,West Brom,0,1,L,0,0,0,0,,7.0,1.0,4.0,2.0,,,,,,7.0,3.0,24.0,65.0,512.0,418.0,61.8,13.0,12.0,18.0,26.0,26.0,24.0,1.0,,,8.0,12.0,159.0,3.0,1.0,,,50.0,45.0,15.0,9.0,9.0,9.0,,12.0,7.0,0.0,0.0,,,
755353,6,2014-09-27 17:30:00,"Emirates Stadium, London",59900,Away,Spurs,Arsenal,1,1,D,0,0,0,0,1.0,6.0,4.0,2.0,,1.0,1.0,,,1.0,5.0,3.0,8.0,37.0,279.0,201.0,31.4,23.0,15.0,21.0,44.0,44.0,15.0,7.0,,,16.0,9.0,121.0,5.0,1.0,,,46.0,63.0,9.0,15.0,5.0,5.0,1.0,16.0,7.0,0.0,0.0,,,2.0
755371,7,2014-10-05 14:05:00,"White Hart Lane, London",35564,Home,Spurs,Southampton,1,0,W,1,0,0,0,1.0,9.0,4.0,3.0,2.0,1.0,,1.0,1.0,1.0,8.0,6.0,21.0,64.0,360.0,274.0,46.2,20.0,16.0,23.0,33.0,33.0,16.0,3.0,2.0,,1.0,21.0,175.0,3.0,,1.0,,54.0,58.0,16.0,10.0,10.0,10.0,,15.0,9.0,0.0,0.0,,,6.0
755377,8,2014-10-18 12:45:00,"Etihad Stadium, Manchester",45549,Away,Spurs,Man City,1,4,L,1,2,1,0,1.0,19.0,7.0,4.0,8.0,3.0,1.0,3.0,,1.0,12.0,10.0,10.0,43.0,377.0,287.0,38.3,19.0,17.0,22.0,18.0,18.0,19.0,4.0,,,15.0,9.0,140.0,8.0,4.0,,,56.0,49.0,6.0,6.0,4.0,4.0,,9.0,11.0,0.0,0.0,1.0,,2.0
755390,9,2014-10-26 13:30:00,"White Hart Lane, London",35650,Home,Spurs,Newcastle,1,2,L,1,0,0,0,1.0,18.0,2.0,8.0,8.0,4.0,1.0,3.0,,1.0,11.0,7.0,28.0,90.0,556.0,449.0,66.9,26.0,20.0,11.0,17.0,17.0,15.0,1.0,,1.0,6.0,14.0,193.0,,2.0,,,59.0,59.0,13.0,17.0,10.0,10.0,1.0,9.0,12.0,0.0,0.0,,,1.0
755394,10,2014-11-02 16:00:00,"Villa Park, Birmingham",32049,Away,Spurs,Aston Villa,2,1,W,0,1,0,1,2.0,18.0,7.0,6.0,5.0,2.0,1.0,3.0,,1.0,13.0,9.0,23.0,71.0,510.0,413.0,59.9,19.0,15.0,10.0,35.0,35.0,10.0,2.0,,,2.0,5.0,141.0,,1.0,,,65.0,50.0,17.0,27.0,9.0,9.0,1.0,11.0,13.0,0.0,0.0,,,1.0
755410,11,2014-11-09 13:30:00,"White Hart Lane, London",35699,Home,Spurs,Stoke,1,2,L,0,2,1,0,1.0,14.0,4.0,7.0,3.0,1.0,,1.0,,1.0,10.0,5.0,17.0,59.0,429.0,346.0,60.3,27.0,20.0,18.0,27.0,27.0,15.0,3.0,2.0,,9.0,20.0,149.0,2.0,2.0,,,69.0,75.0,20.0,24.0,5.0,5.0,3.0,20.0,13.0,0.0,0.0,,,1.0
755418,12,2014-11-23 16:00:00,"The MKM Stadium, Hull",23561,Away,Spurs,Hull,2,1,W,0,1,0,1,2.0,23.0,6.0,8.0,9.0,2.0,1.0,2.0,1.0,1.0,19.0,12.0,28.0,79.0,613.0,528.0,72.7,14.0,13.0,8.0,14.0,14.0,15.0,2.0,1.0,,5.0,8.0,146.0,1.0,1.0,,,52.0,53.0,12.0,21.0,9.0,9.0,3.0,9.0,15.0,0.0,0.0,,,1.0
755430,13,2014-11-30 16:00:00,"White Hart Lane, London",35901,Home,Spurs,Everton,2,1,W,2,1,0,0,2.0,13.0,6.0,4.0,3.0,2.0,2.0,2.0,,1.0,10.0,7.0,17.0,42.0,384.0,314.0,38.6,23.0,19.0,23.0,25.0,25.0,18.0,2.0,1.0,,16.0,17.0,125.0,4.0,1.0,,,52.0,62.0,13.0,10.0,3.0,3.0,,15.0,4.0,0.0,0.0,,,2.0
755440,14,2014-12-03 19:45:00,"Stamford Bridge, London",41518,Away,Spurs,Chelsea,0,3,L,0,2,0,0,,10.0,2.0,7.0,1.0,,,,1.0,,9.0,3.0,11.0,52.0,604.0,522.0,61.3,31.0,22.0,15.0,23.0,23.0,20.0,1.0,,1.0,13.0,13.0,139.0,5.0,3.0,,,60.0,46.0,9.0,8.0,6.0,6.0,2.0,9.0,8.0,0.0,0.0,,,2.0
755451,15,2014-12-06 15:00:00,"White Hart Lane, London",35860,Home,Spurs,Crystal Palace,0,0,D,0,0,0,0,,14.0,3.0,8.0,3.0,1.0,,1.0,,,13.0,5.0,19.0,68.0,605.0,501.0,67.6,29.0,18.0,17.0,43.0,43.0,24.0,6.0,,,10.0,19.0,155.0,4.0,,1.0,,73.0,75.0,29.0,24.0,2.0,2.0,,11.0,10.0,0.0,0.0,,,1.0
755461,16,2014-12-14 16:00:00,"Swansea.com Stadium, Swansea",20650,Away,Spurs,Swansea,2,1,W,1,0,0,0,2.0,10.0,4.0,3.0,3.0,,,1.0,,2.0,9.0,6.0,13.0,47.0,422.0,326.0,46.5,26.0,20.0,20.0,33.0,33.0,23.0,6.0,,,11.0,18.0,158.0,2.0,1.0,,,62.0,67.0,21.0,17.0,9.0,9.0,1.0,17.0,7.0,0.0,0.0,,,
755471,17,2014-12-20 15:00:00,"White Hart Lane, London",35681,Home,Spurs,Burnley,2,1,W,2,1,0,0,2.0,23.0,6.0,11.0,6.0,2.0,1.0,1.0,,2.0,20.0,11.0,20.0,63.0,613.0,495.0,65.2,21.0,17.0,19.0,25.0,25.0,15.0,,,,7.0,7.0,167.0,4.0,1.0,,,70.0,41.0,29.0,15.0,9.0,9.0,2.0,9.0,7.0,0.0,0.0,,,2.0
755478,18,2014-12-26 15:00:00,"King Power Stadium, Leicester",31870,Away,Spurs,Leicester,2,1,W,1,0,0,0,2.0,8.0,3.0,4.0,1.0,2.0,1.0,1.0,,1.0,6.0,3.0,9.0,61.0,457.0,344.0,50.4,20.0,14.0,18.0,44.0,44.0,25.0,6.0,,,9.0,15.0,171.0,5.0,1.0,,,56.0,66.0,20.0,23.0,1.0,1.0,1.0,14.0,10.0,0.0,0.0,,,3.0
755491,19,2014-12-28 12:00:00,"White Hart Lane, London",35711,Home,Spurs,Man Utd,0,0,D,0,0,0,0,,9.0,4.0,3.0,2.0,1.0,,1.0,,,6.0,3.0,27.0,64.0,374.0,249.0,48.4,26.0,23.0,19.0,27.0,27.0,16.0,2.0,,,4.0,12.0,198.0,5.0,,1.0,,70.0,60.0,21.0,19.0,3.0,3.0,2.0,11.0,18.0,0.0,0.0,,,1.0
755501,20,2015-01-01 17:30:00,"White Hart Lane, London",35903,Home,Spurs,Chelsea,5,3,W,3,1,0,0,5.0,11.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,7.0,6.0,7.0,55.0,425.0,325.0,46.2,30.0,26.0,26.0,33.0,33.0,20.0,3.0,,1.0,10.0,18.0,168.0,4.0,3.0,,,65.0,68.0,18.0,16.0,5.0,5.0,,14.0,10.0,0.0,0.0,1.0,1.0,1.0
755506,21,2015-01-10 17:30:00,"Selhurst Park, London",24193,Away,Spurs,Crystal Palace,1,2,L,0,0,0,0,1.0,9.0,5.0,3.0,1.0,,,1.0,,1.0,7.0,5.0,18.0,73.0,535.0,426.0,58.4,18.0,12.0,21.0,31.0,31.0,9.0,6.0,,,9.0,22.0,178.0,5.0,2.0,,,55.0,72.0,19.0,21.0,6.0,6.0,,14.0,9.0,0.0,0.0,,,1.0
755521,22,2015-01-17 15:00:00,"White Hart Lane, London",35973,Home,Spurs,Sunderland,2,1,W,1,1,0,0,2.0,26.0,7.0,8.0,11.0,,,,1.0,1.0,17.0,12.0,34.0,66.0,567.0,486.0,64.8,21.0,17.0,11.0,16.0,16.0,13.0,2.0,,,6.0,9.0,143.0,3.0,1.0,,,56.0,48.0,16.0,15.0,6.0,6.0,2.0,14.0,8.0,0.0,0.0,,,3.0
755532,23,2015-01-31 15:00:00,"The Hawthorns, West Bromwich",25079,Away,Spurs,West Brom,3,0,W,2,0,0,0,3.0,14.0,4.0,7.0,3.0,,1.0,,,1.0,8.0,3.0,12.0,53.0,615.0,526.0,62.8,16.0,14.0,17.0,31.0,31.0,16.0,3.0,,,5.0,17.0,143.0,4.0,,1.0,,48.0,58.0,8.0,15.0,3.0,3.0,,13.0,7.0,0.0,0.0,1.0,1.0,1.0
755541,24,2015-02-07 12:45:00,"White Hart Lane, London",35659,Home,Spurs,Arsenal,2,1,W,0,1,0,0,2.0,23.0,8.0,10.0,5.0,,1.0,,,1.0,19.0,11.0,23.0,87.0,482.0,377.0,56.0,21.0,20.0,24.0,30.0,30.0,22.0,1.0,,,11.0,12.0,174.0,2.0,1.0,,,61.0,68.0,18.0,29.0,10.0,10.0,1.0,8.0,12.0,0.0,0.0,,,6.0
755546,25,2015-02-10 20:00:00,"Anfield, Liverpool",44577,Away,Spurs,Liverpool,2,3,L,1,1,0,0,2.0,14.0,5.0,3.0,6.0,2.0,2.0,,,2.0,10.0,8.0,19.0,58.0,411.0,307.0,50.6,24.0,20.0,21.0,22.0,22.0,21.0,4.0,2.0,1.0,13.0,8.0,153.0,4.0,3.0,,,60.0,59.0,18.0,14.0,7.0,7.0,1.0,17.0,11.0,0.0,0.0,,,1.0
755562,26,2015-02-22 12:00:00,"White Hart Lane, London",35837,Home,Spurs,West Ham,2,2,D,0,1,0,0,2.0,27.0,8.0,12.0,7.0,1.0,1.0,2.0,1.0,,18.0,8.0,23.0,71.0,519.0,421.0,64.8,28.0,23.0,13.0,24.0,24.0,15.0,3.0,,,4.0,15.0,160.0,3.0,2.0,,,57.0,58.0,11.0,25.0,7.0,7.0,1.0,6.0,10.0,0.0,0.0,1.0,,2.0
755569,27,2015-03-07 15:00:00,"MATRADE Loftus Road, London",17992,Away,Spurs,QPR,2,1,W,1,0,0,0,2.0,13.0,6.0,6.0,1.0,3.0,2.0,3.0,1.0,2.0,9.0,6.0,24.0,87.0,454.0,337.0,62.5,24.0,18.0,7.0,47.0,47.0,22.0,5.0,1.0,,5.0,17.0,195.0,5.0,1.0,,,71.0,62.0,24.0,21.0,5.0,5.0,1.0,12.0,15.0,0.0,0.0,,,3.0
755582,28,2015-03-04 19:45:00,"White Hart Lane, London",34008,Home,Spurs,Swansea,3,2,W,1,1,0,0,3.0,20.0,7.0,4.0,9.0,3.0,3.0,,,3.0,20.0,16.0,21.0,58.0,631.0,554.0,61.0,20.0,15.0,18.0,21.0,21.0,9.0,3.0,,1.0,6.0,9.0,133.0,3.0,2.0,,,52.0,51.0,17.0,16.0,6.0,6.0,,14.0,7.0,0.0,0.0,,,2.0
755589,29,2015-03-15 16:00:00,"Old Trafford, Manchester",75112,Away,Spurs,Man Utd,0,3,L,0,3,0,0,,5.0,1.0,2.0,2.0,,,,,,2.0,1.0,12.0,45.0,476.0,393.0,48.4,20.0,18.0,15.0,21.0,21.0,18.0,3.0,,1.0,11.0,23.0,154.0,,3.0,,,54.0,64.0,12.0,12.0,2.0,2.0,1.0,10.0,11.0,0.0,0.0,,,4.0
755601,30,2015-03-21 15:00:00,"White Hart Lane, London",35950,Home,Spurs,Leicester,4,3,W,2,1,0,0,4.0,10.0,4.0,5.0,1.0,2.0,2.0,3.0,1.0,,4.0,2.0,13.0,64.0,573.0,460.0,65.8,24.0,21.0,26.0,36.0,36.0,26.0,3.0,,,10.0,22.0,183.0,2.0,3.0,,,65.0,67.0,23.0,18.0,4.0,5.0,,8.0,9.0,0.0,0.0,1.0,1.0,1.0
755604,31,2015-04-05 13:30:00,"Turf Moor, Burnley",18829,Away,Spurs,Burnley,0,0,D,0,0,0,0,,12.0,2.0,8.0,2.0,,,,,,11.0,4.0,10.0,45.0,537.0,421.0,60.0,18.0,14.0,20.0,32.0,32.0,18.0,5.0,2.0,,5.0,14.0,168.0,4.0,,1.0,,63.0,62.0,26.0,33.0,3.0,3.0,,5.0,9.0,0.0,0.0,,,3.0
755620,32,2015-04-11 15:00:00,"White Hart Lane, London",35687,Home,Spurs,Aston Villa,0,1,L,0,1,0,1,,14.0,3.0,9.0,2.0,,,,,,13.0,5.0,13.0,54.0,468.0,368.0,57.0,19.0,14.0,18.0,17.0,17.0,11.0,2.0,,1.0,7.0,18.0,173.0,2.0,1.0,,,64.0,71.0,16.0,21.0,9.0,9.0,1.0,11.0,10.0,0.0,0.0,,,5.0
755631,33,2015-04-19 16:00:00,"St. James' Park, Newcastle",47427,Away,Spurs,Newcastle,3,1,W,1,0,0,0,3.0,14.0,8.0,3.0,3.0,4.0,1.0,3.0,,2.0,9.0,7.0,12.0,57.0,544.0,447.0,61.1,21.0,16.0,14.0,20.0,20.0,25.0,3.0,,,13.0,34.0,180.0,4.0,1.0,,,54.0,83.0,11.0,12.0,3.0,3.0,,13.0,9.0,0.0,0.0,,,5.0
755640,34,2015-04-25 12:45:00,"St. Mary's Stadium, Southampton",31622,Away,Spurs,Southampton,2,2,D,1,1,0,0,2.0,7.0,2.0,2.0,3.0,,,,,2.0,7.0,5.0,18.0,57.0,603.0,497.0,63.8,20.0,15.0,16.0,32.0,32.0,19.0,2.0,,1.0,4.0,11.0,150.0,2.0,2.0,,,52.0,44.0,17.0,15.0,3.0,3.0,,10.0,9.0,0.0,0.0,,,2.0
