matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
803169,1,2015-08-08 12:45:00,"Old Trafford, Manchester",75261,Away,Spurs,Man Utd,0,1,L,0,1,0,0,,9.0,4.0,2.0,3.0,,,1.0,,1.0,,,,7.0,6.0,31.0,58.0,487.0,391.0,50.0,,26.0,25.0,29.0,20.0,13.0,20.0,4.0,1.0,,2.0,13.0,151.0,1.0,1.0,,,1.0,55.0,43.0,11.0,8.0,2.0,2.0,2.0,12.0,12.0,0.0,0.0,,,2.0
803180,2,2015-08-15 15:00:00,"White Hart Lane, London",36004,Home,Spurs,Stoke,2,2,D,2,0,0,0,2.0,13.0,7.0,2.0,4.0,,,4.0,1.0,3.0,,,2.0,9.0,6.0,26.0,61.0,500.0,407.0,53.2,,16.0,11.0,16.0,17.0,11.0,12.0,2.0,1.0,,9.0,8.0,148.0,5.0,2.0,,,,53.0,56.0,17.0,13.0,4.0,4.0,,15.0,11.0,0.0,0.0,,,3.0
803191,3,2015-08-22 15:00:00,"King Power Stadium, Leicester",31971,Away,Spurs,Leicester,1,1,D,0,0,0,0,1.0,19.0,6.0,9.0,4.0,,,2.0,1.0,1.0,,,1.0,16.0,8.0,24.0,73.0,523.0,440.0,65.2,,11.0,8.0,8.0,41.0,34.0,8.0,6.0,1.0,,11.0,12.0,138.0,1.0,1.0,,,,53.0,60.0,25.0,16.0,7.0,7.0,,14.0,7.0,0.0,0.0,,,
803194,4,2015-08-29 17:30:00,"White Hart Lane, London",35865,Home,Spurs,Everton,0,0,D,0,0,0,0,,20.0,6.0,8.0,6.0,,,3.0,,3.0,,,,18.0,11.0,35.0,56.0,440.0,372.0,49.9,,25.0,19.0,13.0,17.0,14.0,14.0,1.0,1.0,,8.0,12.0,129.0,3.0,,,1.0,,54.0,55.0,16.0,11.0,6.0,6.0,,20.0,9.0,0.0,0.0,,,3.0
803211,5,2015-09-13 13:30:00,"Stadium of Light, Sunderland",40303,Away,Spurs,Sunderland,1,0,W,0,0,0,0,1.0,15.0,4.0,6.0,5.0,,,3.0,1.0,2.0,,,1.0,13.0,7.0,34.0,73.0,411.0,327.0,56.1,,26.0,18.0,15.0,31.0,25.0,14.0,5.0,,,8.0,18.0,156.0,2.0,,,1.0,,55.0,65.0,9.0,25.0,8.0,8.0,,12.0,11.0,0.0,0.0,,,
803213,6,2015-09-20 13:30:00,"White Hart Lane, London",35723,Home,Spurs,Crystal Palace,1,0,W,0,0,0,0,1.0,21.0,6.0,6.0,9.0,,,,,,,,1.0,17.0,13.0,26.0,65.0,436.0,358.0,57.1,,32.0,24.0,18.0,27.0,21.0,18.0,4.0,,,10.0,18.0,156.0,4.0,,,1.0,,61.0,68.0,9.0,18.0,6.0,6.0,,9.0,11.0,0.0,0.0,,,3.0
803228,7,2015-09-26 12:45:00,"White Hart Lane, London",35867,Home,Spurs,Man City,4,1,W,1,1,0,0,4.0,15.0,8.0,3.0,4.0,,,2.0,2.0,1.0,1.0,,2.0,10.0,9.0,25.0,65.0,407.0,291.0,46.0,,28.0,16.0,26.0,40.0,35.0,28.0,8.0,1.0,,7.0,14.0,182.0,7.0,1.0,,,,61.0,65.0,15.0,23.0,5.0,5.0,2.0,17.0,5.0,0.0,0.0,,,5.0
803238,8,2015-10-04 16:00:00,"Swansea.com Stadium, Swansea",20845,Away,Spurs,Swansea,2,2,D,1,2,0,0,2.0,19.0,11.0,4.0,4.0,,,1.0,,1.0,,,,15.0,11.0,32.0,62.0,483.0,408.0,54.4,,17.0,17.0,19.0,28.0,20.0,10.0,4.0,,,8.0,6.0,140.0,1.0,2.0,,,1.0,43.0,61.0,5.0,18.0,6.0,6.0,,19.0,8.0,0.0,0.0,,,
803246,9,2015-10-17 12:45:00,"White Hart Lane, London",35926,Home,Spurs,Liverpool,0,0,D,0,0,0,0,,13.0,4.0,4.0,5.0,,,,,,,,,9.0,6.0,26.0,59.0,407.0,304.0,48.5,,41.0,31.0,20.0,36.0,30.0,27.0,5.0,,,12.0,19.0,186.0,3.0,,,1.0,,78.0,74.0,14.0,20.0,8.0,8.0,,15.0,11.0,0.0,0.0,,,2.0
803259,10,2015-10-25 14:05:00,"Vitality Stadium, Bournemouth",11332,Away,Spurs,Bournemouth,5,1,W,3,1,0,0,5.0,15.0,10.0,2.0,3.0,,,1.0,5.0,,1.0,,1.0,8.0,7.0,29.0,60.0,489.0,402.0,54.2,,24.0,17.0,26.0,24.0,19.0,14.0,3.0,,1.0,8.0,19.0,151.0,1.0,1.0,,,,57.0,63.0,19.0,12.0,5.0,5.0,2.0,15.0,8.0,0.0,0.0,1.0,1.0,5.0
