matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,totalOffside
442103,11,2012-11-11 13:30:00,"Etihad Stadium, Manchester",47208,Away,Spurs,Man City,1,2,L,1,0,0,0,1.0,7.0,2.0,4.0,1.0,,,,,1.0,6.0,2.0,18.0,67.0,277.0,184.0,38.1,,19.0,12.0,26.0,38.0,25.0,1.0,2.0,,6.0,14.0,161.0,,2.0,,,53.0,50.0,17.0,21.0,2.0,2.0,2.0,7.0,16.0,0.0,0.0,
442109,12,2012-11-17 12:45:00,"Emirates Stadium, London",60111,Away,Spurs,Arsenal,2,5,L,1,3,1,0,2.0,7.0,3.0,2.0,2.0,,1.0,,,1.0,5.0,3.0,18.0,58.0,303.0,235.0,34.2,8.0,18.0,13.0,17.0,46.0,23.0,3.0,,,10.0,10.0,117.0,2.0,5.0,,,44.0,55.0,7.0,18.0,6.0,6.0,1.0,13.0,12.0,0.0,0.0,2.0
442127,13,2012-11-25 16:00:00,"White Hart Lane, London",36043,Home,Spurs,West Ham,3,1,W,1,0,0,0,3.0,28.0,9.0,13.0,6.0,2.0,2.0,,2.0,3.0,23.0,12.0,15.0,69.0,453.0,388.0,59.4,,10.0,6.0,10.0,42.0,22.0,4.0,1.0,1.0,3.0,11.0,139.0,,1.0,,,39.0,61.0,11.0,32.0,4.0,4.0,1.0,9.0,10.0,0.0,0.0,1.0
442135,14,2012-11-28 19:45:00,"White Hart Lane, London",36162,Home,Spurs,Liverpool,2,1,W,2,0,0,0,2.0,16.0,7.0,7.0,2.0,1.0,1.0,,,1.0,7.0,2.0,8.0,41.0,307.0,240.0,35.0,,37.0,27.0,20.0,55.0,32.0,9.0,1.0,,14.0,10.0,134.0,,1.0,,1.0,74.0,52.0,11.0,14.0,1.0,1.0,1.0,8.0,17.0,0.0,0.0,
442140,15,2012-12-01 15:00:00,"Craven Cottage, London",25426,Away,Spurs,Fulham,3,0,W,0,0,0,0,3.0,10.0,6.0,4.0,,2.0,2.0,,,3.0,9.0,6.0,12.0,54.0,553.0,463.0,54.2,,22.0,20.0,15.0,46.0,28.0,,1.0,,4.0,13.0,157.0,,,1.0,,51.0,57.0,15.0,24.0,1.0,1.0,,10.0,9.0,0.0,0.0,2.0
442151,16,2012-12-09 15:00:00,"Goodison Park, Liverpool",36494,Away,Spurs,Everton,1,2,L,0,0,0,0,1.0,12.0,5.0,1.0,6.0,,,,1.0,1.0,9.0,8.0,22.0,69.0,403.0,324.0,50.4,,22.0,12.0,17.0,48.0,30.0,7.0,,1.0,3.0,14.0,162.0,,2.0,,,52.0,53.0,13.0,17.0,5.0,5.0,1.0,11.0,10.0,0.0,0.0,
442167,17,2012-12-16 13:30:00,"White Hart Lane, London",35783,Home,Spurs,Swansea,1,0,W,0,0,0,0,1.0,29.0,8.0,9.0,12.0,3.0,,3.0,,,25.0,16.0,16.0,64.0,476.0,423.0,49.9,,19.0,17.0,39.0,33.0,15.0,,1.0,,3.0,13.0,127.0,,,1.0,,44.0,46.0,13.0,12.0,9.0,9.0,4.0,13.0,8.0,0.0,0.0,1.0
442175,18,2012-12-22 15:00:00,"White Hart Lane, London",35702,Home,Spurs,Stoke,0,0,D,0,0,0,0,,22.0,5.0,8.0,9.0,2.0,,2.0,,,19.0,11.0,23.0,66.0,433.0,373.0,63.2,,24.0,17.0,14.0,44.0,26.0,1.0,1.0,,6.0,12.0,153.0,,,1.0,,58.0,65.0,16.0,26.0,11.0,11.0,,8.0,11.0,0.0,0.0,1.0
442180,19,2012-12-26 17:30:00,"Villa Park, Birmingham",36863,Away,Spurs,Aston Villa,4,0,W,0,0,0,0,4.0,21.0,9.0,4.0,8.0,6.0,4.0,3.0,,3.0,17.0,13.0,17.0,55.0,486.0,402.0,59.1,,14.0,9.0,15.0,18.0,12.0,,,,13.0,7.0,154.0,,,1.0,,56.0,56.0,9.0,19.0,16.0,16.0,,7.0,11.0,0.0,0.0,1.0
442198,20,2012-12-29 12:45:00,"Stadium of Light, Sunderland",41168,Away,Spurs,Sunderland,2,1,W,0,1,0,0,2.0,17.0,8.0,4.0,5.0,4.0,1.0,5.0,1.0,,13.0,10.0,12.0,69.0,448.0,369.0,55.3,,18.0,12.0,12.0,51.0,26.0,3.0,,,3.0,18.0,178.0,,1.0,,,57.0,56.0,20.0,15.0,8.0,8.0,,16.0,9.0,0.0,0.0,1.0
442205,21,2013-01-01 15:00:00,"White Hart Lane, London",36180,Home,Spurs,Reading,3,1,W,1,1,0,0,3.0,34.0,11.0,11.0,12.0,2.0,,2.0,,3.0,30.0,22.0,20.0,69.0,611.0,544.0,68.0,,13.0,12.0,19.0,32.0,20.0,2.0,,,1.0,9.0,139.0,,1.0,,,43.0,37.0,12.0,10.0,12.0,12.0,,10.0,11.0,0.0,0.0,2.0
442215,22,2013-01-12 12:45:00,"MATRADE Loftus Road, London",18018,Away,Spurs,QPR,0,0,D,0,0,0,0,,18.0,7.0,8.0,3.0,,,1.0,1.0,,11.0,7.0,22.0,87.0,585.0,505.0,61.9,,26.0,20.0,28.0,31.0,12.0,1.0,,,10.0,20.0,165.0,,,1.0,,54.0,56.0,11.0,7.0,6.0,6.0,,9.0,9.0,0.0,0.0,1.0
442225,23,2013-01-20 16:00:00,"White Hart Lane, London",35956,Home,Spurs,Man Utd,1,1,D,0,1,0,0,1.0,25.0,8.0,6.0,11.0,2.0,1.0,1.0,,1.0,15.0,12.0,30.0,64.0,384.0,295.0,51.0,,19.0,12.0,28.0,31.0,16.0,1.0,,,7.0,12.0,174.0,,1.0,,,58.0,47.0,14.0,17.0,9.0,9.0,1.0,8.0,14.0,0.0,0.0,1.0
442232,24,2013-01-30 19:45:00,"Carrow Road, Norwich",26818,Away,Spurs,Norwich,1,1,D,0,1,0,0,1.0,13.0,4.0,3.0,6.0,1.0,,1.0,,1.0,11.0,8.0,19.0,65.0,445.0,361.0,58.4,,14.0,12.0,20.0,53.0,20.0,1.0,,,5.0,19.0,188.0,,1.0,,,45.0,60.0,8.0,12.0,6.0,6.0,,15.0,15.0,0.0,0.0,
442246,25,2013-02-03 13:30:00,"The Hawthorns, West Bromwich",24978,Away,Spurs,West Brom,1,0,W,0,0,0,1,1.0,21.0,7.0,7.0,7.0,,,,,1.0,18.0,14.0,14.0,73.0,610.0,556.0,69.7,,11.0,9.0,19.0,29.0,14.0,,,,3.0,10.0,137.0,,,1.0,,51.0,54.0,16.0,23.0,17.0,17.0,,8.0,9.0,0.0,0.0,2.0
442258,26,2013-02-09 12:45:00,"White Hart Lane, London",36244,Home,Spurs,Newcastle,2,1,W,1,1,0,0,2.0,18.0,5.0,9.0,4.0,1.0,1.0,2.0,,,12.0,7.0,14.0,64.0,426.0,338.0,54.3,,28.0,24.0,20.0,56.0,23.0,4.0,,,5.0,6.0,174.0,,1.0,,,69.0,41.0,20.0,16.0,11.0,11.0,1.0,6.0,11.0,0.0,0.0,4.0
442268,27,2013-02-25 20:00:00,"Boleyn Ground, London",35005,Away,Spurs,West Ham,3,2,W,1,1,0,0,3.0,27.0,13.0,9.0,5.0,3.0,1.0,3.0,2.0,2.0,19.0,15.0,10.0,50.0,468.0,394.0,61.7,,17.0,13.0,11.0,52.0,25.0,5.0,1.0,,6.0,14.0,160.0,,2.0,,,53.0,57.0,15.0,19.0,12.0,12.0,2.0,8.0,12.0,0.0,0.0,2.0
442277,28,2013-03-03 16:00:00,"White Hart Lane, London",36170,Home,Spurs,Arsenal,2,1,W,2,0,0,0,2.0,11.0,4.0,5.0,2.0,3.0,2.0,2.0,,2.0,7.0,3.0,16.0,48.0,337.0,243.0,39.5,14.0,21.0,15.0,17.0,35.0,17.0,5.0,,,12.0,7.0,138.0,1.0,1.0,,,57.0,69.0,17.0,25.0,4.0,4.0,,21.0,13.0,0.0,0.0,5.0
442281,29,2013-03-10 16:00:00,"Anfield, Liverpool",44752,Away,Spurs,Liverpool,2,3,L,1,1,0,0,2.0,16.0,7.0,6.0,3.0,,,,,1.0,12.0,7.0,16.0,77.0,452.0,360.0,53.5,,33.0,24.0,21.0,24.0,13.0,2.0,1.0,3.0,4.0,18.0,179.0,,3.0,,,71.0,52.0,14.0,13.0,4.0,4.0,1.0,9.0,9.0,0.0,0.0,
442297,30,2013-03-17 15:00:00,"White Hart Lane, London",36004,Home,Spurs,Fulham,0,1,L,0,0,0,0,,15.0,3.0,8.0,4.0,1.0,,1.0,,,12.0,6.0,23.0,74.0,503.0,414.0,59.5,,13.0,11.0,18.0,36.0,17.0,,,,7.0,11.0,175.0,,1.0,,,31.0,55.0,7.0,18.0,5.0,5.0,1.0,10.0,5.0,0.0,0.0,1.0
442306,31,2013-03-30 15:00:00,"Swansea.com Stadium, Swansea",20604,Away,Spurs,Swansea,2,1,W,2,0,0,0,2.0,10.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,7.0,9.0,47.0,377.0,294.0,37.3,,24.0,15.0,21.0,50.0,23.0,4.0,,,3.0,16.0,177.0,,1.0,,,56.0,56.0,20.0,13.0,2.0,2.0,,10.0,5.0,0.0,0.0,
442317,32,2013-04-07 14:05:00,"White Hart Lane, London",36192,Home,Spurs,Everton,2,2,D,1,1,0,0,2.0,20.0,7.0,8.0,5.0,1.0,2.0,,2.0,1.0,18.0,11.0,27.0,79.0,516.0,448.0,61.9,,19.0,18.0,22.0,44.0,25.0,1.0,1.0,,4.0,18.0,179.0,,2.0,,,50.0,72.0,14.0,19.0,7.0,7.0,,17.0,8.0,0.0,0.0,2.0
442336,33,2013-04-21 13:30:00,"White Hart Lane, London",36121,Home,Spurs,Man City,3,1,W,0,1,0,0,3.0,11.0,6.0,3.0,2.0,3.0,2.0,1.0,,3.0,8.0,6.0,19.0,65.0,394.0,305.0,45.3,,24.0,19.0,20.0,30.0,13.0,3.0,,,5.0,7.0,174.0,,1.0,,,62.0,55.0,23.0,20.0,4.0,4.0,,12.0,10.0,0.0,0.0,4.0
442321,33,2013-05-08 19:45:00,"Stamford Bridge, London",41581,Away,Spurs,Chelsea,2,2,D,1,2,0,0,2.0,14.0,5.0,7.0,2.0,,,,,2.0,13.0,6.0,14.0,55.0,437.0,366.0,55.9,,21.0,16.0,21.0,44.0,21.0,4.0,1.0,,5.0,20.0,163.0,,2.0,,,51.0,65.0,18.0,15.0,5.0,5.0,1.0,17.0,6.0,0.0,0.0,3.0
442348,35,2013-04-27 15:00:00,"DW Stadium, Wigan",22326,Away,Spurs,Wigan,2,2,D,1,1,0,0,2.0,15.0,3.0,8.0,4.0,,,,1.0,,10.0,3.0,21.0,69.0,525.0,449.0,61.0,,15.0,13.0,15.0,30.0,18.0,,,,4.0,14.0,145.0,,2.0,,,43.0,44.0,13.0,6.0,3.0,3.0,4.0,11.0,12.0,0.0,0.0,5.0
442356,36,2013-05-04 15:00:00,"White Hart Lane, London",36190,Home,Spurs,Southampton,1,0,W,0,0,0,0,1.0,6.0,1.0,3.0,2.0,,,,,1.0,5.0,3.0,18.0,73.0,393.0,299.0,49.5,,18.0,17.0,28.0,43.0,20.0,2.0,,,7.0,12.0,185.0,,,1.0,,44.0,44.0,13.0,7.0,5.0,5.0,,10.0,10.0,0.0,0.0,5.0
442367,37,2013-05-12 13:30:00,"bet365 Stadium, Stoke",27531,Away,Spurs,Stoke,2,1,W,1,1,0,1,2.0,25.0,7.0,8.0,10.0,3.0,1.0,2.0,,1.0,18.0,11.0,19.0,59.0,516.0,456.0,67.3,,11.0,10.0,16.0,53.0,25.0,2.0,1.0,,3.0,14.0,147.0,,1.0,,,37.0,58.0,10.0,25.0,11.0,11.0,2.0,6.0,11.0,0.0,0.0,4.0
442375,38,2013-05-19 16:00:00,"White Hart Lane, London",36063,Home,Spurs,Sunderland,1,0,W,0,0,0,1,1.0,35.0,14.0,7.0,14.0,1.0,,2.0,1.0,1.0,22.0,18.0,24.0,85.0,467.0,382.0,68.2,,18.0,14.0,15.0,37.0,27.0,2.0,1.0,,2.0,12.0,171.0,,,1.0,,73.0,45.0,25.0,14.0,14.0,14.0,2.0,7.0,13.0,0.0,0.0,4.0
