matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside,totalDistance
2444479,1,2024-08-19 20:00:00,"King Power Stadium, Leicester",31977,Away,Spurs,Leicester,1,1,D,1,0,0,0,1.0,15.0,7.0,3.0,5.0,,,2.0,,2.0,,,1.0,12.0,9.0,46.0,70.0,671.0,601.0,70.5,62.0,23.0,13.0,6.0,16.0,16.0,7.0,1.0,,,7.0,11.0,129.0,2.0,1.0,,,,56.0,49.0,9.0,8.0,13.0,13.0,3.0,12.0,11.0,0.0,0.0,,,1.0,
2444488,2,2024-08-24 15:00:00,"Tottenham Hotspur Stadium, London",61357,Home,Spurs,Everton,4,0,W,2,0,0,0,4.0,13.0,7.0,5.0,1.0,,,5.0,3.0,3.0,,,3.0,11.0,7.0,34.0,51.0,609.0,540.0,70.5,33.0,22.0,16.0,4.0,11.0,11.0,5.0,5.0,1.0,,5.0,16.0,128.0,1.0,,,1.0,,55.0,59.0,11.0,14.0,12.0,12.0,,11.0,15.0,0.0,0.0,,,,
2444497,3,2024-09-01 13:30:00,"St. James' Park, Newcastle",52211,Away,Spurs,Newcastle,1,2,L,0,1,0,0,1.0,20.0,6.0,6.0,8.0,,,,,2.0,1.0,,,13.0,10.0,44.0,61.0,500.0,421.0,65.7,50.0,22.0,16.0,7.0,14.0,14.0,13.0,3.0,,,8.0,4.0,140.0,1.0,2.0,,,,61.0,47.0,14.0,11.0,12.0,12.0,2.0,13.0,16.0,0.0,0.0,,,4.0,105782.72
2444508,4,2024-09-15 14:00:00,"Tottenham Hotspur Stadium, London",61645,Home,Spurs,Arsenal,0,1,L,0,0,0,0,,15.0,5.0,4.0,6.0,,,,,,,,,12.0,9.0,39.0,62.0,494.0,437.0,63.7,29.0,20.0,13.0,9.0,24.0,24.0,10.0,3.0,,,12.0,8.0,116.0,3.0,1.0,,,,51.0,59.0,14.0,15.0,7.0,7.0,,13.0,10.0,0.0,0.0,,,2.0,106370.82
2444518,5,2024-09-21 15:00:00,"Tottenham Hotspur Stadium, London",61246,Home,Spurs,Brentford,3,1,W,2,1,0,0,3.0,23.0,10.0,3.0,10.0,,,3.0,2.0,5.0,,,2.0,15.0,12.0,40.0,51.0,434.0,355.0,48.0,61.0,18.0,11.0,17.0,20.0,20.0,7.0,,1.0,,8.0,16.0,149.0,5.0,1.0,,,,50.0,53.0,13.0,7.0,9.0,9.0,,11.0,8.0,0.0,0.0,,,1.0,112969.44
2444526,6,2024-09-29 16:30:00,"Old Trafford, Manchester",73587,Away,Spurs,Man Utd,3,0,W,1,0,0,1,3.0,24.0,10.0,7.0,7.0,,,6.0,3.0,6.0,1.0,,2.0,19.0,13.0,31.0,48.0,636.0,562.0,60.8,45.0,7.0,6.0,11.0,14.0,14.0,15.0,4.0,,,2.0,15.0,123.0,2.0,,,1.0,,36.0,46.0,8.0,6.0,3.0,3.0,2.0,14.0,15.0,0.0,0.0,,,1.0,119812.18
2444533,7,2024-10-06 16:30:00,"American Express Stadium, Falmer",31487,Away,Spurs,Brighton,2,3,L,2,0,0,0,2.0,13.0,3.0,7.0,3.0,,,1.0,1.0,,,,2.0,8.0,4.0,27.0,56.0,526.0,461.0,59.0,32.0,20.0,12.0,7.0,12.0,12.0,8.0,2.0,,1.0,7.0,3.0,115.0,1.0,3.0,,,,55.0,36.0,8.0,8.0,7.0,7.0,2.0,10.0,13.0,0.0,0.0,,,2.0,110198.49
2444548,8,2024-10-19 12:30:00,"Tottenham Hotspur Stadium, London",61381,Home,Spurs,West Ham,4,1,W,1,1,0,1,4.0,22.0,7.0,9.0,6.0,,,1.0,,2.0,1.0,,3.0,19.0,12.0,45.0,58.0,477.0,414.0,57.0,43.0,25.0,16.0,5.0,14.0,14.0,5.0,4.0,,,15.0,15.0,131.0,2.0,1.0,,,,56.0,64.0,9.0,7.0,13.0,13.0,1.0,10.0,15.0,0.0,0.0,,,2.0,
2444555,9,2024-10-27 14:00:00,"Selhurst Park, London",25180,Away,Spurs,Crystal Palace,0,1,L,0,1,0,0,,11.0,3.0,4.0,4.0,,,2.0,,2.0,1.0,,,6.0,5.0,43.0,52.0,517.0,419.0,66.4,25.0,19.0,14.0,10.0,22.0,22.0,8.0,1.0,1.0,1.0,4.0,16.0,166.0,5.0,1.0,,,,59.0,69.0,15.0,21.0,8.0,8.0,,12.0,16.0,0.0,0.0,,,1.0,
2444568,10,2024-11-03 14:00:00,"Tottenham Hotspur Stadium, London",61253,Home,Spurs,Aston Villa,4,1,W,0,1,0,0,4.0,16.0,6.0,8.0,2.0,,,3.0,3.0,,,,3.0,10.0,5.0,34.0,52.0,397.0,354.0,51.1,22.0,17.0,7.0,16.0,17.0,17.0,10.0,3.0,,,14.0,7.0,99.0,1.0,1.0,,,,47.0,58.0,12.0,11.0,6.0,6.0,1.0,14.0,13.0,0.0,0.0,,,,
