playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,penaltiesSaved,savesFromPenalty,crossesNotClaimed,successfulCrossesOpenPlay,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,expectedGoals,expectedGoalsFreekick,blockedShots,goalAssists,goals,awayGoals,shotsOnTargetOutsideBox,shotsBlockedInBox,homeGoals,oboxTarget,lastPlayerTackle,unsuccessfulDribbles,headedGoals,freekickTotal,iboxBlocked,cornersWon,attemptsFromSetPieces,hitWoodwork,foulAttemptedTackle,clearancesOffTheLine,offsides,oboxBlocked,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,secondGoalAssists,overruns,penaltiesConceded,ownGoalScored,handballsConceded,rightFootGoals,leftFootGoals,unsuccessfulLayoffs,foulWonPenalty,redCards2ndYellow,otherGoals,penaltiesTaken,penaltyGoals
116535,Alisson Becker,Goalkeeper,Liverpool,Brazil,2024-25,1.0,0.2207,0.0,11.0,1.0,26.0,1.0,7.0,28.0,28.0,160.0,829.0,80.0,1.0,7.0,9.0,1.0,2509.0,11.0,4.0,1.0,4.0,582.0,18.0,1.0,31.144,1.0,25.0,31.0,29.0,1.0,208.0,78.0,2.0,0.0,12.0,8.0,369.0,219.0,28.0,1.0,50.0,25.0,5.0,7.0,0.0,186.0,683.0,166.0,1.0,22.0,12.0,252.0,87.0,1095.0,1.0,92.0,619.0,47.0,0.0,153.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432987,Vítezslav Jaros,Goalkeeper,Liverpool,Czech Republic,2024-25,,0.003,0.0,,,,,,1.0,,2.0,6.0,1.0,,,,,11.0,,,,,,1.0,,0.0334,,3.0,1.0,,,,1.0,,0.0,,1.0,6.0,3.0,1.0,,4.0,,,,0.0,3.0,4.0,2.0,,,,,4.0,11.0,,1.0,,1.0,0.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200720,Caoimhín Kelleher,Goalkeeper,Brentford,Ireland,2024-25,,,0.0,6.0,,9.0,,1.0,10.0,10.0,93.0,333.0,18.0,,2.0,4.0,1.0,900.0,5.0,1.0,1.0,3.0,207.0,2.0,,,,13.0,3.0,12.0,,94.0,27.0,3.0,0.0,5.0,2.0,171.0,79.0,10.0,,23.0,11.0,3.0,2.0,0.0,56.0,292.0,94.0,1.0,11.0,6.0,68.0,33.0,425.0,,53.0,217.0,16.0,0.0,92.0,21.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464353,Harvey Davies,Goalkeeper,Liverpool,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171287,Joe Gomez,Defender,Liverpool,England,2024-25,13.0,0.0977,0.0,,13.0,,1.0,29.0,9.0,6.0,44.0,416.0,,,13.0,1.0,,519.0,25.0,2.0,5.0,16.0,359.0,,,7.2584,2.0,4.0,19.0,8.0,9.0,103.0,,3.0,0.0,38.0,,139.0,34.0,9.0,3.0,135.0,6.0,25.0,9.0,0.0,,404.0,51.0,,,,131.0,13.0,491.0,2.0,5.0,238.0,,1.0,15.0,17.0,3.0,,,,1.0,2.0,0.509,3.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,2.0,3.0,1.0,2.0,1.0,10.0,6.0,2.0,7.0,43.0,4.0,0.3281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97032,Virgil van Dijk,Defender,Liverpool,Netherlands,2024-25,79.0,0.9758,0.0,,38.0,,1.0,121.0,37.0,37.0,243.0,2922.0,130.0,,165.0,14.0,,3330.0,173.0,4.0,20.0,54.0,2525.0,,1.0,39.1381,11.0,12.0,190.0,38.0,33.0,1104.0,,13.0,1.0,252.0,,974.0,115.0,37.0,18.0,1083.0,34.0,87.0,119.0,0.0,125.0,2706.0,264.0,3.0,5.0,,741.0,154.0,3346.0,,42.0,1596.0,,5.0,122.0,63.0,,,,,,8.0,2.3978,24.0,,1.0,,3.0,3.0,46.0,49.0,,11.0,1.0,7.0,16.0,20.0,16.0,17.0,56.0,103.0,8.0,2.2383,0.0195,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,
204716,Ibrahima Konaté,Defender,Liverpool,France,2024-25,70.0,0.9252,0.0,,40.0,,1.0,107.0,31.0,30.0,184.0,1897.0,,,106.0,11.0,,2565.0,137.0,2.0,22.0,62.0,1668.0,,,28.5051,8.0,4.0,125.0,28.0,39.0,480.0,,20.0,0.0,207.0,,604.0,98.0,31.0,14.0,680.0,26.0,101.0,75.0,0.0,,1856.0,199.0,3.0,,,675.0,45.0,2221.0,6.0,31.0,1033.0,,5.0,77.0,66.0,1.0,,,,,4.0,0.1609,15.0,1.0,,,3.0,3.0,31.0,23.0,,14.0,,4.0,11.0,26.0,15.0,27.0,17.0,138.0,5.0,1.7707,,4.0,2.0,1.0,1.0,,4.0,0.0,,,2.0,1.0,,4.0,3.0,,,5.0,1.0,,,,,,,,,,,,,,,,,,,
214285,Kostas Tsimikas,Defender,Liverpool,Greece,2024-25,35.0,2.3237,0.0,,31.0,,1.0,35.0,18.0,9.0,47.0,525.0,,,13.0,2.0,,833.0,47.0,1.0,12.0,42.0,454.0,,,9.2585,15.0,1.0,17.0,8.0,27.0,166.0,,6.0,0.0,82.0,,216.0,31.0,18.0,11.0,267.0,7.0,69.0,5.0,0.0,,516.0,119.0,5.0,,,28.0,24.0,765.0,5.0,5.0,225.0,,2.0,12.0,14.0,9.0,,,,5.0,2.0,0.4745,3.0,1.0,15.0,14.0,2.0,2.0,8.0,13.0,5.0,3.0,50.0,9.0,1.0,20.0,2.0,9.0,11.0,115.0,58.0,0.3831,,1.0,1.0,,,,,,,,5.0,,,,6.0,,,3.0,,1.0,1.0,41.0,7.0,31.0,1.0,1.0,,,,,,,,,,,,
122798,Andy Robertson,Defender,Liverpool,Scotland,2024-25,67.0,4.2579,1.0,,39.0,,4.0,111.0,33.0,29.0,185.0,1541.0,,,21.0,6.0,,2492.0,61.0,4.0,41.0,54.0,1295.0,,,30.5777,39.0,14.0,42.0,31.0,53.0,632.0,,8.0,0.0,128.0,,561.0,105.0,33.0,17.0,762.0,27.0,107.0,7.0,1.0,,1494.0,376.0,7.0,,,91.0,61.0,2129.0,12.0,40.0,628.0,,3.0,74.0,60.0,4.0,,,,21.0,3.0,1.1217,13.0,3.0,64.0,34.0,3.0,3.0,14.0,54.0,22.0,6.0,113.0,23.0,10.0,22.0,4.0,11.0,21.0,257.0,169.0,1.1736,,2.0,1.0,,,,1.0,,,1.0,10.0,,,1.0,24.0,,1.0,6.0,,3.0,1.0,59.0,12.0,40.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,
611926,Amara Nallo,Defender,Liverpool,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169187,Trent Alexander-Arnold,Defender,Liverpool,England,2024-25,112.0,7.3721,0.0,,72.0,,12.0,187.0,33.0,28.0,360.0,1616.0,,,16.0,4.0,,2377.0,101.0,2.0,53.0,98.0,1130.0,,,27.2243,47.0,14.0,48.0,25.0,99.0,131.0,,9.0,1.0,213.0,,765.0,132.0,33.0,22.0,796.0,23.0,197.0,3.0,0.0,,1558.0,577.0,17.0,,,542.0,126.0,2321.0,16.0,79.0,499.0,,5.0,173.0,89.0,5.0,,,,23.0,8.0,0.7292,27.0,8.0,70.0,39.0,2.0,2.0,13.0,50.0,39.0,17.0,114.0,32.0,19.0,50.0,9.0,11.0,31.0,178.0,153.0,1.88,0.2283,18.0,6.0,3.0,3.0,3.0,7.0,0.0,3.0,,17.0,,3.0,7.0,28.0,3.0,3.0,3.0,,1.0,11.0,55.0,14.0,34.0,11.0,3.0,3.0,,,,2.0,1.0,,,,,,
