matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
803168,1,2015-08-08 17:30:00,"Stamford Bridge, London",41232,Away,Swansea,Chelsea,2,2,D,1,2,0,1,2.0,17.0,10.0,2.0,5.0,2.0,2.0,3.0,1.0,,12.0,10.0,25.0,55.0,399.0,322.0,48.0,22.0,19.0,12.0,29.0,23.0,11.0,2.0,,,14.0,10.0,141.0,2.0,2.0,,1.0,70.0,59.0,21.0,14.0,8.0,8.0,,16.0,15.0,0.0,0.0,1.0,1.0,4.0
803178,2,2015-08-15 15:00:00,"Swansea.com Stadium, Swansea",20678,Home,Swansea,Newcastle,2,0,W,1,0,0,1,2.0,19.0,6.0,6.0,7.0,2.0,1.0,1.0,2.0,2.0,18.0,13.0,24.0,91.0,635.0,586.0,65.8,19.0,17.0,16.0,18.0,11.0,12.0,,,,7.0,3.0,111.0,2.0,,1.0,,42.0,43.0,8.0,6.0,4.0,4.0,1.0,11.0,8.0,0.0,0.0,,,3.0
803190,3,2015-08-22 15:00:00,"Stadium of Light, Sunderland",39198,Away,Swansea,Sunderland,1,1,D,1,0,0,0,1.0,20.0,9.0,6.0,5.0,2.0,,2.0,1.0,1.0,19.0,13.0,31.0,59.0,494.0,410.0,60.7,9.0,6.0,20.0,28.0,23.0,7.0,3.0,,1.0,12.0,15.0,142.0,1.0,1.0,,,51.0,67.0,18.0,22.0,4.0,4.0,2.0,9.0,14.0,0.0,0.0,,,2.0
803196,4,2015-08-30 16:00:00,"Swansea.com Stadium, Swansea",20828,Home,Swansea,Man Utd,2,1,W,0,0,0,0,2.0,9.0,4.0,4.0,1.0,1.0,,1.0,1.0,2.0,7.0,3.0,17.0,67.0,365.0,254.0,35.5,14.0,8.0,21.0,32.0,29.0,18.0,1.0,,,9.0,10.0,150.0,3.0,1.0,,,52.0,58.0,17.0,28.0,,,1.0,6.0,14.0,0.0,0.0,,,3.0
803210,5,2015-09-12 15:00:00,"Vicarage Road, Watford",20057,Away,Swansea,Watford,0,1,L,0,0,0,1,,8.0,3.0,4.0,1.0,1.0,,1.0,,,7.0,3.0,30.0,76.0,515.0,416.0,60.8,8.0,7.0,8.0,39.0,31.0,15.0,4.0,2.0,,5.0,11.0,164.0,5.0,1.0,,,44.0,47.0,20.0,13.0,3.0,3.0,,14.0,11.0,0.0,0.0,,,6.0
803214,6,2015-09-19 15:00:00,"Swansea.com Stadium, Swansea",20805,Home,Swansea,Everton,0,0,D,0,0,0,1,,12.0,3.0,6.0,3.0,,,1.0,,,10.0,6.0,22.0,61.0,407.0,316.0,47.9,21.0,14.0,13.0,22.0,19.0,21.0,8.0,,,10.0,15.0,145.0,1.0,,1.0,,53.0,50.0,13.0,11.0,2.0,2.0,1.0,12.0,11.0,0.0,0.0,,,3.0
803231,7,2015-09-26 15:00:00,"St. Mary's Stadium, Southampton",30704,Away,Swansea,Southampton,1,3,L,0,1,0,0,1.0,11.0,4.0,4.0,3.0,,1.0,1.0,,,7.0,4.0,26.0,67.0,542.0,452.0,58.5,7.0,7.0,15.0,16.0,14.0,19.0,3.0,1.0,,4.0,8.0,143.0,4.0,3.0,,1.0,42.0,50.0,13.0,17.0,3.0,3.0,,14.0,18.0,0.0,0.0,1.0,1.0,3.0
803238,8,2015-10-04 16:00:00,"Swansea.com Stadium, Swansea",20845,Home,Swansea,Spurs,2,2,D,2,1,0,0,2.0,11.0,2.0,5.0,4.0,1.0,,1.0,1.0,1.0,9.0,6.0,25.0,57.0,404.0,315.0,45.6,18.0,14.0,22.0,21.0,16.0,10.0,4.0,1.0,1.0,13.0,9.0,145.0,9.0,2.0,,,61.0,43.0,18.0,5.0,5.0,5.0,1.0,8.0,18.0,0.0,0.0,,,1.0
803249,9,2015-10-19 20:00:00,"Swansea.com Stadium, Swansea",20044,Home,Swansea,Stoke,0,1,L,0,1,0,0,,14.0,2.0,10.0,2.0,,,,1.0,,11.0,4.0,35.0,66.0,548.0,489.0,54.1,18.0,12.0,11.0,21.0,17.0,17.0,1.0,,,6.0,12.0,128.0,1.0,1.0,,,58.0,54.0,12.0,11.0,1.0,1.0,,6.0,14.0,0.0,0.0,,,1.0
803258,10,2015-10-24 15:00:00,"Villa Park, Birmingham",33324,Away,Swansea,Aston Villa,2,1,W,0,0,0,0,2.0,10.0,4.0,5.0,1.0,3.0,1.0,2.0,,1.0,8.0,4.0,21.0,53.0,419.0,317.0,52.1,16.0,11.0,19.0,22.0,17.0,21.0,1.0,,,15.0,8.0,160.0,2.0,1.0,,,54.0,58.0,22.0,22.0,6.0,6.0,1.0,8.0,10.0,0.0,0.0,,,4.0
803262,11,2015-10-31 15:00:00,"Swansea.com Stadium, Swansea",20937,Home,Swansea,Arsenal,0,3,L,0,0,0,0,,7.0,3.0,1.0,3.0,1.0,,1.0,,,5.0,3.0,26.0,49.0,550.0,469.0,54.2,9.0,8.0,9.0,10.0,6.0,26.0,1.0,,1.0,14.0,11.0,139.0,2.0,3.0,,,37.0,54.0,11.0,12.0,4.0,4.0,1.0,12.0,7.0,0.0,0.0,,,5.0
803278,12,2015-11-07 15:00:00,"Carrow Road, Norwich",27029,Away,Swansea,Norwich,0,1,L,0,0,0,0,,8.0,,7.0,1.0,,,,1.0,,8.0,1.0,27.0,72.0,706.0,627.0,67.1,12.0,10.0,13.0,15.0,11.0,11.0,,,,6.0,9.0,122.0,4.0,1.0,,,43.0,35.0,14.0,11.0,2.0,2.0,,7.0,11.0,0.0,0.0,,,2.0
803284,13,2015-11-21 15:00:00,"Swansea.com Stadium, Swansea",20878,Home,Swansea,Bournemouth,2,2,D,2,2,0,0,2.0,11.0,4.0,2.0,5.0,2.0,2.0,1.0,,1.0,10.0,8.0,27.0,67.0,401.0,301.0,42.7,17.0,11.0,20.0,39.0,31.0,28.0,6.0,1.0,1.0,17.0,5.0,161.0,2.0,2.0,,,45.0,54.0,14.0,18.0,4.0,4.0,,8.0,9.0,0.0,0.0,1.0,1.0,
803299,14,2015-11-29 16:15:00,"Anfield, Liverpool",43905,Away,Swansea,Liverpool,0,1,L,0,0,0,0,,9.0,,5.0,4.0,,,,,,7.0,3.0,28.0,49.0,449.0,366.0,46.3,22.0,14.0,24.0,24.0,15.0,23.0,5.0,,,7.0,23.0,157.0,1.0,1.0,,,57.0,46.0,15.0,10.0,7.0,7.0,,6.0,12.0,0.0,0.0,,,1.0
