matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,totalOffside
442106,11,2012-11-10 15:00:00,"St. Mary's Stadium, Southampton",30501,Away,Swansea,Southampton,1,1,D,0,0,0,0,1.0,7.0,3.0,2.0,2.0,,,,,,6.0,4.0,10.0,57.0,489.0,405.0,51.6,,15.0,10.0,16.0,54.0,31.0,5.0,,,6.0,9.0,158.0,,1.0,,,46.0,51.0,17.0,15.0,6.0,6.0,,13.0,11.0,0.0,0.0,2.0
442113,12,2012-11-17 15:00:00,"St. James' Park, Newcastle",49403,Away,Swansea,Newcastle,2,1,W,0,0,0,0,2.0,16.0,7.0,6.0,3.0,3.0,2.0,2.0,,1.0,12.0,7.0,12.0,69.0,406.0,334.0,48.0,,23.0,18.0,13.0,60.0,31.0,6.0,,,11.0,7.0,171.0,,1.0,,,49.0,57.0,16.0,21.0,4.0,4.0,,8.0,8.0,0.0,0.0,2.0
442126,13,2012-11-25 13:30:00,"Swansea.com Stadium, Swansea",20621,Home,Swansea,Liverpool,0,0,D,0,0,0,0,,18.0,2.0,9.0,7.0,,,,,,14.0,7.0,18.0,55.0,522.0,446.0,49.5,,29.0,26.0,29.0,32.0,16.0,5.0,3.0,,13.0,8.0,146.0,,,1.0,,57.0,48.0,11.0,14.0,7.0,7.0,,7.0,10.0,0.0,0.0,
442134,14,2012-11-28 19:45:00,"Swansea.com Stadium, Swansea",20377,Home,Swansea,West Brom,3,1,W,3,1,0,0,3.0,13.0,4.0,5.0,4.0,1.0,2.0,,1.0,2.0,10.0,7.0,15.0,54.0,679.0,622.0,64.7,,16.0,14.0,18.0,32.0,13.0,1.0,,,4.0,12.0,137.0,,1.0,,,43.0,51.0,8.0,15.0,5.0,5.0,,11.0,16.0,0.0,0.0,6.0
442139,15,2012-12-01 15:00:00,"Emirates Stadium, London",60098,Away,Swansea,Arsenal,2,0,W,0,0,0,0,2.0,14.0,7.0,2.0,5.0,4.0,2.0,2.0,,2.0,11.0,10.0,18.0,33.0,564.0,498.0,47.5,17.0,22.0,19.0,13.0,22.0,13.0,3.0,,,10.0,9.0,98.0,5.0,,1.0,,46.0,45.0,6.0,12.0,5.0,5.0,1.0,10.0,12.0,0.0,0.0,6.0
442156,16,2012-12-08 15:00:00,"Swansea.com Stadium, Swansea",20294,Home,Swansea,Norwich,3,4,L,0,3,0,0,3.0,20.0,5.0,11.0,4.0,2.0,2.0,,1.0,2.0,15.0,5.0,30.0,79.0,661.0,596.0,66.8,,11.0,8.0,13.0,33.0,13.0,,,1.0,3.0,2.0,137.0,,4.0,,,37.0,43.0,13.0,10.0,6.0,6.0,,12.0,9.0,0.0,0.0,1.0
442167,17,2012-12-16 13:30:00,"White Hart Lane, London",35783,Away,Swansea,Spurs,0,1,L,0,0,0,0,,3.0,,3.0,,1.0,,1.0,,,2.0,,17.0,47.0,481.0,394.0,50.1,,19.0,13.0,21.0,19.0,7.0,11.0,1.0,,4.0,12.0,150.0,,1.0,,,46.0,44.0,12.0,13.0,3.0,3.0,,8.0,12.0,0.0,0.0,5.0
442174,18,2012-12-23 13:30:00,"Swansea.com Stadium, Swansea",20650,Home,Swansea,Man Utd,1,1,D,1,1,0,0,1.0,14.0,9.0,4.0,1.0,1.0,1.0,1.0,,,11.0,7.0,18.0,43.0,390.0,313.0,40.3,,16.0,14.0,12.0,44.0,21.0,9.0,1.0,,5.0,7.0,147.0,,1.0,,,50.0,56.0,16.0,26.0,3.0,3.0,,11.0,16.0,0.0,0.0,3.0
442186,19,2012-12-26 15:00:00,"Select Car Leasing Stadium, Reading",24050,Away,Swansea,Reading,0,0,D,0,0,0,0,,10.0,2.0,6.0,2.0,1.0,,2.0,,,5.0,3.0,17.0,67.0,631.0,553.0,72.0,,12.0,9.0,12.0,51.0,35.0,2.0,1.0,,,15.0,145.0,,,1.0,,43.0,56.0,10.0,18.0,4.0,4.0,1.0,16.0,15.0,0.0,0.0,1.0
442192,20,2012-12-29 15:00:00,"Craven Cottage, London",25700,Away,Swansea,Fulham,2,1,W,1,0,0,0,2.0,10.0,7.0,1.0,2.0,,1.0,,,1.0,6.0,5.0,10.0,37.0,327.0,243.0,40.6,,18.0,14.0,20.0,58.0,30.0,7.0,,,8.0,9.0,163.0,,1.0,,,50.0,44.0,13.0,11.0,8.0,8.0,,12.0,14.0,0.0,0.0,
442204,21,2013-01-01 15:00:00,"Swansea.com Stadium, Swansea",20406,Home,Swansea,Aston Villa,2,2,D,1,1,0,0,2.0,25.0,6.0,10.0,9.0,4.0,1.0,4.0,2.0,1.0,13.0,9.0,37.0,79.0,587.0,460.0,69.5,,16.0,10.0,15.0,28.0,16.0,2.0,1.0,,4.0,13.0,201.0,,2.0,,,52.0,70.0,14.0,41.0,3.0,3.0,2.0,7.0,15.0,0.0,0.0,2.0
442211,22,2013-01-12 15:00:00,"Goodison Park, Liverpool",35782,Away,Swansea,Everton,0,0,D,0,0,0,0,,4.0,3.0,1.0,,,,,1.0,,4.0,3.0,19.0,56.0,424.0,320.0,44.7,,17.0,14.0,20.0,50.0,21.0,4.0,1.0,,5.0,7.0,180.0,,,1.0,,54.0,65.0,17.0,40.0,1.0,1.0,,10.0,12.0,0.0,0.0,1.0
442224,23,2013-01-19 15:00:00,"Swansea.com Stadium, Swansea",19603,Home,Swansea,Stoke,3,1,W,0,0,0,0,3.0,15.0,3.0,8.0,4.0,5.0,2.0,3.0,,2.0,12.0,5.0,19.0,60.0,515.0,448.0,56.1,,14.0,12.0,17.0,48.0,24.0,2.0,,,4.0,7.0,143.0,,1.0,,,45.0,59.0,13.0,32.0,7.0,7.0,1.0,11.0,9.0,0.0,0.0,2.0
442236,24,2013-01-29 19:45:00,"Stadium of Light, Sunderland",35628,Away,Swansea,Sunderland,0,0,D,0,0,0,0,,17.0,4.0,8.0,5.0,2.0,,2.0,,,16.0,9.0,16.0,52.0,628.0,543.0,63.9,,15.0,11.0,29.0,35.0,26.0,1.0,,,8.0,8.0,144.0,,,1.0,,54.0,60.0,22.0,19.0,4.0,4.0,1.0,12.0,12.0,0.0,0.0,1.0
442247,25,2013-02-02 15:00:00,"Boleyn Ground, London",34962,Away,Swansea,West Ham,0,1,L,0,0,0,0,,10.0,3.0,5.0,2.0,,,,,,5.0,1.0,27.0,68.0,560.0,441.0,64.1,,21.0,15.0,17.0,44.0,23.0,2.0,,,9.0,9.0,198.0,,1.0,,,52.0,72.0,14.0,39.0,3.0,3.0,,10.0,7.0,0.0,0.0,4.0
442257,26,2013-02-09 15:00:00,"Swansea.com Stadium, Swansea",20529,Home,Swansea,QPR,4,1,W,2,0,0,0,4.0,15.0,9.0,2.0,4.0,1.0,3.0,,,2.0,9.0,8.0,14.0,70.0,599.0,514.0,62.5,,17.0,13.0,23.0,23.0,15.0,9.0,,1.0,6.0,8.0,141.0,,1.0,,,45.0,53.0,12.0,21.0,5.0,5.0,,9.0,11.0,0.0,0.0,3.0
442261,27,2013-02-17 15:00:00,"Anfield, Liverpool",44832,Away,Swansea,Liverpool,0,5,L,0,1,0,0,,3.0,2.0,,1.0,,,,,,3.0,3.0,7.0,42.0,459.0,381.0,45.7,,16.0,11.0,25.0,35.0,16.0,9.0,1.0,1.0,13.0,8.0,141.0,,5.0,,,33.0,45.0,6.0,10.0,1.0,1.0,,9.0,7.0,0.0,0.0,3.0
442276,28,2013-03-02 15:00:00,"Swansea.com Stadium, Swansea",20405,Home,Swansea,Newcastle,1,0,W,0,0,0,0,1.0,12.0,6.0,4.0,2.0,2.0,1.0,2.0,,,9.0,6.0,14.0,54.0,567.0,480.0,63.1,,23.0,16.0,13.0,51.0,30.0,3.0,1.0,,8.0,6.0,155.0,,,1.0,,71.0,47.0,18.0,16.0,7.0,7.0,2.0,9.0,17.0,0.0,0.0,1.0
442287,29,2013-03-09 15:00:00,"The Hawthorns, West Bromwich",24832,Away,Swansea,West Brom,1,2,L,1,1,0,0,1.0,11.0,2.0,6.0,3.0,1.0,,1.0,,1.0,8.0,4.0,13.0,67.0,572.0,485.0,55.8,,15.0,8.0,24.0,35.0,16.0,4.0,2.0,,8.0,6.0,154.0,,2.0,,1.0,53.0,50.0,23.0,13.0,3.0,3.0,1.0,10.0,10.0,0.0,0.0,4.0
442296,30,2013-03-16 15:00:00,"Swansea.com Stadium, Swansea",20583,Home,Swansea,Arsenal,0,2,L,0,0,0,0,,9.0,,7.0,2.0,,,,,,8.0,2.0,22.0,45.0,629.0,552.0,56.9,7.0,16.0,9.0,28.0,28.0,16.0,5.0,,,13.0,8.0,114.0,4.0,2.0,,,35.0,42.0,7.0,14.0,3.0,3.0,,3.0,7.0,0.0,0.0,3.0
442306,31,2013-03-30 15:00:00,"Swansea.com Stadium, Swansea",20604,Home,Swansea,Spurs,1,2,L,0,2,0,0,1.0,15.0,3.0,8.0,4.0,2.0,,2.0,1.0,1.0,15.0,7.0,27.0,85.0,639.0,546.0,62.7,,30.0,19.0,25.0,23.0,11.0,1.0,,,7.0,16.0,168.0,,2.0,,,56.0,56.0,13.0,20.0,5.0,5.0,1.0,5.0,10.0,0.0,0.0,4.0
442313,32,2013-04-06 15:00:00,"Carrow Road, Norwich",26372,Away,Swansea,Norwich,2,2,D,1,1,0,0,2.0,18.0,7.0,8.0,3.0,6.0,2.0,4.0,,2.0,16.0,8.0,19.0,68.0,571.0,488.0,65.3,,18.0,13.0,22.0,40.0,13.0,4.0,,1.0,6.0,7.0,168.0,,2.0,,,45.0,61.0,17.0,15.0,5.0,5.0,,16.0,8.0,0.0,0.0,1.0
442328,33,2013-05-07 19:45:00,"DW Stadium, Wigan",18550,Away,Swansea,Wigan,3,2,W,0,1,0,0,3.0,12.0,4.0,4.0,4.0,1.0,1.0,1.0,,2.0,8.0,6.0,12.0,43.0,427.0,354.0,46.7,,24.0,21.0,19.0,28.0,17.0,4.0,,,10.0,11.0,131.0,,2.0,,,52.0,55.0,9.0,13.0,4.0,4.0,1.0,13.0,14.0,0.0,0.0,1.0
442335,34,2013-04-20 15:00:00,"Swansea.com Stadium, Swansea",20561,Home,Swansea,Southampton,0,0,D,0,0,0,0,,14.0,3.0,5.0,6.0,2.0,,2.0,,,10.0,6.0,17.0,60.0,502.0,398.0,54.7,,23.0,15.0,26.0,30.0,18.0,2.0,1.0,,8.0,16.0,187.0,,,1.0,,60.0,65.0,18.0,23.0,7.0,7.0,,13.0,13.0,0.0,0.0,3.0
442341,35,2013-04-28 15:00:00,"Stamford Bridge, London",41780,Away,Swansea,Chelsea,0,2,L,0,2,0,0,,13.0,3.0,5.0,5.0,,,,,,13.0,8.0,18.0,43.0,497.0,432.0,48.2,,15.0,11.0,17.0,39.0,21.0,9.0,,,11.0,8.0,133.0,,2.0,,,38.0,54.0,6.0,16.0,3.0,3.0,,11.0,9.0,0.0,0.0,1.0
442355,35,2013-05-04 15:00:00,"Swansea.com Stadium, Swansea",20242,Home,Swansea,Man City,0,0,D,0,0,0,0,,7.0,1.0,6.0,,1.0,,1.0,,,5.0,1.0,13.0,49.0,388.0,311.0,38.1,,17.0,14.0,29.0,22.0,12.0,5.0,,,7.0,5.0,128.0,,,1.0,,38.0,40.0,7.0,16.0,4.0,4.0,,9.0,10.0,0.0,0.0,2.0
442363,37,2013-05-12 16:00:00,"Old Trafford, Manchester",75572,Away,Swansea,Man Utd,1,2,L,0,1,0,0,1.0,9.0,2.0,5.0,2.0,,,,,1.0,8.0,3.0,12.0,44.0,507.0,435.0,47.9,,7.0,6.0,19.0,29.0,16.0,2.0,,1.0,3.0,6.0,121.0,,2.0,,,19.0,23.0,6.0,2.0,5.0,5.0,,7.0,3.0,0.0,0.0,
442374,38,2013-05-19 16:00:00,"Swansea.com Stadium, Swansea",20365,Home,Swansea,Fulham,0,3,L,0,1,0,0,,27.0,10.0,10.0,7.0,2.0,,2.0,,,21.0,12.0,40.0,74.0,654.0,602.0,64.4,,20.0,11.0,24.0,5.0,4.0,1.0,,,9.0,11.0,124.0,,3.0,,,39.0,50.0,5.0,11.0,8.0,8.0,,12.0,10.0,0.0,0.0,5.0
