fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
168,7,True,2025-12-20T12:30:00Z,2,2,17,Chelsea,44,986,2,2,0,22,0,0,0,3,0,2,5,189,232.8,140.59999999999997,160.0,37,53,13,90,11,2.49,1.4,3.89,13.419999999999998,-1172786,8514858,390440,1563226,53.3,50.4,15,Newcastle,38,15
177,14,False,2025-12-26T20:00:00Z,1,0,18,Man Utd,26,986,0,0,0,11,0,0,0,1,0,3,0,153,153.6,204.2,183.0,19,54,14,57,11,1.1800000000000002,0.9400000000000001,2.1199999999999997,13.969999999999999,38001,8649623,778064,740063,54.1,50.2,15,Newcastle,39,15
183,3,False,2025-12-30T19:30:00Z,1,3,19,Burnley,55,988,3,1,0,11,0,0,0,1,0,2,5,240,295.4,151.40000000000003,203.0,51,52,19,103,11,2.6800000000000006,0.8,3.4800000000000004,11.96,388905,9481474,887382,498477,65.0,50.2,15,Newcastle,39,15
198,8,True,2026-01-04T15:00:00Z,2,0,20,Crystal Palace,74,985,2,1,11,0,0,0,0,1,0,1,6,268,306.6,145.10000000000002,211.0,47,56,16,100,11,2.25,2.0,4.25,7.7,292257,9459492,836587,544330,66.3,50.2,15,Newcastle,39,16
209,11,True,2026-01-07T20:15:00Z,4,3,21,Leeds,61,987,4,4,0,33,0,0,0,3,0,3,4,235,368.4,224.4,210.0,44,47,14,83,11,2.46,1.6500000000000001,4.109999999999999,20.790000000000003,662914,10199045,1201957,539043,80.3,50.2,15,Newcastle,39,16
220,20,False,2026-01-18T14:00:00Z,0,0,22,Wolves,54,987,0,0,11,0,0,0,0,2,0,2,6,229,166.20000000000002,194.9,102.0,30,45,10,59,11,0.95,1.1900000000000002,2.14,3.1899999999999995,415532,10615908,1052242,636710,46.3,50.3,15,Newcastle,39,14
229,2,True,2026-01-25T14:00:00Z,0,2,23,Aston Villa,25,986,0,0,0,22,0,0,0,1,0,6,0,146,205.20000000000002,179.29999999999998,134.0,27,70,24,75,11,2.17,0.9199999999999999,3.0900000000000003,12.739999999999998,-644993,9928594,279621,924614,51.8,50.2,15,Newcastle,39,15
235,12,False,2026-01-31T20:00:00Z,4,1,24,Liverpool,26,985,1,0,0,44,0,0,0,3,0,3,0,62,147.60000000000002,112.39999999999999,83.0,34,47,13,67,11,0.36000000000000004,0.35,0.71,25.080000000000002,-1377146,8535626,175832,1552978,34.3,50.1,15,Newcastle,39,16
249,5,True,2026-02-07T17:30:00Z,2,3,25,Brentford,34,987,2,1,0,33,0,0,0,2,0,3,1,110,222.8,159.7,132.0,38,58,9,73,11,2.24,1.2400000000000002,3.4800000000000004,19.689999999999998,-871370,7719542,183129,1054499,51.4,50.1,15,Newcastle,39,16
259,18,False,2026-02-10T19:30:00Z,1,2,26,Spurs,44,987,2,1,0,11,0,0,0,2,0,1,1,176,253.99999999999997,158.9,239.0,37,46,23,83,11,2.5,1.2200000000000002,3.72,20.380000000000003,-500685,7214566,208462,709147,65.2,50.0,15,Newcastle,39,16
266,13,False,2026-02-21T20:00:00Z,2,1,27,Man City,29,986,1,1,0,22,0,0,0,5,0,5,1,116,216.4,147.90000000000003,157.0,28,50,18,64,11,0.61,0.53,1.1400000000000001,14.870000000000001,-825783,6435640,131403,957186,52.1,49.9,15,Newcastle,39,15
279,9,True,2026-02-28T15:00:00Z,2,3,28,Everton,34,986,2,2,0,33,0,0,0,2,0,2,1,122,220.6,184.29999999999998,152.0,17,46,13,51,11,1.03,0.67,1.7,23.43,-147815,6328050,214925,362740,55.7,49.9,15,Newcastle,39,16
288,14,True,2026-03-04T20:15:00Z,2,1,29,Man Utd,38,944,2,1,0,11,0,0,0,2,1,4,2,173,242.8,124.30000000000001,160.0,44,46,18,91,11,2.49,1.06,3.55,15.440000000000001,-283709,6033187,73100,356809,52.7,49.8,15,Newcastle,39,15
294,7,False,2026-03-14T17:30:00Z,0,1,30,Chelsea,68,987,1,1,11,0,0,0,0,2,0,3,7,244,218.99999999999997,105.6,79.0,43,38,16,75,11,1.4000000000000001,0.6900000000000001,2.09,15.29,-122151,5932517,145330,267481,40.4,49.8,15,Newcastle,39,14
308,17,True,2026-03-22T12:00:00Z,1,2,31,Sunderland,38,984,1,1,0,22,0,0,0,1,0,4,3,169,248.6,170.7,129.0,50,46,13,89,11,1.27,0.8300000000000001,2.1,26.94,1315222,8993641,1429855,114633,54.8,49.9,15,Newcastle,39,17
315,8,False,2026-04-12T13:00:00Z,2,1,32,Crystal Palace,35,989,1,1,1,22,0,0,0,3,0,3,3,130,166.00000000000003,90.69999999999999,91.0,31,52,6,59,11,1.1400000000000001,0.26999999999999996,1.4099999999999997,28.16,-112527,7141826,372990,485517,34.8,49.9,15,Newcastle,39,16
328,4,True,2026-04-18T14:00:00Z,1,2,33,Bournemouth,32,986,1,0,0,22,0,0,0,2,0,1,3,104,166.79999999999998,104.0,158.0,30,43,15,63,11,1.5999999999999999,0.68,2.28,32.85,-231497,6564331,115017,346514,42.9,49.9,15,Newcastle,39,16
331,1,False,2026-04-25T16:30:00Z,1,0,34,Arsenal,29,986,0,0,0,11,0,0,0,2,0,3,0,138,166.0,157.4,96.0,38,43,14,74,11,1.0,0.9700000000000001,1.9700000000000002,5.4,-289107,6488364,121746,410853,41.9,49.9,15,Newcastle,39,15
349,6,True,2026-05-02T14:00:00Z,3,1,35,Brighton,59,988,3,3,0,11,0,0,0,3,0,3,7,224,302.4,128.0,203.0,53,46,11,87,11,3.1599999999999997,1.1800000000000002,4.34,16.83,-263301,6384904,130294,393595,63.3,49.9,15,Newcastle,39,15
357,16,False,2026-05-10T13:00:00Z,1,1,36,Nott'm Forest,43,988,1,1,3,11,0,0,0,0,0,5,3,198,269.6,187.80000000000004,154.0,43,50,17,87,11,1.4699999999999998,1.3100000000000003,2.7799999999999994,12.1,-120100,6264008,145344,265444,61.1,49.8,15,Newcastle,39,15
369,19,True,2026-05-17T16:30:00Z,3,1,37,West Ham,61,985,3,3,0,11,0,0,0,1,0,7,7,287,366.6,211.20000000000002,186.0,26,49,24,76,11,1.7300000000000002,1.62,3.3499999999999996,10.45,162946,6455576,288813,125867,76.4,49.8,15,Newcastle,39,16
374,10,False,2026-05-24T15:00:00Z,2,0,38,Fulham,24,987,0,0,0,22,0,0,0,2,0,4,0,123,167.79999999999998,105.6,70.0,35,42,14,62,11,0.3,0.39,0.69,19.889999999999997,198195,6662499,354369,156174,34.3,49.8,15,Newcastle,39,16
