team_id,team_name,gw,is_home,opponent_id,opponent_name,team_score,opponent_score,difficulty,finished
11,Leeds,9,True,19,West Ham,2,1,2,True
19,West Ham,9,False,11,Leeds,1,2,3,True
7,Chelsea,9,True,17,Sunderland,1,2,2,True
17,Sunderland,9,False,7,Chelsea,2,1,3,True
15,Newcastle,9,True,10,Fulham,2,1,3,True
10,Fulham,9,False,15,Newcastle,1,2,3,True
14,Man Utd,9,True,6,Brighton,4,2,3,True
6,Brighton,9,False,14,Man Utd,2,4,4,True
5,Brentford,9,True,12,Liverpool,3,2,3,True
12,Liverpool,9,False,5,Brentford,2,3,3,True
1,Arsenal,9,True,8,Crystal Palace,1,0,3,True
8,Crystal Palace,9,False,1,Arsenal,0,1,5,True
2,Aston Villa,9,True,13,Man City,1,0,4,True
13,Man City,9,False,2,Aston Villa,0,1,4,True
4,Bournemouth,9,True,16,Nott'm Forest,2,0,3,True
16,Nott'm Forest,9,False,4,Bournemouth,0,2,4,True
20,Wolves,9,True,3,Burnley,2,3,1,True
3,Burnley,9,False,20,Wolves,3,2,2,True
9,Everton,9,True,18,Spurs,0,3,3,True
18,Spurs,9,False,9,Everton,3,0,3,True
