team_id,team_name,gw,is_home,opponent_id,opponent_name,team_score,opponent_score,difficulty,finished
17,Sunderland,34,True,16,Nott'm Forest,0,5,3,True
16,Nott'm Forest,34,False,17,Sunderland,5,0,3,True
10,Fulham,34,True,2,Aston Villa,1,0,3,True
2,Aston Villa,34,False,10,Fulham,0,1,3,True
12,Liverpool,34,True,8,Crystal Palace,3,1,3,True
8,Crystal Palace,34,False,12,Liverpool,1,3,4,True
19,West Ham,34,True,9,Everton,2,1,3,True
9,Everton,34,False,19,West Ham,1,2,3,True
20,Wolves,34,True,18,Spurs,0,1,3,True
18,Spurs,34,False,20,Wolves,1,0,2,True
1,Arsenal,34,True,15,Newcastle,1,0,3,True
15,Newcastle,34,False,1,Arsenal,0,1,5,True
14,Man Utd,34,True,5,Brentford,2,1,3,True
5,Brentford,34,False,14,Man Utd,1,2,4,True
