element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_id,first_name,second_name
1,331,15,10,True,2026-04-25T16:30:00Z,1,0,34,False,90,0,0,1,0,0,0,0,0,0,3,3,31,23.2,0.0,0.0,2.3,1,13,0,0,1,0.00,0.00,0.00,1.00,60,100399,4827695,141673,41274,1,David,Raya Martín
2,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,73,52476,381,308,2,Kepa,Arrizabalaga Revuelta
3,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-61,25821,0,61,3,Karl,Hein
4,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-169,27584,84,253,4,Tommy,Setford
5,331,15,8,True,2026-04-25T16:30:00Z,1,0,34,False,90,0,0,1,0,0,0,0,0,0,0,2,29,27.2,14.5,2.0,4.4,8,2,1,9,1,0.00,0.01,0.01,1.00,71,146121,5933365,182766,36645,5,Gabriel,dos Santos Magalhães
6,331,15,7,True,2026-04-25T16:30:00Z,1,0,34,False,90,0,0,1,0,0,0,0,0,0,0,1,28,14.6,1.9,0.0,1.7,5,3,1,6,1,0.00,0.01,0.01,1.00,61,91649,1955066,109799,18150,6,William,Saliba
7,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,56,-8825,765211,462,9287,7,Riccardo,Calafiori
8,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,61,-239928,2524431,4649,244577,8,Jurriën,Timber
9,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-3,6124,0,3,9,Jakub,Kiwior
10,331,15,1,True,2026-04-25T16:30:00Z,1,0,34,False,9,0,0,0,0,0,0,0,0,0,0,0,3,5.4,0.6,0.0,0.6,1,0,0,1,0,0.00,0.01,0.01,0.06,50,12,182226,598,586,10,Myles,Lewis-Skelly
11,331,15,6,True,2026-04-25T16:30:00Z,1,0,34,False,90,0,0,1,0,0,0,0,0,0,0,0,23,9.4,7.4,0.0,1.7,3,2,0,3,1,0.00,0.03,0.03,1.00,51,1946,67656,2762,816,11,Benjamin,White
13,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,37,1062,74251,1860,798,13,Brayden,Clarke
14,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-21,12078,0,21,14,Maldini,Kacurri
