element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_code,first_name,second_name
1,311,4,1,True,2026-04-11T11:30:00Z,1,2,32,False,90,0,0,0,2,0,0,0,0,0,1,0,8,14.4,0.0,0.0,1.4,0,12,0,0,1,0.00,0.00,0.00,1.19,60,-41455,4440947,123268,164723,154561,David,Raya Martín
2,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,21,48893,375,354,109745,Kepa,Arrizabalaga Revuelta
3,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-85,25957,0,85,463748,Karl,Hein
4,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-246,27762,96,342,551221,Tommy,Setford
5,311,4,4,True,2026-04-11T11:30:00Z,1,2,32,False,90,0,1,0,2,0,0,0,0,0,0,0,12,16.0,0.6,21.0,3.8,7,5,1,8,1,0.08,0.01,0.09,1.19,72,67855,5650544,209462,141607,226597,Gabriel,dos Santos Magalhães
6,311,4,1,True,2026-04-11T11:30:00Z,1,2,32,False,90,0,0,0,2,0,0,0,0,0,0,0,12,16.6,10.8,2.0,2.9,5,2,1,6,1,0.00,0.00,0.00,1.19,61,84679,1804813,123956,39277,462424,William,Saliba
7,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,56,22138,797214,27934,5796,466075,Riccardo,Calafiori
8,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,63,-244192,3245375,59282,303474,445122,Jurriën,Timber
9,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-8,6134,0,8,440854,Jakub,Kiwior
10,311,4,1,True,2026-04-11T11:30:00Z,1,2,32,False,90,0,0,0,2,0,0,0,0,0,0,0,5,14.0,2.3,7.0,2.3,3,3,2,5,1,0.05,0.02,0.07,1.19,50,54,181952,829,775,499169,Myles,Lewis-Skelly
11,311,4,1,True,2026-04-11T11:30:00Z,1,2,32,False,75,0,0,0,2,0,0,0,0,0,0,0,13,20.2,12.3,2.0,3.5,7,3,2,9,1,0.02,0.02,0.04,1.18,51,5055,64600,5897,842,198869,Benjamin,White
13,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,37,682,54447,1197,515,563324,Brayden,Clarke
14,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-15,12120,0,15,588793,Maldini,Kacurri
15,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,37,-107,32186,700,807,499167,Josh,Nichols
16,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,98,-25444,1005576,22081,47525,223340,Bukayo,Saka
17,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,78,440,202428,2372,1932,184029,Martin,Ødegaard
18,311,4,1,True,2026-04-11T11:30:00Z,1,2,32,False,53,0,0,0,1,0,0,0,0,0,0,0,4,3.4,5.9,4.0,1.3,0,0,2,2,1,0.00,0.07,0.07,0.70,68,47,113582,4889,4842,248857,Noni,Madueke
19,311,4,1,True,2026-04-11T11:30:00Z,1,2,32,False,53,0,0,0,1,0,0,0,0,0,0,0,3,1.2,10.8,2.0,1.4,0,1,0,1,1,0.00,0.01,0.01,0.70,68,2959,118993,4731,1772,444145,Gabriel,Martinelli Silva
20,311,4,1,True,2026-04-11T11:30:00Z,1,2,32,False,36,0,0,0,1,0,0,0,0,0,0,0,4,8.0,14.0,6.0,2.8,2,0,0,2,0,0.00,0.01,0.01,0.49,65,-831,102350,4134,4965,116216,Leandro,Trossard
21,311,4,4,True,2026-04-11T11:30:00Z,1,2,32,False,90,0,0,0,2,0,0,0,0,0,0,2,26,20.4,39.3,13.0,7.3,1,4,3,8,1,0.10,0.33,0.43,1.19,73,-65274,3342994,114037,179311,204480,Declan,Rice
22,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-1363,100907,27,1390,195384,Mikel,Merino Zazón
23,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-1,2457,0,1,438098,Fábio,Ferreira Vieira
24,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,51,18,17082,117,99,128295,Christian,Nørgaard
25,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-72,14783,0,72,499175,Ethan,Nwaneri
26,311,4,2,True,2026-04-11T11:30:00Z,1,2,32,False,75,0,0,0,2,0,0,0,0,0,0,0,14,10.6,4.9,4.0,2.0,4,3,3,10,1,0.00,0.01,0.01,1.18,51,-24206,450103,10804,35010,481655,Martín,Zubimendi Ibáñez
28,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-19,12447,0,19,588796,Ismeal,Kabia
29,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-13,6336,0,13,437742,Albert,Sambi Lokonga
30,311,4,1,True,2026-04-11T11:30:00Z,1,2,32,False,53,0,0,0,1,0,0,0,0,0,0,0,-5,1.0,1.3,14.0,1.6,2,3,2,7,1,0.96,0.01,0.97,0.70,73,3556,63824,5443,1887,219847,Kai,Havertz
31,311,4,1,True,2026-04-11T11:30:00Z,1,2,32,False,14,0,0,0,0,0,0,0,0,0,0,0,5,6.4,11.5,21.0,3.9,0,0,0,0,0,0.08,0.04,0.12,0.01,64,-1502,43855,701,2203,205651,Gabriel,Fernando de Jesus
266,311,4,1,True,2026-04-11T11:30:00Z,1,2,32,False,36,0,0,0,1,0,0,0,0,0,0,0,8,6.8,12.4,0.0,1.9,0,4,1,5,0,0.00,0.08,0.08,0.49,72,-22547,1010343,10437,32984,232413,Eberechi,Eze
662,311,4,1,True,2026-04-11T11:30:00Z,1,2,32,False,14,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0.9,0.0,0.4,1,1,0,1,0,0.00,0.01,0.01,0.01,53,1186,19970,1559,373,500040,Cristhian,Mosquera
666,311,4,5,True,2026-04-11T11:30:00Z,1,2,32,False,90,1,0,0,2,0,0,0,1,0,0,0,6,26.2,3.1,36.0,6.5,0,0,0,0,1,1.02,0.01,1.03,1.19,88,55438,1547887,83677,28239,224117,Viktor,Gyökeres
700,311,4,1,True,2026-04-11T11:30:00Z,1,2,32,False,36,0,0,0,1,0,0,0,0,0,0,0,4,3.0,15.1,10.0,2.8,0,0,0,0,0,0.00,0.10,0.10,0.49,42,14349,88321,18803,4454,616077,Max,Dowman
711,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,0,2025,25,25,646243,Andre,Harriman-Annous
725,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,51,-12405,96674,5775,18180,448104,Piero,Hincapié
759,311,4,0,True,2026-04-11T11:30:00Z,1,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,1,2792,56,55,616065,Marli,Salmon
32,318,16,0,False,2026-04-12T13:00:00Z,1,1,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,51,654,625249,27961,27307,98980,Emiliano,Martínez Romero
33,318,16,3,False,2026-04-12T13:00:00Z,1,1,32,False,90,0,0,0,1,0,0,0,0,0,4,0,14,25.4,0.0,0.0,2.5,1,9,0,0,1,0.00,0.00,0.00,1.15,42,-227,48274,125,352,72147,Marco,Bizot
34,318,16,0,False,2026-04-12T13:00:00Z,1,1,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-69,11472,0,69,462492,Joe,Gauci
35,318,16,0,False,2026-04-12T13:00:00Z,1,1,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-6,1057,0,6,462381,Filip,Marschall
36,318,16,1,False,2026-04-12T13:00:00Z,1,1,32,False,90,0,0,0,1,0,0,0,1,0,0,0,5,11.6,4.3,13.0,2.9,4,2,0,4,1,0.03,0.02,0.05,1.15,47,-23761,1099357,31043,54804,199796,Matty,Cash
37,318,16,2,False,2026-04-12T13:00:00Z,1,1,32,False,77,0,0,0,1,0,0,0,0,0,0,0,16,22.8,30.8,4.0,5.8,4,3,4,8,1,0.00,0.07,0.07,1.15,45,2976,204600,6861,3885,101188,Lucas,Digne
