team_id,team_name,gw,is_home,opponent_id,opponent_name,team_score,opponent_score,difficulty,finished
6,Brighton,10,True,11,Leeds,3,0,2,True
11,Leeds,10,False,6,Brighton,0,3,4,True
3,Burnley,10,True,1,Arsenal,0,2,4,True
1,Arsenal,10,False,3,Burnley,2,0,2,True
8,Crystal Palace,10,True,5,Brentford,2,0,3,True
5,Brentford,10,False,8,Crystal Palace,0,2,3,True
10,Fulham,10,True,20,Wolves,3,0,1,True
20,Wolves,10,False,10,Fulham,0,3,3,True
16,Nott'm Forest,10,True,14,Man Utd,2,2,3,True
14,Man Utd,10,False,16,Nott'm Forest,2,2,3,True
18,Spurs,10,True,7,Chelsea,0,1,3,True
7,Chelsea,10,False,18,Spurs,1,0,3,True
12,Liverpool,10,True,2,Aston Villa,2,0,3,True
2,Aston Villa,10,False,12,Liverpool,0,2,4,True
19,West Ham,10,True,15,Newcastle,3,1,3,True
15,Newcastle,10,False,19,West Ham,1,3,3,True
13,Man City,10,True,4,Bournemouth,3,1,3,True
4,Bournemouth,10,False,13,Man City,1,3,5,True
17,Sunderland,10,True,9,Everton,1,1,3,True
9,Everton,10,False,17,Sunderland,1,1,3,True
