element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_code,first_name,second_name
1,141,2,2,False,2025-12-06T12:30:00Z,2,1,15,False,90,0,0,0,2,0,0,0,0,0,4,0,13,35.2,0.0,0.0,3.5,0,7,0,0,1,0.00,0.00,0.00,2.16,59,124671,4221133,152709,28038,154561,David,Raya Martín
2,141,2,0,False,2025-12-06T12:30:00Z,2,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,42,-794,53294,378,1172,109745,Kepa,Arrizabalaga Revuelta
3,141,2,0,False,2025-12-06T12:30:00Z,2,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-609,31205,0,609,463748,Karl,Hein
4,141,2,0,False,2025-12-06T12:30:00Z,2,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,1145,33152,1858,713,551221,Tommy,Setford
5,141,2,0,False,2025-12-06T12:30:00Z,2,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,63,-307592,2091264,2230,309822,226597,Gabriel,dos Santos Magalhães
6,141,2,0,False,2025-12-06T12:30:00Z,2,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-110815,1426855,4518,115333,462424,William,Saliba
7,141,2,1,False,2025-12-06T12:30:00Z,2,1,15,False,85,0,0,0,1,0,0,0,1,0,0,0,2,6.6,3.1,6.0,1.6,3,2,3,6,1,0.00,0.01,0.01,1.36,58,61352,1918268,91476,30124,466075,Riccardo,Calafiori
8,141,2,3,False,2025-12-06T12:30:00Z,2,1,15,False,90,0,0,0,2,0,0,0,0,0,0,0,7,24.0,1.8,4.0,3.0,7,4,3,10,1,0.23,0.01,0.24,2.16,64,90726,4349352,166824,76098,445122,Jurriën,Timber
9,141,2,0,False,2025-12-06T12:30:00Z,2,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-29,6415,0,29,440854,Jakub,Kiwior
10,141,2,1,False,2025-12-06T12:30:00Z,2,1,15,False,4,0,0,0,1,0,0,0,0,0,0,0,-1,1.0,0.0,0.0,0.1,0,0,0,0,0,0.00,0.00,0.00,0.80,51,-2823,191484,1316,4139,499169,Myles,Lewis-Skelly
11,141,2,1,False,2025-12-06T12:30:00Z,2,1,15,False,90,0,0,0,2,0,0,0,0,0,0,0,18,24.0,17.6,23.0,6.5,2,5,3,5,1,0.32,0.26,0.58,2.16,53,12245,65366,13299,1054,198869,Benjamin,White
13,141,2,0,False,2025-12-06T12:30:00Z,2,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,38,708,63522,2122,1414,563324,Brayden,Clarke
14,141,2,0,False,2025-12-06T12:30:00Z,2,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-216,14017,0,216,588793,Maldini,Kacurri
15,141,2,0,False,2025-12-06T12:30:00Z,2,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,38,25,24472,519,494,499167,Josh,Nichols
16,141,2,4,False,2025-12-06T12:30:00Z,2,1,15,False,78,0,1,0,1,0,0,0,1,0,0,0,18,12.6,46.3,36.0,9.5,0,5,2,7,1,0.58,0.31,0.89,1.32,101,21121,2285578,103575,82454,223340,Bukayo,Saka
17,141,2,2,False,2025-12-06T12:30:00Z,2,1,15,False,90,0,0,0,2,0,0,0,0,0,0,0,21,25.8,36.2,27.0,8.9,1,7,2,10,1,0.14,0.15,0.29,2.16,78,3917,179420,6090,2173,184029,Martin,Ødegaard
18,141,2,1,False,2025-12-06T12:30:00Z,2,1,15,False,11,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.3,4.0,0.4,0,0,0,0,0,0.05,0.00,0.05,0.84,68,1599,77951,3562,1963,248857,Noni,Madueke
19,141,2,1,False,2025-12-06T12:30:00Z,2,1,15,False,4,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.80,68,1842,108054,4357,2515,444145,Gabriel,Martinelli Silva
