element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_code,first_name,second_name
1,41,13,2,True,2025-09-21T15:30:00Z,1,1,5,False,90,0,0,0,1,0,0,0,0,0,2,0,13,21.4,0.0,0.0,2.1,1,6,0,0,1,0.00,0.01,0.01,0.89,55,-9786,2762632,98100,107886,154561,David,Raya Martín
2,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-5570,71572,689,6259,109745,Kepa,Arrizabalaga Revuelta
3,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-3824,47871,0,3824,463748,Karl,Hein
4,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,1405,27540,3043,1638,551221,Tommy,Setford
5,41,13,2,True,2025-09-21T15:30:00Z,1,1,5,False,90,0,0,0,1,0,0,0,0,0,0,0,13,19.6,2.3,0.0,2.2,7,1,1,8,1,0.00,0.01,0.01,0.89,61,45804,2599245,134864,89060,226597,Gabriel,dos Santos Magalhães
6,41,13,2,True,2025-09-21T15:30:00Z,1,1,5,False,90,0,0,0,1,0,0,0,0,0,0,0,15,22.0,3.0,4.0,2.9,5,8,4,9,1,0.13,0.02,0.15,0.89,60,-198404,1469699,9735,208139,462424,William,Saliba
7,41,13,2,True,2025-09-21T15:30:00Z,1,1,5,False,90,0,0,0,1,0,0,0,0,0,0,0,7,3.6,6.2,19.0,2.9,2,6,3,5,1,0.14,0.05,0.19,0.89,57,75801,1636657,156708,80907,466075,Riccardo,Calafiori
8,41,13,1,True,2025-09-21T15:30:00Z,1,1,5,False,79,0,0,0,1,0,0,0,1,0,0,0,16,17.0,13.9,8.0,3.9,1,3,7,8,1,0.00,0.05,0.05,0.65,57,239054,1494975,300378,61324,445122,Jurriën,Timber
9,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-1312,8209,0,1312,440854,Jakub,Kiwior
10,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,53,-32509,263244,3125,35634,499169,Myles,Lewis-Skelly
11,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-7097,56808,1137,8234,198869,Benjamin,White
13,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-2412,60908,2185,4597,563324,Brayden,Clarke
14,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,2388,24750,4159,1771,588793,Maldini,Kacurri
15,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-316,20662,1031,1347,499167,Josh,Nichols
16,41,13,1,True,2025-09-21T15:30:00Z,1,1,5,False,45,0,0,0,0,0,0,0,0,0,0,0,7,5.6,32.3,7.0,4.5,0,3,0,3,0,0.04,0.21,0.25,0.34,98,-95794,415767,1687,97481,223340,Bukayo,Saka
17,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,79,-69806,245860,2332,72138,184029,Martin,Ødegaard
18,41,13,1,True,2025-09-21T15:30:00Z,1,1,5,False,45,0,0,0,1,0,0,0,0,0,0,0,-2,0.4,1.7,29.0,3.1,0,2,0,2,1,0.15,0.01,0.16,0.55,70,25843,206030,50089,24246,248857,Noni,Madueke
19,41,13,7,True,2025-09-21T15:30:00Z,1,1,5,False,10,1,0,0,0,0,0,0,0,0,0,1,22,33.0,0.3,17.0,5.0,0,0,0,0,0,0.16,0.00,0.16,0.25,69,-9879,116281,3506,13385,444145,Gabriel,Martinelli Silva
20,41,13,2,True,2025-09-21T15:30:00Z,1,1,5,False,83,0,0,0,1,0,0,0,0,0,0,0,13,7.6,4.3,17.0,2.9,2,1,1,4,1,0.14,0.07,0.21,0.89,69,-407,31485,1557,1964,116216,Leandro,Trossard
21,41,13,3,True,2025-09-21T15:30:00Z,1,1,5,False,90,0,0,0,1,0,0,0,0,0,0,1,22,18.8,37.0,0.0,5.6,1,6,2,9,1,0.00,0.16,0.16,0.89,65,-86541,1005474,33687,120228,204480,Declan,Rice
22,41,13,1,True,2025-09-21T15:30:00Z,1,1,5,False,45,0,0,0,1,0,0,0,0,0,0,0,6,8.8,17.3,0.0,2.6,2,4,1,7,1,0.00,0.03,0.03,0.55,59,5709,63562,14232,8523,195384,Mikel,Merino Zazón
23,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-554,3289,0,554,438098,Fábio,Ferreira Vieira
24,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-2153,21646,499,2652,128295,Christian,Nørgaard
25,41,13,1,True,2025-09-21T15:30:00Z,1,1,5,False,6,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.4,0.0,0.1,0,1,0,1,0,0.00,0.00,0.00,0.00,53,-1145,22320,1243,2388,499175,Ethan,Nwaneri
26,41,13,2,True,2025-09-21T15:30:00Z,1,1,5,False,90,0,0,0,1,0,0,0,0,0,0,0,13,8.6,19.0,12.0,4.0,2,3,0,5,1,0.05,0.04,0.09,0.89,54,207243,445650,236749,29506,481655,Martín,Zubimendi Ibáñez
28,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-3382,21723,0,3382,588796,Ismeal,Kabia
29,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1683,10333,0,1683,437742,Albert,Sambi Lokonga
30,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,73,-4105,47388,111,4216,219847,Kai,Havertz
31,41,13,0,True,2025-09-21T15:30:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,-226,4603,81,307,205651,Gabriel,Fernando de Jesus
266,41,13,4,True,2025-09-21T15:30:00Z,1,1,5,False,45,0,1,0,0,0,0,0,0,0,0,0,16,24.6,16.6,21.0,6.2,1,2,1,4,0,0.14,0.23,0.37,0.34,75,38534,1431073,141011,102477,232413,Eberechi,Eze
662,41,13,1,True,2025-09-21T15:30:00Z,1,1,5,False,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,1,0,0,0,0.00,0.00,0.00,0.00,54,6647,26595,9049,2402,500040,Cristhian,Mosquera
