element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_code,first_name,second_name
1,360,19,9,False,2026-05-10T15:30:00Z,0,1,36,False,90,0,0,1,0,0,0,0,0,0,3,2,29,23.2,0.0,0.0,2.3,3,5,0,0,1,0.00,0.00,0.00,1.15,61,61638,4628597,106155,44517,154561,David,Raya Martín
2,360,19,0,False,2026-05-10T15:30:00Z,0,1,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-78,48996,239,317,109745,Kepa,Arrizabalaga Revuelta
3,360,19,0,False,2026-05-10T15:30:00Z,0,1,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-71,25713,0,71,463748,Karl,Hein
4,360,19,0,False,2026-05-10T15:30:00Z,0,1,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-235,27047,71,306,551221,Tommy,Setford
5,360,19,11,False,2026-05-10T15:30:00Z,0,1,36,False,90,0,0,1,0,0,0,0,0,0,0,3,32,30.6,1.2,16.0,4.8,11,3,1,12,1,0.30,0.01,0.31,1.15,72,73102,5900073,116094,42992,226597,Gabriel,dos Santos Magalhães
6,360,19,5,False,2026-05-10T15:30:00Z,0,1,36,False,90,0,0,1,0,0,0,0,1,0,0,0,26,22.2,3.2,8.0,3.3,6,5,2,8,1,0.00,0.16,0.16,1.15,62,58691,2052330,86995,28304,462424,William,Saliba
7,360,19,1,False,2026-05-10T15:30:00Z,0,1,36,False,45,0,0,0,0,0,0,0,0,0,0,0,-1,0.4,1.4,15.0,1.7,0,3,0,0,1,0.21,0.02,0.23,0.15,56,12761,778387,15691,2930,466075,Riccardo,Calafiori
8,360,19,0,False,2026-05-10T15:30:00Z,0,1,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-188023,2108069,173,188196,445122,Jurriën,Timber
9,360,19,0,False,2026-05-10T15:30:00Z,0,1,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-5,6113,0,5,440854,Jakub,Kiwior
10,360,19,6,False,2026-05-10T15:30:00Z,0,1,36,False,90,0,0,1,0,0,0,0,0,0,0,0,23,6.4,5.1,2.0,1.4,1,1,0,1,1,0.00,0.02,0.02,1.15,50,5886,188603,6517,631,499169,Myles,Lewis-Skelly
