element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_code,first_name,second_name
1,327,13,1,False,2026-04-19T15:30:00Z,2,1,33,False,90,0,0,0,2,0,0,0,0,0,2,0,8,21.0,0.0,0.0,2.1,2,8,0,0,1,0.00,0.00,0.00,1.36,60,-121948,4135968,28089,150037,154561,David,Raya Martín
2,327,13,0,False,2026-04-19T15:30:00Z,2,1,33,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-106,49062,224,330,109745,Kepa,Arrizabalaga Revuelta
3,327,13,0,False,2026-04-19T15:30:00Z,2,1,33,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-57,25886,0,57,463748,Karl,Hein
4,327,13,0,False,2026-04-19T15:30:00Z,2,1,33,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-218,27573,73,291,551221,Tommy,Setford
5,327,13,0,False,2026-04-19T15:30:00Z,2,1,33,False,90,0,0,0,2,0,0,0,1,0,0,0,2,22.6,0.2,5.0,2.8,6,3,1,7,1,0.02,0.01,0.03,1.36,71,-171715,5104085,58425,230140,226597,Gabriel,dos Santos Magalhães
6,327,13,3,False,2026-04-19T15:30:00Z,2,1,33,False,90,0,0,0,2,0,0,0,0,0,0,0,13,23.8,2.5,0.0,2.6,8,2,2,10,1,0.00,0.02,0.02,1.36,61,-41281,1726037,27928,69209,462424,William,Saliba
7,327,13,0,False,2026-04-19T15:30:00Z,2,1,33,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,56,-20043,773117,812,20855,466075,Riccardo,Calafiori
8,327,13,0,False,2026-04-19T15:30:00Z,2,1,33,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,62,-421063,2706001,3728,424791,445122,Jurriën,Timber
9,327,13,0,False,2026-04-19T15:30:00Z,2,1,33,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-6,6128,0,6,440854,Jakub,Kiwior
10,327,13,0,False,2026-04-19T15:30:00Z,2,1,33,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-189,181911,527,716,499169,Myles,Lewis-Skelly
