element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_code,first_name,second_name
1,361,3,6,True,2026-05-18T19:00:00Z,1,0,37,False,90,0,0,1,0,0,0,0,0,0,0,0,20,2.2,0.0,0.0,0.2,0,5,0,0,1,0.00,0.01,0.01,0.19,61,116618,4755793,140005,23387,154561,David,Raya Martín
2,361,3,0,True,2026-05-18T19:00:00Z,1,0,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-155,48842,134,289,109745,Kepa,Arrizabalaga Revuelta
3,361,3,0,True,2026-05-18T19:00:00Z,1,0,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-60,25659,0,60,463748,Karl,Hein
4,361,3,0,True,2026-05-18T19:00:00Z,1,0,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-190,26848,51,241,551221,Tommy,Setford
5,361,3,6,True,2026-05-18T19:00:00Z,1,0,37,False,90,0,0,1,0,0,0,0,0,0,0,0,22,6.8,1.1,3.0,1.1,3,1,1,4,1,0.00,0.04,0.04,0.19,73,128753,6041173,140618,11865,226597,Gabriel,dos Santos Magalhães
6,361,3,8,True,2026-05-18T19:00:00Z,1,0,37,False,90,0,0,1,0,0,0,0,0,0,0,2,27,19.6,1.8,0.0,2.1,7,2,0,7,1,0.00,0.01,0.01,0.19,62,184367,2243493,202504,18137,462424,William,Saliba
7,361,3,8,True,2026-05-18T19:00:00Z,1,0,37,False,71,0,0,1,0,0,0,0,0,0,0,2,27,11.8,33.3,6.0,5.1,1,1,0,1,1,0.00,0.13,0.13,0.19,56,-3149,773900,6444,9593,466075,Riccardo,Calafiori
8,361,3,0,True,2026-05-18T19:00:00Z,1,0,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-75691,2037142,168,75859,445122,Jurriën,Timber
9,361,3,0,True,2026-05-18T19:00:00Z,1,0,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-3,6110,0,3,440854,Jakub,Kiwior
10,361,3,1,True,2026-05-18T19:00:00Z,1,0,37,False,17,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0,1,0,0,0,0.00,0.00,0.00,0.00,50,60414,250081,61473,1059,499169,Myles,Lewis-Skelly
11,361,3,0,True,2026-05-18T19:00:00Z,1,0,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,51,-12302,70701,1789,14091,198869,Benjamin,White
13,361,3,0,True,2026-05-18T19:00:00Z,1,0,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,37,-30,58016,910,940,563324,Brayden,Clarke
14,361,3,0,True,2026-05-18T19:00:00Z,1,0,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-21,12026,0,21,588793,Maldini,Kacurri
15,361,3,0,True,2026-05-18T19:00:00Z,1,0,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,37,-383,30755,153,536,499167,Josh,Nichols
16,361,3,10,True,2026-05-18T19:00:00Z,1,0,37,False,90,0,1,1,0,0,0,0,0,0,0,2,27,24.4,18.7,24.0,6.7,2,6,5,13,1,0.20,0.29,0.49,0.19,100,253236,1705530,266079,12843,223340,Bukayo,Saka
17,361,3,3,True,2026-05-18T19:00:00Z,1,0,37,False,90,0,0,1,0,0,0,0,0,0,0,0,10,6.8,18.7,7.0,3.3,0,3,0,3,1,0.21,0.09,0.30,0.19,78,7073,217028,8547,1474,184029,Martin,Ødegaard
18,361,3,0,True,2026-05-18T19:00:00Z,1,0,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,68,-1210,102955,935,2145,248857,Noni,Madueke
19,361,3,1,True,2026-05-18T19:00:00Z,1,0,37,False,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,2.0,0.2,0,1,0,1,0,0.00,0.00,0.00,0.00,68,-788,114140,574,1362,444145,Gabriel,Martinelli Silva
20,361,3,3,True,2026-05-18T19:00:00Z,1,0,37,False,90,0,0,1,0,0,0,0,0,0,0,0,12,0.8,14.3,7.0,2.2,0,4,0,4,1,0.08,0.11,0.18,0.19,65,156428,264730,158681,2253,116216,Leandro,Trossard
21,361,3,5,True,2026-05-18T19:00:00Z,1,0,37,False,90,0,0,1,0,0,0,0,0,0,0,0,19,24.6,6.3,4.0,3.5,4,7,5,16,1,0.00,0.04,0.04,0.19,72,47183,3183415,131026,83843,204480,Declan,Rice
22,361,3,0,True,2026-05-18T19:00:00Z,1,0,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,53,-409,97769,14,423,195384,Mikel,Merino Zazón
23,361,3,0,True,2026-05-18T19:00:00Z,1,0,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-2,2444,0,2,438098,Fábio,Ferreira Vieira
