gameweek,matchId,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,attLfTarget,bigChanceScored,ballRecovery,attGoalLowLeft,savedObox,attIboxBlocked,accurateLongBalls,totalClearance,attObxCentre,attLfTotal,attemptsIbox,saves,attRfTarget,fwdPass,accurateCross,wonContest,goals,fouledFinalThird,totalAttAssist,attCmissRight,ontargetScoringAtt,rightsidePass,possLostAll,duelWon,attFreekickTotal,totalScoringAtt,aerialLost,attBxRight,postScoringAtt,goalAssistOpenplay,attSvLowCentre,totalCross,attIboxPost,wonTackle,attOboxTarget,effectiveClearance,totalCornersIntobox,totalLayoffs,totalChippedPass,accurateFwdZonePass,yellowCard,totalFinalThirdPasses,fkFoulLost,divingSave,attSvLowLeft,goodHighClaim,passesLeft,passesRight,ontargetAttAssist,backwardPass,interceptionsInBox,attMissRight,totalCrossNocorner,putThrough,attemptsObox,freekickTotal,possLostCtrl,bigChanceCreated,attemptsConcededIbox,leftsidePass,touches,attAssistOpenplay,totalFlickOn,touchesInOppBox,hitWoodwork,interception,successfulOpenPlayPass,possWonDef3rd,attMissHighLeft,accurateLaunches,headClearance,goalAssist,totalYelCard,outfielderBlock,offtargetAttAssist,totalThrows,openPlayPass,finalThirdEntries,accurateThroughBall,fastestPlayer_playerId,attBxCentre,accurateBackZonePass,crosses18yard,sixYardBlock,totalBackZonePass,attemptedTackleFoul,attRfGoal,blockedPass,goalKicks,duelLost,ownGoals,totalThroughBall,totalOffside,accurateKeeperThrows,goalsOpenplay,unsuccessfulTouch,attemptsConcededObox,accurateGoalKicks,totalLongBalls,accuratePass,fkFoulWon,challengeLost,attAssistSetplay,totalLaunches,attCorner,longPassOwnToOpp,redCard,attFreekickTarget,lostCorners,savedIbox,attIboxGoal,attPostHigh,goalsConceded,accurateFlickOn,totalRedCard,goalAssistIntentional,attHdTotal,possessionPercentage,accurateThrows,attHdMiss,possWonAtt3rd,attBxLeft,keeperThrows,blockedScoringAtt,longPassOwnToOppSuccess,cornerTaken,totalHighClaim,totalPass,interceptionWon,dispossessed,accurateChippedPass,shotOffTarget,penAreaEntries,accurateCornersIntobox,attIboxMiss,totalFwdZonePass,attRfTotal,accurateLayoffs,aerialWon,successfulFinalThirdPasses,possWonMid3rd,forwardGoals,effectiveBlockedCross,attIboxOwnGoal,effectiveHeadClearance,totalTackle,goalsConcededIbox,attOpenplay,subsMade,totalContest,blockedCross,successfulPutThrough,wonCorners,attLfGoal,attGoalLowCentre,accuratePullBack,attOboxBlocked,attIboxTarget,attMissLeft,freekickCross,bigChanceMissed,totalPullBack,attGoalHighLeft,attSvLowRight,overrun,accurateCrossNocorner,goalsConcededObox,handBall,midfielderGoals,crosses18yardplus,attHdPost,attSetpiece,punches,attSvHighCentre,attMissHighRight,attOboxMiss,attPostLeft,attHdTarget,attCmissHighLeft,clearanceOffLine,goalAssistSetplay,goalAssistDeadball,attGoalHighRight,attFreekickMiss,attHdGoal,attOneOnOne,attCmissLeft,attOboxPost,attCmissHighRight,foulThrowIn,accurateKeeperSweeper,attSvHighLeft,totalKeeperSweeper,accurateFreekickCross,penaltyConceded,attMissHigh,shieldBallOop,penaltyFaced,penGoalsConceded,penaltySave,shotFastbreak,totalFastbreak,contentiousDecision,errorLeadToShot,attFastbreak,errorLeadToGoal,cleanSheet,attGoalLowRight,attSvHighRight,attOboxGoal,ptsDroppedWinningPos,attCmissHigh,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,winningGoal,attGoalHighCentre,keeperGoals,subsGoals,expectedAssists,expectedGoalsFreekick,defenderGoals,attPenGoal,attObpGoal,attFreekickGoal,expectedGoals,penaltyWon,attObxdRight,attPostRight
11,1059805,2019-11-02 15:00:00,"American Express Stadium, Falmer",30539.0,Away,Norwich City,Brighton and Hove Albion,0,2,L,0,0,0,0,,,57.0,,1.0,3.0,15.0,19.0,2.0,3.0,5.0,3.0,,142.0,3.0,17.0,,1.0,6.0,,,76.0,125.0,47.0,1.0,7.0,14.0,,1.0,,,4.0,,10.0,,19.0,3.0,6.0,22.0,142.0,0.0,89.0,8.0,2.0,,1.0,62.0,31.0,3.0,77.0,3.0,,1.0,14.0,2.0,1.0,125.0,,15.0,96.0,572.0,5.0,3.0,16.0,1.0,13.0,288.0,31.0,,2.0,8.0,,1.0,4.0,3.0,18.0,359.0,40.0,1.0,90440,3.0,168.0,1.0,,194.0,4.0,,14.0,15.0,61.0,,2.0,1.0,4.0,,9.0,6.0,9.0,46.0,307.0,11.0,20.0,1.0,18.0,2.0,58.0,0.0,,8.0,2.0,,1.0,2.0,1.0,0.0,,1.0,41.5,13.0,1.0,1.0,1.0,4.0,3.0,24.0,3.0,1.0,391.0,13.0,13.0,8.0,4.0,13.0,3.0,2.0,201.0,3.0,6.0,6.0,60.0,20.0,,3.0,,8.0,13.0,2.0,4.0,3.0,23.0,3.0,8.0,3.0,,,,,,1.0,,,,,,6.0,,,,,,,,1.0,,2.0,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12,1059818,2019-11-08 20:00:00,"Carrow Road, Norwich",27074.0,Home,Norwich City,Watford,0,2,L,0,1,0,1,2.0,,68.0,,,,26.0,9.0,10.0,5.0,7.0,,2.0,176.0,2.0,17.0,,6.0,9.0,,5.0,154.0,155.0,56.0,1.0,17.0,10.0,1.0,,,1.0,28.0,,11.0,3.0,9.0,7.0,9.0,26.0,251.0,0.0,174.0,7.0,,,1.0,98.0,78.0,5.0,96.0,2.0,2.0,21.0,23.0,10.0,1.0,155.0,,7.0,171.0,832.0,9.0,1.0,34.0,,7.0,504.0,32.0,2.0,2.0,5.0,,1.0,4.0,4.0,23.0,573.0,57.0,,90440,4.0,274.0,13.0,,297.0,4.0,,23.0,9.0,56.0,,,1.0,4.0,,28.0,5.0,8.0,46.0,523.0,13.0,14.0,,9.0,4.0,53.0,0.0,,4.0,,,,2.0,,0.0,,1.0,65.8,23.0,,7.0,1.0,4.0,5.0,37.0,10.0,1.0,597.0,7.0,11.0,9.0,7.0,43.0,1.0,5.0,328.0,11.0,9.0,8.0,134.0,25.0,,1.0,,5.0,18.0,2.0,11.0,3.0,31.0,1.0,13.0,10.0,,,1.0,5.0,2.0,2.0,3.0,,2.0,,,1.0,1.0,,,,5.0,,1.0,,3.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
13,1059827,2019-11-23 15:00:00,"Goodison Park, Liverpool",39241.0,Away,Norwich City,Everton,2,0,W,0,0,0,0,1.0,2.0,58.0,1.0,3.0,4.0,29.0,35.0,1.0,4.0,12.0,7.0,1.0,142.0,4.0,10.0,2.0,3.0,9.0,,5.0,59.0,142.0,61.0,,13.0,23.0,2.0,,1.0,,15.0,,13.0,,35.0,7.0,2.0,32.0,120.0,0.0,104.0,11.0,2.0,1.0,3.0,56.0,59.0,7.0,48.0,1.0,1.0,8.0,14.0,1.0,,142.0,3.0,12.0,58.0,538.0,5.0,9.0,23.0,,9.0,202.0,25.0,,5.0,19.0,1.0,5.0,4.0,2.0,23.0,281.0,55.0,1.0,90440,6.0,102.0,5.0,,124.0,4.0,1.0,14.0,11.0,58.0,,1.0,,8.0,2.0,16.0,6.0,8.0,71.0,218.0,11.0,4.0,3.0,29.0,3.0,61.0,0.0,,7.0,4.0,2.0,,,,0.0,1.0,2.0,42.7,18.0,1.0,3.0,3.0,8.0,5.0,27.0,7.0,4.0,307.0,9.0,8.0,18.0,3.0,26.0,3.0,3.0,198.0,7.0,2.0,24.0,67.0,17.0,,4.0,,19.0,18.0,,9.0,3.0,22.0,4.0,7.0,7.0,1.0,,1.0,1.0,3.0,1.0,3.0,2.0,1.0,,,1.0,1.0,,,1.0,,,1.0,2.0,2.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14,1059838,2019-12-01 14:00:00,"Carrow Road, Norwich",27067.0,Home,Norwich City,Arsenal,2,2,D,2,1,0,0,2.0,,58.0,1.0,1.0,2.0,14.0,35.0,5.0,3.0,10.0,4.0,3.0,123.0,3.0,13.0,2.0,1.0,11.0,1.0,8.0,91.0,118.0,46.0,,15.0,15.0,3.0,,2.0,3.0,16.0,,7.0,1.0,35.0,7.0,4.0,25.0,133.0,0.0,86.0,8.0,2.0,,1.0,68.0,34.0,9.0,70.0,,2.0,9.0,12.0,5.0,,118.0,,13.0,80.0,573.0,7.0,1.0,23.0,1.0,10.0,280.0,31.0,,2.0,13.0,2.0,2.0,9.0,2.0,14.0,348.0,33.0,,90440,5.0,163.0,6.0,,190.0,5.0,2.0,12.0,3.0,48.0,,,1.0,5.0,2.0,13.0,3.0,3.0,41.0,293.0,10.0,10.0,2.0,20.0,2.0,47.0,0.0,,12.0,4.0,1.0,,2.0,1.0,0.0,1.0,1.0,39.9,12.0,,5.0,1.0,5.0,2.0,22.0,7.0,1.0,364.0,10.0,10.0,14.0,5.0,16.0,1.0,2.0,190.0,11.0,4.0,11.0,64.0,16.0,1.0,2.0,,13.0,12.0,2.0,13.0,1.0,19.0,2.0,7.0,7.0,,,,,5.0,2.0,1.0,,,,,2.0,2.0,,1.0,1.0,2.0,,,1.0,,1.0,3.0,,1.0,,1.0,,,,,,,,,,,,2.0,,,1.0,,2.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
15,1059851,2019-12-04 19:30:00,"St. Mary's Stadium, Southampton",27019.0,Away,Norwich City,Southampton,1,2,L,0,2,0,0,,1.0,68.0,,2.0,1.0,28.0,30.0,4.0,2.0,6.0,3.0,2.0,198.0,3.0,11.0,1.0,,9.0,,3.0,138.0,178.0,61.0,,10.0,27.0,1.0,,1.0,1.0,7.0,,7.0,1.0,30.0,1.0,8.0,36.0,172.0,0.0,104.0,7.0,2.0,,,58.0,66.0,5.0,100.0,,,6.0,16.0,4.0,,178.0,2.0,9.0,126.0,795.0,8.0,7.0,16.0,,12.0,425.0,35.0,,8.0,15.0,1.0,1.0,4.0,4.0,40.0,540.0,44.0,1.0,90440,2.0,277.0,2.0,,328.0,4.0,,16.0,5.0,71.0,,1.0,1.0,10.0,1.0,22.0,5.0,4.0,66.0,446.0,12.0,11.0,,32.0,,76.0,0.0,,6.0,1.0,1.0,,2.0,1.0,0.0,1.0,1.0,59.9,33.0,1.0,3.0,3.0,10.0,2.0,37.0,1.0,,562.0,12.0,16.0,12.0,5.0,15.0,,3.0,241.0,7.0,6.0,28.0,75.0,19.0,1.0,,,15.0,12.0,2.0,10.0,3.0,22.0,,5.0,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,3.0,,,,3.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,1.0,,1.0,,2.0,,2.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
16,1059858,2019-12-08 14:00:00,"Carrow Road, Norwich",26881.0,Home,Norwich City,Sheffield United,1,2,L,1,0,0,0,,,79.0,,,3.0,27.0,15.0,6.0,4.0,8.0,1.0,2.0,221.0,4.0,12.0,1.0,2.0,13.0,,4.0,144.0,175.0,64.0,,14.0,34.0,2.0,,1.0,2.0,21.0,,9.0,1.0,15.0,8.0,6.0,38.0,237.0,0.0,173.0,6.0,1.0,,3.0,81.0,96.0,9.0,94.0,2.0,3.0,13.0,19.0,6.0,,175.0,,6.0,120.0,786.0,10.0,8.0,27.0,,8.0,431.0,35.0,,7.0,8.0,1.0,0.0,1.0,4.0,22.0,551.0,64.0,1.0,90440,4.0,220.0,6.0,,253.0,,,19.0,11.0,71.0,,2.0,1.0,11.0,,13.0,3.0,9.0,82.0,453.0,11.0,15.0,2.0,39.0,5.0,75.0,0.0,,1.0,1.0,1.0,,2.0,1.0,0.0,,2.0,58.2,21.0,1.0,4.0,1.0,11.0,5.0,28.0,9.0,3.0,579.0,8.0,11.0,13.0,5.0,34.0,3.0,2.0,347.0,8.0,6.0,24.0,121.0,28.0,,2.0,,8.0,17.0,2.0,9.0,3.0,18.0,2.0,5.0,9.0,1.0,,,2.0,2.0,1.0,2.0,,1.0,,1.0,,1.0,,,1.0,5.0,,,,,1.0,3.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,
17,1059866,2019-12-14 15:00:00,"King Power Stadium, Leicester",32101.0,Away,Norwich City,Leicester City,1,1,D,1,1,0,0,1.0,,60.0,1.0,2.0,3.0,31.0,24.0,4.0,2.0,6.0,5.0,1.0,147.0,3.0,10.0,1.0,2.0,8.0,,3.0,82.0,137.0,53.0,1.0,10.0,13.0,1.0,,1.0,2.0,13.0,,11.0,1.0,24.0,4.0,6.0,40.0,153.0,0.0,94.0,15.0,4.0,,,60.0,48.0,6.0,77.0,2.0,,9.0,18.0,4.0,1.0,137.0,1.0,11.0,91.0,606.0,6.0,7.0,16.0,,14.0,295.0,31.0,1.0,5.0,14.0,1.0,5.0,5.0,2.0,24.0,371.0,43.0,2.0,90440,3.0,163.0,4.0,1.0,193.0,7.0,1.0,18.0,12.0,59.0,1.0,2.0,1.0,8.0,1.0,16.0,8.0,9.0,64.0,313.0,11.0,13.0,1.0,20.0,2.0,65.0,0.0,,12.0,3.0,1.0,,1.0,3.0,0.0,1.0,,43.2,19.0,,4.0,,8.0,4.0,34.0,4.0,,397.0,14.0,13.0,23.0,3.0,15.0,1.0,1.0,217.0,7.0,5.0,16.0,68.0,14.0,1.0,3.0,1.0,14.0,17.0,1.0,6.0,3.0,18.0,3.0,9.0,4.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,,3.0,,4.0,,1.0,1.0,,1.0,2.0,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,2.0,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
18,1059878,2019-12-21 15:00:00,"Carrow Road, Norwich",27053.0,Home,Norwich City,Wolverhampton Wanderers,1,2,L,1,0,0,0,2.0,,62.0,1.0,,,22.0,18.0,5.0,4.0,8.0,2.0,4.0,146.0,1.0,18.0,1.0,4.0,9.0,,7.0,115.0,124.0,67.0,1.0,13.0,20.0,2.0,,,1.0,10.0,,11.0,2.0,18.0,3.0,12.0,35.0,192.0,0.0,115.0,7.0,,3.0,1.0,59.0,87.0,7.0,86.0,1.0,,7.0,17.0,5.0,1.0,124.0,2.0,12.0,108.0,642.0,7.0,6.0,11.0,1.0,11.0,350.0,26.0,1.0,2.0,11.0,,2.0,8.0,2.0,18.0,436.0,63.0,3.0,90440,4.0,173.0,3.0,,200.0,6.0,1.0,17.0,4.0,52.0,,3.0,3.0,4.0,1.0,7.0,2.0,2.0,49.0,364.0,14.0,12.0,2.0,15.0,1.0,56.0,0.0,,11.0,2.0,1.0,,2.0,2.0,0.0,,1.0,50.2,18.0,1.0,6.0,2.0,4.0,1.0,32.0,3.0,1.0,455.0,11.0,7.0,19.0,5.0,17.0,1.0,3.0,265.0,8.0,11.0,20.0,80.0,24.0,,1.0,,11.0,15.0,2.0,8.0,3.0,24.0,1.0,7.0,4.0,,,,1.0,4.0,1.0,4.0,2.0,1.0,,2.0,1.0,,,,1.0,,,3.0,,,1.0,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,
19,1059883,2019-12-26 15:00:00,"Villa Park, Birmingham",41289.0,Away,Norwich City,Aston Villa,0,1,L,0,0,0,0,1.0,,58.0,,1.0,4.0,32.0,29.0,3.0,4.0,13.0,1.0,3.0,185.0,8.0,11.0,,3.0,10.0,2.0,6.0,120.0,135.0,49.0,1.0,16.0,25.0,2.0,1.0,,2.0,23.0,1.0,5.0,1.0,29.0,8.0,6.0,44.0,231.0,0.0,144.0,12.0,1.0,1.0,,45.0,86.0,6.0,80.0,1.0,2.0,15.0,15.0,3.0,1.0,135.0,2.0,8.0,123.0,704.0,6.0,4.0,21.0,1.0,8.0,407.0,29.0,1.0,8.0,17.0,,3.0,3.0,4.0,19.0,485.0,57.0,1.0,90440,9.0,201.0,12.0,,224.0,7.0,,15.0,8.0,64.0,,2.0,,4.0,,15.0,3.0,7.0,58.0,424.0,15.0,9.0,4.0,24.0,4.0,63.0,0.0,1.0,5.0,,,1.0,1.0,2.0,0.0,,5.0,57.5,19.0,2.0,3.0,,4.0,4.0,36.0,8.0,,508.0,8.0,10.0,23.0,6.0,34.0,5.0,3.0,307.0,6.0,6.0,16.0,110.0,22.0,,2.0,,17.0,7.0,1.0,10.0,3.0,20.0,2.0,5.0,8.0,,,1.0,,5.0,,2.0,2.0,2.0,,2.0,2.0,3.0,,,,1.0,1.0,1.0,,,,2.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,,2.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
20,1059898,2019-12-28 17:30:00,"Carrow Road, Norwich",27072.0,Home,Norwich City,Tottenham Hotspur,2,2,D,1,0,0,0,1.0,,68.0,1.0,4.0,,19.0,26.0,3.0,2.0,2.0,5.0,,175.0,1.0,8.0,2.0,1.0,4.0,1.0,2.0,82.0,171.0,56.0,,5.0,19.0,,,1.0,,10.0,,13.0,,26.0,4.0,6.0,33.0,122.0,0.0,106.0,12.0,2.0,1.0,,56.0,64.0,1.0,55.0,3.0,2.0,6.0,18.0,3.0,,171.0,,5.0,82.0,597.0,2.0,6.0,16.0,,17.0,267.0,35.0,,8.0,11.0,1.0,3.0,6.0,3.0,21.0,370.0,52.0,1.0,90440,2.0,158.0,4.0,,193.0,8.0,1.0,18.0,7.0,66.0,,2.0,3.0,2.0,1.0,18.0,10.0,3.0,69.0,279.0,10.0,14.0,1.0,38.0,1.0,68.0,0.0,,6.0,1.0,1.0,,2.0,2.0,0.0,,1.0,41.1,18.0,1.0,5.0,,2.0,,27.0,4.0,,394.0,17.0,9.0,12.0,3.0,17.0,1.0,1.0,211.0,2.0,4.0,18.0,58.0,23.0,,7.0,,11.0,22.0,1.0,4.0,3.0,21.0,7.0,7.0,4.0,,,1.0,,1.0,,2.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
21,1059908,2020-01-01 17:30:00,"Carrow Road, Norwich",27021.0,Home,Norwich City,Crystal Palace,1,1,D,1,0,0,0,,1.0,57.0,1.0,,2.0,30.0,32.0,4.0,3.0,11.0,2.0,3.0,140.0,4.0,9.0,1.0,2.0,11.0,,4.0,76.0,124.0,63.0,1.0,15.0,17.0,2.0,1.0,1.0,,13.0,1.0,17.0,2.0,32.0,2.0,8.0,33.0,160.0,0.0,102.0,12.0,1.0,2.0,,43.0,56.0,5.0,63.0,2.0,2.0,11.0,14.0,4.0,1.0,124.0,2.0,7.0,83.0,604.0,8.0,7.0,24.0,1.0,17.0,281.0,28.0,,7.0,14.0,1.0,5.0,5.0,6.0,21.0,346.0,41.0,,90440,5.0,136.0,6.0,,164.0,10.0,1.0,11.0,5.0,54.0,0.0,,2.0,2.0,1.0,21.0,5.0,3.0,54.0,292.0,9.0,9.0,2.0,21.0,2.0,56.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,,2.0,40.6,16.0,2.0,2.0,3.0,2.0,3.0,35.0,2.0,,362.0,17.0,8.0,20.0,8.0,18.0,1.0,6.0,211.0,10.0,8.0,15.0,77.0,23.0,,5.0,,14.0,30.0,1.0,11.0,3.0,17.0,5.0,11.0,2.0,0.0,0.0,,1.0,1.0,4.0,2.0,1.0,,0.0,,1.0,3.0,0.0,,1.0,3.0,,1.0,,1.0,1.0,1.0,,,,,,,0.0,,0.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,0.0,,0.0,2.0,,1.45371,1.14098,0.0,0.0,0.0,0.0,0.519393,0.056687,0.0,0.0,0.0,0.0,1.51587,,,
22,1059918,2020-01-11 15:00:00,"Old Trafford, Manchester",73271.0,Away,Norwich City,Manchester United,0,4,L,0,1,0,0,1.0,,67.0,,1.0,,17.0,20.0,7.0,2.0,1.0,2.0,2.0,142.0,1.0,19.0,,3.0,4.0,,3.0,116.0,146.0,64.0,1.0,8.0,10.0,,,,,8.0,,11.0,2.0,20.0,2.0,7.0,33.0,150.0,0.0,109.0,7.0,,2.0,,49.0,45.0,4.0,78.0,2.0,,6.0,23.0,7.0,1.0,146.0,,9.0,104.0,652.0,4.0,1.0,10.0,,13.0,324.0,30.0,,2.0,7.0,,0.0,3.0,,16.0,409.0,30.0,,90440,,198.0,3.0,,235.0,5.0,,23.0,7.0,55.0,,2.0,,4.0,,22.0,4.0,6.0,56.0,347.0,17.0,17.0,,22.0,2.0,57.0,0.0,,4.0,1.0,,,4.0,,0.0,,,40.4,16.0,,9.0,1.0,4.0,3.0,24.0,2.0,,440.0,13.0,14.0,12.0,2.0,15.0,,,213.0,6.0,6.0,6.0,77.0,21.0,,3.0,,7.0,22.0,3.0,5.0,3.0,26.0,3.0,9.0,2.0,,,,3.0,1.0,,2.0,,,,1.0,2.0,1.0,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,1.0,,,,,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
23,1059928,2020-01-18 15:00:00,"Carrow Road, Norwich",26781.0,Home,Norwich City,Bournemouth,1,0,W,1,0,1,1,,1.0,68.0,,,2.0,30.0,11.0,9.0,2.0,7.0,3.0,4.0,203.0,2.0,13.0,1.0,4.0,11.0,1.0,5.0,144.0,151.0,57.0,1.0,16.0,28.0,,,,2.0,12.0,,8.0,1.0,11.0,4.0,7.0,41.0,279.0,0.0,174.0,10.0,,1.0,,101.0,94.0,7.0,123.0,1.0,1.0,8.0,17.0,9.0,1.0,151.0,1.0,5.0,165.0,820.0,11.0,7.0,22.0,1.0,11.0,525.0,27.0,,8.0,7.0,,2.0,2.0,4.0,22.0,618.0,60.0,2.0,90440,6.0,258.0,7.0,1.0,296.0,5.0,1.0,17.0,4.0,59.0,,4.0,,4.0,,18.0,1.0,2.0,68.0,535.0,9.0,4.0,,31.0,1.0,71.0,0.0,,5.0,3.0,1.0,,,5.0,1.0,,1.0,66.0,19.0,1.0,5.0,1.0,4.0,6.0,40.0,4.0,,635.0,11.0,10.0,18.0,5.0,19.0,,1.0,351.0,13.0,5.0,22.0,139.0,31.0,1.0,,,7.0,13.0,,13.0,3.0,22.0,,6.0,4.0,,,1.0,4.0,3.0,2.0,,1.0,1.0,,,1.0,2.0,,2.0,,1.0,,,2.0,1.0,1.0,4.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,2.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,
24,1059941,2020-01-22 19:30:00,"Tottenham Hotspur Stadium, London",58182.0,Away,Norwich City,Tottenham Hotspur,1,2,L,0,1,0,0,1.0,1.0,66.0,,,4.0,27.0,19.0,5.0,3.0,8.0,1.0,,155.0,4.0,13.0,1.0,2.0,11.0,1.0,2.0,97.0,142.0,64.0,,13.0,22.0,,,,,10.0,,15.0,1.0,19.0,3.0,3.0,63.0,152.0,0.0,102.0,7.0,,,1.0,53.0,70.0,5.0,83.0,,2.0,7.0,25.0,5.0,,142.0,,10.0,140.0,683.0,9.0,3.0,21.0,,12.0,355.0,27.0,,2.0,7.0,,1.0,6.0,6.0,18.0,451.0,44.0,,90440,8.0,227.0,6.0,,269.0,4.0,1.0,25.0,10.0,51.0,,2.0,,8.0,,20.0,4.0,8.0,64.0,375.0,12.0,12.0,2.0,17.0,3.0,63.0,0.0,,7.0,1.0,1.0,,2.0,1.0,0.0,,,49.6,16.0,,3.0,,8.0,4.0,29.0,3.0,1.0,475.0,12.0,8.0,30.0,7.0,19.0,1.0,3.0,216.0,9.0,3.0,15.0,68.0,28.0,1.0,,,7.0,24.0,2.0,8.0,3.0,16.0,,14.0,3.0,,,2.0,,,3.0,1.0,,2.0,,1.0,3.0,3.0,,1.0,,,,1.0,,,2.0,4.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,
25,1059948,2020-02-01 15:00:00,"St. James' Park, Newcastle",52204.0,Away,Norwich City,Newcastle United,0,0,D,0,0,0,0,1.0,,61.0,,2.0,4.0,19.0,22.0,6.0,5.0,13.0,6.0,2.0,154.0,6.0,12.0,,4.0,12.0,,4.0,132.0,142.0,57.0,,19.0,22.0,1.0,,,1.0,25.0,,7.0,1.0,22.0,11.0,3.0,31.0,209.0,0.0,146.0,15.0,4.0,,3.0,73.0,58.0,7.0,81.0,1.0,3.0,14.0,10.0,6.0,,142.0,3.0,7.0,118.0,687.0,8.0,3.0,38.0,,10.0,377.0,19.0,,5.0,9.0,,1.0,6.0,5.0,14.0,462.0,61.0,1.0,90440,7.0,190.0,7.0,,217.0,8.0,,10.0,7.0,61.0,,2.0,,6.0,,14.0,8.0,6.0,55.0,393.0,10.0,9.0,4.0,25.0,6.0,68.0,0.0,,8.0,3.0,,,,2.0,0.0,,4.0,56.6,13.0,3.0,7.0,1.0,6.0,6.0,35.0,12.0,3.0,485.0,10.0,11.0,15.0,9.0,33.0,4.0,6.0,293.0,10.0,2.0,25.0,101.0,25.0,,2.0,,9.0,10.0,,12.0,3.0,16.0,2.0,3.0,12.0,,,,2.0,3.0,3.0,3.0,3.0,1.0,,1.0,,2.0,,,,4.0,,1.0,,2.0,1.0,3.0,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,2.0,,,,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
26,1059958,2020-02-15 17:30:00,"Carrow Road, Norwich",27110.0,Home,Norwich City,Liverpool,0,1,L,0,0,0,0,,,76.0,,2.0,1.0,22.0,33.0,1.0,1.0,3.0,5.0,1.0,158.0,2.0,6.0,,,5.0,1.0,1.0,76.0,137.0,43.0,,5.0,13.0,,1.0,,1.0,3.0,,12.0,1.0,33.0,2.0,6.0,32.0,83.0,0.0,63.0,5.0,3.0,,,63.0,22.0,2.0,63.0,8.0,2.0,1.0,18.0,2.0,,137.0,,11.0,76.0,571.0,4.0,7.0,11.0,1.0,23.0,256.0,52.0,,7.0,15.0,,1.0,4.0,3.0,18.0,348.0,37.0,2.0,89470,1.0,187.0,1.0,,229.0,2.0,,18.0,8.0,38.0,,2.0,1.0,5.0,,13.0,6.0,4.0,70.0,268.0,11.0,5.0,1.0,35.0,1.0,54.0,0.0,,7.0,3.0,,,1.0,3.0,0.0,,1.0,36.7,18.0,1.0,3.0,1.0,5.0,1.0,20.0,2.0,,373.0,23.0,10.0,16.0,3.0,9.0,2.0,2.0,147.0,3.0,4.0,11.0,33.0,11.0,,3.0,,15.0,17.0,1.0,4.0,3.0,12.0,3.0,3.0,2.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
