matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2292927,12,2022-10-19 19:30:00,"Anfield, Liverpool",53346.0,Home,Liverpool,West Ham,1,0,W,1,0,0,0,1.0,22.0,7.0,8.0,7.0,,1.0,,3.0,2.0,,1.0,15.0,9.0,37.0,58.0,600.0,511.0,53.8,32.0,13.0,8.0,8.0,15.0,15.0,7.0,1.0,,,9.0,9.0,138.0,3.0,,,1.0,,37.0,40.0,11.0,7.0,8.0,8.0,,9.0,7.0,0.0,0.0,,,1.0
2292935,13,2022-10-22 12:30:00,"The City Ground, Nottingham",29245.0,Away,Liverpool,Nott'm Forest,0,1,L,0,0,0,0,,15.0,7.0,7.0,1.0,,4.0,,4.0,,,,13.0,7.0,54.0,100.0,691.0,595.0,75.2,34.0,14.0,7.0,4.0,7.0,7.0,6.0,2.0,,,8.0,15.0,154.0,6.0,1.0,,,,44.0,46.0,11.0,11.0,11.0,11.0,2.0,8.0,13.0,0.0,0.0,,,
2292947,14,2022-10-29 19:45:00,"Anfield, Liverpool",53274.0,Home,Liverpool,Leeds,1,2,L,1,1,0,0,1.0,22.0,10.0,8.0,4.0,,3.0,1.0,2.0,,,1.0,19.0,13.0,54.0,94.0,679.0,554.0,69.0,44.0,17.0,9.0,9.0,15.0,15.0,15.0,2.0,,1.0,4.0,12.0,198.0,4.0,2.0,,,,47.0,48.0,15.0,15.0,14.0,14.0,,9.0,3.0,0.0,0.0,,,
2292957,15,2022-11-06 16:30:00,"Tottenham Hotspur Stadium, London",62008.0,Away,Liverpool,Spurs,2,1,W,2,0,0,0,2.0,13.0,6.0,3.0,4.0,,1.0,1.0,1.0,1.0,,1.0,9.0,6.0,16.0,52.0,616.0,515.0,53.4,27.0,14.0,7.0,11.0,33.0,33.0,4.0,3.0,,,9.0,6.0,150.0,4.0,1.0,,,,43.0,45.0,12.0,14.0,3.0,3.0,,8.0,10.0,0.0,0.0,,,2.0
2292963,16,2022-11-12 15:00:00,"Anfield, Liverpool",53331.0,Home,Liverpool,Southampton,3,1,W,3,1,0,0,3.0,15.0,7.0,6.0,2.0,,6.0,2.0,4.0,,,3.0,14.0,9.0,39.0,57.0,670.0,578.0,59.9,29.0,12.0,5.0,7.0,14.0,14.0,5.0,1.0,,,7.0,12.0,145.0,4.0,1.0,,,,39.0,41.0,11.0,9.0,6.0,6.0,1.0,8.0,8.0,0.0,0.0,,,
2292971,17,2022-12-26 17:30:00,"Villa Park, Birmingham",42085.0,Away,Liverpool,Aston Villa,3,1,W,2,0,0,0,3.0,16.0,9.0,6.0,1.0,,5.0,2.0,5.0,1.0,,2.0,11.0,7.0,32.0,56.0,514.0,420.0,51.9,36.0,19.0,7.0,11.0,23.0,23.0,5.0,3.0,,,6.0,4.0,136.0,5.0,1.0,,,,38.0,33.0,8.0,6.0,6.0,6.0,1.0,12.0,6.0,0.0,0.0,,,3.0
2292983,18,2022-12-30 20:00:00,"Anfield, Liverpool",53343.0,Home,Liverpool,Leicester,2,1,W,2,1,0,0,2.0,21.0,5.0,10.0,6.0,,3.0,,3.0,1.0,,,15.0,6.0,38.0,73.0,588.0,496.0,57.0,26.0,18.0,12.0,11.0,10.0,10.0,12.0,2.0,,,7.0,8.0,145.0,1.0,1.0,,,,47.0,37.0,7.0,8.0,4.0,4.0,3.0,8.0,15.0,0.0,0.0,,,2.0
2292992,19,2023-01-02 17:30:00,"Gtech Community Stadium, Brentford",17163.0,Away,Liverpool,Brentford,1,3,L,0,2,0,0,1.0,16.0,6.0,3.0,7.0,,3.0,1.0,2.0,,,1.0,12.0,10.0,53.0,88.0,652.0,543.0,73.0,47.0,9.0,5.0,4.0,15.0,15.0,8.0,1.0,1.0,1.0,2.0,12.0,176.0,5.0,3.0,,,1.0,42.0,42.0,16.0,15.0,9.0,9.0,1.0,8.0,4.0,0.0,0.0,,,4.0
2293002,20,2023-01-14 15:00:00,"American Express Stadium, Falmer",31645.0,Away,Liverpool,Brighton,0,3,L,0,0,0,0,,6.0,2.0,3.0,1.0,,2.0,,2.0,,,,6.0,3.0,16.0,37.0,420.0,350.0,39.2,18.0,19.0,12.0,16.0,24.0,24.0,8.0,5.0,,1.0,10.0,11.0,110.0,5.0,3.0,,,,38.0,47.0,5.0,7.0,1.0,1.0,,15.0,9.0,0.0,0.0,,,2.0
2293016,21,2023-01-21 12:30:00,"Anfield, Liverpool",53126.0,Home,Liverpool,Chelsea,0,0,D,0,0,0,0,,15.0,3.0,6.0,6.0,,,,,,,,7.0,4.0,36.0,61.0,477.0,375.0,47.5,36.0,18.0,13.0,15.0,15.0,15.0,13.0,3.0,,,5.0,10.0,164.0,2.0,,,1.0,,48.0,59.0,12.0,18.0,5.0,5.0,1.0,16.0,9.0,0.0,0.0,,,5.0
2293029,22,2023-02-04 15:00:00,"Molineux Stadium, Wolverhampton",31664.0,Away,Liverpool,Wolves,0,3,L,0,2,0,0,,22.0,4.0,8.0,10.0,,1.0,,1.0,,,,15.0,9.0,52.0,61.0,544.0,465.0,58.2,35.0,10.0,7.0,10.0,7.0,7.0,8.0,2.0,2.0,,6.0,13.0,148.0,3.0,3.0,,,1.0,40.0,41.0,16.0,14.0,7.0,7.0,1.0,7.0,9.0,0.0,0.0,,,2.0
2293036,23,2023-02-13 20:00:00,"Anfield, Liverpool",53027.0,Home,Liverpool,Everton,2,0,W,1,0,0,0,2.0,15.0,6.0,4.0,5.0,,2.0,2.0,1.0,,,1.0,11.0,8.0,39.0,57.0,585.0,505.0,59.1,25.0,21.0,15.0,7.0,11.0,11.0,11.0,1.0,1.0,,11.0,8.0,143.0,1.0,,,1.0,,60.0,45.0,12.0,9.0,3.0,3.0,3.0,8.0,16.0,0.0,0.0,,,4.0
2293046,24,2023-02-18 17:30:00,"St. James' Park, Newcastle",52758.0,Away,Liverpool,Newcastle,2,0,W,2,0,0,1,2.0,13.0,7.0,4.0,2.0,,5.0,2.0,3.0,,,2.0,12.0,8.0,31.0,56.0,605.0,533.0,62.6,23.0,14.0,7.0,4.0,20.0,20.0,8.0,3.0,,,21.0,3.0,111.0,4.0,,,1.0,,30.0,50.0,5.0,11.0,7.0,7.0,2.0,8.0,2.0,0.0,0.0,,,
2293051,25,2023-02-25 19:45:00,"Selhurst Park, London",25842.0,Away,Liverpool,Crystal Palace,0,0,D,0,0,0,0,,12.0,4.0,5.0,3.0,,2.0,,2.0,3.0,,,9.0,5.0,26.0,52.0,644.0,544.0,63.8,17.0,14.0,9.0,5.0,15.0,15.0,5.0,2.0,2.0,,14.0,13.0,151.0,,,,1.0,,51.0,62.0,18.0,18.0,3.0,3.0,1.0,14.0,10.0,0.0,0.0,,,1.0
2293065,26,2023-03-05 16:30:00,"Anfield, Liverpool",53001.0,Home,Liverpool,Man Utd,7,0,W,1,0,0,0,7.0,18.0,8.0,5.0,5.0,,6.0,4.0,2.0,,,6.0,13.0,10.0,39.0,55.0,468.0,365.0,59.6,43.0,17.0,14.0,9.0,11.0,11.0,11.0,1.0,,,10.0,7.0,158.0,4.0,,,1.0,,48.0,49.0,9.0,12.0,4.0,4.0,2.0,13.0,13.0,0.0,0.0,,,
2293070,27,2023-03-11 12:30:00,"Vitality Stadium, Bournemouth",10536.0,Away,Liverpool,Bournemouth,0,1,L,0,1,0,0,,15.0,6.0,8.0,1.0,,3.0,,4.0,,,,7.0,6.0,46.0,74.0,637.0,531.0,69.3,30.0,22.0,15.0,11.0,11.0,11.0,7.0,,,,18.0,6.0,162.0,1.0,1.0,,,,49.0,55.0,14.0,17.0,8.0,8.0,3.0,9.0,6.0,0.0,0.0,1.0,,4.0
2293085,28,2023-05-03 20:00:00,"Anfield, Liverpool",52602.0,Home,Liverpool,Fulham,1,0,W,1,0,0,0,1.0,15.0,3.0,9.0,3.0,,1.0,1.0,1.0,,,,12.0,3.0,40.0,70.0,613.0,522.0,57.1,36.0,14.0,8.0,6.0,18.0,18.0,3.0,3.0,,,9.0,7.0,140.0,3.0,,,1.0,,48.0,41.0,14.0,7.0,7.0,7.0,1.0,10.0,7.0,0.0,0.0,1.0,1.0,3.0
2293096,29,2023-04-01 12:30:00,"Etihad Stadium, Manchester",52877.0,Away,Liverpool,Man City,1,4,L,1,1,0,0,1.0,4.0,1.0,,3.0,,,,,,,1.0,4.0,4.0,13.0,27.0,350.0,288.0,31.9,15.0,12.0,8.0,9.0,16.0,16.0,3.0,5.0,,,12.0,7.0,89.0,4.0,4.0,,,,38.0,32.0,7.0,1.0,1.0,1.0,,12.0,9.0,0.0,0.0,,,5.0
2293105,30,2023-04-09 16:30:00,"Anfield, Liverpool",53267.0,Home,Liverpool,Arsenal,2,2,D,1,2,0,0,2.0,21.0,6.0,10.0,5.0,,6.0,2.0,6.0,,,1.0,16.0,9.0,47.0,55.0,525.0,432.0,59.0,53.0,22.0,12.0,11.0,12.0,12.0,7.0,2.0,,1.0,17.0,13.0,152.0,3.0,2.0,,,,50.0,61.0,14.0,13.0,5.0,5.0,,11.0,10.0,0.0,0.0,1.0,,2.0
2293113,31,2023-04-17 20:00:00,"Elland Road, Leeds",36657.0,Away,Liverpool,Leeds,6,1,W,2,0,0,0,6.0,13.0,7.0,4.0,2.0,,4.0,4.0,,,,6.0,13.0,9.0,29.0,83.0,869.0,774.0,73.6,24.0,21.0,10.0,8.0,16.0,16.0,9.0,3.0,,1.0,11.0,7.0,132.0,2.0,1.0,,,,48.0,45.0,9.0,10.0,2.0,2.0,,12.0,6.0,0.0,0.0,,,2.0
2293127,32,2023-04-22 15:00:00,"Anfield, Liverpool",,Home,Liverpool,Nott'm Forest,3,2,W,0,0,0,0,3.0,18.0,6.0,7.0,5.0,,5.0,2.0,3.0,,,3.0,15.0,9.0,50.0,76.0,650.0,570.0,81.1,47.0,14.0,8.0,5.0,12.0,12.0,7.0,,1.0,,3.0,7.0,135.0,3.0,2.0,,,,53.0,40.0,19.0,14.0,9.0,9.0,6.0,9.0,12.0,0.0,0.0,,,2.0
2293135,33,2023-04-26 19:45:00,"London Stadium, London",62473.0,Away,Liverpool,West Ham,2,1,W,1,1,0,0,2.0,20.0,4.0,9.0,7.0,,3.0,1.0,3.0,,,2.0,15.0,7.0,29.0,88.0,850.0,743.0,72.6,36.0,20.0,11.0,18.0,17.0,17.0,7.0,1.0,,,13.0,7.0,145.0,1.0,1.0,,,,59.0,50.0,28.0,16.0,6.0,6.0,,8.0,5.0,0.0,0.0,,,1.0
2293147,34,2023-04-30 16:30:00,"Anfield, Liverpool",53275.0,Home,Liverpool,Spurs,4,3,W,3,1,0,0,4.0,12.0,4.0,4.0,4.0,,2.0,4.0,,,,2.0,10.0,6.0,33.0,84.0,724.0,639.0,67.6,29.0,16.0,11.0,1.0,9.0,9.0,9.0,1.0,2.0,,9.0,7.0,141.0,3.0,3.0,,,,53.0,52.0,20.0,7.0,4.0,5.0,,12.0,6.0,0.0,0.0,1.0,1.0,
2293153,35,2023-05-06 17:30:00,"Anfield, Liverpool",52838.0,Home,Liverpool,Brentford,1,0,W,1,0,0,0,1.0,15.0,5.0,6.0,4.0,,2.0,1.0,3.0,,,1.0,10.0,5.0,33.0,61.0,378.0,308.0,53.9,29.0,9.0,5.0,4.0,27.0,27.0,2.0,1.0,,,8.0,7.0,118.0,2.0,,,1.0,,40.0,52.0,14.0,14.0,7.0,7.0,,19.0,9.0,0.0,0.0,,,1.0
2293167,36,2023-05-15 20:00:00,"King Power Stadium, Leicester",32225.0,Away,Liverpool,Leicester,3,0,W,2,0,0,0,3.0,16.0,5.0,6.0,5.0,,3.0,1.0,2.0,,,3.0,14.0,9.0,28.0,59.0,675.0,576.0,66.9,39.0,18.0,12.0,6.0,9.0,9.0,9.0,,1.0,,9.0,27.0,164.0,4.0,,,1.0,,54.0,74.0,11.0,12.0,4.0,4.0,,17.0,11.0,0.0,0.0,,,4.0
2293173,37,2023-05-20 15:00:00,"Anfield, Liverpool",53306.0,Home,Liverpool,Aston Villa,1,1,D,0,1,0,0,1.0,10.0,5.0,1.0,4.0,,1.0,1.0,,,,1.0,9.0,8.0,54.0,83.0,510.0,430.0,66.3,53.0,18.0,11.0,8.0,20.0,20.0,6.0,1.0,,,12.0,14.0,164.0,2.0,1.0,,,,55.0,64.0,13.0,7.0,9.0,9.0,,16.0,12.0,0.0,0.0,,,4.0
2293189,38,2023-05-28 16:30:00,"St. Mary's Stadium, Southampton",31129.0,Away,Liverpool,Southampton,4,4,D,2,2,0,0,4.0,30.0,8.0,11.0,11.0,,5.0,4.0,2.0,1.0,,3.0,21.0,12.0,49.0,79.0,604.0,524.0,69.0,60.0,20.0,15.0,13.0,2.0,2.0,6.0,,,1.0,17.0,13.0,138.0,6.0,4.0,,,,46.0,59.0,12.0,12.0,9.0,9.0,1.0,10.0,4.0,0.0,0.0,,,
