matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
918901,1,2017-08-12 12:30:00,"Vicarage Road, Watford",20407,Away,Liverpool,Watford,3,3,D,1,2,0,0,3.0,14.0,5.0,8.0,1.0,2.0,3.0,,1.0,2.0,12.0,5.0,31.0,60.0,477.0,352.0,54.4,24.0,20.0,15.0,11.0,22.0,22.0,25.0,1.0,,,11.0,14.0,178.0,1.0,3.0,,64.0,60.0,25.0,22.0,3.0,3.0,,8.0,13.0,0.0,0.0,1.0,1.0,1.0
918907,2,2017-08-19 15:00:00,"Anfield, Liverpool",53138,Home,Liverpool,Crystal Palace,1,0,W,0,0,0,0,1.0,23.0,13.0,5.0,5.0,2.0,1.0,2.0,,,14.0,11.0,43.0,95.0,712.0,603.0,72.4,39.0,24.0,16.0,6.0,11.0,11.0,17.0,1.0,,,10.0,17.0,165.0,1.0,,1.0,67.0,56.0,20.0,13.0,4.0,4.0,1.0,12.0,13.0,0.0,0.0,,,2.0
918917,3,2017-08-27 16:00:00,"Anfield, Liverpool",53206,Home,Liverpool,Arsenal,4,0,W,2,0,0,0,4.0,18.0,10.0,5.0,3.0,4.0,3.0,3.0,,3.0,13.0,10.0,29.0,63.0,507.0,411.0,48.6,26.0,19.0,16.0,12.0,19.0,19.0,17.0,2.0,,,9.0,12.0,136.0,,,1.0,53.0,42.0,11.0,14.0,4.0,4.0,,6.0,8.0,0.0,0.0,,,3.0
918928,4,2017-09-09 12:30:00,"Etihad Stadium, Manchester",54172,Away,Liverpool,Man City,0,5,L,0,2,1,0,,7.0,3.0,2.0,2.0,1.0,,1.0,,,4.0,4.0,15.0,50.0,372.0,288.0,33.9,13.0,15.0,12.0,18.0,22.0,22.0,11.0,,1.0,,4.0,9.0,120.0,6.0,5.0,,39.0,36.0,4.0,9.0,3.0,3.0,,9.0,10.0,0.0,0.0,,,2.0
918937,5,2017-09-16 15:00:00,"Anfield, Liverpool",53231,Home,Liverpool,Burnley,1,1,D,1,1,0,0,1.0,35.0,9.0,14.0,12.0,1.0,,1.0,1.0,1.0,34.0,21.0,59.0,89.0,676.0,581.0,71.3,49.0,6.0,5.0,6.0,9.0,9.0,22.0,1.0,,,3.0,5.0,149.0,2.0,1.0,,36.0,35.0,8.0,15.0,12.0,12.0,,7.0,8.0,0.0,0.0,,,1.0
918947,6,2017-09-23 17:30:00,"King Power Stadium, Leicester",32004,Away,Liverpool,Leicester,3,2,W,2,1,0,0,3.0,23.0,6.0,9.0,8.0,1.0,1.0,1.0,1.0,2.0,18.0,10.0,29.0,75.0,486.0,352.0,56.7,37.0,14.0,9.0,8.0,34.0,34.0,13.0,3.0,1.0,,10.0,9.0,183.0,5.0,2.0,,68.0,61.0,30.0,24.0,6.0,6.0,,14.0,13.0,0.0,0.0,,,1.0
918959,7,2017-10-01 16:30:00,"St. James' Park, Newcastle",52303,Away,Liverpool,Newcastle,1,1,D,1,1,0,0,1.0,17.0,2.0,9.0,6.0,1.0,,3.0,1.0,,12.0,5.0,40.0,96.0,613.0,515.0,67.8,25.0,16.0,10.0,13.0,14.0,14.0,16.0,2.0,,,3.0,14.0,155.0,4.0,1.0,,57.0,39.0,20.0,17.0,5.0,5.0,1.0,6.0,11.0,0.0,0.0,,,2.0
918967,8,2017-10-14 12:30:00,"Anfield, Liverpool",52912,Home,Liverpool,Man Utd,0,0,D,0,0,0,0,,19.0,5.0,8.0,6.0,2.0,,2.0,,,17.0,11.0,32.0,62.0,580.0,500.0,62.2,32.0,17.0,15.0,7.0,24.0,24.0,13.0,3.0,1.0,,10.0,16.0,148.0,1.0,,1.0,63.0,49.0,11.0,11.0,7.0,7.0,1.0,7.0,13.0,0.0,0.0,,,3.0
918981,9,2017-10-22 16:00:00,"Wembley Stadium, London",80827,Away,Liverpool,Spurs,1,4,L,1,3,0,0,1.0,12.0,7.0,1.0,4.0,1.0,1.0,,1.0,1.0,8.0,8.0,33.0,78.0,629.0,545.0,63.8,19.0,26.0,17.0,2.0,12.0,12.0,22.0,4.0,,2.0,6.0,14.0,157.0,1.0,4.0,,46.0,46.0,8.0,10.0,5.0,5.0,,8.0,2.0,0.0,0.0,,,2.0
918989,10,2017-10-28 15:00:00,"Anfield, Liverpool",53268,Home,Liverpool,Huddersfield,3,0,W,0,0,0,0,3.0,16.0,8.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,11.0,7.0,49.0,93.0,766.0,660.0,73.4,30.0,14.0,13.0,7.0,14.0,14.0,16.0,,,,7.0,11.0,156.0,,,1.0,44.0,37.0,14.0,10.0,9.0,9.0,1.0,10.0,8.0,0.0,0.0,1.0,,
919002,11,2017-11-04 17:30:00,"London Stadium, London",56961,Away,Liverpool,West Ham,4,1,W,2,0,0,0,4.0,15.0,7.0,7.0,1.0,2.0,3.0,1.0,,2.0,12.0,5.0,19.0,55.0,488.0,381.0,52.0,23.0,20.0,16.0,7.0,20.0,20.0,26.0,,,,9.0,6.0,153.0,,1.0,,51.0,48.0,14.0,16.0,3.0,3.0,1.0,13.0,8.0,0.0,0.0,,,1.0
919009,12,2017-11-18 15:00:00,"Anfield, Liverpool",53256,Home,Liverpool,Southampton,3,0,W,2,0,0,0,3.0,21.0,8.0,6.0,7.0,2.0,2.0,1.0,,2.0,14.0,9.0,41.0,70.0,562.0,472.0,61.1,29.0,11.0,9.0,6.0,20.0,20.0,14.0,2.0,,,3.0,9.0,154.0,,,1.0,45.0,60.0,11.0,18.0,10.0,10.0,,15.0,9.0,0.0,0.0,,,2.0
919016,13,2017-11-25 17:30:00,"Anfield, Liverpool",53225,Home,Liverpool,Chelsea,1,1,D,0,0,0,0,1.0,16.0,4.0,3.0,9.0,1.0,1.0,,,1.0,13.0,10.0,39.0,78.0,587.0,504.0,53.5,28.0,19.0,11.0,10.0,30.0,30.0,16.0,3.0,,,18.0,13.0,140.0,2.0,1.0,,45.0,63.0,7.0,12.0,7.0,7.0,,10.0,6.0,0.0,0.0,,,
