matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
694904,1,2013-08-17 12:45:00,"Anfield, Liverpool",44822,Home,Liverpool,Stoke,1,0,W,1,0,0,0,1.0,25.0,11.0,9.0,5.0,,,3.0,,4.0,3.0,,1.0,21.0,14.0,21.0,63.0,520.0,430.0,55.3,,34.0,26.0,10.0,18.0,15.0,22.0,1.0,1.0,,6.0,16.0,165.0,5.0,,,1.0,,71.0,74.0,15.0,24.0,12.0,12.0,,11.0,11.0,0.0,0.0,,,2.0
694911,2,2013-08-24 17:30:00,"Villa Park, Birmingham",42098,Away,Liverpool,Aston Villa,1,0,W,1,0,0,0,1.0,5.0,1.0,2.0,2.0,,,,,,,,1.0,5.0,3.0,12.0,69.0,546.0,454.0,52.6,,23.0,17.0,15.0,35.0,33.0,19.0,5.0,,,11.0,22.0,156.0,3.0,,,1.0,,57.0,64.0,18.0,15.0,2.0,2.0,,8.0,9.0,0.0,0.0,,,2.0
694924,3,2013-09-01 13:30:00,"Anfield, Liverpool",44411,Home,Liverpool,Man Utd,1,0,W,1,0,0,0,1.0,11.0,5.0,3.0,3.0,,,1.0,1.0,,,,1.0,8.0,6.0,10.0,55.0,379.0,289.0,43.0,,31.0,24.0,18.0,33.0,33.0,14.0,4.0,2.0,,7.0,10.0,138.0,4.0,,,1.0,,69.0,57.0,13.0,21.0,2.0,2.0,1.0,15.0,15.0,0.0,0.0,,,1.0
694939,4,2013-09-16 20:00:00,"Swansea.com Stadium, Swansea",20752,Away,Liverpool,Swansea,2,2,D,2,1,0,0,2.0,12.0,5.0,5.0,2.0,,,1.0,1.0,1.0,,,,7.0,3.0,9.0,49.0,432.0,359.0,41.1,,16.0,11.0,3.0,43.0,43.0,11.0,3.0,,,8.0,12.0,129.0,6.0,2.0,,,,43.0,56.0,14.0,22.0,7.0,7.0,2.0,10.0,7.0,0.0,0.0,,,2.0
694944,5,2013-09-21 15:00:00,"Anfield, Liverpool",44755,Home,Liverpool,Southampton,0,1,L,0,0,0,0,,10.0,5.0,4.0,1.0,,,1.0,,1.0,,,,7.0,3.0,13.0,72.0,465.0,360.0,55.2,,20.0,14.0,17.0,27.0,27.0,13.0,2.0,1.0,,8.0,18.0,178.0,7.0,1.0,,,,70.0,66.0,18.0,14.0,6.0,6.0,,6.0,9.0,0.0,0.0,,,3.0
694958,6,2013-09-29 16:00:00,"Stadium of Light, Sunderland",41415,Away,Liverpool,Sunderland,3,1,W,2,0,0,0,3.0,15.0,6.0,5.0,4.0,,,2.0,2.0,,,,3.0,9.0,7.0,16.0,58.0,419.0,350.0,53.7,,19.0,12.0,9.0,54.0,54.0,12.0,7.0,1.0,1.0,5.0,9.0,139.0,4.0,1.0,,,,49.0,52.0,15.0,14.0,8.0,8.0,,11.0,8.0,0.0,0.0,,,1.0
694964,7,2013-10-05 15:00:00,"Anfield, Liverpool",44721,Home,Liverpool,Crystal Palace,3,1,W,3,0,0,0,3.0,13.0,7.0,4.0,2.0,,,2.0,1.0,2.0,2.0,,1.0,9.0,6.0,21.0,76.0,614.0,540.0,61.0,,20.0,16.0,13.0,33.0,33.0,16.0,4.0,1.0,,6.0,18.0,155.0,1.0,1.0,,,,54.0,54.0,12.0,10.0,11.0,11.0,,11.0,6.0,0.0,0.0,1.0,1.0,5.0
694976,8,2013-10-19 12:45:00,"St. James' Park, Newcastle",51703,Away,Liverpool,Newcastle,2,2,D,1,1,0,1,2.0,23.0,7.0,14.0,2.0,,,2.0,2.0,1.0,1.0,,1.0,19.0,7.0,28.0,65.0,555.0,486.0,62.3,,17.0,14.0,10.0,31.0,31.0,12.0,3.0,1.0,,,7.0,131.0,2.0,2.0,,,,57.0,45.0,19.0,15.0,13.0,13.0,,10.0,8.0,0.0,0.0,1.0,1.0,2.0
694984,9,2013-10-26 15:00:00,"Anfield, Liverpool",44747,Home,Liverpool,West Brom,4,1,W,2,0,0,0,4.0,18.0,7.0,10.0,1.0,1.33895,2.7053,2.0,,2.0,2.0,1.18319,3.0,13.0,6.0,27.0,81.0,525.0,458.0,54.8,31.0,21.0,16.0,15.0,26.0,26.0,12.0,5.0,1.0,,10.0,8.0,115.0,1.0,1.0,1.1062,,,57.0,56.0,12.0,18.0,3.0,3.0,1.0,14.0,11.0,0.0,0.0,,,1.0
695000,10,2013-11-02 17:30:00,"Emirates Stadium, London",60042,Away,Liverpool,Arsenal,0,2,L,0,1,0,0,,12.0,4.0,6.0,2.0,,,2.0,,2.0,1.0,,,10.0,5.0,28.0,62.0,513.0,436.0,45.6,20.0,27.0,22.0,18.0,28.0,28.0,15.0,1.0,2.0,,15.0,16.0,148.0,5.0,2.0,,,,60.0,70.0,13.0,14.0,5.0,5.0,,7.0,10.0,0.0,0.0,,,4.0
